Date,BRAZIL IMI GROWTH
1994-05-31,160.82321379845203
1994-06-30,167.95751375282356
1994-07-29,197.32434828581478
1994-08-31,257.9877296688732
1994-09-30,281.8537814639951
1994-10-31,264.86610924796776
1994-11-30,267.256302174286
1994-12-30,246.0277351833452
1995-01-31,236.88647210185923
1995-02-28,203.29272624040658
1995-03-31,168.82957364404226
1995-04-28,185.9023203223687
1995-05-31,183.67522685709514
1995-06-30,174.70330181881087
1995-07-31,179.47842446106813
1995-08-31,191.01687500468614
1995-09-29,193.06864257756382
1995-10-31,173.9273495893535
1995-11-30,172.11509235039244
1995-12-29,172.52911016011635
1996-01-31,196.02496663215678
1996-02-29,187.39023195890684
1996-03-29,187.49137087484291
1996-04-30,191.32472907523692
1996-05-31,212.02540148205097
1996-06-28,221.65993673308935
1996-07-31,218.2204804585395
1996-08-30,225.41775791458787
1996-09-30,230.979144695782
1996-10-31,235.81751067077542
1996-11-29,239.87648661714263
1996-12-31,256.35282070618194
1997-01-01,256.3160963414415
1997-01-02,254.8418343370792
1997-01-03,255.62638640289754
1997-01-06,258.0297298767943
1997-01-07,264.2942905458224
1997-01-08,268.68610926591555
1997-01-09,270.199353364098
1997-01-10,271.8708054958282
1997-01-13,270.42088510284
1997-01-14,277.5557037729873
1997-01-15,278.4846847959147
1997-01-16,278.10379129622027
1997-01-17,281.6044889182116
1997-01-20,282.59301891386934
1997-01-21,285.7711784154743
1997-01-22,284.3526233035483
1997-01-23,286.00377414697545
1997-01-24,282.79122642732597
1997-01-27,282.21947911216324
1997-01-28,283.8968877766629
1997-01-29,280.8345852706034
1997-01-30,281.51273511055905
1997-01-31,286.8833864754093
1997-02-03,293.7374519546138
1997-02-04,295.86714802316675
1997-02-05,299.8017126599815
1997-02-06,299.37907718695953
1997-02-07,304.68073190361497
1997-02-10,304.68073190361497
1997-02-11,304.6986000387765
1997-02-12,318.83751937947125
1997-02-13,319.97106467145005
1997-02-14,318.7675160917007
1997-02-17,321.04370711908626
1997-02-18,323.0093186836201
1997-02-19,320.5411778195875
1997-02-20,317.5187865581757
1997-02-21,316.0139199235821
1997-02-24,319.54701316130536
1997-02-25,325.3133290112834
1997-02-26,321.5326899650751
1997-02-27,315.1837198723294
1997-02-28,314.40788964302567
1997-03-03,315.4447326052234
1997-03-04,317.2092497389021
1997-03-05,317.64539603419945
1997-03-06,319.7145868199899
1997-03-07,321.53410365549837
1997-03-10,328.4215575809319
1997-03-11,330.07165082160805
1997-03-12,324.971549991558
1997-03-13,322.5905384838381
1997-03-14,326.2788313851347
1997-03-17,321.09387936626
1997-03-18,316.99224049724575
1997-03-19,313.35245592195315
1997-03-20,317.9726946765794
1997-03-21,317.98643241716405
1997-03-24,318.9204715600237
1997-03-25,321.06682442106484
1997-03-26,319.2792690183973
1997-03-27,319.2792690183973
1997-03-28,319.234610712542
1997-03-31,312.4961103961814
1997-04-01,313.8035733235799
1997-04-02,314.82055615896223
1997-04-03,319.1587096543237
1997-04-04,330.1198745946031
1997-04-07,335.40137272538067
1997-04-08,331.69838129826417
1997-04-09,333.6182487868228
1997-04-10,331.9286698484617
1997-04-11,327.21475193409407
1997-04-14,323.6499703908967
1997-04-15,325.44003557676245
1997-04-16,326.4873002009547
1997-04-17,322.61814919693586
1997-04-18,323.32979547181014
1997-04-21,323.3239833951794
1997-04-22,323.2393498315262
1997-04-23,326.34299148849897
1997-04-24,328.1367238181023
1997-04-25,327.7327689667898
1997-04-28,327.75562302913124
1997-04-29,330.43976989993126
1997-04-30,332.55020651040996
1997-05-01,332.54438729674445
1997-05-02,335.8005019522963
1997-05-05,333.40349661489176
1997-05-06,337.29442666992776
1997-05-07,334.6498520029754
1997-05-08,339.8531384417517
1997-05-09,340.95863402922873
1997-05-12,343.64734079750457
1997-05-13,343.15779867700513
1997-05-14,334.3111647720096
1997-05-15,337.0214220001563
1997-05-16,337.76130063275025
1997-05-19,340.11356623228613
1997-05-20,343.0340523941577
1997-05-21,345.5365531460998
1997-05-22,345.87077057082547
1997-05-23,347.10097729629103
1997-05-26,351.9396731077228
1997-05-27,355.76408609037793
1997-05-28,358.25630860893256
1997-05-29,358.25630860893256
1997-05-30,359.9536350619959
1997-06-02,363.3499739994231
1997-06-03,361.1644143479807
1997-06-04,360.555138905614
1997-06-05,365.7787331174137
1997-06-06,373.2993829117886
1997-06-09,375.73664381864484
1997-06-10,377.44810488891073
1997-06-11,378.18595964625496
1997-06-12,392.10713048447815
1997-06-13,391.01734986716787
1997-06-16,393.0185496767896
1997-06-17,396.39145475664986
1997-06-18,395.07376142192055
1997-06-19,392.3853193764859
1997-06-20,390.5454095545868
1997-06-23,392.8999486086724
1997-06-24,404.73959060828656
1997-06-25,413.3096433175422
1997-06-26,408.28089442074247
1997-06-27,403.7230764177831
1997-06-30,398.64720770066424
1997-07-01,408.82651552167044
1997-07-02,416.9988967299192
1997-07-03,416.6058771353669
1997-07-04,421.6044427234816
1997-07-07,421.4682780483163
1997-07-08,424.0006832187418
1997-07-09,423.6182694201302
1997-07-10,423.99142508311337
1997-07-11,413.7464044156931
1997-07-14,402.257821652817
1997-07-15,366.6836682210492
1997-07-16,393.73033181178107
1997-07-17,377.82141657824167
1997-07-18,363.13366851514803
1997-07-21,365.83057806739106
1997-07-22,388.76475131867727
1997-07-23,393.03219061918264
1997-07-24,396.912448300924
1997-07-25,398.53643410579014
1997-07-28,411.1543586218452
1997-07-29,413.749441506922
1997-07-30,412.81257878625587
1997-07-31,412.08001658871353
1997-08-01,396.8877681743171
1997-08-04,388.80278797126607
1997-08-05,389.50151050860825
1997-08-06,402.7715106525495
1997-08-07,398.37659597760165
1997-08-08,393.6151466909046
1997-08-11,389.86627544649804
1997-08-12,388.48771855963577
1997-08-13,389.85946206598464
1997-08-14,390.1092303571286
1997-08-15,377.2037520738844
1997-08-18,371.12553586381546
1997-08-19,366.4461656477614
1997-08-20,355.43043698290506
1997-08-21,360.344697329943
1997-08-22,357.5599577979383
1997-08-25,361.67129293196643
1997-08-26,368.0830303565606
1997-08-27,370.9736380728467
1997-08-28,361.84765212620476
1997-08-29,342.5581693204943
1997-09-01,327.6283653156384
1997-09-02,348.715965312369
1997-09-03,350.4129191828311
1997-09-04,359.0017641218736
1997-09-05,369.8428277049249
1997-09-08,365.7316750403159
1997-09-09,365.5443800150565
1997-09-10,355.9143348554788
1997-09-11,349.72773441006
1997-09-12,356.3858684287918
1997-09-15,345.9723508225987
1997-09-16,351.0876361795914
1997-09-17,360.007526067007
1997-09-18,366.3109027738012
1997-09-19,366.2886293572551
1997-09-22,365.59313190709344
1997-09-23,361.964277029416
1997-09-24,359.7310596576601
1997-09-25,358.72183471438007
1997-09-26,363.8320135863101
1997-09-29,366.7387993947259
1997-09-30,373.8464536543413
1997-10-01,382.90654390583757
1997-10-02,390.47051798375674
1997-10-03,393.23288151927056
1997-10-06,395.54715351877724
1997-10-07,388.5922780621234
1997-10-08,385.51629044729185
1997-10-09,391.86009493541854
1997-10-10,390.32727570618476
1997-10-13,388.15462375623457
1997-10-14,391.7669816546644
1997-10-15,389.8069115764155
1997-10-16,384.5016080605147
1997-10-17,382.7343782451581
1997-10-20,387.8855687150542
1997-10-21,394.79866208055154
1997-10-22,393.90461103542964
1997-10-23,368.88848159889295
1997-10-24,361.3560127446253
1997-10-27,319.680381340493
1997-10-28,324.8115551988304
1997-10-29,312.0101461616389
1997-10-30,284.9503192050712
1997-10-31,285.5080877649426
1997-11-03,303.39217238563947
1997-11-04,310.27864411472774
1997-11-05,304.38493843036645
1997-11-06,292.3463288305537
1997-11-07,273.4960007267857
1997-11-10,275.6990712640842
1997-11-11,269.15826643076014
1997-11-12,240.5414117120118
1997-11-13,240.79310118649977
1997-11-14,252.53638594923092
1997-11-17,264.09122755549083
1997-11-18,263.8734288507921
1997-11-19,271.6790631623287
1997-11-20,274.0941615999591
1997-11-21,281.4791770931778
1997-11-24,274.04728950790263
1997-11-25,274.9564166408141
1997-11-26,281.6417427466831
1997-11-27,290.9790057500045
1997-11-28,287.65023985239293
1997-12-01,292.0906921765179
1997-12-02,300.08027062769156
1997-12-03,300.39942798416365
1997-12-04,299.78203294657527
1997-12-05,302.33313600233765
1997-12-08,302.62490141364685
1997-12-09,293.8219589954257
1997-12-10,282.97026433670976
1997-12-11,273.7542073060545
1997-12-12,274.657546500008
1997-12-15,281.89693756002885
1997-12-16,286.10118678923766
1997-12-17,286.64385029106995
1997-12-18,277.79766326098076
1997-12-19,267.3416763401719
1997-12-22,275.33341564563005
1997-12-23,279.67067457843535
1997-12-24,279.7029817452265
1997-12-25,279.7213607871653
1997-12-26,288.40663609537677
1997-12-29,293.981421042171
1997-12-30,297.38981040292896
1997-12-31,297.3995952531431
1998-01-01,297.46515433732606
1998-01-02,306.40915256643916
1998-01-05,307.67899548155344
1998-01-06,296.4234294353809
1998-01-07,287.82427243727676
1998-01-08,283.8576733368832
1998-01-09,270.75288012640056
1998-01-12,272.33211646259355
1998-01-13,276.34674649163776
1998-01-14,276.07430380241203
1998-01-15,267.95486860248906
1998-01-16,274.9641077035161
1998-01-19,281.6184222815758
1998-01-20,277.4493366162166
1998-01-21,272.97478047056387
1998-01-22,279.2947695545675
1998-01-23,274.82163431508957
1998-01-26,275.6330283408896
1998-01-27,276.35592559732413
1998-01-28,278.2512476335114
1998-01-29,279.62218192943845
1998-01-30,277.31546912142403
1998-02-02,281.8669782098881
1998-02-03,281.5111519150061
1998-02-04,279.54525096107255
1998-02-05,279.36797141426683
1998-02-06,279.3030425223157
1998-02-09,284.3559423346332
1998-02-10,285.3609671083391
1998-02-11,290.00916152610773
1998-02-12,287.43316453619525
1998-02-13,286.7607694414238
1998-02-16,283.6865591484516
1998-02-17,286.9715697641686
1998-02-18,285.8067533646793
1998-02-19,282.6986407768454
1998-02-20,286.0037982975062
1998-02-23,286.01369549649553
1998-02-24,285.9859833393253
1998-02-25,293.5298893755119
1998-02-26,293.9863147226344
1998-02-27,295.31551292532583
1998-03-02,302.90809163995624
1998-03-03,304.3335017373311
1998-03-04,303.73352585082154
1998-03-05,303.6212216979751
1998-03-06,309.6420794104217
1998-03-09,311.6655584992146
1998-03-10,311.67970413406033
1998-03-11,314.0834319577112
1998-03-12,316.3262807984012
1998-03-13,319.77535707275973
1998-03-16,319.34600489425316
1998-03-17,326.1772804005295
1998-03-18,324.74936277813885
1998-03-19,324.1723600291977
1998-03-20,323.6207311868552
1998-03-23,324.02892949765925
1998-03-24,321.64251487356006
1998-03-25,319.3856312012934
1998-03-26,321.6167739947591
1998-03-27,321.20754013192845
1998-03-30,316.6102117010089
1998-03-31,321.80654736753183
1998-04-01,317.98790933324557
1998-04-02,320.36491415869835
1998-04-03,314.6982802190513
1998-04-06,322.2873841817037
1998-04-07,322.6944447942688
1998-04-08,324.756669355514
1998-04-09,324.7307812123042
1998-04-10,324.73057896118536
1998-04-13,327.3898441271439
1998-04-14,332.93641794068816
1998-04-15,334.23438792447985
1998-04-16,331.780903688408
1998-04-17,332.3298271775302
1998-04-20,331.07627553050776
1998-04-21,331.0930478515166
1998-04-22,322.5862172252853
1998-04-23,320.373517043497
1998-04-24,322.64382390099513
1998-04-27,306.3581460837505
1998-04-28,311.8214373110827
1998-04-29,312.27854607252704
1998-04-30,318.2343675989302
1998-05-01,318.1873746790756
