Date,PHILIPPINES IMI GROWTH
2001-05-31,426.86264247655157
2001-06-01,429.69500383090946
2001-06-04,432.38391971670194
2001-06-05,427.549885010583
2001-06-06,425.5941401229497
2001-06-07,430.92002953667514
2001-06-08,428.85043847086
2001-06-11,433.10592592119997
2001-06-12,432.68338355444763
2001-06-13,436.6932445964172
2001-06-14,441.48656502373495
2001-06-15,444.06447986542565
2001-06-18,436.07915839026396
2001-06-19,427.0799082440489
2001-06-20,428.7103218088342
2001-06-21,425.89857692257857
2001-06-22,425.865765346898
2001-06-25,420.2832127672583
2001-06-26,419.11865881494356
2001-06-27,416.80248498188644
2001-06-28,417.8411949123368
2001-06-29,418.64435319704666
2001-07-02,415.64843017282504
2001-07-03,410.7002953386251
2001-07-04,410.8915891107581
2001-07-05,414.0566268046899
2001-07-06,417.3561566615421
2001-07-09,418.25909080654
2001-07-10,413.85064764909805
2001-07-11,410.7318352291327
2001-07-12,416.02206384513556
2001-07-13,413.51821472894386
2001-07-16,407.6799232518208
2001-07-17,401.748529658741
2001-07-18,404.083040320249
2001-07-19,401.1614396703378
2001-07-20,398.49244569215125
2001-07-23,395.4652011845598
2001-07-24,393.615118368377
2001-07-25,391.8884496632667
2001-07-26,394.5238649397099
2001-07-27,392.55810223791974
2001-07-30,390.21917237449276
2001-07-31,391.735524643691
2001-08-01,379.3347030105857
2001-08-02,382.7473597013619
2001-08-03,380.53646683518326
2001-08-06,380.90555393786605
2001-08-07,383.3324681148712
2001-08-08,380.5023194380779
2001-08-09,371.8178104150148
2001-08-10,384.2152621114678
2001-08-13,389.1947095481932
2001-08-14,388.68313235105296
2001-08-15,397.00404894410656
2001-08-16,392.836223508113
2001-08-17,388.73001597430755
2001-08-20,389.5596775625335
2001-08-21,387.05639840296993
2001-08-22,383.8477011458347
2001-08-23,378.52109099925804
2001-08-24,376.9409546832928
2001-08-27,376.7046687730328
2001-08-28,375.23953765684416
2001-08-29,374.35381652595754
2001-08-30,370.3221182042273
2001-08-31,373.65398533317887
2001-09-03,369.64481633796737
2001-09-04,370.79264937439916
2001-09-05,371.54585922375355
2001-09-06,378.84584655592533
2001-09-07,381.3032712623849
2001-09-10,381.2987821746296
2001-09-11,379.3326707266074
2001-09-12,364.6191273782551
2001-09-13,364.99515129789455
2001-09-14,363.5671663770387
2001-09-17,350.79557541974447
2001-09-18,357.6526670784383
2001-09-19,352.89093590328685
2001-09-20,351.41160006311947
2001-09-21,346.0134941314637
2001-09-24,343.1156089288505
2001-09-25,349.5153356746834
2001-09-26,342.66330606191246
2001-09-27,341.5136957477125
2001-09-28,332.824575547871
2001-10-01,326.53069849365045
2001-10-02,317.449088063272
2001-10-03,313.58051414459857
2001-10-04,313.3717769672249
2001-10-05,314.1413224825956
2001-10-08,303.1741069773707
2001-10-09,300.1471827192785
2001-10-10,282.7067937069657
2001-10-11,284.83023199206906
2001-10-12,291.46876887805655
2001-10-15,299.52687226932255
2001-10-16,296.88768868953207
2001-10-17,300.5270010354117
2001-10-18,293.25493736756124
2001-10-19,288.72969729531815
2001-10-22,281.67915698307263
2001-10-23,279.62128496024553
2001-10-24,277.207702584595
2001-10-25,281.96243091271776
2001-10-26,282.1381609723509
2001-10-29,279.8307830069368
2001-10-30,280.99531504839246
2001-10-31,277.2549029374462
2001-11-01,277.12154319577354
2001-11-02,277.2549029374462
2001-11-05,275.56802540569845
2001-11-06,269.4821665092015
2001-11-07,267.4144983475208
2001-11-08,267.62930168738916
2001-11-09,271.0669569202282
2001-11-12,268.64275926036436
2001-11-13,267.3583150388881
2001-11-14,272.05585658078195
2001-11-15,275.7101928641593
2001-11-16,278.51507182647975
2001-11-19,279.1675739626914
2001-11-20,272.7861619772918
2001-11-21,273.4283591433937
2001-11-22,289.0928080377345
2001-11-23,294.69843401908963
2001-11-26,294.9624825092553
2001-11-27,299.95050173637424
2001-11-28,305.52006899807503
2001-11-29,309.7612115579554
2001-11-30,309.7612115579554
2001-12-03,300.5813712475178
2001-12-04,299.2798154975775
2001-12-05,307.1813116712667
2001-12-06,312.52530891779213
2001-12-07,311.3300623949148
2001-12-10,309.5532034413085
2001-12-11,306.1739974643736
2001-12-12,304.18391393480994
2001-12-13,299.7218596451155
2001-12-14,301.94181808488696
2001-12-17,301.94181808488696
2001-12-18,306.7100845644001
2001-12-19,310.4737288375972
2001-12-20,316.37854620468096
2001-12-21,315.01601395051443
2001-12-24,315.01601395051443
2001-12-25,315.01601395051443
2001-12-26,314.05131143429685
2001-12-27,317.3197026170528
2001-12-28,318.4618327355237
2001-12-31,318.33839791663394
2002-01-01,318.33839791663394
2002-01-02,317.9283129617501
2002-01-03,318.89551627664923
2002-01-04,323.4869413071147
2002-01-07,324.63961491569705
2002-01-08,320.68979180440726
2002-01-09,318.66605463569726
2002-01-10,323.2708351024255
2002-01-11,324.47242511829006
2002-01-14,324.11850318333757
2002-01-15,320.66874965284626
2002-01-16,324.1576985086085
2002-01-17,327.8508862900947
2002-01-18,342.33143509773623
2002-01-21,352.61593001470385
2002-01-22,349.6147390814609
2002-01-23,359.96609451648
2002-01-24,361.57955373147223
2002-01-25,360.6546246594991
2002-01-28,357.99232409762635
2002-01-29,355.3512473767588
2002-01-30,355.13081356183346
2002-01-31,367.1946239993311
2002-02-01,372.9575322465835
2002-02-04,375.0482050265611
2002-02-05,368.9949508271372
2002-02-06,367.34051552967844
2002-02-07,358.18936193240523
2002-02-08,360.7272422029937
2002-02-11,363.8112241705426
2002-02-12,367.86381255846226
2002-02-13,366.82555833260096
2002-02-14,369.71711009461256
2002-02-15,373.71433989154065
2002-02-18,381.4870207100343
2002-02-19,387.92299469538534
2002-02-20,383.45275933836
2002-02-21,381.51827191068986
2002-02-22,366.3673808649069
2002-02-25,366.3839286582063
2002-02-26,364.0457443817104
2002-02-27,366.77441772149956
2002-02-28,367.71424781924765
2002-03-01,370.3944991789636
2002-03-04,373.17587757956585
2002-03-05,371.5789344952738
2002-03-06,367.7443143216667
2002-03-07,374.8222682175873
2002-03-08,375.24937838271507
2002-03-11,369.95284737696534
2002-03-12,364.6176612986038
2002-03-13,359.48864599935513
2002-03-14,357.63983165936304
2002-03-15,361.8476966711625
2002-03-18,366.85932655582684
2002-03-19,366.7993438020926
2002-03-20,370.5315813079909
2002-03-21,370.95938696781826
2002-03-22,372.44971432717796
2002-03-25,369.3870845036865
2002-03-26,369.52345372253257
2002-03-27,369.2889180052007
