Date,QATAR IMI GROWTH
2014-05-30,1000.0
2014-06-02,972.3903439561432
2014-06-03,944.3805276737803
2014-06-04,936.7250701242273
2014-06-05,947.1894115332555
2014-06-06,947.1633937773796
2014-06-09,907.8921558293405
2014-06-10,901.1914427551648
2014-06-11,896.5292919369066
2014-06-12,903.7071778745055
2014-06-13,903.694766701134
2014-06-16,870.3239782215006
2014-06-17,873.5257755041849
2014-06-18,877.5291118419232
2014-06-19,867.8925254150848
2014-06-20,867.8925254150848
2014-06-23,853.4605651600564
2014-06-24,855.5528972187864
2014-06-25,844.7065614114114
2014-06-26,811.2042782349308
2014-06-27,811.2042782349308
2014-06-30,774.4730160653036
2014-07-01,833.9356238594848
2014-07-02,856.6466871818631
2014-07-03,849.646840967442
2014-07-04,849.6585098568022
2014-07-07,845.1675855493643
2014-07-08,865.1565266558684
2014-07-09,877.7727678170761
2014-07-10,900.4713330428108
2014-07-11,900.4713330428108
2014-07-14,901.930607385472
2014-07-15,904.6303299699513
2014-07-16,914.3799204412636
2014-07-17,917.4525470422216
2014-07-18,917.4525470422216
2014-07-21,907.663333739543
2014-07-22,922.0432802898708
2014-07-23,920.8346091962043
2014-07-24,894.7994647287948
2014-07-25,894.7994647287948
2014-07-28,887.8236654731342
2014-07-29,887.8602415648179
2014-07-30,887.8602415648178
2014-07-31,887.8602415648177
2014-08-01,887.8602415648176
2014-08-04,895.9984931091683
2014-08-05,909.3502297686878
2014-08-06,902.8004175237216
2014-08-07,905.511954433436
2014-08-08,905.5119544334359
2014-08-11,907.0644437686977
2014-08-12,916.9545747018713
2014-08-13,948.541899643053
2014-08-14,942.0355537326246
2014-08-15,942.009682874587
2014-08-18,954.813975713445
2014-08-19,957.3543793291884
2014-08-20,959.2360088449368
2014-08-21,965.4396128666415
2014-08-22,965.373330694066
2014-08-25,969.486988661036
2014-08-26,971.8706388446332
2014-08-27,960.8909940922091
2014-08-28,912.4175162944265
2014-08-29,912.4551035259553
2014-09-01,947.4250919271071
2014-09-02,951.2725583103658
2014-09-03,953.2251105825875
2014-09-04,964.7682961137959
2014-09-05,964.7682961137962
2014-09-08,959.6609398395345
2014-09-09,964.2400991392282
2014-09-10,959.8174772186845
2014-09-11,967.0268187542442
2014-09-12,967.0268187542442
2014-09-15,969.6953926127429
2014-09-16,967.2844585482139
2014-09-17,971.4822107145266
2014-09-18,986.5083739353099
2014-09-19,986.5083739353101
2014-09-22,968.523036585015
2014-09-23,960.7900402143292
2014-09-24,954.8883659987931
2014-09-25,952.203354806266
2014-09-26,952.203354806266
2014-09-29,950.882920498724
2014-09-30,947.9407148260992
2014-10-01,951.0332852050702
2014-10-02,960.7599205245447
2014-10-03,960.7467292524493
2014-10-06,960.7467292524495
2014-10-07,960.7203477949292
2014-10-08,960.7203477949292
2014-10-09,960.7203477949292
2014-10-10,960.7335383425826
2014-10-13,929.1480962464306
2014-10-14,938.3005664613149
2014-10-15,931.1656729134713
2014-10-16,903.8515167760324
2014-10-17,903.8391066882033
2014-10-20,893.285161164712
2014-10-21,904.4537713594474
2014-10-22,924.7562604167204
2014-10-23,933.8688374826002
2014-10-24,933.9201285253157
2014-10-27,934.6800266828191
2014-10-28,939.8648447836069
2014-10-29,946.3973165820505
2014-10-30,929.1728370369235
2014-10-31,929.134563245391
2014-11-03,951.524019704003
2014-11-04,950.1332416583405
2014-11-05,924.1503017951816
2014-11-06,927.6030557117438
2014-11-07,927.6030557117438
2014-11-10,940.1768737702695
2014-11-11,939.5622367696823
2014-11-12,936.614310614815
2014-11-13,938.1307819423122
2014-11-14,938.105020796075
2014-11-17,943.1510293899971
2014-11-18,946.1343520542171
2014-11-19,955.8184148913431
2014-11-20,954.1195703451815
2014-11-21,954.1195703451813
2014-11-24,938.5873770725814
2014-11-25,926.4657128745256
2014-11-26,931.8471773738268
2014-11-27,917.1381446876856
2014-11-28,917.1129558508201
2014-12-01,878.6476462023243
2014-12-02,866.602432386807
2014-12-03,846.8129753094079
2014-12-04,856.3662491867632
2014-12-05,856.3192180612347
2014-12-08,850.6815763190447
2014-12-09,835.2337809951039
2014-12-10,831.2130678878417
2014-12-11,801.9308599621394
2014-12-12,801.9308599621394
2014-12-15,792.9258872613294
2014-12-16,781.3721062172359
2014-12-17,800.8292866542254
2014-12-18,800.8292866542254
2014-12-19,800.8292866542254
2014-12-22,867.9794750447553
2014-12-23,835.9999667900046
2014-12-24,851.2362150377791
2014-12-25,855.946877620798
2014-12-26,855.946877620798
2014-12-29,859.2607652597488
2014-12-30,847.4729294967361
2014-12-31,847.5874926520809
2015-01-01,847.5874926520809
2015-01-02,847.5525789835658
2015-01-05,819.9413172870381
2015-01-06,808.4738997323843
2015-01-07,811.5111666483194
2015-01-08,844.191558602058
2015-01-09,844.191558602058
2015-01-12,832.0948698783939
2015-01-13,834.0938788504626
2015-01-14,826.9773351774248
2015-01-15,823.3234074419199
2015-01-16,823.3799427304897
2015-01-19,826.5115989791108
2015-01-20,818.0609978479058
2015-01-21,806.6093080548362
2015-01-22,789.5432974837114
2015-01-23,789.478260968268
2015-01-26,811.7046521727011
2015-01-27,817.1464117698989
2015-01-28,823.0398150558037
2015-01-29,813.1304637388247
2015-01-30,813.0299945711467
2015-02-02,838.8808172616717
2015-02-03,853.1052436951504
2015-02-04,857.5389311395503
2015-02-05,862.3382900722911
2015-02-06,862.3382900722911
2015-02-09,867.0696942671257
2015-02-10,867.0458841371205
2015-02-11,876.8917656495544
2015-02-12,872.8893206540957
2015-02-13,872.8893206540957
2015-02-16,872.1263854677879
2015-02-17,867.7700415078016
2015-02-18,873.674575785794
2015-02-19,873.5466574408703
2015-02-20,873.5466574408703
2015-02-23,881.3559040776181
2015-02-24,885.2218188832966
2015-02-25,883.9219933051977
2015-02-26,875.8818643174031
2015-02-27,875.8097059872382
2015-03-02,880.3604277929849
2015-03-03,878.7802892403935
2015-03-04,857.7072337934345
2015-03-05,860.192185007909
2015-03-06,860.192185007909
2015-03-09,870.0846865446238
2015-03-10,874.1394516414097
2015-03-11,868.2218394493136
2015-03-12,865.5830178834483
2015-03-13,865.5830178834483
2015-03-16,844.5578252084052
2015-03-17,836.9137429193671
2015-03-18,817.3828329556135
2015-03-19,821.2704725522747
2015-03-20,821.2704725522743
2015-03-23,828.3821037471545
2015-03-24,848.8949079178757
2015-03-25,834.2686398375215
2015-03-26,826.1075679929779
2015-03-27,826.0848792749439
2015-03-30,846.166003059506
2015-03-31,856.3032736045144
2015-04-01,838.8186897447932
2015-04-02,851.1232490900012
2015-04-03,851.1232490900012
2015-04-06,852.1053087905865
2015-04-07,852.5410091788796
2015-04-08,853.1456842176307
2015-04-09,858.1297036214776
2015-04-10,858.1297036214776
2015-04-13,849.0502131265176
2015-04-14,844.3390719452358
2015-04-15,846.0662022324941
2015-04-16,851.3452869432627
2015-04-17,851.3335944066004
2015-04-20,847.3863163305388
2015-04-21,855.2742413326541
2015-04-22,856.3236592827076
2015-04-23,860.9314279281754
2015-04-24,860.9669029478688
2015-04-27,872.2283338328865
2015-04-28,874.0328937820805
2015-04-29,877.5345140403134
2015-04-30,872.5104148127349
2015-05-01,872.4864457341308
2015-05-04,866.1476793390631
2015-05-05,874.335611223792
2015-05-06,879.9339931074287
2015-05-07,878.0233283924892
2015-05-08,878.0233283924895
2015-05-11,878.6381682494604
2015-05-12,877.4933325613197
2015-05-13,870.6819370212801
2015-05-14,869.1984666565564
2015-05-15,869.1984666565564
2015-05-18,873.0084815583892
2015-05-19,866.3282528844758
2015-05-20,863.7436513190014
2015-05-21,857.8535262457788
2015-05-22,857.8535262457788
2015-05-25,852.5657953338581
2015-05-26,852.2376842520368
2015-05-27,838.4309974638633
2015-05-28,819.4023111571894
2015-05-29,819.4585934270987
2015-06-01,835.6959846115127
2015-06-02,834.3568512254765
2015-06-03,833.1126471019099
2015-06-04,828.6419911249845
2015-06-05,828.5964669732383
2015-06-08,817.5221187088175
2015-06-09,820.3266319584648
2015-06-10,813.015051529385
2015-06-11,815.2507224426705
2015-06-12,815.2171334052971
2015-06-15,819.4127874814741
2015-06-16,816.2387303109099
2015-06-17,814.5228808502375
2015-06-18,817.5124980518284
2015-06-19,817.714633039465
2015-06-22,834.287913482152
2015-06-23,831.8228577501152
2015-06-24,836.6592341600066
2015-06-25,835.6257320509071
2015-06-26,835.6716323122082
2015-06-29,823.9244445847091
2015-06-30,836.9036315846778
2015-07-01,826.4379398451288
2015-07-02,831.952385494796
2015-07-03,831.9181144530603
2015-07-06,823.5613649775914
2015-07-07,820.6457375858245
2015-07-08,813.6475251850297
2015-07-09,820.8724490465833
2015-07-10,820.8273641244208
2015-07-13,824.8478768687968
2015-07-14,825.1958967993671
2015-07-15,829.0576948633604
2015-07-16,827.7333648333911
2015-07-17,827.7333648333909
2015-07-20,827.7333648333906
2015-07-21,827.744730894013
2015-07-22,824.6506351261751
2015-07-23,826.126966551591
2015-07-24,826.1383105538779
2015-07-27,821.4682805688462
2015-07-28,815.0462450245941
2015-07-29,812.6456501856334
