Date,EAFE MOMENTUM
1994-06-30,1011.21141798
1994-07-29,1013.26445211
1994-08-31,1042.84826424
1994-09-30,1014.14764316
1994-10-31,1051.46698664
1994-11-30,984.72626464
1994-12-30,984.3303313
1995-01-31,919.67519514
1995-02-28,912.80197911
1995-03-31,979.52553194
1995-04-28,1019.88184572
1995-05-31,1000.0
1995-06-30,1022.177107907628
1995-07-31,1075.8750685742084
1995-08-31,1049.3801784299612
1995-09-29,1096.515528768096
1995-10-31,1099.8930649992258
1995-11-30,1116.4550946533777
1995-12-29,1143.7479893966981
1996-01-31,1138.4217016583111
1996-02-29,1148.8387573152138
1996-03-29,1181.08149411242
1996-04-30,1202.0475998438865
1996-05-31,1186.4999372671437
1996-06-28,1214.718915066213
1996-07-31,1173.4027419406068
1996-08-30,1176.5465498323063
1996-09-30,1205.573427495768
1996-10-31,1187.0982685253318
1996-11-29,1242.367525094619
1996-12-31,1267.5142819735102
1997-01-01,1267.5142819735102
1997-01-02,1246.6603094483246
1997-01-03,1249.2800387276784
1997-01-06,1255.8948481254993
1997-01-07,1255.1151879400134
1997-01-08,1258.6333144176028
1997-01-09,1253.3863670395706
1997-01-10,1243.641247750524
1997-01-13,1253.9113170283435
1997-01-14,1265.6437257927978
1997-01-15,1273.966719972819
1997-01-16,1280.7039697057771
1997-01-17,1272.7664794391758
1997-01-20,1263.260052508261
1997-01-21,1258.895563543696
1997-01-22,1261.2105318374777
1997-01-23,1261.0598723419514
1997-01-24,1252.1471232954634
1997-01-27,1242.9023429456706
1997-01-28,1242.7281508337217
1997-01-29,1240.6542595526882
1997-01-30,1242.5031931966184
1997-01-31,1253.4016165295047
1997-02-03,1251.9043689474242
1997-02-04,1254.9055760296253
1997-02-05,1262.7057242362011
1997-02-06,1262.2552079866832
1997-02-07,1262.270054034341
1997-02-10,1278.1152731143995
1997-02-11,1270.6918929688773
1997-02-12,1274.8701068572116
1997-02-13,1279.7338368312658
1997-02-14,1284.0181274331255
1997-02-17,1282.1774296181575
1997-02-18,1280.9184845633984
1997-02-19,1277.4919941800708
1997-02-20,1278.6014789016344
1997-02-21,1277.9040115732596
1997-02-24,1280.3168718293691
1997-02-25,1289.1392990932795
1997-02-26,1280.8847092911385
1997-02-27,1286.0058277220012
1997-02-28,1274.127445663007
1997-03-03,1267.4247097992559
1997-03-04,1279.084914260065
1997-03-05,1280.1812796604488
1997-03-06,1286.614150151012
1997-03-07,1285.637825682119
1997-03-10,1299.1702928978411
1997-03-11,1302.5121517876087
1997-03-12,1289.1380233859
1997-03-13,1280.3405297133238
1997-03-14,1282.3441247416579
1997-03-17,1274.0416457099132
1997-03-18,1269.77172889657
1997-03-19,1266.3412760148917
1997-03-20,1241.341436200783
1997-03-21,1252.7719704610874
1997-03-24,1247.7335793608838
1997-03-25,1266.6623883264592
1997-03-26,1278.9661908169528
1997-03-27,1289.4102982785853
1997-03-28,1290.6514900202285
1997-03-31,1293.8549815404765
1997-04-01,1264.3786931066993
1997-04-02,1260.502665929136
1997-04-03,1250.7089731548897
1997-04-04,1251.8454517550088
1997-04-07,1257.6973680638973
1997-04-08,1267.2470977417045
1997-04-09,1272.1480483469443
1997-04-10,1268.6059419286864
1997-04-11,1263.2318740255462
1997-04-14,1250.764170839855
1997-04-15,1263.0841275274106
1997-04-16,1267.9315685539134
1997-04-17,1272.368572297522
1997-04-18,1277.4564338700277
1997-04-21,1287.4605495597762
1997-04-22,1286.0651315665698
1997-04-23,1298.7040316367572
1997-04-24,1303.9626130816464
1997-04-25,1294.0532622041053
1997-04-28,1293.1182814270012
1997-04-29,1309.122683023629
1997-04-30,1316.2873071698848
1997-05-01,1326.4871685142084
1997-05-02,1332.4688123205417
1997-05-05,1343.1370406117335
1997-05-06,1367.7432013135933
1997-05-07,1369.2008741705577
1997-05-08,1378.5185034939402
1997-05-09,1391.9096836644487
1997-05-12,1400.2910881537891
1997-05-13,1406.075483260798
1997-05-14,1412.8335834407053
1997-05-15,1410.442816218112
1997-05-16,1419.0997086126242
1997-05-19,1411.6227537566278
1997-05-20,1411.3611794235605
1997-05-21,1421.367598680285
1997-05-22,1411.32613433267
1997-05-23,1424.537403055442
1997-05-26,1432.4234038487728
1997-05-27,1426.9308973778454
1997-05-28,1424.6276665272846
1997-05-29,1418.5908900446861
1997-05-30,1396.7633568626156
1997-06-02,1397.5762192555171
1997-06-03,1406.5598911715476
1997-06-04,1410.58046278379
1997-06-05,1416.1921883716711
1997-06-06,1425.3923617455926
1997-06-09,1444.7901184360524
1997-06-10,1444.0200772689057
1997-06-11,1447.5467282401194
1997-06-12,1448.1032218245628
1997-06-13,1451.4915961256374
1997-06-16,1458.494141422376
1997-06-17,1442.9767201011123
1997-06-18,1448.3585088713417
1997-06-19,1457.9062604004569
1997-06-20,1458.7865246668418
1997-06-23,1462.9904120613746
1997-06-24,1465.371178099121
1997-06-25,1490.5613973454683
1997-06-26,1493.7518685013274
1997-06-27,1484.585517919766
1997-06-30,1472.7176472311282
1997-07-01,1489.6368937989396
1997-07-02,1491.1734456283284
1997-07-03,1520.5572360809686
1997-07-04,1525.3487097650095
1997-07-07,1539.7474500110238
1997-07-08,1536.6872717696576
1997-07-09,1543.4169372565275
1997-07-10,1538.7126033011025
1997-07-11,1541.4699566151735
1997-07-14,1549.2961228921079
1997-07-15,1541.2604701620992
1997-07-16,1573.6031986881446
1997-07-17,1572.490547890874
1997-07-18,1546.6307078841648
1997-07-21,1525.3515092725463
1997-07-22,1542.8244566089347
1997-07-23,1562.861991021942
1997-07-24,1550.4211339271112
1997-07-25,1545.7927040148672
1997-07-28,1545.395525299702
1997-07-29,1548.6595599962511
1997-07-30,1561.9524508140405
1997-07-31,1566.396609789122
1997-08-01,1553.5728930805085
1997-08-04,1529.4209074219593
1997-08-05,1519.3876028639424
1997-08-06,1540.5247059421968
1997-08-07,1554.1561491792645
1997-08-08,1554.3733479551838
1997-08-11,1534.9481912579681
1997-08-12,1539.0002288869193
1997-08-13,1529.0757725666244
1997-08-14,1513.6411028113534
1997-08-15,1507.6927214399093
1997-08-18,1488.721178272978
1997-08-19,1507.633934070694
1997-08-20,1515.6553900227368
1997-08-21,1518.0065119852568
1997-08-22,1486.3292243938913
1997-08-25,1479.6012174861555
1997-08-26,1477.428191511259
1997-08-27,1472.8172756985498
1997-08-28,1455.7160471662264
1997-08-29,1437.5744005003487
1997-09-01,1438.0319923610543
1997-09-02,1459.312769733046
1997-09-03,1485.2709887191847
1997-09-04,1482.5464354871983
1997-09-05,1493.7225350330825
1997-09-08,1483.7265333349442
1997-09-09,1486.077179797722
1997-09-10,1472.4224616079753
1997-09-11,1450.8834049774955
1997-09-12,1449.131853863222
1997-09-15,1464.2971864823755
1997-09-16,1474.8427889843754
1997-09-17,1493.3277696080038
1997-09-18,1504.321065962867
1997-09-19,1508.3679970466994
1997-09-22,1517.8925777287714
1997-09-23,1517.2308273726292
1997-09-24,1547.902015018919
1997-09-25,1548.5343853405993
1997-09-26,1554.5712750373398
1997-09-29,1560.3743800208865
1997-09-30,1570.0314996192005
1997-10-01,1582.1100415683172
1997-10-02,1585.5813745749701
1997-10-03,1598.4245126148976
1997-10-06,1599.092468410858
1997-10-07,1596.976258822229
1997-10-08,1597.6283929792523
1997-10-09,1573.7728868858524
1997-10-10,1563.9157161955068
1997-10-13,1572.2239926597897
1997-10-14,1573.6685774743048
1997-10-15,1573.5884521107714
1997-10-16,1579.166148320005
1997-10-17,1550.9355618830305
1997-10-20,1538.2396043215394
1997-10-21,1549.900330677054
1997-10-22,1548.965238884885
