Date,NORTH AMERICA MOMENTUM
1994-06-30,817.20174011
1994-07-29,844.59185793
1994-08-31,885.01369117
1994-09-30,862.86594469
1994-10-31,877.46251132
1994-11-30,829.70142584
1994-12-30,840.39932083
1995-01-31,854.3403803
1995-02-28,885.32568575
1995-03-31,921.46459071
1995-04-28,964.40874686
1995-05-31,1000.0
1995-06-30,1031.3937710915473
1995-07-31,1066.1064188668875
1995-08-31,1059.675709052631
1995-09-29,1110.710818966805
1995-10-31,1141.0586129780606
1995-11-30,1175.0610599127017
1995-12-29,1187.5197266079563
1996-01-31,1246.02073471229
1996-02-29,1264.548758884621
1996-03-29,1269.4172305774557
1996-04-30,1284.1591916182222
1996-05-31,1330.8556615169744
1996-06-28,1351.1211729174192
1996-07-31,1293.0226152713356
1996-08-30,1323.2443309447565
1996-09-30,1412.9160910377502
1996-10-31,1465.843731888847
1996-11-29,1577.00736433949
1996-12-31,1535.1277070867734
1997-01-01,1535.1277070867734
1997-01-02,1524.6403770240595
1997-01-03,1552.1412080552886
1997-01-06,1555.3420176557506
1997-01-07,1568.0195503375721
1997-01-08,1561.1499677840984
1997-01-09,1573.8462421318995
1997-01-10,1582.933267149293
1997-01-13,1585.9841996585394
1997-01-14,1610.1012625098235
1997-01-15,1604.335060846417
1997-01-16,1612.6610956226252
1997-01-17,1627.4148465458327
1997-01-20,1633.4407003998176
1997-01-21,1644.696791802865
1997-01-22,1658.1038417992697
1997-01-23,1632.0653853808965
1997-01-24,1615.6331226997447
1997-01-27,1606.05525982659
1997-01-28,1612.1642645786724
1997-01-29,1635.9649272149395
1997-01-30,1663.3156495661283
1997-01-31,1670.7847751769605
1997-02-03,1675.2632678970353
1997-02-04,1683.3063160378726
1997-02-05,1657.0058520395532
1997-02-06,1657.951884040848
1997-02-07,1685.3635080939428
1997-02-10,1669.0166999476703
1997-02-11,1681.474934193482
1997-02-12,1707.865268427137
1997-02-13,1733.0204225269872
1997-02-14,1721.948932030156
1997-02-17,1721.7390572402096
1997-02-18,1736.8682290204845
1997-02-19,1726.9005948421332
1997-02-20,1699.8095586535674
1997-02-21,1691.8129046456515
1997-02-24,1716.3974347648323
1997-02-25,1724.1495548734724
1997-02-26,1709.573725163908
1997-02-27,1676.739926035639
1997-02-28,1665.6023525077073
1997-03-03,1683.1117121653365
1997-03-04,1673.519672592887
1997-03-05,1705.1154527538938
1997-03-06,1696.1542670818444
1997-03-07,1712.8059925568136
1997-03-10,1736.6643832142456
1997-03-11,1726.8763634684726
1997-03-12,1709.3607890517108
1997-03-13,1673.0398865729321
1997-03-14,1675.200638203163
1997-03-17,1681.0908156259225
1997-03-18,1664.7172113029676
1997-03-19,1656.2359271636876
1997-03-20,1646.6409339951801
1997-03-21,1649.7581916212328
1997-03-24,1667.9457657205219
1997-03-25,1665.2349576615136
1997-03-26,1667.3753848229685
1997-03-27,1629.036857280348
1997-03-28,1628.596270805511
1997-03-31,1586.977408166545
1997-04-01,1603.066587720358
1997-04-02,1579.5402003639006
1997-04-03,1584.2412854859622
1997-04-04,1598.8033716742461
1997-04-07,1609.0337295089719
1997-04-08,1621.8860054010372
1997-04-09,1606.2544487179505
1997-04-10,1598.437801125208
1997-04-11,1554.0956278499268
1997-04-14,1571.997052808605
1997-04-15,1595.8019369625472
1997-04-16,1612.5615738928411
1997-04-17,1612.8134286300258
1997-04-18,1624.685174318305
1997-04-21,1617.9258760085531
1997-04-22,1657.4241322988005
1997-04-23,1658.6699790349003
1997-04-24,1657.6807971997707
1997-04-25,1645.168491974971
1997-04-28,1662.0249949977806
1997-04-29,1715.3246694961715
1997-04-30,1731.9151282782682
1997-05-01,1726.4241554760988
1997-05-02,1759.3527811696556
1997-05-05,1787.2261524202827
1997-05-06,1785.259998439588
1997-05-07,1753.868199886977
1997-05-08,1762.447088059413
1997-05-09,1777.5602361959923
1997-05-12,1804.7190671924695
1997-05-13,1794.5673727981214
1997-05-14,1803.2441202094892
1997-05-15,1814.492676784518
1997-05-16,1785.9262977959172
1997-05-19,1789.2150803370484
1997-05-20,1817.2134033934851
1997-05-21,1812.4827652578604
1997-05-22,1805.281913814394
1997-05-23,1828.9106234022731
1997-05-26,1830.9469125771536
1997-05-27,1833.0689190983105
1997-05-28,1824.1476079375857
1997-05-29,1812.6405488085488
1997-05-30,1816.6375408200329
1997-06-02,1808.4404412018139
1997-06-03,1807.2082035489766
1997-06-04,1797.8685310106412
1997-06-05,1806.7990083167
1997-06-06,1845.818175750938
1997-06-09,1859.235936111066
1997-06-10,1858.5197144569213
1997-06-11,1872.9288076006114
1997-06-12,1907.412897082587
1997-06-13,1932.1831499024072
1997-06-16,1931.3387419149353
1997-06-17,1932.4552600663644
1997-06-18,1919.3889986985637
1997-06-19,1944.8415100854247
1997-06-20,1948.948515427316
1997-06-23,1901.5152206311366
1997-06-24,1948.6067209993769
1997-06-25,1932.5320732912344
1997-06-26,1920.1078079183394
1997-06-27,1929.9306259005211
1997-06-30,1918.5324624485413
1997-07-01,1935.1092704076673
1997-07-02,1970.5726084147004
1997-07-03,2005.5444382187113
1997-07-04,2005.8673573450756
1997-07-07,1989.4707347948456
1997-07-08,2005.5766272040269
1997-07-09,1983.74485551457
1997-07-10,1996.3274479005177
1997-07-11,2006.2117554241631
1997-07-14,2011.4443214108994
1997-07-15,2029.2914250785618
1997-07-16,2063.2340634598654
1997-07-17,2054.632012625352
1997-07-18,2014.379288152373
1997-07-21,2005.4172206784444
1997-07-22,2050.502131090486
1997-07-23,2058.394965153799
1997-07-24,2067.1546702410533
1997-07-25,2060.2944484665086
1997-07-28,2045.7375182809474
1997-07-29,2056.9895114396522
1997-07-30,2079.7161789038255
1997-07-31,2086.107542547548
1997-08-01,2068.7984036440685
1997-08-04,2071.87473180237
1997-08-05,2077.275761541379
1997-08-06,2090.422939512191
1997-08-07,2068.1289308183623
1997-08-08,2022.424007391815
1997-08-11,2019.9152630966169
1997-08-12,1992.6438947310453
1997-08-13,1984.311545951978
1997-08-14,1997.8442264942807
1997-08-15,1938.4452686588925
1997-08-18,1968.2098546957545
1997-08-19,2003.533122987928
1997-08-20,2037.2545175912614
1997-08-21,1999.2313709512616
1997-08-22,1992.4770712833558
1997-08-25,1977.8994037705902
1997-08-26,1956.9487238376248
1997-08-27,1958.985321228079
1997-08-28,1937.8374841354344
1997-08-29,1930.9237974358214
1997-09-01,1930.9998973654222
1997-09-02,1994.9419597470096
1997-09-03,1993.2444409248233
1997-09-04,2001.6790725165292
1997-09-05,1998.294880729403
1997-09-08,2002.759555558672
1997-09-09,2006.396942375957
1997-09-10,1968.764921524094
1997-09-11,1953.5294382561033
1997-09-12,1981.332692864943
1997-09-15,1967.3900179072111
1997-09-16,2031.19505378788
1997-09-17,2030.8027572245142
1997-09-18,2033.5244495089112
1997-09-19,2041.9774900803038
1997-09-22,2055.0234164174967
1997-09-23,2051.892230911929
1997-09-24,2030.6282535177093
1997-09-25,2013.174404010773
1997-09-26,2035.854166238112
1997-09-29,2056.4748167985954
1997-09-30,2037.2796842943542
