Date,EMU MOMENTUM
1995-05-31,1000.0
1995-06-30,1041.2807063456135
1995-07-31,1114.3248873205193
1995-08-31,1064.087809532849
1995-09-29,1100.889320340734
1995-10-31,1086.3965711686637
1995-11-30,1085.3629530297467
1995-12-29,1108.0277259439454
1996-01-31,1142.779002163233
1996-02-29,1170.2789978150101
1996-03-29,1195.2395009927727
1996-04-30,1199.545079339827
1996-05-31,1242.9682471896936
1996-06-28,1265.6415202309292
1996-07-31,1238.6507820133584
1996-08-30,1267.7137126826133
1996-09-30,1295.283314238183
1996-10-31,1320.6883627212594
1996-11-29,1400.2427914422958
1996-12-31,1438.8352437914127
1997-01-01,1438.8352437914127
1997-01-02,1409.6064607133071
1997-01-03,1411.0980718077124
1997-01-06,1414.260210008584
1997-01-07,1411.5600718835922
1997-01-08,1418.9015436711165
1997-01-09,1412.9533992046925
1997-01-10,1412.7602577325529
1997-01-13,1423.5305151454654
1997-01-14,1430.8123827649958
1997-01-15,1440.2184541726156
1997-01-16,1446.0125648099533
1997-01-17,1435.4192961120914
1997-01-20,1430.7751753699786
1997-01-21,1422.3293366789417
1997-01-22,1422.1807833562611
1997-01-23,1426.6294184357398
1997-01-24,1413.259916206788
1997-01-27,1404.000405223569
1997-01-28,1405.4173003754788
1997-01-29,1399.8986295990846
1997-01-30,1409.9936504773664
1997-01-31,1424.9859503198602
1997-02-03,1417.7053390560955
1997-02-04,1422.0112619003187
1997-02-05,1436.8179656764612
1997-02-06,1433.9317527982503
1997-02-07,1427.2869239328181
1997-02-10,1446.0536203426511
1997-02-11,1436.927369580128
1997-02-12,1438.5807856182207
1997-02-13,1446.2659852437966
1997-02-14,1459.038886074412
1997-02-17,1455.9458379670714
1997-02-18,1468.3299651194063
1997-02-19,1458.8787745635923
1997-02-20,1451.3212673968912
1997-02-21,1445.6326935575942
1997-02-24,1456.9048697859919
1997-02-25,1474.5220600631717
1997-02-26,1461.4566757804039
1997-02-27,1470.327497451217
1997-02-28,1454.2197878958527
1997-03-03,1443.1594778796903
1997-03-04,1457.7732549078657
1997-03-05,1462.853592814012
1997-03-06,1474.529176289985
1997-03-07,1469.1408113443265
1997-03-10,1498.3023525512413
1997-03-11,1502.3779165620788
1997-03-12,1483.0950072794017
1997-03-13,1469.8468488459496
1997-03-14,1476.849093718911
1997-03-17,1463.075385961542
1997-03-18,1449.7464493199018
1997-03-19,1451.0842287127812
1997-03-20,1412.9040510847408
1997-03-21,1437.154967259766
1997-03-24,1426.8849461256318
1997-03-25,1450.1430535670647
1997-03-26,1469.0040973995945
1997-03-27,1488.7138765505485
1997-03-28,1489.868562156376
1997-03-31,1492.8126926335167
1997-04-01,1443.2422402122709
1997-04-02,1433.7552093453535
1997-04-03,1415.0301319188811
1997-04-04,1419.7746075235991
1997-04-07,1428.4005065851616
1997-04-08,1432.698346872033
1997-04-09,1441.5685163603664
1997-04-10,1436.94564779666
1997-04-11,1421.6158653699072
1997-04-14,1406.8252627067634
1997-04-15,1425.255791172043
1997-04-16,1435.0246813990502
1997-04-17,1444.6406733108734
1997-04-18,1443.0024293610256
1997-04-21,1454.929723744681
1997-04-22,1452.039041122804
1997-04-23,1471.4475939733063
1997-04-24,1467.524274140591
1997-04-25,1451.9935324293237
1997-04-28,1447.4591747959823
1997-04-29,1474.7217397480395
1997-04-30,1481.7462712133909
1997-05-01,1497.5424638735706
1997-05-02,1498.514294911647
1997-05-05,1516.1598355217757
1997-05-06,1525.598339947007
1997-05-07,1525.213577159931
1997-05-08,1536.6657324939172
1997-05-09,1552.7455312071982
1997-05-12,1564.824643978748
1997-05-13,1574.8730706726103
1997-05-14,1578.968353464127
1997-05-15,1580.0090163551565
1997-05-16,1590.437997308635
1997-05-19,1576.3275782141736
1997-05-20,1573.3253331485041
1997-05-21,1604.951620758819
1997-05-22,1600.0153079251186
1997-05-23,1613.023344574785
1997-05-26,1620.606075145419
1997-05-27,1615.266732960604
1997-05-28,1597.611240658864
1997-05-29,1592.794531840672
1997-05-30,1561.722713234277
1997-06-02,1567.4542989930305
1997-06-03,1583.975311571906
1997-06-04,1593.219566364319
1997-06-05,1604.0309377813453
1997-06-06,1618.2590962990555
1997-06-09,1634.5036412331365
1997-06-10,1626.9260280476863
1997-06-11,1632.4342001211223
1997-06-12,1640.725279238155
1997-06-13,1646.471277428827
1997-06-16,1656.68792336614
1997-06-17,1638.5382399029238
1997-06-18,1648.7731902397122
1997-06-19,1659.414066928419
1997-06-20,1666.6085373309
1997-06-23,1670.5860157132126
1997-06-24,1670.0489119236386
1997-06-25,1693.7736443897982
1997-06-26,1691.823944338613
1997-06-27,1682.8367832081376
1997-06-30,1666.6547700667109
1997-07-01,1686.8054292725867
1997-07-02,1690.9040867364022
1997-07-03,1721.1538491149859
1997-07-04,1736.553150146291
1997-07-07,1766.6369534917335
1997-07-08,1762.3485893592092
1997-07-09,1785.4114949937486
1997-07-10,1770.2191321608102
1997-07-11,1770.9203378451982
1997-07-14,1780.2708191131676
1997-07-15,1765.1539809612302
1997-07-16,1798.5754325918988
1997-07-17,1794.0560491651772
1997-07-18,1771.551389369472
1997-07-21,1738.837618101654
1997-07-22,1776.5706643311119
1997-07-23,1803.8517756754704
1997-07-24,1777.9547993799486
1997-07-25,1771.4771099259397
1997-07-28,1772.4192331654208
1997-07-29,1769.131235807476
1997-07-30,1781.177207428763
1997-07-31,1788.0577769557583
1997-08-01,1751.7938105317373
1997-08-04,1718.907717338763
1997-08-05,1706.7177473973452
1997-08-06,1732.2791022570611
1997-08-07,1761.299523564461
1997-08-08,1757.4203184882122
1997-08-11,1735.3318733802944
1997-08-12,1738.4568836988135
1997-08-13,1719.3422845398302
1997-08-14,1700.8838395419195
1997-08-15,1691.1365961099616
1997-08-18,1680.1598345526781
1997-08-19,1712.047771075922
1997-08-20,1717.070806986684
1997-08-21,1719.9179286488989
1997-08-22,1687.989655148229
1997-08-25,1682.5757039213538
1997-08-26,1668.5857719159415
1997-08-27,1667.7240406965507
1997-08-28,1655.0052127800304
1997-08-29,1631.468448286096
1997-09-01,1654.7631421477956
1997-09-02,1679.9732827642815
1997-09-03,1704.3843743445293
1997-09-04,1699.7317262379913
1997-09-05,1722.6063218507568
1997-09-08,1701.3709576944104
1997-09-09,1697.6917726936115
1997-09-10,1686.6756713533632
1997-09-11,1667.700861827276
1997-09-12,1673.020419961546
1997-09-15,1690.1244357026774
1997-09-16,1709.0734813925505
1997-09-17,1736.301301090652
1997-09-18,1744.6940569519838
1997-09-19,1752.74418987789
1997-09-22,1758.9120592676447
1997-09-23,1754.3488947442547
1997-09-24,1778.9791022091954
1997-09-25,1789.711530533354
1997-09-26,1787.1046084091035
1997-09-29,1792.158068388456
1997-09-30,1810.941598692925
1997-10-01,1816.8293323212295
1997-10-02,1835.369367842785
1997-10-03,1854.2620078471732
1997-10-06,1853.7968263486734
1997-10-07,1858.7012519380708
1997-10-08,1854.9926906107535
1997-10-09,1822.0125531521044
1997-10-10,1795.2177273476166
1997-10-13,1817.7206299933982
1997-10-14,1813.1529345786007
1997-10-15,1810.845073729753
1997-10-16,1799.5404715395675
1997-10-17,1748.826020398404
1997-10-20,1739.9393670184695
1997-10-21,1772.1262482723484
1997-10-22,1785.0683666641578
1997-10-23,1724.9228771041965
1997-10-24,1738.6012515716736
1997-10-27,1684.283926866055
1997-10-28,1606.6554028487055
1997-10-29,1691.7534586412191
1997-10-30,1677.9255984655556
1997-10-31,1677.059902951395
1997-11-03,1700.6101125827977
1997-11-04,1694.7044585422386
1997-11-05,1714.4676434763928
1997-11-06,1696.5059374886857
1997-11-07,1668.8133862578854
1997-11-10,1673.354453304775
1997-11-11,1667.7263392579173
1997-11-12,1628.820033374769
1997-11-13,1632.6471955258337
1997-11-14,1623.9274304819699
1997-11-17,1662.5609304708512
1997-11-18,1681.2035142782684
1997-11-19,1673.1222699679859
1997-11-20,1708.3530778397349
1997-11-21,1715.5082937749214
1997-11-24,1672.5177558204618
1997-11-25,1657.4691859109953
1997-11-26,1655.777533207251
1997-11-27,1659.694622665258
1997-11-28,1659.0550927032243
1997-12-01,1683.6957999087267
1997-12-02,1689.4835149433243
1997-12-03,1690.1192357326465
1997-12-04,1705.1295143587092
1997-12-05,1711.2182521484779
1997-12-08,1723.0414378540177
1997-12-09,1722.0196328446582
1997-12-10,1708.2858701730295
1997-12-11,1669.8954317558391
1997-12-12,1685.4686503303467
1997-12-15,1692.4979768840024
1997-12-16,1707.4988996594047
1997-12-17,1742.1413127902624
1997-12-18,1745.696475710102
1997-12-19,1714.971300270237
