Date,PACIFIC MOMENTUM
1995-05-31,1000.0
1995-06-30,971.0341715310877
1995-07-31,1018.4713306117611
1995-08-31,979.5080612082693
1995-09-29,993.0171488509997
1995-10-31,968.4573673186393
1995-11-30,991.5314637679799
1995-12-29,1034.192802848553
1996-01-31,1025.4604997126667
1996-02-29,1010.2081412943859
1996-03-29,1043.8485498525913
1996-04-30,1094.3406145321892
1996-05-31,1039.4065175251544
1996-06-28,1060.6264124099955
1996-07-31,1016.6558453543217
1996-08-30,970.608519093485
1996-09-30,1012.4565781752776
1996-10-31,952.2930708183547
1996-11-29,997.585864028189
1996-12-31,991.7133412550919
1997-01-01,991.7133412550919
1997-01-02,988.8727843939773
1997-01-03,987.0486950795869
1997-01-06,999.7337113046007
1997-01-07,994.4499307733954
1997-01-08,987.0967860296248
1997-01-09,966.6750744780735
1997-01-10,947.8678436592423
1997-01-13,952.1144754941654
1997-01-14,954.1499293883454
1997-01-15,962.4861355809957
1997-01-16,969.1350896500766
1997-01-17,964.0582870147056
1997-01-20,951.923430097116
1997-01-21,947.1638728569704
1997-01-22,954.4896111245785
1997-01-23,950.4708473992349
1997-01-24,946.9675658077385
1997-01-27,939.117587907754
1997-01-28,940.0582276637274
1997-01-29,944.8154513423997
1997-01-30,936.4125479479073
1997-01-31,944.5287949423973
1997-02-03,942.2581572761602
1997-02-04,942.1170622120875
1997-02-05,937.4526762793948
1997-02-06,937.8094289553209
1997-02-07,937.3196351477097
1997-02-10,950.9798945800748
1997-02-11,948.6759985162843
1997-02-12,962.1090735345693
1997-02-13,972.5967943428063
1997-02-14,975.7507343725493
1997-02-17,975.6423292152357
1997-02-18,967.920367990601
1997-02-19,964.1861529794472
1997-02-20,974.98024473172
1997-02-21,972.4235262440972
1997-02-24,963.7627144859067
1997-02-25,968.7256386324918
1997-02-26,965.6285291449725
1997-02-27,972.7924129198691
1997-02-28,963.8074612376603
1997-03-03,963.5035302512571
1997-03-04,965.3302654061989
1997-03-05,958.6934310031677
1997-03-06,952.0614138321048
1997-03-07,950.7252723967565
1997-03-10,951.2949557617343
1997-03-11,954.0524178380673
1997-03-12,949.3035806750925
1997-03-13,938.6364296367793
1997-03-14,931.8892456861337
1997-03-17,934.7907393102893
1997-03-18,937.431492475118
1997-03-19,933.9343825500481
1997-03-20,927.0727329220557
1997-03-21,930.2889085111827
1997-03-24,928.0722956167682
1997-03-25,933.2812916054744
1997-03-26,941.7772228389285
1997-03-27,941.7634908719622
1997-03-28,941.6853146709253
1997-03-31,938.4329966144427
1997-04-01,931.7916798111318
1997-04-02,940.2345610031693
1997-04-03,939.6390644165841
1997-04-04,936.9234191052557
1997-04-07,934.7968130208308
1997-04-08,953.4095304950581
1997-04-09,950.9982721073801
1997-04-10,942.0131882761608
1997-04-11,945.952239863935
1997-04-14,928.9190542127355
1997-04-15,930.9488525217731
1997-04-16,938.8055186365395
1997-04-17,934.0036410274012
1997-04-18,939.6556685451634
1997-04-21,950.3088577682495
1997-04-22,947.9317942671104
1997-04-23,959.3241635351009
1997-04-24,961.1716481765764
1997-04-25,961.9496498304253
1997-04-28,959.0555685617811
1997-04-29,956.5551236240626
1997-04-30,972.319140606285
1997-05-01,982.1662166577835
1997-05-02,992.2330038026533
1997-05-05,997.9812212076938
1997-05-06,1026.8859786229427
1997-05-07,1028.8153064365965
1997-05-08,1030.8088448794292
1997-05-09,1032.5315437572065
1997-05-12,1041.7181142895784
1997-05-13,1039.5319595275853
1997-05-14,1047.2527420474466
1997-05-15,1046.1255072119443
1997-05-16,1051.4146971679006
1997-05-19,1051.51306311696
1997-05-20,1062.9956309042327
1997-05-21,1045.5932186752157
1997-05-22,1031.1100818448754
1997-05-23,1050.0296242017705
1997-05-26,1054.9127726480526
1997-05-27,1049.2373575310576
1997-05-28,1067.5396730259738
1997-05-29,1067.1296748970178
1997-05-30,1058.8498765003108
1997-06-02,1071.6601675761415
1997-06-03,1076.5810649574269
1997-06-04,1082.3869553570812
1997-06-05,1082.4457891406814
1997-06-06,1079.555134197643
1997-06-09,1091.1538595489008
1997-06-10,1091.2274912788855
1997-06-11,1097.44240037505
1997-06-12,1077.1092742463352
1997-06-13,1073.1670457360442
1997-06-16,1092.8439173477384
1997-06-17,1091.0246802170811
1997-06-18,1090.5359092958229
1997-06-19,1088.3630637527199
1997-06-20,1091.7205652924533
1997-06-23,1088.2122978861082
1997-06-24,1090.1043480993899
1997-06-25,1110.5404978943923
1997-06-26,1108.636328115684
1997-06-27,1099.6099186930896
1997-06-30,1106.1369012073371
1997-07-01,1094.4959888319704
1997-07-02,1101.2993315243775
1997-07-03,1103.0547465417544
1997-07-04,1094.7339673807635
1997-07-07,1092.8869026155098
1997-07-08,1097.7186270735394
1997-07-09,1099.1946474796664
1997-07-10,1109.8093569929695
1997-07-11,1119.9999997092439
1997-07-14,1131.3097579184564
1997-07-15,1119.815986510093
1997-07-16,1135.309316665081
1997-07-17,1142.2581990651277
1997-07-18,1136.1144397560224
1997-07-21,1134.1732437613405
1997-07-22,1128.6195380299146
1997-07-23,1134.0934475974195
1997-07-24,1142.7709582709222
1997-07-25,1142.2447530744976
1997-07-28,1151.062070215166
1997-07-29,1158.2292398347038
1997-07-30,1156.6193092342023
1997-07-31,1170.033732716935
1997-08-01,1163.3826658942537
1997-08-04,1148.545729819333
1997-08-05,1129.034641216303
1997-08-06,1149.4634804663826
1997-08-07,1149.1646486873935
1997-08-08,1167.9776414292014
1997-08-11,1134.7746745937104
1997-08-12,1141.2138785450193
1997-08-13,1148.7705197260887
1997-08-14,1146.447695903656
1997-08-15,1157.7504675815649
1997-08-18,1139.2684888902436
1997-08-19,1117.2052043324923
1997-08-20,1128.4799153836937
1997-08-21,1127.174596169416
1997-08-22,1101.7291695051526
1997-08-25,1084.966483329981
1997-08-26,1092.9613530375696
1997-08-27,1076.7315108248224
1997-08-28,1063.3180225985086
1997-08-29,1031.4349677386165
1997-09-01,998.9628924417134
1997-09-02,1010.9084081788835
1997-09-03,1056.0890574387047
1997-09-04,1049.9781009669566
1997-09-05,1058.063396016837
1997-09-08,1062.8186626077004
1997-09-09,1081.2506601739117
1997-09-10,1077.6772343816476
1997-09-11,1052.1807129611384
1997-09-12,1034.314377155003
1997-09-15,1041.5510666598211
1997-09-16,1035.3898245855592
1997-09-17,1036.176724044147
1997-09-18,1037.8469421427208
1997-09-19,1054.2996481686798
1997-09-22,1060.4599628883411
1997-09-23,1065.7766423552391
1997-09-24,1094.8174907981074
1997-09-25,1092.6730481799027
1997-09-26,1078.5017697433693
1997-09-29,1077.7863071840416
1997-09-30,1086.6640527423824
1997-10-01,1094.688403098077
1997-10-02,1087.6981879122516
1997-10-03,1088.4537037470109
1997-10-06,1096.6514194622491
1997-10-07,1087.227315351327
1997-10-08,1101.4612161611155
1997-10-09,1087.5622236007093
1997-10-10,1094.023349464291
1997-10-13,1076.230655370436
1997-10-14,1075.7768871317624
1997-10-15,1075.8366365983777
1997-10-16,1098.404952651975
1997-10-17,1091.0131918168327
1997-10-20,1054.9368290149428
1997-10-21,1046.7314681955386
1997-10-22,1044.1381458142746
1997-10-23,1006.009107215448
1997-10-24,1005.7262548843729
1997-10-27,976.3699227711584
1997-10-28,930.9635410170985
