Date,MSCI World Momentum EU PAB Index
2013-11-26,1000.0
2013-11-27,1002.2941221363002
2013-11-28,1005.0965186802352
2013-11-29,1003.679068880645
2013-12-02,1000.9106250352417
2013-12-03,996.5193132132509
2013-12-04,989.8871407329345
2013-12-05,988.5262922295783
2013-12-06,997.9069429579432
2013-12-09,1002.6087969021911
2013-12-10,1001.4106847137341
2013-12-11,993.4636981308429
2013-12-12,988.9944923998136
2013-12-13,990.6018899441117
2013-12-16,994.417647590416
2013-12-17,993.6576218596031
2013-12-18,1009.009646199106
2013-12-19,1010.451488404272
2013-12-20,1016.0217300088675
2013-12-23,1021.8312820265879
2013-12-24,1022.1485762226197
2013-12-25,1022.2753949159058
2013-12-26,1028.7835528252033
2013-12-27,1029.8779329121298
2013-12-30,1030.0301558918131
2013-12-31,1032.7958524377375
2014-01-01,1032.7958524377377
2014-01-02,1025.6308863363845
2014-01-03,1027.191397832384
2014-01-06,1022.9591041741047
2014-01-07,1028.9151597106982
2014-01-08,1036.3395462154022
2014-01-09,1036.604744422808
2014-01-10,1041.6236962592282
2014-01-13,1032.4800307399387
2014-01-14,1037.1822180274964
2014-01-15,1040.0862931196698
2014-01-16,1039.6220493347646
2014-01-17,1037.902035235976
2014-01-20,1037.5299487028701
2014-01-21,1041.116987477662
2014-01-22,1044.5304705683595
2014-01-23,1034.890176592071
2014-01-24,1011.6224232360394
2014-01-27,999.4656361082739
2014-01-28,1008.531772002587
2014-01-29,1002.2357225580139
2014-01-30,1010.0462433285982
2014-01-31,1004.7326449402927
2014-02-03,982.8196286045398
2014-02-04,980.0325253374027
2014-02-05,983.626797922069
2014-02-06,994.8326605459004
2014-02-07,1011.8350554349836
2014-02-10,1017.027693838723
2014-02-11,1028.1585472122774
2014-02-12,1030.2058216118576
2014-02-13,1035.7213153048374
2014-02-14,1036.9372881974223
2014-02-17,1038.497248925804
2014-02-18,1048.4891774454125
2014-02-19,1042.524242239897
2014-02-20,1044.3301545947097
2014-02-21,1048.5019435595411
2014-02-24,1054.4964457004055
2014-02-25,1058.4442410916715
2014-02-26,1055.5297492694585
