Date,KOKUSAI MOMENTUM
1994-06-30,829.43447472
1994-07-29,869.69093513
1994-08-31,910.98099253
1994-09-30,887.99893082
1994-10-31,911.44023064
1994-11-30,854.00116827
1994-12-30,863.81266569
1995-01-31,862.84824929
1995-02-28,890.95873847
1995-03-31,922.72651503
1995-04-28,965.79792405
1995-05-31,1000.0
1995-06-30,1028.5932821449878
1995-07-31,1066.845868995477
1995-08-31,1061.3029868407036
1995-09-29,1114.007426946133
1995-10-31,1132.378300741239
1995-11-30,1170.715431496788
1995-12-29,1186.582102630179
1996-01-31,1226.2536364503778
1996-02-29,1246.3248869399458
1996-03-29,1261.8492556575345
1996-04-30,1269.0677128379657
1996-05-31,1304.5244485219005
1996-06-28,1329.2740562264362
1996-07-31,1280.620467163434
1996-08-30,1318.3659896591016
1996-09-30,1379.7710080923828
1996-10-31,1419.510803060249
1996-11-29,1504.350308437235
1996-12-31,1484.1059824265174
1997-01-01,1484.1059824265174
1997-01-02,1465.189035799431
1997-01-03,1484.7990934688173
1997-01-06,1488.660406372956
1997-01-07,1497.1592432121447
1997-01-08,1496.1963851218588
1997-01-09,1501.810683280577
1997-01-10,1504.782034256672
1997-01-13,1513.6276562697465
1997-01-14,1531.9479111279045
1997-01-15,1530.991431728734
1997-01-16,1538.7662591051571
1997-01-17,1544.1653507171131
1997-01-20,1545.1846190518722
1997-01-21,1549.1925679875185
1997-01-22,1557.01110403624
1997-01-23,1543.331743498059
1997-01-24,1529.4897213872061
1997-01-27,1518.8696515195488
1997-01-28,1522.9809549360648
1997-01-29,1535.01552500141
1997-01-30,1554.9378793501428
1997-01-31,1565.70921362528
1997-02-03,1568.81781902043
1997-02-04,1574.8451106776852
1997-02-05,1562.886934756384
1997-02-06,1560.9591044586914
1997-02-07,1577.1202767552052
1997-02-10,1571.8520851962246
1997-02-11,1574.6447625303645
1997-02-12,1591.2136250413205
1997-02-13,1607.1608755427383
1997-02-14,1601.8966332227137
1997-02-17,1602.2526325959677
