Date,WORLD MOMENTUM
1994-06-30,200.36262209
1994-07-29,200.5680739
1994-08-31,207.07483677
1994-09-30,201.58017821
1994-10-31,208.55266684
1994-11-30,195.68023327
1994-12-30,196.75207631
1995-01-31,190.06998782
1995-02-28,191.6871762
1995-03-31,203.22229506
1995-04-28,212.17792576
1995-05-31,212.8318217
1995-06-30,218.5473906
1995-07-31,226.962352
1995-08-31,225.5619212
1995-09-29,236.5476037
1995-10-31,239.4245157
1995-11-30,247.2832237
1995-12-29,250.88271
1996-01-31,258.4204533
1996-02-29,262.1122171
1996-03-29,265.2597072
1996-04-30,267.9218269
1996-05-31,273.3512786
1996-06-28,279.2828524
1996-07-31,268.3206923
1996-08-30,271.7322989
1996-09-30,284.0142281
1996-10-31,286.477186
1996-11-29,303.2329237
1996-12-31,300.175443
1997-01-01,300.175443
1997-01-02,296.6989584
1997-01-03,300.3542891
1997-01-06,301.238884
1997-01-07,302.6787018
1997-01-08,302.1682422
1997-01-09,302.8016664
1997-01-10,302.7124329
1997-01-13,304.4102068
1997-01-14,308.3285156
1997-01-15,308.1244777
1997-01-16,309.7834166
1997-01-17,310.6562707
1997-01-20,310.3903176
1997-01-21,311.3155788
1997-01-22,312.9108284
1997-01-23,310.2599279
1997-01-24,307.6394948
1997-01-27,305.2938348
1997-01-28,306.0876987
1997-01-29,308.4675547
1997-01-30,311.8759621
1997-01-31,313.9175646
1997-02-03,314.362329
1997-02-04,315.4478958
1997-02-05,312.9662665
1997-02-06,312.7399904
1997-02-07,315.9009534
1997-02-10,315.71941
1997-02-11,316.2584575
1997-02-12,319.833902
1997-02-13,323.1265379
1997-02-14,322.3573191
1997-02-17,322.2190563
1997-02-18,323.8861098
1997-02-19,322.4323602
1997-02-20,319.2643899
1997-02-21,318.0206552
1997-02-24,321.3669401
1997-02-25,323.0908889
1997-02-26,320.5807411
1997-02-27,317.4587649
1997-02-28,315.0290413
1997-03-03,316.4185028
1997-03-04,316.6232755
1997-03-05,320.2471678
1997-03-06,319.8238347
1997-03-07,321.2545014
1997-03-10,325.2995646
1997-03-11,324.6089495
1997-03-12,321.1727463
1997-03-13,316.5126809
1997-03-14,316.7277374
1997-03-17,316.4063796
1997-03-18,314.089732
1997-03-19,312.629164
1997-03-20,308.8411778
1997-03-21,310.0385327
1997-03-24,311.3193604
1997-03-25,313.1452438
1997-03-26,314.8789122
1997-03-27,312.0116107
1997-03-28,312.111092
1997-03-31,308.0350846
1997-04-01,306.6847846
1997-04-02,303.680201
1997-04-03,303.3208151
1997-04-04,305.1938014
1997-04-07,306.9245912
1997-04-08,309.6267877
1997-04-09,308.2749125
1997-04-10,306.7370921
1997-04-11,301.0520906
1997-04-14,301.7442982
1997-04-15,305.4862642
1997-04-16,307.9323314
1997-04-17,308.6942088
1997-04-18,310.2230805
1997-04-21,310.685285
1997-04-22,314.7352609
1997-04-23,316.6474413
1997-04-24,317.2872521
1997-04-25,314.9692405
1997-04-28,316.6865853
1997-04-29,324.2229701
1997-04-30,326.696586
1997-05-01,327.2775563
1997-05-02,331.4814691
1997-05-05,335.5385764
1997-05-06,337.8045313
1997-05-07,334.4563679
1997-05-08,336.6588333
1997-05-09,339.8544901
