Date,EM EUROPE & MIDDLE EAST GROWTH
2000-12-29,100.00000000000001
2001-01-01,100.08854974792816
2001-01-02,95.83180376567456
2001-01-03,98.1929461769583
2001-01-04,100.70327145773
2001-01-05,96.17501020096833
2001-01-08,94.85062918143949
2001-01-09,96.70649094442024
2001-01-10,98.85092575129852
2001-01-11,99.88386496457383
2001-01-12,99.9789527715197
2001-01-15,99.17601183401413
2001-01-16,97.86128262580914
2001-01-17,101.3400006547419
2001-01-18,101.95756911425973
2001-01-19,104.73069590540685
2001-01-22,102.05839085699631
2001-01-23,101.83620422383133
2001-01-24,102.32341721854385
2001-01-25,102.73845791432215
2001-01-26,103.71333876494668
2001-01-29,104.22740397517676
2001-01-30,104.51617586231868
2001-01-31,104.19213462137373
2001-02-01,103.62557482301168
2001-02-02,101.09304472504935
2001-02-05,99.1036471958064
2001-02-06,100.88676337428886
2001-02-07,98.68185697518288
2001-02-08,98.7951237218076
2001-02-09,96.44308763151815
2001-02-12,95.56815341507473
2001-02-13,96.90506403181165
2001-02-14,99.53649309392559
2001-02-15,102.91036959545391
2001-02-16,100.20231960901407
2001-02-19,97.33927881914869
2001-02-20,98.97004474076263
2001-02-21,92.47706442418101
2001-02-22,87.25116031818393
2001-02-23,86.78204404251608
2001-02-26,90.04943823114205
2001-02-27,87.72571222700358
2001-02-28,85.43839215642004
2001-03-01,87.26917346518287
2001-03-02,85.76787968678501
2001-03-05,86.32281496365454
2001-03-06,88.77044663037641
2001-03-07,89.85009219194468
2001-03-08,88.87994352896493
2001-03-09,88.72902564185011
2001-03-12,85.41176091059671
2001-03-13,86.21252242993316
2001-03-14,83.08942978119842
2001-03-15,83.49148232182068
2001-03-16,82.88756985638895
2001-03-19,81.92754047569771
2001-03-20,81.41487838398048
2001-03-21,80.91525024741445
2001-03-22,81.15687652706106
2001-03-23,81.07060175146482
2001-03-26,81.33848130538861
2001-03-27,81.06722144968734
2001-03-28,79.24881643080691
2001-03-29,75.96194044142608
2001-03-30,77.330290587164
2001-04-02,75.98357081447462
2001-04-03,72.44546030104378
2001-04-04,71.56628090569055
2001-04-05,75.93616584255963
2001-04-06,75.20426114897583
2001-04-09,76.22763553921659
2001-04-10,79.26194188730011
2001-04-11,81.3773224407117
2001-04-12,82.33811221393974
2001-04-13,82.64740668587619
2001-04-16,83.60433733105674
2001-04-17,83.46133697703559
2001-04-18,87.46138334369029
2001-04-19,89.22353575777251
2001-04-20,86.76878218139623
2001-04-23,85.53336223301395
2001-04-24,83.44476916937082
2001-04-25,84.18184377917564
2001-04-26,84.62164784918778
2001-04-27,88.73816492262063
2001-04-30,88.20579858772216
2001-05-01,88.5573833788245
2001-05-02,89.2298195153369
2001-05-03,88.86814827820538
2001-05-04,89.16431802389627
2001-05-07,88.69046880245901
2001-05-08,90.96183522670044
2001-05-09,88.88287775681164
2001-05-10,89.0855660762531
2001-05-11,87.98363014284512
2001-05-14,86.63978013198498
2001-05-15,85.6401983884894
2001-05-16,85.58147903849795
2001-05-17,88.38509580128441
2001-05-18,90.28388410590752
2001-05-21,92.82775745652972
2001-05-22,93.57836390351099
2001-05-23,92.28762213882956
2001-05-24,92.41455330237335
2001-05-25,92.49556912127701
2001-05-28,91.4713294974933
2001-05-29,90.73615970672127
2001-05-30,88.73126787324885
2001-05-31,89.87719624508333
2001-06-01,91.53856794274228
2001-06-04,91.26728754758291
2001-06-05,88.81000309738879
2001-06-06,89.02871507779457
2001-06-07,88.86127811089808
2001-06-08,88.28550437863366
2001-06-11,86.22759325700527
2001-06-12,85.23702946996762
2001-06-13,83.49052751429831
2001-06-14,84.18634162929057
2001-06-15,84.27908134673737
2001-06-18,83.64724727139424
2001-06-19,84.2313807718242
2001-06-20,84.85603877820033
2001-06-21,85.19681089124485
2001-06-22,86.01848481929864
2001-06-25,83.9356373696449
2001-06-26,84.48488167879789
2001-06-27,85.63106486081402
2001-06-28,84.99872148121618
2001-06-29,84.6995687833185
2001-07-02,84.30396754215336
2001-07-03,81.0662334502984
2001-07-04,81.15007365492943
2001-07-05,82.35946318453668
2001-07-06,78.36648912086252
2001-07-09,77.90477881386292
2001-07-10,75.84478755776524
2001-07-11,71.52489515100733
2001-07-12,75.90756641619659
2001-07-13,75.37122207746461
2001-07-16,74.82191512290859
2001-07-17,74.77810970529418
2001-07-18,72.66233500139066
2001-07-19,74.15813145871468
2001-07-20,71.79691512100752
2001-07-23,73.25288094073149
2001-07-24,72.13430402522697
2001-07-25,72.41818267064595
2001-07-26,75.58123789577567
2001-07-27,75.94553795086408
2001-07-30,75.86921562991806
2001-07-31,75.72510245425448
2001-08-01,76.1524111540292
2001-08-02,75.3853148214612
2001-08-03,74.06728952094768
2001-08-06,73.82674060389182
2001-08-07,72.90031776537565
2001-08-08,72.01321284721752
2001-08-09,71.06995435729264
2001-08-10,70.65882156363293
2001-08-13,70.2012065927792
2001-08-14,70.52726720810196
2001-08-15,68.5482727980753
2001-08-16,68.5093188523749
2001-08-17,67.66610907920256
2001-08-20,68.04865828313864
2001-08-21,67.79769491922164
2001-08-22,67.9178894369995
2001-08-23,67.79327868523934
2001-08-24,69.04430645547293
2001-08-27,70.44783194098139
2001-08-28,70.32982354105546
2001-08-29,68.89581765844618
2001-08-30,68.34441243829436
2001-08-31,68.63306520496559
2001-09-03,68.83888948680274
2001-09-04,68.991352661813
2001-09-05,69.3350078575909
2001-09-06,69.22036861169217
2001-09-07,68.01528287011485
2001-09-10,68.2422052499818
2001-09-11,66.04204277289332
2001-09-12,64.56443887541181
2001-09-13,64.25319331890623
2001-09-14,61.939841231567826
2001-09-17,60.70370819106559
2001-09-18,60.917861515297226
2001-09-19,60.91795209072723
2001-09-20,58.06253388396723
2001-09-21,56.03429430791777
2001-09-24,56.97248322224008
2001-09-25,55.80282998636656
2001-09-26,55.44045470002061
2001-09-27,54.85515601662333
2001-09-28,56.57847983467255
2001-10-01,56.14987991971524
2001-10-02,57.05406794794445
2001-10-03,56.899155957334834
2001-10-04,58.42362428963565
2001-10-05,58.03328246768666
