Date,EM (EMERGING MARKETS) GROWTH
2000-12-29,100.0
2001-01-01,99.70493131130131
2001-01-02,98.57025155200867
2001-01-03,99.48435834223008
2001-01-04,103.5748089267415
2001-01-05,102.98624334046251
2001-01-08,102.64757286686888
2001-01-09,104.87917161918617
2001-01-10,104.41844653296984
2001-01-11,103.27420019006648
2001-01-12,104.65311790698507
2001-01-15,106.02290718436576
2001-01-16,106.84269712206343
2001-01-17,109.51760295336469
2001-01-18,109.34922743130764
2001-01-19,112.42301438189021
2001-01-22,112.03379235400615
2001-01-23,112.08400305233867
2001-01-24,113.62436937965788
2001-01-25,113.9148352089231
2001-01-26,113.08717985207798
2001-01-29,113.29981505972033
2001-01-30,114.01688145163762
2001-01-31,114.84305640003494
2001-02-01,113.03084120776163
2001-02-02,113.19240569796293
2001-02-05,110.40667955846344
2001-02-06,111.91845777308244
2001-02-07,109.7548049417713
2001-02-08,111.791433733112
2001-02-09,110.8533641507851
2001-02-12,110.1193633018438
2001-02-13,111.59843552700761
2001-02-14,111.34491094808672
2001-02-15,114.84601537280933
2001-02-16,112.19365174184523
2001-02-19,110.5257333161708
2001-02-20,111.84574113386952
2001-02-21,108.15233872298198
2001-02-22,105.7769586446014
2001-02-23,104.9567102486438
2001-02-26,105.64965358942736
2001-02-27,104.21737016559632
2001-02-28,103.73496392232992
2001-03-01,101.60198715787155
2001-03-02,99.14981731535791
2001-03-05,100.78197250372142
2001-03-06,101.74366779389834
2001-03-07,102.7823364357069
2001-03-08,102.46974328295379
2001-03-09,101.20238585343705
2001-03-12,98.33188819505176
2001-03-13,99.09766828149738
2001-03-14,99.15711523103306
2001-03-15,99.70091009167177
2001-03-16,99.72065463717527
2001-03-19,98.57353270169453
2001-03-20,97.50964797659275
2001-03-21,98.11724185237969
2001-03-22,97.71711800914964
2001-03-23,97.29155520786041
2001-03-26,98.38556940917117
2001-03-27,97.79112296680307
2001-03-28,97.96670408516596
2001-03-29,96.50898591766429
2001-03-30,96.1479925398829
2001-04-02,94.74533356763008
2001-04-03,91.65272048800766
2001-04-04,88.30284734003963
2001-04-05,90.57658203854389
2001-04-06,91.64994623275156
2001-04-09,90.9608617144297
2001-04-10,93.50328200075633
2001-04-11,95.71681037460387
2001-04-12,95.72356836745277
2001-04-13,95.81907476283317
2001-04-16,95.9014118665756
2001-04-17,95.91845212206258
2001-04-18,100.29386752122561
2001-04-19,100.86553003262851
2001-04-20,97.77609465001838
2001-04-23,97.73890817501365
2001-04-24,97.83717957886434
2001-04-25,97.85201406944472
2001-04-26,98.40835480209329
2001-04-27,99.87836168127407
2001-04-30,101.95610084232692
2001-05-01,101.5185049890038
2001-05-02,103.05933202400097
2001-05-03,103.03307030651979
2001-05-04,101.90727503150408
2001-05-07,102.86101876673176
2001-05-08,103.38494095657228
2001-05-09,103.17840161699951
2001-05-10,103.10133367683267
2001-05-11,103.4106956540238
2001-05-14,102.32701910476797
2001-05-15,100.75580362991224
2001-05-16,100.59821162873162
2001-05-17,103.63204974478101
2001-05-18,104.4640812411941
2001-05-21,105.70708994403077
2001-05-22,107.41721003373883
2001-05-23,108.33697859257421
2001-05-24,107.96341880550705
2001-05-25,107.49778717043198
2001-05-28,107.18565163084897
2001-05-29,107.44123412148302
2001-05-30,105.72251996795035
2001-05-31,106.535136785685
2001-06-01,106.5503328670573
2001-06-04,106.39164575393235
2001-06-05,105.41289223139357
2001-06-06,106.26629023410334
2001-06-07,106.36530901365039
2001-06-08,107.86505649838259
2001-06-11,107.84322284072698
2001-06-12,106.604625725452
2001-06-13,106.16326696620558
2001-06-14,104.67178511863852
2001-06-15,103.39590980516704
2001-06-18,101.28608901342542
2001-06-19,101.87165325870521
2001-06-20,102.09419653287654
2001-06-21,102.59452506195572
2001-06-22,102.82988748282187
2001-06-25,101.61207416966946
2001-06-26,101.09824136069442
2001-06-27,101.41566681264318
2001-06-28,102.05906898354887
2001-06-29,103.76509999025633
2001-07-02,104.30115099385095
2001-07-03,103.6078933541691
2001-07-04,102.87864996725793
2001-07-05,103.2477045753187
2001-07-06,100.52497055710178
2001-07-09,99.02128511591582
2001-07-10,97.45461192126511
2001-07-11,94.82423186435754
2001-07-12,97.02281026155539
2001-07-13,96.51960013816856
2001-07-16,95.39160539156182
2001-07-17,95.98766829474656
2001-07-18,93.09800622121325
2001-07-19,93.7262103520694
2001-07-20,93.35455513741783
2001-07-23,93.63426341142063
2001-07-24,92.4549596750247
2001-07-25,92.45725623452068
2001-07-26,93.47892574309594
2001-07-27,94.31386790486303
2001-07-30,94.5030277372029
2001-07-31,95.34222729491096
2001-08-01,95.55925469542802
2001-08-02,96.21608124639704
2001-08-03,95.7199788634898
2001-08-06,95.53666389273857
2001-08-07,95.04500236077112
2001-08-08,95.07778171549253
2001-08-09,92.83033114429824
2001-08-10,92.55545017199732
2001-08-13,92.54191440863082
2001-08-14,93.8260901570932
2001-08-15,92.17772334196289
2001-08-16,91.03290481244584
2001-08-17,88.99269859356613
2001-08-20,88.18186567764285
2001-08-21,88.2495570477189
2001-08-22,87.33850165804282
2001-08-23,88.22820373296398
2001-08-24,88.24219534753931
2001-08-27,90.0236614525061
2001-08-28,89.89102904794137
2001-08-29,89.69730128204154
2001-08-30,89.0858655882886
2001-08-31,88.57623142262483
2001-09-03,88.09800523856919
2001-09-04,90.45727805560507
2001-09-05,89.7814065666152
2001-09-06,87.91834306604137
2001-09-07,86.52902349680491
2001-09-10,86.30589029992696
2001-09-11,82.82078841793113
2001-09-12,80.84612743538467
2001-09-13,79.36958605473899
2001-09-14,76.69466014652077
2001-09-17,75.6922939704562
2001-09-18,76.19293047208431
2001-09-19,75.90647635832534
2001-09-20,73.94120242146943
2001-09-21,72.82393185418559
2001-09-24,73.55087301107487
2001-09-25,72.17008228112037
2001-09-26,72.24225223177869
2001-09-27,72.07222578763384
2001-09-28,73.84495228496496
2001-10-01,73.02859426476847
2001-10-02,72.3987237850406
2001-10-03,71.76417240747283
2001-10-04,73.7357037230819
2001-10-05,73.59986771018599
2001-10-08,72.42073575776121
2001-10-09,74.17685069637251
2001-10-10,75.96501031976518
2001-10-11,79.3610775943784
2001-10-12,78.94829704429914
2001-10-15,78.19746270453516
2001-10-16,78.799398646594
2001-10-17,79.5871493766316
2001-10-18,78.81120878797415
2001-10-19,79.5591689620083
2001-10-22,80.2043718910351
2001-10-23,81.3835772837319
2001-10-24,82.36276843262638
2001-10-25,81.78801609406065
2001-10-26,82.6020182495503
2001-10-29,81.48824335837645
2001-10-30,79.24213752497008
2001-10-31,80.13957299218133
2001-11-01,80.28725276839394
2001-11-02,81.08430920075453
2001-11-05,83.28548157053945
2001-11-06,83.76956732390099
2001-11-07,83.38766097268478
2001-11-08,85.43696759419852
2001-11-09,85.67518492004588
2001-11-12,85.19816833799983
2001-11-13,87.6511470031919
2001-11-14,88.98330818880423
2001-11-15,90.30796100493635
2001-11-16,90.03971078111586
2001-11-19,92.44177647481516
2001-11-20,90.29078637551824
2001-11-21,90.81513616727082
2001-11-22,91.01686615746536
2001-11-23,92.40565073451181
2001-11-26,93.52555750384666
2001-11-27,93.2825868116699
2001-11-28,90.73594832151402
2001-11-29,89.92686284884775
2001-11-30,89.2395844960514
2001-12-03,91.08946801721892
2001-12-04,92.37542908313517
2001-12-05,96.17192675499528
2001-12-06,97.49440088895689
2001-12-07,97.9330698647679
2001-12-10,96.54372750470043
2001-12-11,96.34717542334016
2001-12-12,97.33309514429111
2001-12-13,95.28769068336652
2001-12-14,93.94678346465888
2001-12-17,93.47864446220693
2001-12-18,94.21122111101309
2001-12-19,95.0090078373687
2001-12-20,95.12140912569129
2001-12-21,94.91170896586739
2001-12-24,96.39340932720943
2001-12-25,96.87048341362586
2001-12-26,96.99385756861781
2001-12-27,96.81988276675685
2001-12-28,98.79936527733108
2001-12-31,98.4784251778815
2002-01-01,98.46589310617382
2002-01-02,98.26626039479413
