Date,ANDEAN GROWTH
2002-05-31,1000.0
2002-06-03,983.7006814802834
2002-06-04,959.5730290655305
2002-06-05,964.7428140283744
2002-06-06,947.6580295593182
2002-06-07,946.3418180926982
2002-06-10,943.095842042578
2002-06-11,922.0722612669123
2002-06-12,907.5002807309377
2002-06-13,906.8632477245042
2002-06-14,912.4169877347105
2002-06-17,930.7210293326325
2002-06-18,925.4182645189294
2002-06-19,900.6781097190535
2002-06-20,885.4760518988027
2002-06-21,870.0310248964711
2002-06-24,862.2501307765016
2002-06-25,869.077357134446
2002-06-26,825.2098741540337
2002-06-27,836.823394539417
2002-06-28,834.4550444180445
2002-07-01,826.7124075759784
2002-07-02,808.1896356469874
2002-07-03,792.5661129874616
2002-07-04,805.7514213599801
2002-07-05,813.6812138661495
2002-07-08,797.9344931303729
2002-07-09,790.9680003006728
2002-07-10,785.1922262627686
2002-07-11,779.6114036005737
2002-07-12,787.067520029921
2002-07-15,755.7362599455273
2002-07-16,747.5178705643904
2002-07-17,753.4318562364743
2002-07-18,763.5282693416041
2002-07-19,767.5634304592508
2002-07-22,755.5607210840108
2002-07-23,748.8780970050032
2002-07-24,754.6315476321087
2002-07-25,742.1419320118698
2002-07-26,749.8038432260864
2002-07-29,777.9437186820965
2002-07-30,780.8350996186573
2002-07-31,788.5316037797373
2002-08-01,772.409173477399
2002-08-02,777.5321193752388
2002-08-05,748.8040207950509
2002-08-06,779.9690677345261
2002-08-07,798.8578077869471
2002-08-08,821.7182361574183
2002-08-09,809.6874213376265
2002-08-12,793.4892371498584
2002-08-13,793.431678220877
2002-08-14,798.6710484988021
2002-08-15,811.166334836286
2002-08-16,815.5273340281778
2002-08-19,820.9390067324268
2002-08-20,809.1529105236717
2002-08-21,794.0369813578509
2002-08-22,807.3763985137431
2002-08-23,802.2571763038242
2002-08-26,800.1126749024888
2002-08-27,791.1107412189297
2002-08-28,769.7322415205988
2002-08-29,768.4611771107236
2002-08-30,774.338107505653
2002-09-02,769.03332692254
2002-09-03,750.5071756641113
2002-09-04,748.807429110895
2002-09-05,739.5811441831173
2002-09-06,737.4165571964246
2002-09-09,748.5473225463651
2002-09-10,760.0388052735655
2002-09-11,759.7046463995487
2002-09-12,747.3673345752121
2002-09-13,741.3517128302793
2002-09-16,735.6674505373063
2002-09-17,727.6989326835178
2002-09-18,722.1804022599603
2002-09-19,718.9137503695031
2002-09-20,693.1581769118542
2002-09-23,673.5736670105082
2002-09-24,666.3100105497509
2002-09-25,679.2918481721965
2002-09-26,679.6898917605585
2002-09-27,671.2705548071582
2002-09-30,656.0091572446653
2002-10-01,670.5648299356528
2002-10-02,664.2455427483486
2002-10-03,662.4549533128867
2002-10-04,674.6546210734396
2002-10-07,660.0805828732456
2002-10-08,658.2708884654562
2002-10-09,629.8282421615289
2002-10-10,629.196744468716
2002-10-11,644.6108158104049
2002-10-14,641.1385096887591
2002-10-15,639.7091323376117
2002-10-16,627.327319603346
2002-10-17,632.2209269576424
2002-10-18,649.7290884525335
2002-10-21,643.3825469779847
2002-10-22,643.7438439949904
2002-10-23,647.0032759901931
2002-10-24,658.3117998303655
2002-10-25,658.1078012880437
2002-10-28,658.0141882289151
2002-10-29,656.5457465463834
2002-10-30,669.4118525491713
2002-10-31,679.7175973777215
2002-11-01,678.7187250812973
2002-11-04,685.8060103283477
2002-11-05,693.8019374826204
2002-11-06,702.8121481747987
2002-11-07,700.2822241351724
2002-11-08,697.9067800549979
2002-11-11,693.8448936437478
2002-11-12,696.1139011408364
2002-11-13,699.7924857541464
2002-11-14,719.7866240743903
2002-11-15,732.6849795884739
2002-11-18,736.5252968733482
2002-11-19,729.5996133511672
2002-11-20,730.8663997686742
2002-11-21,732.7937921293114
2002-11-22,722.6987067401508
2002-11-25,720.1335051280392
2002-11-26,713.2242235024573
2002-11-27,714.0882189318172
2002-11-28,716.3155712941109
2002-11-29,721.8643380252756
2002-12-02,719.7391258012835
2002-12-03,713.9761203108769
2002-12-04,708.6202571825903
2002-12-05,721.931523955577
2002-12-06,728.4994906216411
2002-12-09,718.0775120583066
2002-12-10,717.4393719038925
2002-12-11,730.5046719743981
2002-12-12,744.208583582251
2002-12-13,740.2220108740098
2002-12-16,742.9605355397756
2002-12-17,737.6649715863313
2002-12-18,749.818394208006
2002-12-19,764.7613681878771
2002-12-20,757.2793574483967
2002-12-23,753.3268380504301
2002-12-24,741.603306250972
2002-12-25,741.613541257438
2002-12-26,739.5136545918093
2002-12-27,732.4743154272661
2002-12-30,723.9883077809411
2002-12-31,721.3010785983752
2003-01-01,721.3010785983752
2003-01-02,729.4819676310844
2003-01-03,736.2880159479176
2003-01-06,748.3915980205293
2003-01-07,738.6686948743538
2003-01-08,735.3420087319879
2003-01-09,741.1309153839468
2003-01-10,746.6124372043869
2003-01-13,744.3745466023115
2003-01-14,735.2073253611596
2003-01-15,721.6866916367661
2003-01-16,717.3586991375769
2003-01-17,712.9298530974546
2003-01-20,707.9173901949389
2003-01-21,697.4891458974862
2003-01-22,693.5714427553123
2003-01-23,699.8501707236946
2003-01-24,694.8213127873361
2003-01-27,682.5105612580548
2003-01-28,684.6700087614606
2003-01-29,676.7875746009847
2003-01-30,689.8242322799855
2003-01-31,698.1394798894629
2003-02-03,698.2621038166784
2003-02-04,691.1170484708537
2003-02-05,695.8391141079873
2003-02-06,695.5371805775469
2003-02-07,695.5927744096564
2003-02-10,693.3022520909125
2003-02-11,696.1052127830216
2003-02-12,695.114008202075
2003-02-13,690.631154775496
2003-02-14,689.3754944093008
2003-02-17,696.739921708299
2003-02-18,695.5288256539102
2003-02-19,688.8640479523041
2003-02-20,688.9099279133995
2003-02-21,687.5564566714642
2003-02-24,682.6401820934101
2003-02-25,678.8869311325235
2003-02-26,674.2200485242727
2003-02-27,682.3482619360533
2003-02-28,686.972440664002
2003-03-03,678.0182061241082
2003-03-04,682.243849056897
2003-03-05,679.0410877125983
2003-03-06,692.7724436961618
2003-03-07,691.6671201934824
2003-03-10,677.1382379362592
2003-03-11,672.902025957296
2003-03-12,678.0142413462197
2003-03-13,688.2572388009617
2003-03-14,702.9377243824931
2003-03-17,706.3720024362345
2003-03-18,712.8875362043168
2003-03-19,717.1137560588272
2003-03-20,713.9530902575283
2003-03-21,722.2238049124093
2003-03-24,711.732933531956
2003-03-25,712.5210006826354
2003-03-26,713.7902189970677
2003-03-27,705.7816439431028
2003-03-28,712.3452011470986
2003-03-31,704.424959448571
2003-04-01,703.5077589623693
2003-04-02,716.4853674011509
2003-04-03,721.7170237752955
2003-04-04,725.9584512799355
2003-04-07,732.9486508248367
2003-04-08,730.6265429109542
2003-04-09,734.3591824441743
2003-04-10,730.5490177093028
2003-04-11,740.6534392194052
2003-04-14,744.6957444201652
2003-04-15,751.2306624405265
2003-04-16,759.0431802742105
2003-04-17,763.3201092987257
2003-04-18,763.3201092987257
2003-04-21,764.4553488399902
2003-04-22,756.2934065964624
2003-04-23,770.1191212853273
2003-04-24,766.2043899519786
2003-04-25,762.9293167284962
2003-04-28,767.706928852358
2003-04-29,783.3461080021422
2003-04-30,791.4919947014921
2003-05-01,785.7941970279838
2003-05-02,793.6746615730962
2003-05-05,794.4560619751345
2003-05-06,785.7584231427978
2003-05-07,791.1220389133382
2003-05-08,789.7218735791679
2003-05-09,800.9327322782334
2003-05-12,799.9572506507966
2003-05-13,810.0319434369748
2003-05-14,803.9260804716869
2003-05-15,801.1730790434356
2003-05-16,785.1052335091136
2003-05-19,766.0033679241416
2003-05-20,755.5587474339885
2003-05-21,758.0591072759684
2003-05-22,772.4079911508237
2003-05-23,769.1039810475197
2003-05-26,767.1213609384729
2003-05-27,768.3869879421718
2003-05-28,779.2938246051639
2003-05-29,782.2993251017365
2003-05-30,787.1525138940278
2003-06-02,804.0711958046581
2003-06-03,804.9486118258947
2003-06-04,807.987424439139
2003-06-05,805.5707470738374
2003-06-06,830.6593097544144
2003-06-09,828.5639112352053
2003-06-10,829.2990785620553
2003-06-11,825.8904800927479
2003-06-12,843.26330062385
2003-06-13,835.878971201518
2003-06-16,830.7003871882997
2003-06-17,837.2615634700259
2003-06-18,829.1497826558973
2003-06-19,819.784078989272
2003-06-20,820.6182961937114
2003-06-23,817.7690274713843
2003-06-24,815.8000842818952
2003-06-25,820.6124118228189
2003-06-26,821.8532286858135
2003-06-27,841.8333317294145
2003-06-30,830.9916832343124
2003-07-01,837.8290006488008
2003-07-02,853.4634100524229
2003-07-03,848.2243135128924
2003-07-04,850.1668709970392
2003-07-07,866.2319366270532
2003-07-08,862.7213068063542
2003-07-09,851.355917153664
2003-07-10,839.5365268520121
2003-07-11,854.5236486327318
2003-07-14,861.8440680712816
2003-07-15,861.0638795137887
2003-07-16,855.0178778832255
2003-07-17,852.9044166874833
2003-07-18,853.2760474587036
2003-07-21,847.5100625202389
2003-07-22,854.9621756062036
2003-07-23,856.0244066455223
2003-07-24,859.4741972990628
2003-07-25,873.9384562359746
2003-07-28,879.8067327671548
2003-07-29,878.8366261431087
2003-07-30,882.5057424059958
2003-07-31,902.2553554844542
2003-08-01,911.1712823656612
2003-08-04,900.8135738134454
2003-08-05,889.6138034598565
2003-08-06,898.5301147441506
2003-08-07,902.5805078938611
2003-08-08,917.0446006205999
2003-08-11,930.6549079157876
2003-08-12,935.152842013732
2003-08-13,942.6420763754825
2003-08-14,974.5691653338101
2003-08-15,971.8347999879126
2003-08-18,984.186239421975
2003-08-19,988.0592394689471
2003-08-20,993.6134349711999
2003-08-21,1006.484119557871
2003-08-22,1003.4281953797703
2003-08-25,980.0425316816003
2003-08-26,972.2489056874507
2003-08-27,991.4325954657945
2003-08-28,988.4675835453244
2003-08-29,983.3499040321278
2003-09-01,983.9730504419075
2003-09-02,990.1119986486642
2003-09-03,997.3911056825771
