Date,EM EMEA GROWTH
2000-12-29,100.0
2001-01-01,100.05970157829924
2001-01-02,96.09538834857457
2001-01-03,96.98396152635773
2001-01-04,99.8437136289819
2001-01-05,96.52594476231185
2001-01-08,95.32617935845828
2001-01-09,96.10145740517878
2001-01-10,96.99526705859275
2001-01-11,97.98117978318614
2001-01-12,98.69308763228544
2001-01-15,99.25481220226104
2001-01-16,97.91143736860936
2001-01-17,100.78049009783403
2001-01-18,100.36104983426686
2001-01-19,102.43549080885413
2001-01-22,100.22388705764769
2001-01-23,100.35524423361946
2001-01-24,101.36900098519453
2001-01-25,102.29037373880662
2001-01-26,102.72732265991327
2001-01-29,103.80005874263912
2001-01-30,104.57024110299473
2001-01-31,104.11417487553197
2001-02-01,103.6610702577632
2001-02-02,101.69049215359867
2001-02-05,100.03255579530476
2001-02-06,101.78552987324613
2001-02-07,99.10811805761026
2001-02-08,99.69400336494901
2001-02-09,98.13122347283598
2001-02-12,97.63058497683711
2001-02-13,98.30381928040539
2001-02-14,99.32934204705485
2001-02-15,102.57707460336316
2001-02-16,99.68362157364083
2001-02-19,98.27207344749212
2001-02-20,99.63844770596256
2001-02-21,94.42084216393185
2001-02-22,90.6960145711376
2001-02-23,89.64112048294616
2001-02-26,92.5185434412392
2001-02-27,91.5926170069377
2001-02-28,89.38021085880521
2001-03-01,90.02309185105294
2001-03-02,88.63772782323446
2001-03-05,89.34489217531647
2001-03-06,90.51191343415563
2001-03-07,91.00788272155684
2001-03-08,90.91787654875606
2001-03-09,90.41698931243879
2001-03-12,88.29496292006772
2001-03-13,88.87801250775864
2001-03-14,85.68290836924264
2001-03-15,85.96158914437507
2001-03-16,84.82815462315293
2001-03-19,84.50169017307677
2001-03-20,84.37652734653928
2001-03-21,84.20422036031304
2001-03-22,84.27641995268607
2001-03-23,83.96294305905566
2001-03-26,84.78730490705844
2001-03-27,84.29631556300741
2001-03-28,82.83917838483765
2001-03-29,80.33992743939697
2001-03-30,80.4453400235948
2001-04-02,79.16435947358092
2001-04-03,76.04394689109384
2001-04-04,75.3128171801611
2001-04-05,79.06603346695316
2001-04-06,78.2873207240176
2001-04-09,79.44313671460749
2001-04-10,82.67672254884911
2001-04-11,85.05023500144688
2001-04-12,85.45842320869288
2001-04-13,85.66033286440047
2001-04-16,86.54129619846476
2001-04-17,86.32818574846746
2001-04-18,89.9223738298722
2001-04-19,90.67845966776547
2001-04-20,88.53499861686154
2001-04-23,87.48544113271312
2001-04-24,86.61948597360235
2001-04-25,87.3806876932155
2001-04-26,88.15717089696382
2001-04-27,91.40443660005714
2001-04-30,91.81598432890902
2001-05-01,91.89898674193682
2001-05-02,91.46373062679194
2001-05-03,90.8002180323055
2001-05-04,91.38077204781993
2001-05-07,91.7423958916351
2001-05-08,93.51985612213252
2001-05-09,92.67424641960262
2001-05-10,92.84171032270913
2001-05-11,92.21146792137063
2001-05-14,91.33908280160621
2001-05-15,90.88293143529248
2001-05-16,91.58538917280795
2001-05-17,94.31648375130682
2001-05-18,95.80110030552598
2001-05-21,98.67459470215694
2001-05-22,98.86548131475276
2001-05-23,97.80841372853658
2001-05-24,97.82409968099822
2001-05-25,97.83264607452331
2001-05-28,97.67728210648626
2001-05-29,97.11887188303439
2001-05-30,95.71515003190575
2001-05-31,97.07137487990857
2001-06-01,97.27248604108046
2001-06-04,96.66099100038427
2001-06-05,94.7641470021576
2001-06-06,94.70251430351756
2001-06-07,94.46240857032898
2001-06-08,94.39741250507926
2001-06-11,92.72002496692586
2001-06-12,91.32164004811251
2001-06-13,89.4313797133727
2001-06-14,89.65848318677602
2001-06-15,89.80281055924999
2001-06-18,88.9466436080506
2001-06-19,90.31300242284078
2001-06-20,90.75300353433772
2001-06-21,91.2460970514205
2001-06-22,91.82528447684793
2001-06-25,89.96022032306873
2001-06-26,90.63443907303132
2001-06-27,91.68432385822446
2001-06-28,91.459680222522
2001-06-29,91.41094768627939
2001-07-02,91.19113168395451
2001-07-03,88.63647306681636
2001-07-04,87.85838408063634
2001-07-05,88.2697570070917
2001-07-06,84.79761919004511
2001-07-09,84.52802922603414
2001-07-10,83.00228002787195
2001-07-11,79.54796945389332
2001-07-12,82.82288326034255
2001-07-13,82.8289954008029
2001-07-16,82.00785693505861
2001-07-17,81.1208114210457
2001-07-18,78.21019250286831
2001-07-19,80.23393045594142
2001-07-20,78.3327346828372
2001-07-23,79.11345914755807
2001-07-24,77.69925234303378
2001-07-25,77.75252167630369
2001-07-26,79.7827502988778
2001-07-27,79.92931363856518
2001-07-30,80.10075303578154
2001-07-31,79.53769224901565
2001-08-01,80.33652016226478
2001-08-02,80.81959108261695
2001-08-03,79.7113501710145
2001-08-06,78.9677374712651
2001-08-07,77.80904237851064
2001-08-08,76.66208190103362
2001-08-09,75.73059418734277
2001-08-10,75.28091015420677
2001-08-13,75.0027184666606
2001-08-14,75.62859776133375
2001-08-15,73.89959325147687
2001-08-16,73.9519827718759
2001-08-17,73.29017282592328
2001-08-20,73.53634226471151
2001-08-21,73.42007617554484
2001-08-22,73.78772418275045
2001-08-23,74.17625492248298
2001-08-24,75.27733200303696
2001-08-27,76.66402851595642
2001-08-28,76.90741896557635
2001-08-29,75.88627340887824
2001-08-30,75.17322291638382
2001-08-31,75.20142031959656
2001-09-03,75.2439051564577
2001-09-04,75.94616032170647
2001-09-05,76.22416102798572
2001-09-06,75.82878294330901
2001-09-07,74.66712190076275
2001-09-10,74.7675909814668
2001-09-11,71.47553493241817
2001-09-12,69.79171672491749
2001-09-13,69.98821699403253
2001-09-14,67.81687925814089
2001-09-17,66.45214644872208
2001-09-18,66.42644543122121
2001-09-19,66.28427222046098
2001-09-20,63.56337965046635
2001-09-21,61.664209466017965
2001-09-24,62.32876553746088
2001-09-25,61.99809805791505
2001-09-26,61.77159807883534
2001-09-27,61.29913309565473
2001-09-28,62.64154044405883
2001-10-01,61.864375238177125
2001-10-02,62.153858103014215
2001-10-03,61.95613495406059
2001-10-04,63.96519678814016
2001-10-05,63.75585474438771
2001-10-08,63.916830875687545
2001-10-09,64.3967981703415
2001-10-10,66.26301334820279
2001-10-11,69.99383766281977
2001-10-12,69.65581709858473
2001-10-15,68.84393379778858
2001-10-16,69.37199876597167
2001-10-17,69.32873615048561
2001-10-18,68.89392110142211
2001-10-19,68.4037532704891
2001-10-22,69.10705318923154
2001-10-23,69.81238051253784
2001-10-24,70.09433786287852
2001-10-25,69.68785023805951
2001-10-26,70.81449125449977
2001-10-29,70.37432092923108
2001-10-30,69.40523218343768
2001-10-31,69.71216834132892
2001-11-01,69.4459048667487
2001-11-02,69.78787400627608
2001-11-05,72.01713917354796
2001-11-06,72.2077446902572
2001-11-07,71.46282399546416
2001-11-08,73.26794346808202
2001-11-09,73.23015020400572
2001-11-12,73.2789918352571
2001-11-13,76.9989452699948
2001-11-14,76.28407914459947
2001-11-15,76.04373136148934
2001-11-16,75.73648415759378
2001-11-19,78.50146569824823
2001-11-20,76.57709211778453
2001-11-21,75.76768779825093
2001-11-22,76.32317695848734
2001-11-23,75.98228893333851
2001-11-26,76.47026541439638
2001-11-27,75.58220883914896
2001-11-28,74.06704903315004
2001-11-29,73.76098131083532
