Date,EM ASIA GROWTH
2000-12-29,100.0
2001-01-01,99.29403731751194
2001-01-02,99.98867955575314
2001-01-03,98.48232534674504
2001-01-04,103.98775767601553
2001-01-05,106.42555593979726
2001-01-08,106.47933733330292
2001-01-09,109.46235758637172
2001-01-10,108.67740347480897
2001-01-11,105.60207555889966
2001-01-12,107.96140441142684
2001-01-15,109.91709030958626
2001-01-16,112.49982902297701
2001-01-17,114.74780315987026
2001-01-18,114.38017832304459
2001-01-19,118.48765635343855
2001-01-22,119.39506772732278
2001-01-23,118.64026259060215
2001-01-24,120.83955735681766
2001-01-25,121.22190031807698
2001-01-26,118.682467247937
2001-01-29,117.5618633843439
2001-01-30,118.4855664296195
2001-01-31,121.24895502963957
2001-02-01,118.56695383205016
2001-02-02,120.41541282524078
2001-02-05,116.12910466962641
2001-02-06,117.42627335275701
2001-02-07,115.23506849557953
2001-02-08,117.73461508147294
2001-02-09,117.1574205238036
2001-02-12,116.1192642526538
2001-02-13,118.60492845840142
2001-02-14,117.54229084146114
2001-02-15,122.01755885183718
2001-02-16,120.0315081484489
2001-02-19,117.73371354039917
2001-02-20,119.75867848050075
2001-02-21,117.29893713940324
2001-02-22,114.31892928804304
2001-02-23,113.30399530174851
2001-02-26,112.32115142356663
2001-02-27,110.51194145793393
2001-02-28,111.54727945041023
2001-03-01,106.81584542380178
2001-03-02,102.44804537392724
2001-03-05,104.89963952642283
2001-03-06,105.84723627209605
2001-03-07,107.45314426355735
2001-03-08,106.70224751412086
2001-03-09,104.82456338181673
2001-03-12,102.16934473980228
2001-03-13,102.49549436591603
2001-03-14,105.2816612771271
2001-03-15,106.89283753236764
2001-03-16,107.34623768414676
2001-03-19,105.5126653904043
2001-03-20,103.65541850346044
2001-03-21,104.80260576794544
2001-03-22,105.25972215134439
2001-03-23,105.35985104934825
2001-03-26,106.4759909071178
2001-03-27,104.74152872036291
2001-03-28,106.10656332977969
2001-03-29,105.19817677712265
2001-03-30,104.25708262931205
2001-04-02,102.22749354637028
2001-04-03,98.8660449247719
2001-04-04,92.6836318281174
2001-04-05,93.35363117802574
2001-04-06,95.51987074280555
2001-04-09,93.06567819843123
2001-04-10,94.12779876804673
2001-04-11,97.1303560163176
2001-04-12,97.5940483105073
2001-04-13,97.66547578659711
2001-04-16,97.72181268183519
2001-04-17,97.29003992689275
2001-04-18,102.39198146919573
2001-04-19,105.50862046391475
2001-04-20,102.77041195693305
2001-04-23,103.00430697590308
2001-04-24,102.82102636937533
2001-04-25,102.46830223362257
2001-04-26,101.86800244918525
2001-04-27,101.39142762977116
2001-04-30,104.69512032416891
2001-05-01,104.21471494363199
2001-05-02,107.38772375137927
2001-05-03,107.87921768123225
2001-05-04,104.78711497084322
2001-05-07,106.40514887039126
2001-05-08,106.69296250745971
2001-05-09,106.38163349400412
2001-05-10,105.54547465111459
2001-05-11,106.46145496353145
2001-05-14,105.21848280271615
2001-05-15,103.07427334403332
2001-05-16,101.63072016656513
2001-05-17,104.60840151230636
2001-05-18,104.47672608920657
2001-05-21,104.72172044056698
2001-05-22,107.18197900821052
2001-05-23,109.66773886551971
2001-05-24,109.45218442045508
2001-05-25,108.86696156172444
2001-05-28,108.16965665069125
2001-05-29,109.06086578801104
2001-05-30,107.08925700680881
2001-05-31,106.73962483717096
2001-06-01,105.9140809032471
2001-06-04,105.69584963654195
2001-06-05,105.30411928222611
2001-06-06,106.6843439616908
2001-06-07,107.27170034684039
2001-06-08,110.5107059359736
2001-06-11,111.02734046546442
2001-06-12,109.84193554031734
2001-06-13,109.93883479441153
2001-06-14,107.61556689576382
2001-06-15,106.34830031643847
2001-06-18,104.29955150338229
2001-06-19,105.05295490578347
2001-06-20,104.45993885879614
2001-06-21,104.49277741316696
2001-06-22,104.17720876962373
2001-06-25,102.62323633469937
2001-06-26,101.46242102573373
2001-06-27,101.86428886977522
2001-06-28,102.26327777586685
2001-06-29,105.09328653324985
2001-07-02,105.74287302163614
2001-07-03,106.08251108737207
2001-07-04,105.70513946243187
2001-07-05,106.24636813887216
2001-07-06,104.47669951619805
2001-07-09,101.35351117771137
2001-07-10,100.0270950379061
2001-07-11,98.28514547130418
2001-07-12,101.20684497316779
2001-07-13,100.40001951461721
2001-07-16,99.92117254103553
2001-07-17,100.07683914257846
2001-07-18,96.77304256544622
2001-07-19,97.04014413854127
2001-07-20,96.73190852723774
2001-07-23,95.96449733074263
2001-07-24,95.26739519023876
2001-07-25,95.94585309869328
2001-07-26,96.7558958567755
2001-07-27,98.14763429985251
2001-07-30,97.79168345581199
2001-07-31,99.69540268917422
2001-08-01,100.84298489658836
2001-08-02,101.55309997665944
2001-08-03,100.9201424382526
2001-08-06,100.54083461704035
2001-08-07,99.70200792949662
2001-08-08,100.40079892899575
2001-08-09,97.15969320377675
2001-08-10,97.03944278191757
2001-08-13,97.417177588588
2001-08-14,99.88722825822497
2001-08-15,98.55794470113766
2001-08-16,96.75480034341524
2001-08-17,95.00272304938753
2001-08-20,93.21274069381072
2001-08-21,93.40450063149247
2001-08-22,91.24954280335837
2001-08-23,92.77996558944295
2001-08-24,91.65282654234707
2001-08-27,94.42741577477817
2001-08-28,94.36856553886325
2001-08-29,94.29713697383795
2001-08-30,93.92669105317168
2001-08-31,93.06546195889639
2001-09-03,92.21526035131376
2001-09-04,95.86086815604992
2001-09-05,94.65321148710787
2001-09-06,93.03647511218134
2001-09-07,91.57577029054828
2001-09-10,91.45413481585155
2001-09-11,89.48265476220769
2001-09-12,85.94067279910844
2001-09-13,84.76600077863664
2001-09-14,81.44615121008069
2001-09-17,79.71406267859415
2001-09-18,80.3090549166201
2001-09-19,80.22511473065008
2001-09-20,78.96472261631942
2001-09-21,77.39299105451671
2001-09-24,77.57178660757417
2001-09-25,75.4421043814727
2001-09-26,76.12476575028192
2001-09-27,75.6633358976483
2001-09-28,77.38483658338956
2001-10-01,76.84541127680617
2001-10-02,75.83810544277814
2001-10-03,74.89088740083895
2001-10-04,77.21409510235854
