Date,EM GCC COUNTRIES GROWTH
2014-06-02,981.8513565175754
2014-06-03,954.7272821884198
2014-06-04,944.3658989494045
2014-06-05,956.3596581284298
2014-06-06,954.6644183283595
2014-06-09,902.1998957426317
2014-06-10,889.3996444264461
2014-06-11,880.0821883017371
2014-06-12,899.9559273914849
2014-06-13,901.4800544060965
2014-06-16,844.0817235895598
2014-06-17,843.5568884818775
2014-06-18,855.7611031149634
2014-06-19,851.2838239616301
2014-06-20,854.8267900441931
2014-06-23,812.0895995513124
2014-06-24,788.840683253793
2014-06-25,796.3752859175697
2014-06-26,776.4486291897762
2014-06-27,773.5411279147419
2014-06-30,715.68331611839
2014-07-01,757.6729118027645
2014-07-02,803.4132007162398
2014-07-03,804.1729097655466
2014-07-04,805.4211464430284
2014-07-07,820.9663057610667
2014-07-08,826.6115445812005
2014-07-09,827.7420113811153
2014-07-10,851.1985156152068
2014-07-11,851.3237010723163
2014-07-14,851.1563893049639
2014-07-15,871.5449086836059
2014-07-16,889.4834721003778
2014-07-17,892.3934791875779
2014-07-18,892.9549614462178
2014-07-21,865.3959470466378
2014-07-22,871.6244499610292
2014-07-23,865.0559371853377
2014-07-24,846.952363302368
2014-07-25,849.2221678939626
2014-07-28,853.2876996640575
2014-07-29,855.1184498353799
2014-07-30,857.1957641545972
2014-07-31,871.5221977106197
2014-08-01,868.3421703304857
2014-08-04,870.8072693256269
2014-08-05,875.6318646580222
2014-08-06,859.9509654646781
2014-08-07,863.7121403127986
2014-08-08,859.6557934612794
2014-08-11,871.5541849107134
2014-08-12,876.9469382333967
2014-08-13,894.131933068308
2014-08-14,891.9566216671801
2014-08-15,891.7726529795382
2014-08-18,900.907125806144
2014-08-19,912.8786841453507
2014-08-20,913.1389782601566
2014-08-21,920.8687048259658
2014-08-22,924.5601899859445
2014-08-25,934.3084632213943
2014-08-26,937.9036325450162
2014-08-27,934.2297729965472
2014-08-28,898.6628218061642
2014-08-29,898.9195554528659
2014-09-01,940.0820034874209
2014-09-02,946.1075849182661
2014-09-03,955.47159080341
2014-09-04,972.9068411890345
2014-09-05,973.5074704848257
2014-09-08,972.1597052526598
2014-09-09,974.8361442396048
2014-09-10,955.8569468434684
2014-09-11,964.109396490976
2014-09-12,964.3329494504344
2014-09-15,973.2514591458411
2014-09-16,968.4802693410134
2014-09-17,968.5441949708593
