Date,EM LATIN AMERICA GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,98.95200084056783
2001-01-03,103.97479986208053
2001-01-04,107.05893946206218
2001-01-05,104.42674655173107
2001-01-08,104.39130716855627
2001-01-09,106.98820674027576
2001-01-10,105.55626963484637
2001-01-11,105.27974680090902
2001-01-12,105.75365455249039
2001-01-15,107.04139205239997
2001-01-16,107.31374194985428
2001-01-17,110.49052461806184
2001-01-18,110.93918420366009
2001-01-19,113.39062810461652
2001-01-22,112.84787302313403
2001-01-23,114.16520744187002
2001-01-24,115.18242830078727
2001-01-25,114.61326576217144
2001-01-26,115.25921294629434
2001-01-29,116.7593444896008
2001-01-30,117.06774335006834
2001-01-31,116.05558198145008
2001-02-01,114.18868304348483
2001-02-02,113.89101987938948
2001-02-05,112.37639618907176
2001-02-06,113.98038111625912
2001-02-07,112.43963125080113
2001-02-08,115.32146632257322
2001-02-09,114.4742455971031
2001-02-12,113.99255427323621
2001-02-13,114.67420142781353
2001-02-14,114.35341607776304
2001-02-15,116.493489758627
2001-02-16,112.98652256013716
2001-02-19,112.09477920982825
2001-02-20,112.1722784836496
2001-02-21,108.10441600681986
2001-02-22,108.26366585095558
2001-02-23,108.04797504293437
2001-02-26,109.12014197774826
2001-02-27,107.75625815778207
2001-02-28,106.65153701757677
2001-03-01,106.0394694565286
2001-03-02,106.03554426701648
2001-03-05,107.24888774256902
2001-03-06,107.95741433056574
2001-03-07,108.57315421593349
2001-03-08,108.84903704762252
2001-03-09,107.79217207334726
2001-03-12,103.49695061580046
2001-03-13,105.39293269807504
2001-03-14,104.29146344588192
2001-03-15,103.02485707041266
2001-03-16,103.71242494340432
2001-03-19,102.86176925934078
2001-03-20,102.15293179276891
2001-03-21,102.70916776253547
2001-03-22,99.93912902443984
2001-03-23,98.29938630336461
2001-03-26,99.7045599846432
2001-03-27,101.2870931638555
2001-03-28,101.23495585204233
2001-03-29,100.06574425306103
2001-03-30,100.26108071031655
2001-04-02,99.97900442169986
2001-04-03,97.48685726870926
2001-04-04,96.4047401911896
2001-04-05,99.94474021246067
2001-04-06,101.27712477265665
2001-04-09,101.72066324160447
2001-04-10,106.35881484028147
2001-04-11,106.71381614869281
2001-04-12,105.2315456723946
2001-04-13,105.2315456723946
2001-04-16,104.28175347764254
2001-04-17,105.53720824547052
2001-04-18,109.44896925515042
2001-04-19,104.51419633868308
2001-04-20,99.43298465885358
2001-04-23,100.21231942401755
2001-04-24,102.2017767183681
2001-04-25,101.96084165407397
2001-04-26,104.60825626182137
2001-04-27,107.68300393521908
2001-04-30,109.4760214977286
2001-05-01,108.42167505236192
2001-05-02,109.2615216194569
2001-05-03,109.02991083132073
2001-05-04,109.65964363656472
2001-05-07,110.03802958148923
