Date,FRANCE SMALL VALUE
1994-05-31,165.92543246419314
1994-06-30,162.8191607920609
1994-07-29,169.9729597490644
1994-08-31,171.17915714477994
1994-09-30,165.42029821441616
1994-10-31,165.93298472982858
1994-11-30,160.7235369749249
1994-12-30,159.4127155091884
1995-01-31,155.44273279592235
1995-02-28,159.47318300113741
1995-03-31,168.89750468325084
1995-04-28,169.2744916091907
1995-05-31,174.3806302227507
1995-06-30,177.49210423591896
1995-07-31,178.45980638298184
1995-08-31,167.46293020279109
1995-09-29,166.00385489163668
1995-10-31,162.40316542047893
1995-11-30,159.77443997651574
1995-12-29,161.43066037261056
1996-01-31,165.36642623903782
1996-02-29,178.69129479542096
1996-03-29,188.12016243520532
1996-04-30,186.34161066550047
1996-05-31,187.69304526227845
1996-06-28,187.75973761855084
1996-07-31,184.87091200398626
1996-08-30,183.3352015318764
1996-09-30,181.22350635633353
1996-10-31,187.47613693374018
1996-11-29,186.83125722122128
1996-12-31,189.77721858859235
1997-01-01,189.77721858859235
1997-01-02,189.32563254940402
1997-01-03,188.5733440161256
1997-01-06,188.9885308359435
1997-01-07,189.81644571169784
1997-01-08,189.76491776679578
1997-01-09,190.47566525668563
1997-01-10,189.67725230880572
1997-01-13,190.5610110873987
1997-01-14,191.37474387059797
1997-01-15,193.49992212607847
1997-01-16,194.52649989358486
1997-01-17,193.12770972731502
1997-01-20,192.13065124657237
1997-01-21,191.10847954206773
1997-01-22,190.6158603844017
1997-01-23,191.60534998605226
1997-01-24,192.1781155470199
1997-01-27,192.05697943707497
1997-01-28,191.2782494131012
1997-01-29,192.64491670459495
1997-01-30,193.47545779541323
1997-01-31,194.79421475344932
1997-02-03,194.96778698086817
1997-02-04,194.9502061385271
1997-02-05,195.35719472026605
1997-02-06,195.47353618699157
1997-02-07,194.28925012579677
1997-02-10,196.90732935241874
1997-02-11,195.48229432241425
1997-02-12,194.56279233119585
1997-02-13,195.5376887481712
1997-02-14,196.494482510414
1997-02-17,195.042875664349
1997-02-18,196.3478237723855
1997-02-19,195.87477439954648
1997-02-20,196.17420421501902
1997-02-21,197.4021915810492
1997-02-24,200.24802518971012
1997-02-25,200.92363186402966
1997-02-26,199.8748387659853
1997-02-27,201.0484918703699
1997-02-28,201.2966482747661
1997-03-03,200.52275142194355
1997-03-04,200.0584292047989
1997-03-05,200.95263460019987
1997-03-06,202.06237869341882
1997-03-07,202.65961992319237
1997-03-10,205.56262703653744
1997-03-11,206.3157139571999
1997-03-12,205.52080753094134
1997-03-13,204.7637124458003
1997-03-14,204.16844027827838
1997-03-17,204.75295267124227
1997-03-18,205.1007200344078
1997-03-19,204.67106498024964
1997-03-20,202.7635218682919
1997-03-21,203.36349454488968
1997-03-24,203.03347953539182
1997-03-25,203.05081598833897
1997-03-26,203.38235299958532
1997-03-27,206.5095102242147
1997-03-28,206.765566653507
1997-03-31,207.39006956424868
1997-04-01,205.23692122865415
1997-04-02,204.90506147323578
1997-04-03,204.20608159734158
1997-04-04,204.09784756016552
1997-04-07,200.6855440759468
1997-04-08,200.53520215178764
1997-04-09,200.4482487296454
1997-04-10,200.89696937394226
1997-04-11,200.04379148937454
1997-04-14,200.25840123477332
1997-04-15,199.1499142591802
1997-04-16,200.09297125528028
1997-04-17,199.97587460418083
1997-04-18,199.69574149993258
1997-04-21,199.65001398186632
1997-04-22,197.88811312529464
1997-04-23,198.60257994638852
1997-04-24,199.20507847044226
1997-04-25,198.0927935418592
1997-04-28,197.63313441005195
1997-04-29,198.158394076471
1997-04-30,198.45693182698903
1997-05-01,199.52870182057666
1997-05-02,199.21463302127543
1997-05-05,198.84228558450337
1997-05-06,199.51807247959908
1997-05-07,200.26476525932344
1997-05-08,201.6168135369752
1997-05-09,203.37110200185802
1997-05-12,203.3920536172856
1997-05-13,204.50571823400102
1997-05-14,204.59344185697597
1997-05-15,204.80583379977332
1997-05-16,204.99400023648522
1997-05-19,203.5157467031167
1997-05-20,204.2502177436957
1997-05-21,204.59618383972042
1997-05-22,204.50929978498945
1997-05-23,205.07367077358398
1997-05-26,199.89430877433819
1997-05-27,198.84156468423467
1997-05-28,197.01263482669495
1997-05-29,196.00837016229326
1997-05-30,195.35331466252703
1997-06-02,191.49080262189187
1997-06-03,192.88282633194476
1997-06-04,194.06951293369843
1997-06-05,195.53349398205745
1997-06-06,195.73505754347727
1997-06-09,198.32044922060854
1997-06-10,196.61348492930932
1997-06-11,196.3656036471094
1997-06-12,196.24767555739618
1997-06-13,195.24213593780166
1997-06-16,196.82013312378984
1997-06-17,195.07209154397867
1997-06-18,195.9227526839381
1997-06-19,196.80338937361245
1997-06-20,196.26650452249652
1997-06-23,196.83312633563344
1997-06-24,197.05150029026507
1997-06-25,198.7407589523116
1997-06-26,198.4915342911821
1997-06-27,197.41635875954316
1997-06-30,197.11250795016883
1997-07-01,198.31784991870765
1997-07-02,196.95258031030278
1997-07-03,196.8220065783891
1997-07-04,197.2829358060143
1997-07-07,200.46113777533404
1997-07-08,199.7924629718011
1997-07-09,198.68414285366882
1997-07-10,199.53614014850874
1997-07-11,197.0766683060411
1997-07-14,194.7623375998339
1997-07-15,194.1702153732643
1997-07-16,194.37838037012435
1997-07-17,195.1966008240636
1997-07-18,194.06232230472614
1997-07-21,192.16117557636773
1997-07-22,191.22301889547077
1997-07-23,190.25130527128246
1997-07-24,189.80953401717065
1997-07-25,190.32291047504705
1997-07-28,190.81397618614443
1997-07-29,193.17647473658747
1997-07-30,193.52379072452632
1997-07-31,194.37557708557492
1997-08-01,192.1521220203783
1997-08-04,191.08415772645463
1997-08-05,188.28486853835753
1997-08-06,189.24601339053513
1997-08-07,189.95167324597963
1997-08-08,192.29593266122546
1997-08-11,191.70367435375312
1997-08-12,191.11811050822394
1997-08-13,193.54444887841927
1997-08-14,192.4935579340465
1997-08-15,195.45463478002068
1997-08-18,192.56013784014922
1997-08-19,191.5746910155444
1997-08-20,190.34765044707365
1997-08-21,192.1529726439224
1997-08-22,194.2615384554065
1997-08-25,193.99721213473882
1997-08-26,195.36447629479403
1997-08-27,194.149116120126
1997-08-28,195.19765864781573
1997-08-29,194.2312098823615
1997-09-01,194.34975616581144
1997-09-02,192.7990357873206
1997-09-03,194.60099200983313
1997-09-04,195.2020479252669
1997-09-05,197.00224743807146
1997-09-08,197.61294797229797
1997-09-09,199.45840205557144
1997-09-10,199.66578993216882
1997-09-11,199.67865740335134
1997-09-12,202.15501883486144
1997-09-15,202.94569067525288
1997-09-16,202.5113699018444
1997-09-17,203.17148064850542
1997-09-18,203.8384265310854
1997-09-19,204.12731597287458
1997-09-22,202.67098641161124
1997-09-23,202.2838929044391
1997-09-24,205.4969113060661
1997-09-25,206.2986820707458
1997-09-26,207.47752239649802
1997-09-29,207.72800845744393
1997-09-30,207.70256845204702
1997-10-01,207.62682064664918
1997-10-02,208.11135883229665
1997-10-03,210.35064410026052
1997-10-06,209.77812486891122
1997-10-07,210.9907809599044
1997-10-08,212.38727051723595
1997-10-09,212.4657174932525
1997-10-10,209.60517390652723
1997-10-13,210.70220883445825
1997-10-14,210.63816896444422
1997-10-15,211.8636237676938
1997-10-16,212.59718268426403
1997-10-17,209.3987394479541
1997-10-20,209.29437154332328
1997-10-21,207.3752598696794
1997-10-22,206.99928681331508
1997-10-23,204.65927175642273
1997-10-24,204.81089798277645
1997-10-27,205.494246801936
1997-10-28,199.75052957605698
1997-10-29,203.95391229308248
1997-10-30,204.51879713510934
