Date,SPAIN SMALL VALUE
1994-05-31,85.77476957378296
1994-06-30,85.19894880917528
1994-07-29,86.26999451202245
1994-08-31,86.73294995599073
1994-09-30,84.81261090519456
1994-10-31,84.78720560550059
1994-11-30,82.86130709180526
1994-12-30,80.35694901781339
1995-01-31,78.82458360572683
1995-02-28,80.60654030535343
1995-03-31,78.8943144831801
1995-04-28,85.92460444305861
1995-05-31,88.92616283834668
1995-06-30,89.2636822522121
1995-07-31,93.31038560509337
1995-08-31,88.54118127561378
1995-09-29,89.07021248120971
1995-10-31,87.13005557125624
1995-11-30,87.83037448614421
1995-12-29,88.58928971812307
1996-01-31,88.22204746439245
1996-02-29,92.11763199773992
1996-03-29,91.25640561355871
1996-04-30,90.30799426422331
1996-05-31,89.30788815987516
1996-06-28,91.60080135995405
1996-07-31,91.85002739198048
1996-08-30,93.48187392361142
1996-09-30,91.64344984283018
1996-10-31,94.72485144853235
1996-11-29,96.54475349562703
1996-12-31,105.36433710297706
1997-01-01,105.36433710297706
1997-01-02,104.2411208658769
1997-01-03,104.47119739379629
1997-01-06,104.15353506800749
1997-01-07,104.78778300988121
1997-01-08,104.73121402237562
1997-01-09,104.47692596673252
1997-01-10,104.7044993771122
1997-01-13,105.97718907302409
1997-01-14,105.93222115874964
1997-01-15,106.61978129966998
1997-01-16,107.56358123487081
1997-01-17,107.33391896557221
1997-01-20,107.37001324383469
1997-01-21,107.39177412267905
1997-01-22,106.50130065587223
1997-01-23,106.3112303527038
1997-01-24,105.68235608743811
1997-01-27,104.13770967295834
1997-01-28,103.88377462486042
1997-01-29,104.00363316960362
1997-01-30,104.63102413766431
1997-01-31,105.55104319914238
1997-02-03,104.12066570448529
1997-02-04,104.94721961178163
1997-02-05,105.25810972609916
1997-02-06,105.62871184567074
1997-02-07,104.71901955964996
1997-02-10,106.1511612270348
1997-02-11,104.97380476456958
1997-02-12,104.47016045306401
1997-02-13,104.54335781419013
1997-02-14,104.64223974815687
1997-02-17,104.16070664263223
1997-02-18,104.3105035455128
1997-02-19,104.15416652974028
1997-02-20,103.97671755876725
1997-02-21,103.90729129502603
1997-02-24,104.27011587726108
1997-02-25,104.27071870235467
1997-02-26,103.30461818656217
1997-02-27,103.31339656478463
1997-02-28,103.09423048780694
1997-03-03,102.30539220610727
1997-03-04,102.35100287558372
1997-03-05,102.17804491338742
1997-03-06,103.09525431851469
1997-03-07,103.51526119585904
1997-03-10,104.59661516787575
1997-03-11,104.24483723267083
1997-03-12,104.03840128935049
1997-03-13,104.3460238601898
1997-03-14,104.30278147422258
1997-03-17,104.60392911610771
1997-03-18,104.93706790982996
1997-03-19,104.59032164897467
1997-03-20,103.31137910827486
1997-03-21,103.23933001653612
1997-03-24,103.2360983894546
1997-03-25,104.00523642252455
1997-03-26,104.86695222834933
1997-03-27,105.90750397107959
