Date,PORTUGAL SMALL VALUE
1994-05-31,97.84056757541533
1994-06-30,95.26326112349001
1994-07-29,102.14456922186143
1994-08-31,108.28582727237823
1994-09-30,105.1759003089657
1994-10-31,108.82952363321859
1994-11-30,106.21430945452451
1994-12-30,104.60670005974994
1995-01-31,101.15904804583627
1995-02-28,106.42639741257625
1995-03-31,113.54734072741743
1995-04-28,117.09277926808085
1995-05-31,119.01571014511158
1995-06-30,118.64028509855505
1995-07-31,116.71888841984627
1995-08-31,110.01085852490567
1995-09-29,111.69770420655787
1995-10-31,111.95360350926845
1995-11-30,105.86328966696414
1995-12-29,109.71242321735909
1996-01-31,115.05270869788608
1996-02-29,118.00590676350349
1996-03-29,120.46793042716743
1996-04-30,117.84391145694366
1996-05-31,121.57278050684417
1996-06-28,125.3341712794469
1996-07-31,131.47030464514435
1996-08-30,135.02706389230232
1996-09-30,133.00775639371136
1996-10-31,133.75573313079138
1996-11-29,135.97265479700033
1996-12-31,139.0783150412872
1997-01-01,139.0783150412872
1997-01-02,139.41516195857193
1997-01-03,139.01689855302965
1997-01-06,141.79081386339215
1997-01-07,142.87592096522403
1997-01-08,143.8665627965521
1997-01-09,144.01609747632375
1997-01-10,144.78063387059873
1997-01-13,146.45982299430256
1997-01-14,146.86401029949573
1997-01-15,146.72058259970385
1997-01-16,146.96305639631066
1997-01-17,146.85122315971003
1997-01-20,146.0738895217901
1997-01-21,146.5049569900214
1997-01-22,145.66784969414897
1997-01-23,145.90114845191252
1997-01-24,147.27365347261176
1997-01-27,146.07058029153768
1997-01-28,144.16267438117194
1997-01-29,143.68321182052685
1997-01-30,144.65173961135588
1997-01-31,145.34145653147704
1997-02-03,144.3612075053185
1997-02-04,145.22866305290935
1997-02-05,146.92231695805077
1997-02-06,150.14783090193546
1997-02-07,149.42680791512979
1997-02-10,151.36623652134705
1997-02-11,149.95968821914724
1997-02-12,148.9645602199973
1997-02-13,148.37304307688186
1997-02-14,149.2465932842817
1997-02-17,150.75262174777964
1997-02-18,152.40679260908232
1997-02-19,151.9616663769737
1997-02-20,151.1214720177263
1997-02-21,149.8237084070163
1997-02-24,149.52536061768862
1997-02-25,149.3830319217796
1997-02-26,147.01223449513233
1997-02-27,147.5311617650723
1997-02-28,147.87097371942056
1997-03-03,146.11292030606353
1997-03-04,145.77662293702065
1997-03-05,146.6617833795909
1997-03-06,147.73378807903126
1997-03-07,147.1099985726227
1997-03-10,148.44554036115576
1997-03-11,147.82514143638517
1997-03-12,147.96833151424661
1997-03-13,147.12959506160323
1997-03-14,147.5033673564552
1997-03-17,145.85370438584394
1997-03-18,145.06280638449286
1997-03-19,145.72839192711868
1997-03-20,143.19930980957335
1997-03-21,144.4015362257639
1997-03-24,144.05111732407113
1997-03-25,145.4874939671628
1997-03-26,146.79290038558682
1997-03-27,149.08851858278732
1997-03-28,149.46439057090944
1997-03-31,150.19050810974642
1997-04-01,148.05602433982807
1997-04-02,147.2599617671423
1997-04-03,146.25781382533222
1997-04-04,145.44450884630095
1997-04-07,144.11839725480485
1997-04-08,144.1491023149268
1997-04-09,144.11884689189858
1997-04-10,145.50218634967382
1997-04-11,145.81198107388212
1997-04-14,145.1008655684881
1997-04-15,144.07534360868956
1997-04-16,144.4766491254348
1997-04-17,145.00024734271528
1997-04-18,145.2409077870332
1997-04-21,145.80223103927545
1997-04-22,145.32417541451167
1997-04-23,146.3112555927054
1997-04-24,146.27161095554
1997-04-25,145.96652532434652
1997-04-28,145.9767920365721
1997-04-29,147.38061738171768
1997-04-30,147.52622042680935
1997-05-01,148.41889500900976
1997-05-02,152.3422330829905
1997-05-05,153.72704420196806
1997-05-06,154.3228127596964
1997-05-07,154.9567990227131
1997-05-08,155.63144787554802
1997-05-09,157.91013498701753
1997-05-12,158.72662541518213
1997-05-13,159.08193255240818
1997-05-14,158.6782666122655
1997-05-15,158.4274987589405
1997-05-16,158.5338466860596
1997-05-19,155.79906652937467
1997-05-20,156.20039581402204
1997-05-21,157.33252185220886
1997-05-22,156.61191239970552
1997-05-23,156.62764025754825
1997-05-26,156.61948155993747
1997-05-27,157.54484428473643
1997-05-28,158.42777691018208
1997-05-29,158.57988970151274
1997-05-30,157.7249401009597
1997-06-02,156.06413909645312
1997-06-03,156.49336255512145
1997-06-04,156.78335251345547
1997-06-05,156.84143819900711
1997-06-06,157.52342238683482
1997-06-09,159.51313524069909
1997-06-10,158.7699761497928
1997-06-11,159.53683158810176
1997-06-12,159.39669154569884
1997-06-13,158.39319710541858
1997-06-16,161.6423469940157
1997-06-17,160.60705029771694
1997-06-18,161.44857558404587
1997-06-19,161.5894786553612
1997-06-20,160.21958557804257
1997-06-23,161.08349213136597
1997-06-24,160.91129301368446
1997-06-25,162.14344797494425
1997-06-26,161.45190014123668
1997-06-27,161.1466691221631
1997-06-30,159.9847241122683
1997-07-01,160.8254539467626
1997-07-02,162.79210319708358
1997-07-03,168.61937140197537
1997-07-04,168.85781268385438
1997-07-07,172.5375147786319
1997-07-08,172.74715667705613
1997-07-09,175.04827108488186
1997-07-10,174.09247229246853
1997-07-11,172.28921781032594
1997-07-14,169.05714059765072
1997-07-15,165.39468158103125
1997-07-16,167.4988909296097
1997-07-17,168.69681412615557
1997-07-18,166.61047240391702
1997-07-21,164.25751660868272
1997-07-22,164.16859973856214
1997-07-23,165.5143295370408
1997-07-24,164.7958057792221
1997-07-25,164.99723625718946
1997-07-28,164.20604751109715
1997-07-29,164.70252568751943
1997-07-30,164.56797255783198
1997-07-31,167.32413039637527
1997-08-01,165.2208858244533
1997-08-04,164.29566965184898
1997-08-05,163.9213795461349
1997-08-06,164.70377897971758
1997-08-07,172.25036641118936
1997-08-08,174.62378941921142
1997-08-11,174.16057421982407
1997-08-12,173.4467612228328
1997-08-13,174.96995221623612
1997-08-14,173.5778400777555
1997-08-15,176.1762825500373
1997-08-18,172.56773919012625
1997-08-19,171.78336163757552
1997-08-20,169.31299360728048
1997-08-21,169.6242041288223
1997-08-22,171.35797361260813
1997-08-25,171.70980329658494
1997-08-26,171.84850132110432
1997-08-27,168.8773154496709
1997-08-28,166.8144732557337
1997-08-29,159.23802473452807
1997-09-01,161.05735700559066
1997-09-02,165.25172637411043
1997-09-03,167.91520058442757
1997-09-04,167.2243953246417
1997-09-05,168.87160711523217
1997-09-08,167.30507157048893
1997-09-09,167.63438915358878
1997-09-10,166.60053080486912
1997-09-11,164.74176517830017
1997-09-12,165.46675129259975
1997-09-15,166.683569472353
1997-09-16,165.2825357059616
1997-09-17,166.24426051095693
1997-09-18,166.98474235363938
1997-09-19,166.69659652939015
1997-09-22,165.42795096058015
1997-09-23,165.72071368630662
1997-09-24,168.14282803338813
1997-09-25,169.04574261182069
1997-09-26,168.80191791737167
1997-09-29,170.21149629709015
1997-09-30,169.7553704742336
1997-10-01,170.19590457150815
1997-10-02,171.47793399139073
1997-10-03,173.06562314703513
1997-10-06,171.82925929518137
1997-10-07,172.95787828945637
1997-10-08,172.7722994817594
1997-10-09,172.25792637182482
1997-10-10,170.8279998001798
1997-10-13,172.14406951691126
1997-10-14,171.67275708364625
1997-10-15,172.31408565932608
1997-10-16,173.29885257765977
1997-10-17,170.99425004938732
1997-10-20,170.91838536667032
