Date,HONG KONG SMALL VALUE
1994-05-31,322.9127052716514
1994-06-30,299.3760730047985
1994-07-29,308.3348103074592
1994-08-31,318.34086117125804
1994-09-30,321.2716474377702
1994-10-31,317.0421737378277
1994-11-30,279.20351591929807
1994-12-30,265.22599870173605
1995-01-31,248.5120443131311
1995-02-28,266.94770202260054
1995-03-31,267.2092691037332
1995-04-28,263.38185219511644
1995-05-31,288.6930335677155
1995-06-30,292.3222277284234
1995-07-31,306.6785617247286
1995-08-31,299.003485194074
1995-09-29,309.7356379195087
1995-10-31,306.36595197984366
1995-11-30,307.88044358959877
1995-12-29,309.6068475313186
1996-01-31,353.3503754023334
1996-02-29,358.64677738605684
1996-03-29,353.5819407582792
1996-04-30,359.83746223225404
1996-05-31,365.1135354512363
1996-06-28,371.1922336359471
1996-07-31,366.2706514722574
1996-08-30,374.27792428671563
1996-09-30,394.63396839265675
1996-10-31,419.29049972873
1996-11-29,470.5032645497179
1996-12-31,466.92842121269285
1997-01-01,467.4662326315447
1997-01-02,467.8127444532566
1997-01-03,469.23549914907017
1997-01-06,476.7356257572753
1997-01-07,474.9499767959007
1997-01-08,476.84407906583357
1997-01-09,470.6021282583115
1997-01-10,472.53810532313196
1997-01-13,476.7426285995405
1997-01-14,475.80984688868875
1997-01-15,480.3169853918737
1997-01-16,479.96584828156716
1997-01-17,482.00228509102624
1997-01-20,481.99633679365036
1997-01-21,476.4448154317925
1997-01-22,476.1852632044563
1997-01-23,473.465409041417
1997-01-24,469.9589161504529
1997-01-27,468.43691280032374
1997-01-28,474.32751624744634
1997-01-29,471.78180701890466
1997-01-30,471.80545647001173
1997-01-31,472.5161493808022
1997-02-03,471.81349011525197
1997-02-04,473.4095686857473
1997-02-05,478.3759673134141
1997-02-06,478.40683227033475
1997-02-07,478.54268541026664
1997-02-10,479.17886821652667
1997-02-11,474.5724882177506
1997-02-12,477.0020147737454
1997-02-13,471.7650578146302
1997-02-14,467.1741848275219
1997-02-17,469.6288407031882
1997-02-18,463.29278471076725
1997-02-19,463.63631190587455
1997-02-20,469.0871376486372
1997-02-21,471.4727336748834
1997-02-24,471.9607166893069
1997-02-25,474.35154148979774
1997-02-26,474.71953690164185
1997-02-27,475.2286576725872
1997-02-28,475.62932469966495
1997-03-03,482.03247468373826
1997-03-04,482.46335577435207
1997-03-05,481.10261384596794
1997-03-06,480.9536870601658
1997-03-07,481.1522601526958
1997-03-10,479.02411120233404
1997-03-11,477.740585461024
1997-03-12,473.9752970038346
1997-03-13,468.73954549988355
1997-03-14,462.6923698335017
1997-03-17,468.89284394617437
1997-03-18,465.8240987151045
1997-03-19,462.5954266304543
1997-03-20,453.88091209632194
1997-03-21,451.68199244249837
1997-03-24,459.2693768918542
1997-03-25,457.4684246473954
1997-03-26,459.4624133675711
1997-03-27,454.11775584150365
1997-03-28,454.100175501763
1997-03-31,454.1177558415036
1997-04-01,442.2078121161675
1997-04-02,442.0193555159834
1997-04-03,440.86758065405866
1997-04-04,443.7166228396625
1997-04-07,446.26805630414515
1997-04-08,450.09994198284824
1997-04-09,451.7447789934695
1997-04-10,449.4831330688337
1997-04-11,451.1454279139968
1997-04-14,446.32965512363546
1997-04-15,446.4823821465409
1997-04-16,452.710941164214
1997-04-17,453.1613139990488
1997-04-18,456.1094406861187
1997-04-21,456.4904690660359
1997-04-22,455.6582791128613
1997-04-23,456.40267269939307
1997-04-24,456.88489602468894
1997-04-25,456.6017232485126
1997-04-28,455.6934274493365
1997-04-29,458.5703177568677
1997-04-30,462.74757125605925
1997-05-01,468.8172341064045
1997-05-02,472.43667963420927
1997-05-05,478.6692691844686
1997-05-06,477.95330778593336
1997-05-07,481.80678437835525
1997-05-08,484.51546678312064
1997-05-09,491.5587337291309
1997-05-12,496.76161377244176
1997-05-13,495.4169567318393
1997-05-14,498.1475435396643
1997-05-15,494.9863722202861
1997-05-16,495.88667401659563
1997-05-19,500.32801025216077
1997-05-20,502.6488312187489
1997-05-21,503.88279406159853
1997-05-22,506.5252778233743
1997-05-23,511.229011989827
1997-05-26,517.3367408043952
1997-05-27,514.4922164821427
1997-05-28,515.1091427875762
1997-05-29,511.48071419318467
1997-05-30,517.2595906293775
1997-06-02,520.7831059795964
1997-06-03,518.5030294946465
1997-06-04,523.4697160427637
1997-06-05,530.0148757609319
1997-06-06,534.5951412946827
1997-06-09,534.5951412946827
1997-06-10,535.1863368236927
1997-06-11,527.3976908884581
1997-06-12,502.29588440930803
1997-06-13,512.2021578721278
1997-06-16,520.5176717602246
1997-06-17,518.9666988617167
1997-06-18,519.4031049915999
1997-06-19,527.8283058378519
1997-06-20,536.2383175182157
1997-06-23,538.2571384814231
1997-06-24,540.6489216188323
1997-06-25,547.6281276677158
1997-06-26,546.4143166129593
1997-06-27,551.1947196747225
1997-06-30,551.2800956978026
1997-07-01,551.408209334399
1997-07-02,551.3014438362704
1997-07-03,551.241526164566
1997-07-04,547.2537329690535
1997-07-07,552.6461918056864
1997-07-08,546.6266148141832
1997-07-09,535.4045743382466
1997-07-10,544.9071750995108
1997-07-11,553.7908531296325
1997-07-14,559.3991878709677
1997-07-15,560.7667840362122
1997-07-16,553.4658883108756
1997-07-17,552.8135916340609
1997-07-18,554.8066268452726
1997-07-21,560.5874940727807
1997-07-22,557.3605118848899
1997-07-23,559.7278807678358
1997-07-24,561.4982264094353
1997-07-25,564.712693754058
1997-07-28,572.56055563681
1997-07-29,567.7004972232278
1997-07-30,573.07488454173
1997-07-31,578.7721469252236
1997-08-01,586.0015820098614
1997-08-04,590.0422237959939
1997-08-05,597.9310682647534
1997-08-06,607.7036335124745
1997-08-07,608.8609610049838
1997-08-08,606.3672419278528
1997-08-11,601.7880339337705
1997-08-12,603.018520922397
1997-08-13,606.00265505644
1997-08-14,612.7921277945304
1997-08-15,614.123365947601
1997-08-18,614.7382033182371
1997-08-19,587.3927838621593
1997-08-20,611.6976747176457
1997-08-21,613.4503816091369
1997-08-22,618.9318768685193
1997-08-25,638.9020671326281
1997-08-26,640.5312167379799
1997-08-27,643.9918613496812
1997-08-28,632.6953856958415
1997-08-29,617.7729708933831
1997-09-01,590.0025058160945
1997-09-02,553.3097092302921
1997-09-03,592.2776427731419
1997-09-04,575.7419508903981
1997-09-05,572.272394185439
1997-09-08,581.835076974708
1997-09-09,600.2341765626359
1997-09-10,597.1285538027935
1997-09-11,588.6125380756289
1997-09-12,596.7116838762905
1997-09-15,602.895625257657
1997-09-16,602.3046740370704
1997-09-17,602.2580129907722
1997-09-18,595.0601396034665
1997-09-19,591.0150809138785
1997-09-22,572.3749243013899
1997-09-23,565.581340978858
1997-09-24,559.5102171762305
1997-09-25,575.244551558746
1997-09-26,574.65251774315
1997-09-29,574.8386826497164
1997-09-30,572.978394213476
1997-10-01,573.0672590724133
1997-10-02,573.0524463484309
1997-10-03,571.097225292217
1997-10-06,558.2069904412197
1997-10-07,555.2275546417342
1997-10-08,550.5819118136437
1997-10-09,528.6164595511644
1997-10-10,528.6027935016944
1997-10-13,510.46420919661057
1997-10-14,502.7547579024456
1997-10-15,476.2704906117953
1997-10-16,480.79101109628635
1997-10-17,488.21795390742994
1997-10-20,473.21872028944784
1997-10-21,452.8830003358125
1997-10-22,429.83075145767236
1997-10-23,376.3563733747719
1997-10-24,392.07082324304235
1997-10-27,379.9128464393664
1997-10-28,338.89919767206163
1997-10-29,363.4087666506272
1997-10-30,359.85881945643393
1997-10-31,374.51799325125165
1997-11-03,396.520421661636
1997-11-04,388.5104789111596
1997-11-05,386.5236328351512
1997-11-06,379.1041002513451
1997-11-07,368.0671443967642
1997-11-10,357.03935816745644
1997-11-11,355.82604096666654
1997-11-12,344.04304675569074
1997-11-13,346.5035779267032
1997-11-14,356.0415531444343
1997-11-17,363.6090727930184
1997-11-18,359.0194524448629
1997-11-19,357.30608680169496
1997-11-20,355.3959378422287
1997-11-21,356.60515154308746
1997-11-24,354.6743079401204
1997-11-25,352.20807974745367
1997-11-26,354.10640474153047
1997-11-27,350.6277910054466
1997-11-28,349.99450250477514
1997-12-01,352.99605070387116
1997-12-02,356.45981100110595
1997-12-03,356.70147789382605
1997-12-04,365.85598051123077
1997-12-05,369.13086578236573
1997-12-08,370.4849437358664
1997-12-09,368.65524945361267
1997-12-10,359.3665260683699
1997-12-11,349.28940272210474
1997-12-12,348.4803455229447
1997-12-15,347.11542240381175
1997-12-16,341.2970807826209
1997-12-17,338.87875912094756
1997-12-18,336.93494267111925
1997-12-19,330.06239986567556
1997-12-22,320.1842631403277
1997-12-23,321.28510102407023
1997-12-24,321.2734478501154
1997-12-25,321.2734478501154
1997-12-26,321.2941778441695
1997-12-29,321.1879249767797
1997-12-30,326.94580937156064
1997-12-31,328.2531619574809
1998-01-01,328.13601035260245
1998-01-02,327.0795569053152
1998-01-05,321.14066441673214
1998-01-06,314.56785216240286
1998-01-07,299.4117116646494
1998-01-08,285.44948304478703
1998-01-09,274.65248784891077
1998-01-12,242.40218311142044
1998-01-13,237.75827923008129
1998-01-14,242.92305117992447
1998-01-15,230.43217202781653
1998-01-16,228.8020904558694
1998-01-19,236.7253762718389
1998-01-20,231.80441465991132
1998-01-21,229.73504221640638
1998-01-22,222.04501807094198
1998-01-23,218.29753691004643
1998-01-26,222.53096504611378
1998-01-27,227.8695521385663
1998-01-28,227.91373288285743
1998-01-29,227.9373029523154
1998-01-30,227.85482902994463
1998-02-02,246.54471908688163
1998-02-03,258.73882228698267
1998-02-04,263.5463075576617
1998-02-05,269.40411916964547
1998-02-06,281.05734085505406
1998-02-09,298.14712859399015
1998-02-10,299.04242951047337
1998-02-11,307.29188721817997
1998-02-12,302.6176340385924
1998-02-13,289.8168630193559
1998-02-16,283.38533149042814
1998-02-17,284.87072507585776
1998-02-18,293.18096066015346
1998-02-19,294.08159395475764
1998-02-20,293.0946102694363
1998-02-23,291.9943327960503
1998-02-24,295.8490578731482
1998-02-25,300.4959700210612
1998-02-26,305.4898185321675
1998-02-27,312.1706435679668
1998-03-02,307.8002037751803
1998-03-03,310.51153748659107
1998-03-04,309.36690299497064
1998-03-05,295.77823608063125
1998-03-06,299.4219360818438
1998-03-09,297.98163852991905
1998-03-10,296.7252635624434
1998-03-11,296.3644534094498
1998-03-12,291.8905684068879
1998-03-13,294.31748010025166
1998-03-16,293.6442671488994
1998-03-17,293.7978486078952
1998-03-18,292.3735754847963
1998-03-19,298.5680977343592
1998-03-20,298.90263901852705
1998-03-23,299.5452921482941
1998-03-24,301.4444211638701
1998-03-25,307.3768830626753
1998-03-26,306.56121958478883
1998-03-27,304.0445112251173
1998-03-30,299.4747746025282
1998-03-31,300.6052882702744
1998-04-01,296.8974244190995
1998-04-02,291.31585143156457
1998-04-03,290.32668157980976
1998-04-06,290.33604876963943
1998-04-07,288.80648320544555
1998-04-08,292.25577727593253
1998-04-09,293.72852631348593
1998-04-10,293.72852631348593
1998-04-13,293.7664341054861
1998-04-14,293.78304002197524
1998-04-15,296.06951044978837
1998-04-16,295.03679820920166
1998-04-17,293.74799017786086
1998-04-20,295.55059931212975
1998-04-21,292.89417638410515
1998-04-22,292.2767390502743
1998-04-23,288.9454012501921
1998-04-24,288.62687556083796
1998-04-27,280.47032249816687
1998-04-28,278.20120494938817
1998-04-29,274.47875945095706
1998-04-30,271.62484321400115
1998-05-01,272.46430721055594
1998-05-04,268.19077245936484
1998-05-05,259.7930658197122
1998-05-06,259.1940431688359
1998-05-07,256.02979446395284
1998-05-08,256.8379631989277
1998-05-11,255.7680684834405
1998-05-12,251.84260753986345
1998-05-13,245.99708763718687
1998-05-14,249.6914923763874
1998-05-15,246.82767667545593
1998-05-18,244.76265130015008
1998-05-19,245.37153340803957
1998-05-20,246.75843782288175
1998-05-21,248.53950749401784
1998-05-22,247.83283329601326
1998-05-25,246.57862283223307
1998-05-26,243.57492907782463
1998-05-27,235.51994403944644
1998-05-28,230.7116899825499
1998-05-29,230.18160619652392
1998-06-01,227.03642950650638
1998-06-02,223.67418554184096
1998-06-03,226.2523038982603
1998-06-04,222.82004204102282
1998-06-05,222.03223426242224
1998-06-08,218.55943821204656
1998-06-09,211.976421897674
1998-06-10,204.41179367767197
1998-06-11,200.27860883629256
1998-06-12,201.3604800509395
1998-06-15,194.7345168784927
1998-06-16,192.381095593434
1998-06-17,198.5500632407046
1998-06-18,206.40528887490782
1998-06-19,207.9556872336912
1998-06-22,202.43185466199657
1998-06-23,201.80360315057465
1998-06-24,201.8478546021589
1998-06-25,205.393342835553
1998-06-26,202.22615201259063
1998-06-29,200.1287303104645
1998-06-30,198.84619824294109
1998-07-01,198.85217337341368
1998-07-02,201.38051820812487
1998-07-03,198.058109080148
1998-07-06,196.5048854653667
1998-07-07,195.02624744988802
1998-07-08,195.43548519560684
1998-07-09,194.87221539687917
1998-07-10,193.416704133774
1998-07-13,190.84851057880604
1998-07-14,192.1915752211301
1998-07-15,193.00768743273835
1998-07-16,193.5553016841728
1998-07-17,193.7431518654677
1998-07-20,192.27300857786872
1998-07-21,192.03254509019314
1998-07-22,190.34439763840354
1998-07-23,187.30197444153467
1998-07-24,187.43946287097438
1998-07-27,185.164249735318
1998-07-28,185.04831401059192
1998-07-29,183.17789139194227
1998-07-30,182.33057049825962
1998-07-31,182.17475391787409
1998-08-03,177.41492085929045
1998-08-04,177.40120491010202
1998-08-05,177.18922905896866
1998-08-06,175.4900793688335
1998-08-07,172.99298095407713
1998-08-10,172.83728222688566
1998-08-11,169.655642920132
1998-08-12,169.12848780207463
1998-08-13,167.00725439908993
1998-08-14,170.22648325946122
1998-08-17,170.2330730968672
1998-08-18,169.04464061093722
1998-08-19,170.06984783133447
1998-08-20,170.76670983173122
1998-08-21,168.80590982824012
1998-08-24,167.78791804938828
1998-08-25,167.68339082919601
1998-08-26,165.88972529430598
1998-08-27,164.6416554498685
1998-08-28,156.29935613211094
1998-08-31,154.73656330375985
1998-09-01,150.8517104737648
1998-09-02,151.23319908920166
1998-09-03,151.44013203892243
1998-09-04,154.7820805697301
1998-09-07,164.5775949136714
1998-09-08,168.68109103801208
1998-09-09,165.64655337344556
1998-09-10,166.483491045786
1998-09-11,163.02959733362408
1998-09-14,163.75421867632633
1998-09-15,164.03974827502478
1998-09-16,165.4998491607248
1998-09-17,164.68446157962146
1998-09-18,159.60644670224036
1998-09-21,154.70331711051185
1998-09-22,154.16408742945512
1998-09-23,154.09610268712143
1998-09-24,156.57851545156493
1998-09-25,156.2737283792814
1998-09-28,155.81108657881694
1998-09-29,156.23729513646836
1998-09-30,158.2901894564084
1998-10-01,158.269245477395
1998-10-02,158.26005410846025
1998-10-05,155.30599386389508
1998-10-06,155.3150136680107
1998-10-07,155.12742469947392
1998-10-08,157.18788483298735
1998-10-09,162.28143926476156
1998-10-12,169.20940774936938
1998-10-13,171.00179483185383
1998-10-14,174.32576941435417
1998-10-15,178.03111407634304
1998-10-16,188.15363404975074
1998-10-19,193.0253992079535
1998-10-20,196.69492109547107
1998-10-21,197.8085152548854
1998-10-22,195.1041910552267
1998-10-23,193.47595520319652
