Date,UNITED KINGDOM SMALL VALUE
1994-05-31,147.87965968778536
1994-06-30,143.14586693826732
1994-07-29,148.431266945255
1994-08-31,152.49314475662135
1994-09-30,147.0279837815362
1994-10-31,150.9497649093394
1994-11-30,143.838121276377
1994-12-30,143.8161408473052
1995-01-31,143.05227897985466
1995-02-28,141.82264548703648
1995-03-31,151.5009296204397
1995-04-28,154.64319239968137
1995-05-31,160.5614527133276
1995-06-30,157.5265586517951
1995-07-31,167.1948503296324
1995-08-31,164.5243419058386
1995-09-29,169.12753989995306
1995-10-31,167.17226953971007
1995-11-30,164.78929400553952
1995-12-29,168.75557871137653
1996-01-31,171.50383572894472
1996-02-29,176.08084210169207
1996-03-29,180.08694323232208
1996-04-30,190.35197513138104
1996-05-31,195.63102866076196
1996-06-28,193.0318504906785
1996-07-31,183.95793235344092
1996-08-30,192.04196888947894
1996-09-30,193.40585078733986
1996-10-31,202.84506101055175
1996-11-29,209.83313453967136
1996-12-31,218.5865195364752
1997-01-01,218.568844783721
1997-01-02,215.21432907987568
1997-01-03,216.38617541259828
1997-01-06,216.39888220988868
1997-01-07,217.9088339878043
1997-01-08,218.12824875025646
1997-01-09,219.2618639075935
1997-01-10,217.95807002111144
1997-01-13,217.7880381098071
1997-01-14,219.3355248733814
1997-01-15,221.17495812409302
1997-01-16,221.69869512878518
1997-01-17,221.68538002451243
1997-01-20,221.21341368588372
1997-01-21,220.67192310430462
1997-01-22,219.69643380838124
1997-01-23,216.95697992742114
1997-01-24,216.59018099240652
1997-01-27,216.1370237274286
1997-01-28,214.18644779061594
1997-01-29,215.19240355396022
1997-01-30,214.59396936253802
1997-01-31,214.36125016077793
1997-02-03,215.82874034110137
1997-02-04,216.86344388138318
1997-02-05,219.09210697554124
1997-02-06,218.85902410872686
1997-02-07,218.1416022330736
1997-02-10,220.3288044145893
1997-02-11,221.50082241961877
1997-02-12,220.22152185769977
1997-02-13,218.7804617423339
1997-02-14,218.82989115338205
1997-02-17,218.59374957143143
1997-02-18,216.57539445044583
1997-02-19,218.3483436125567
1997-02-20,218.55864708490418
1997-02-21,219.62074241765282
1997-02-24,221.95992630673874
1997-02-25,222.54913311357086
1997-02-26,222.6266463307905
1997-02-27,222.03912554466856
1997-02-28,222.38989329967805
1997-03-03,221.2841879597071
1997-03-04,221.26569883148872
1997-03-05,220.39015323038012
1997-03-06,221.7371222997296
1997-03-07,221.07014910863217
1997-03-10,221.14455196075454
1997-03-11,221.34878678290661
1997-03-12,219.78340272701905
1997-03-13,220.3974125941759
1997-03-14,220.521051460916
1997-03-17,219.34692421724034
1997-03-18,218.82272907755151
1997-03-19,219.46351832135738
1997-03-20,216.37984526049598
1997-03-21,217.2000666470094
1997-03-24,217.81511212611204
1997-03-25,218.83135921481502
1997-03-26,220.34992789169132
1997-03-27,221.12746980664556
1997-03-28,221.68699514187102
1997-03-31,222.7550414207691
1997-04-01,220.38671476454044
1997-04-02,220.75729832044914
1997-04-03,220.5719068721006
1997-04-04,220.95139630774153
1997-04-07,219.95078430531458
1997-04-08,219.11991274115286
1997-04-09,219.8010156453831
1997-04-10,220.6065851289576
1997-04-11,220.99009743346915
1997-04-14,220.0975924520029
1997-04-15,221.05383110580016
1997-04-16,221.02508900297823
1997-04-17,222.16584287245826
1997-04-18,222.66324705868894
1997-04-21,223.6111716682053
1997-04-22,223.91971750328108
1997-04-23,222.71281766770394
1997-04-24,223.2251945003543
1997-04-25,222.37869843671217
1997-04-28,222.74343156588023
1997-04-29,224.20162510814794
1997-04-30,223.20350158884168
1997-05-01,223.4615165640904
1997-05-02,222.6548294525734
1997-05-05,223.04009303091178
1997-05-06,225.86706819827538
1997-05-07,226.1999821701398
1997-05-08,223.83431859494382
1997-05-09,224.10072248810025
1997-05-12,225.21859204085965
1997-05-13,226.41575693130963
1997-05-14,227.43435304409857
1997-05-15,227.19264833839978
1997-05-16,226.93254895651697
1997-05-19,226.65237860464939
1997-05-20,226.5075756886593
1997-05-21,226.7709326330097
1997-05-22,224.71121023597485
1997-05-23,224.13402311399406
1997-05-26,225.45044390011537
1997-05-27,224.23872434665907
1997-05-28,225.5766278723587
1997-05-29,225.9870585387085
1997-05-30,225.29590374213035
1997-06-02,225.09256664820316
1997-06-03,224.75037815017157
1997-06-04,223.37603502288286
1997-06-05,223.66418132634894
1997-06-06,223.34549635623912
1997-06-09,224.71910227705868
1997-06-10,225.87037085369573
1997-06-11,225.73842611436405
1997-06-12,226.05489689129485
1997-06-13,227.7039305948645
1997-06-16,227.81862102638596
1997-06-17,227.3808513335935
1997-06-18,226.91511613407857
1997-06-19,227.3467961428008
1997-06-20,228.12676830681863
1997-06-23,228.45716117955922
1997-06-24,227.87275477214834
1997-06-25,227.73741208218374
1997-06-26,227.6358708858232
1997-06-27,226.96588846499517
1997-06-30,226.8878194853975
1997-07-01,226.14264634027492
1997-07-02,225.56419425590886
1997-07-03,230.5772993430978
1997-07-04,230.9524957161467
1997-07-07,229.91303489996204
1997-07-08,229.53435099780236
1997-07-09,227.94083629292433
1997-07-10,227.57924289057294
1997-07-11,228.90800465762413
1997-07-14,228.5524744310838
1997-07-15,227.0510659374506
1997-07-16,228.0177765314739
1997-07-17,227.665996867479
1997-07-18,227.85538119415685
1997-07-21,228.14173581769143
1997-07-22,227.81617154333722
1997-07-23,228.62171800553898
1997-07-24,227.19198482977873
1997-07-25,225.86025638765466
1997-07-28,221.4130482944509
1997-07-29,220.89482415690165
1997-07-30,221.55011232312725
1997-07-31,222.65593698738044
1997-08-01,222.53620778454118
1997-08-04,222.0520899895516
1997-08-05,221.58489688890128
1997-08-06,217.84301002194067
1997-08-07,217.72351095508728
1997-08-08,218.34355521788248
1997-08-11,221.17129356059928
1997-08-12,220.14983583335174
1997-08-13,220.23224016934032
1997-08-14,221.63531294754625
1997-08-15,225.39279902120813
1997-08-18,224.20583747188658
1997-08-19,224.41125344987185
1997-08-20,223.046970472093
1997-08-21,222.69058038497477
1997-08-22,224.85990573348315
1997-08-25,224.69881123336256
1997-08-26,225.81778220418448
1997-08-27,225.2102689058152
1997-08-28,225.20785231018593
1997-08-29,225.46425933188254
1997-09-01,224.37585717438287
1997-09-02,222.5480988568923
1997-09-03,221.50692815356592
1997-09-04,222.04677822117023
1997-09-05,222.51419392784064
1997-09-08,222.67120531417345
1997-09-09,223.6435775615739
1997-09-10,223.07168526556276
1997-09-11,222.68914537634282
1997-09-12,225.438302563971
1997-09-15,225.52356700585128
1997-09-16,224.3932592166404
1997-09-17,226.1974070654439
1997-09-18,228.77729990847988
1997-09-19,227.9433208509048
1997-09-22,227.4372191940188
1997-09-23,228.90905050924817
1997-09-24,229.39110676906
1997-09-25,231.7149525226669
1997-09-26,230.63266077121958
1997-09-29,232.72562389536398
1997-09-30,233.27998000788116
1997-10-01,233.50164081525057
1997-10-02,234.40808207675255
1997-10-03,234.90705253785438
1997-10-06,235.73687629139374
1997-10-07,237.8383674253495
1997-10-08,238.47120161035664
1997-10-09,238.92870964946795
1997-10-10,238.36838509319787
1997-10-13,239.7219943580726
1997-10-14,239.56810513216365
1997-10-15,240.458265806595
1997-10-16,241.05863922659537
1997-10-17,240.43488130309905
1997-10-20,241.58338246140931
1997-10-21,242.45183115130567
1997-10-22,242.3391778918998
1997-10-23,238.78496835387392
1997-10-24,239.78299007457647
1997-10-27,241.24939836540062
1997-10-28,233.14796270614067
1997-10-29,236.86373014378978
1997-10-30,236.0478566262585
1997-10-31,238.29192600061083
1997-11-03,239.055006797677
1997-11-04,240.65455652956564
1997-11-05,239.47927642955165
1997-11-06,241.67600836332016
1997-11-07,240.59380994690665
1997-11-10,240.22886139189205
1997-11-11,242.2588315500261
1997-11-12,240.56730544459924
1997-11-13,238.51985467776905
1997-11-14,238.1543241332834
1997-11-17,238.5052302238402
1997-11-18,238.37139159345486
1997-11-19,237.58311502648638
1997-11-20,238.7521922059248
1997-11-21,238.9246046140149
1997-11-24,238.45757317259006
1997-11-25,236.15989149436007
1997-11-26,235.2555905404234
1997-11-27,235.92333149423388
1997-11-28,237.48384561268065
1997-12-01,237.86986005879604
1997-12-02,237.96388405908837
1997-12-03,238.92123913424464
1997-12-04,239.03908010910334
1997-12-05,237.06547243026287
1997-12-08,236.71108559492896
1997-12-09,236.03883634751952
1997-12-10,236.61961578217654
1997-12-11,236.2991578378923
1997-12-12,236.05859450347447
1997-12-15,233.28153301395488
1997-12-16,233.22541353831616
1997-12-17,235.27194798530473
1997-12-18,236.97365877619055
1997-12-19,237.2659104914891
1997-12-22,236.37135821589214
1997-12-23,236.99567020679106
1997-12-24,236.47757056584456
1997-12-25,236.47132752722948
1997-12-26,236.52709203071134
1997-12-29,238.09377498117087
1997-12-30,236.40429990951444
1997-12-31,235.58078036707585
1998-01-01,235.58078036707585
1998-01-02,235.47575405271402
1998-01-05,235.89514074176432
1998-01-06,235.9210514273923
1998-01-07,234.90241363179788
1998-01-08,234.31320883153037
1998-01-09,234.3917324516207
1998-01-12,233.05785173056827
1998-01-13,236.1319762291426
1998-01-14,236.6211309554365
1998-01-15,236.4049264524442
1998-01-16,237.37727047329653
1998-01-19,237.718863558033
1998-01-20,235.69295513881002
1998-01-21,235.3283657291713
1998-01-22,237.77953060846596
1998-01-23,239.9958485889003
1998-01-26,239.02839662481904
1998-01-27,237.27767391770007
1998-01-28,236.89413836645664
1998-01-29,236.89062030171218
1998-01-30,236.89230595288925
1998-02-02,237.6231620499493
1998-02-03,239.50148452453425
1998-02-04,242.26965039566278
1998-02-05,244.25089982692646
1998-02-06,244.13133472239926
1998-02-09,242.56266917543084
1998-02-10,241.5220545539527
1998-02-11,243.26991250009735
1998-02-12,244.83143216940402
1998-02-13,244.27485328480572
1998-02-16,244.62348316538112
1998-02-17,244.0526519518319
1998-02-18,245.61952559185704
1998-02-19,245.22584077768104
1998-02-20,245.80030142787243
1998-02-23,248.34593762396625
1998-02-24,249.1959452504711
1998-02-25,249.78782889240205
1998-02-26,251.29042629261403
