Date,NETHERLANDS SMALL VALUE
1994-05-31,181.23762093380498
1994-06-30,179.97681146672323
1994-07-29,184.91645042781857
1994-08-31,190.52475476110138
1994-09-30,190.03748551470946
1994-10-31,196.0485568087289
1994-11-30,187.8352325425522
1994-12-30,191.3958097516734
1995-01-31,197.2676442779484
1995-02-28,204.33218101214067
1995-03-31,205.88656088740865
1995-04-28,211.36706028600761
1995-05-31,216.0466208908894
1995-06-30,221.50807425644356
1995-07-31,228.31571685757882
1995-08-31,213.48338588276874
1995-09-29,216.89569842171682
1995-10-31,213.3624059094361
1995-11-30,213.25703172652715
1995-12-29,217.9782154802373
1996-01-31,221.37989328275717
1996-02-29,234.3856185298816
1996-03-29,252.23884489620707
1996-04-30,250.360665326105
1996-05-31,267.1119716967518
1996-06-28,270.13466463463476
1996-07-31,264.4785027389109
1996-08-30,274.12755270315773
1996-09-30,281.7987005254752
1996-10-31,291.8086959025507
1996-11-29,301.482838263063
1996-12-31,307.89011091559263
1997-01-01,307.89011091559263
1997-01-02,309.7271285576943
1997-01-03,312.45911265363543
1997-01-06,312.4848566818325
1997-01-07,312.63934679936824
1997-01-08,313.67542384619253
1997-01-09,314.60530230657264
1997-01-10,313.54413512148056
1997-01-13,314.9165665663726
1997-01-14,315.8988686338455
1997-01-15,319.45837463662946
1997-01-16,323.41011051841184
1997-01-17,319.2121995139965
1997-01-20,318.57972157481277
1997-01-21,318.036350487333
1997-01-22,317.14373559570424
1997-01-23,316.40951292930396
1997-01-24,317.8049589085238
1997-01-27,316.1661398879918
1997-01-28,313.4021928491101
1997-01-29,314.139562392909
1997-01-30,317.1826308218724
1997-01-31,321.4415127687873
1997-02-03,323.63635983444175
1997-02-04,326.33318973737505
1997-02-05,327.6704437106184
1997-02-06,328.86917104326795
1997-02-07,327.50075075228045
1997-02-10,330.9571377536431
1997-02-11,328.54236434166694
1997-02-12,328.5681209126606
1997-02-13,329.190441786334
1997-02-14,332.6872515979244
1997-02-17,331.7941270834699
1997-02-18,331.9884390518083
