Date,IRELAND SMALL VALUE
1994-05-31,47.886193304616036
1994-06-30,45.38145086985959
1994-07-29,48.074921914413046
1994-08-31,50.52915343752975
1994-09-30,51.849386322926414
1994-10-31,53.25933249050918
1994-11-30,50.71528408263493
1994-12-30,50.46053617908232
1995-01-31,50.061748573124916
1995-02-28,52.07085675665711
1995-03-31,53.546487477512784
1995-04-28,54.699136144002885
1995-05-31,56.011628382833976
1995-06-30,59.911281492794
1995-07-31,60.590585371018264
1995-08-31,61.76401474207339
1995-09-29,64.39657952762681
1995-10-31,63.49338625833421
1995-11-30,62.567070877797434
1995-12-29,65.03561249096964
1996-01-31,66.18794780742705
1996-02-29,67.42689741334105
1996-03-29,69.43304963836822
1996-04-30,69.87270104241057
1996-05-31,73.46602018054841
1996-06-28,77.43105743126439
1996-07-31,72.45944275644703
1996-08-30,75.53691747619646
1996-09-30,79.3146087993726
1996-10-31,83.09534194826911
1996-11-29,86.31031214430394
1996-12-31,87.60259308582496
1997-01-01,87.60259308582496
1997-01-02,86.56630554668378
1997-01-03,87.07950026586387
1997-01-06,86.71790330901963
1997-01-07,87.40368346762668
1997-01-08,87.41995273233483
1997-01-09,87.43702563649035
1997-01-10,87.57050800748844
1997-01-13,87.59084322523064
1997-01-14,87.80069956349297
1997-01-15,88.4454018171722
1997-01-16,88.20589134051414
1997-01-17,88.11540630599302
1997-01-20,88.08075379051989
1997-01-21,87.97984424440428
1997-01-22,88.21398771093457
1997-01-23,87.04472473341642
1997-01-24,87.52842208420267
1997-01-27,87.05024419580894
1997-01-28,86.05127101619112
1997-01-29,86.59626938364674
1997-01-30,86.8384515601868
1997-01-31,87.40129943854365
1997-02-03,88.52558986406149
1997-02-04,88.42171883036437
1997-02-05,89.06109153060324
1997-02-06,89.36205271233334
1997-02-07,88.81484584156375
1997-02-10,90.59211966535031
1997-02-11,90.44946313729764
1997-02-12,90.07525826940113
1997-02-13,90.8066803095916
1997-02-14,90.98635419979614
1997-02-17,90.80051567956926
1997-02-18,90.554808940055
1997-02-19,91.19719009051464
1997-02-20,91.33582346546962
1997-02-21,91.76721992298825
1997-02-24,93.7828920346947
1997-02-25,95.87402120592927
1997-02-26,96.13569207835253
1997-02-27,96.51823557122233
1997-02-28,97.59802698012048
1997-03-03,96.85029503662582
1997-03-04,96.73326957018877
1997-03-05,96.24291206038099
1997-03-06,96.64546464254146
1997-03-07,96.65591019346631
1997-03-10,96.77341121664631
1997-03-11,97.36860032645183
1997-03-12,97.72802032368465
1997-03-13,98.30295938689659
1997-03-14,99.15844125189989
1997-03-17,98.75883901311849
1997-03-18,98.53006846410145
1997-03-19,96.50614870291437
1997-03-20,94.45563635968685
1997-03-21,95.0183463951722
1997-03-24,94.6022885048663
1997-03-25,94.92793477229803
1997-03-26,95.23954069304594
1997-03-27,95.83570732623701
1997-03-28,96.18002358364085
1997-03-31,96.80466812140884
1997-04-01,95.68142507824524
1997-04-02,95.19646502377145
1997-04-03,94.51893592634407
1997-04-04,93.85048664291205
1997-04-07,93.47280655509668
1997-04-08,93.07894191662015
1997-04-09,93.73821200645666
1997-04-10,94.0463223960444
1997-04-11,95.05438926095823
1997-04-14,94.75524798199379
1997-04-15,94.31750564636893
1997-04-16,95.12621644592153
1997-04-17,95.97805062964909
1997-04-18,95.83963882385937
1997-04-21,96.32827111327663
1997-04-22,95.71244927382205
1997-04-23,95.52851677635816
1997-04-24,95.57445631917126
1997-04-25,95.5257318147872
1997-04-28,95.41312410925178
1997-04-29,95.93694282414906
1997-04-30,94.44174772713549
1997-05-01,95.15386059013045
1997-05-02,94.85619504475655
1997-05-05,94.72899934238342
1997-05-06,95.60221524752173
1997-05-07,96.25742004775141
1997-05-08,96.31234859636108
1997-05-09,97.30035627782785
1997-05-12,98.03175054308474
1997-05-13,98.74722110090585
1997-05-14,99.08249426506431
1997-05-15,99.9653527692748
1997-05-16,99.54496438268454
1997-05-19,99.95400105731893
1997-05-20,100.17948344046772
1997-05-21,98.99618325345362
1997-05-22,99.33119013347456
1997-05-23,99.81025105535959
1997-05-26,101.2212613588496
1997-05-27,102.09033249320287
1997-05-28,102.11733720121514
1997-05-29,102.07089293532837
1997-05-30,102.07796495337011
1997-06-02,101.43575259108069
1997-06-03,100.90249903462747
1997-06-04,101.56192960787796
1997-06-05,101.92415832456685
1997-06-06,103.18629068428831
1997-06-09,104.77999892778801
1997-06-10,105.33489740762457
1997-06-11,104.9320489294349
1997-06-12,105.83801049596013
1997-06-13,105.67355957218852
1997-06-16,105.68447265194972
1997-06-17,104.30251833043825
1997-06-18,103.56515478182136
1997-06-19,104.53819141376923
1997-06-20,103.27785316680067
1997-06-23,103.29383992351474
1997-06-24,103.43848894456133
1997-06-25,103.67679229562053
1997-06-26,102.37489788558592
1997-06-27,102.83863847135376
1997-06-30,103.09168346924245
1997-07-01,104.25715570753087
1997-07-02,103.51875895553601
1997-07-03,105.32087310918314
1997-07-04,104.60265435781405
1997-07-07,105.16682148018174
1997-07-08,105.81689236575143
1997-07-09,105.69582342566724
1997-07-10,107.00868406160009
1997-07-11,106.02911143405032
1997-07-14,106.3246548777388
1997-07-15,105.73610897565628
1997-07-16,107.0137882740189
1997-07-17,107.31296617710528
1997-07-18,107.26005738711042
1997-07-21,106.60591838103588
1997-07-22,106.35784649510236
1997-07-23,106.47249404308654
1997-07-24,106.74110947841375
1997-07-25,107.20715266571278
1997-07-28,106.41575095976705
1997-07-29,107.56854949734922
1997-07-30,107.2315134144724
1997-07-31,107.2063813524861
1997-08-01,106.61334024129005
1997-08-04,106.24146765003465
1997-08-05,105.65886463989143
1997-08-06,105.90521415385771
1997-08-07,105.87131601979235
1997-08-08,106.51685826009603
1997-08-11,106.73936392631185
1997-08-12,106.06614274151431
1997-08-13,106.50106641654894
1997-08-14,106.57867489803498
1997-08-15,107.42198683970521
1997-08-18,106.86656467350302
1997-08-19,106.15463556405925
1997-08-20,104.87004667155863
1997-08-21,105.49362471476859
1997-08-22,106.36662162145936
1997-08-25,105.74708523439874
1997-08-26,106.68808058817422
1997-08-27,105.53873224075086
1997-08-28,106.15271783830656
1997-08-29,106.16163149556148
1997-09-01,105.60735097701046
1997-09-02,104.55259416944624
1997-09-03,103.9021021167183
1997-09-04,103.6780375381305
1997-09-05,104.55061637944482
1997-09-08,104.49535988062439
1997-09-09,104.70789938107227
1997-09-10,104.05488624161987
