Date,SWITZERLAND SMALL VALUE
1994-05-31,167.0160762809933
1994-06-30,168.8587534629361
1994-07-29,170.97830822821092
1994-08-31,174.388984260418
1994-09-30,174.58553453738892
1994-10-31,179.46580901527525
1994-11-30,170.8279078919787
1994-12-30,172.7330826439373
1995-01-31,174.45010055015328
1995-02-28,179.06992753210884
1995-03-31,188.60144046436508
1995-04-28,190.85514709408199
1995-05-31,195.2303290018668
1995-06-30,201.83142661088104
1995-07-31,202.67228226547803
1995-08-31,190.3054778142849
1995-09-29,201.42956636987458
1995-10-31,199.5733031290633
1995-11-30,189.14573757787483
1995-12-29,194.50625089325686
1996-01-31,190.75546735811375
1996-02-29,196.74077074739435
1996-03-29,204.06761293651954
1996-04-30,199.44667272107841
1996-05-31,196.57525367455415
1996-06-28,195.28309537379434
1996-07-31,191.2903560524141
1996-08-30,196.92952958008365
1996-09-30,188.66949620089645
1996-10-31,187.54486043152116
1996-11-29,186.3793734596518
1996-12-31,180.1676873742492
1997-01-01,180.1676873742492
1997-01-02,180.1429981664903
1997-01-03,179.1803340070353
1997-01-06,180.06521381918364
1997-01-07,181.31920354912134
1997-01-08,182.60647197591376
1997-01-09,182.99454910239814
1997-01-10,182.8147852435824
1997-01-13,183.38633414377315
1997-01-14,184.6361733583316
1997-01-15,185.4308171164476
1997-01-16,186.17074504861165
1997-01-17,184.26482071188687
1997-01-20,181.53642410909077
1997-01-21,180.23787730224745
1997-01-22,179.88961989267605
1997-01-23,180.69631139440858
1997-01-24,182.96184313834993
1997-01-27,182.13982263554576
1997-01-28,180.83802041769277
1997-01-29,181.87706546662486
1997-01-30,182.437956413501
1997-01-31,183.5035699194757
1997-02-03,184.49961582506137
1997-02-04,184.2076901063847
1997-02-05,184.58034718250508
1997-02-06,186.15471252829252
1997-02-07,185.04675813351497
1997-02-10,186.9533500463692
1997-02-11,186.27553130002633
1997-02-12,184.6183082288311
1997-02-13,184.12111486629723
1997-02-14,184.5438716793058
1997-02-17,183.50184190672994
1997-02-18,183.8575347628664
1997-02-19,183.0940838155888
1997-02-20,183.49361149239044
1997-02-21,184.83752504392734
1997-02-24,185.6951059329201
1997-02-25,184.66858709166698
1997-02-26,183.73724944796155
1997-02-27,183.52308113014396
1997-02-28,183.70052685981364
1997-03-03,183.16691291885934
1997-03-04,183.7039922340861
1997-03-05,184.18972044404393
1997-03-06,183.99639300822903
1997-03-07,184.41869337344298
1997-03-10,186.8673618680759
1997-03-11,187.5156043969959
1997-03-12,188.08179457261068
1997-03-13,187.67442873494053
1997-03-14,187.2386954741174
1997-03-17,187.35334578492206
1997-03-18,188.91947898698882
1997-03-19,188.8898430213386
1997-03-20,187.53819276057658
1997-03-21,187.54029880605964
1997-03-24,187.36123396885645
1997-03-25,187.00935073731802
1997-03-26,186.78542247260657
1997-03-27,188.5851263090488
1997-03-28,188.97543702234796
1997-03-31,190.142923756694
1997-04-01,188.02425775457812
1997-04-02,188.92056583045687
1997-04-03,188.23113650867265
1997-04-04,188.57419235963772
1997-04-07,184.4802975968973
1997-04-08,184.40484722085725
1997-04-09,184.9586830027138
1997-04-10,185.76604149516515
1997-04-11,186.22428815932415
1997-04-14,185.86518716858035
1997-04-15,187.36552283249307
1997-04-16,187.96067803547876
1997-04-17,189.25940404654693
1997-04-18,190.8797324018231
