Date,BELGIUM SMALL VALUE
1994-05-31,163.44247188932567
1994-06-30,161.20553239486804
1994-07-29,165.7611898629942
1994-08-31,168.673410584167
1994-09-30,165.48456085072274
1994-10-31,165.95238584160433
1994-11-30,159.39147906136083
1994-12-30,161.28517755227256
1995-01-31,161.23268723163557
1995-02-28,163.40968079780671
1995-03-31,171.5209005262203
1995-04-28,173.30589581595848
1995-05-31,179.95015661312294
1995-06-30,186.41333014255287
1995-07-31,189.36764989902426
1995-08-31,178.41959768970327
1995-09-29,183.06518570402253
1995-10-31,180.62577504733113
1995-11-30,174.35114279954738
1995-12-29,183.33320732063177
1996-01-31,190.3886924565208
1996-02-29,189.4707391999713
1996-03-29,187.4540617132873
1996-04-30,188.58895856895185
1996-05-31,189.45062758223455
1996-06-28,197.09490831806679
1996-07-31,197.43251187385155
1996-08-30,196.22515003578792
1996-09-30,191.84285748635926
1996-10-31,194.77044851975532
1996-11-29,205.69509816176586
1996-12-31,204.4064333776448
1997-01-01,204.4064333776448
1997-01-02,204.9428406641905
1997-01-03,203.91346654761747
1997-01-06,202.73735847360842
1997-01-07,202.8993330680943
1997-01-08,203.0958569921773
1997-01-09,203.6101423532224
1997-01-10,205.14381344082796
1997-01-13,207.80076944050376
1997-01-14,208.58503691814082
1997-01-15,210.11317778443262
1997-01-16,209.7807677328363
1997-01-17,207.4996897933081
1997-01-20,206.6671954342987
1997-01-21,206.9229307966449
1997-01-22,205.8659461507903
1997-01-23,209.36046116942757
1997-01-24,212.0613743935271
1997-01-27,211.03171011803778
1997-01-28,208.72794424040958
1997-01-29,209.7794652682271
1997-01-30,210.5345736134641
1997-01-31,212.30386458189824
1997-02-03,212.39901003719547
1997-02-04,212.40025752496288
1997-02-05,211.94108616715772
1997-02-06,210.86206447779753
1997-02-07,210.4074668724958
1997-02-10,214.3276978055802
1997-02-11,212.7553057689965
1997-02-12,213.09559541054364
1997-02-13,213.60087495573157
1997-02-14,214.91705860575607
1997-02-17,212.5766210515811
1997-02-18,211.80504079575644
1997-02-19,213.95518610270193
1997-02-20,214.68881116526384
1997-02-21,213.3773507459404
1997-02-24,213.74653918932884
1997-02-25,212.18395037656776
1997-02-26,210.46217556176362
1997-02-27,210.54814280548536
1997-02-28,209.92962236091282
1997-03-03,210.11456331848424
1997-03-04,207.00350006995626
1997-03-05,208.65774808500055
1997-03-06,209.98104193492009
1997-03-07,211.8120669053652
1997-03-10,214.46829214312564
1997-03-11,216.57914493329574
1997-03-12,215.87980564220015
1997-03-13,214.43105484862744
1997-03-14,211.4511738059168
1997-03-17,211.4455681025204
1997-03-18,210.11934662106555
1997-03-19,206.99046542445956
1997-03-20,203.4298660186134
1997-03-21,203.74536920432593
1997-03-24,202.68954712898562
1997-03-25,204.9785834805002
1997-03-26,207.18756924164322
1997-03-27,212.6653375484386
1997-03-28,212.75754682906376
1997-03-31,213.4331047121677
1997-04-01,210.0304351852144
1997-04-02,210.6312076116049
1997-04-03,209.43902436039554
1997-04-04,207.72657363826704
1997-04-07,205.10008637027073
1997-04-08,205.04901135844548
1997-04-09,205.46556120170882
1997-04-10,205.77482731241273
1997-04-11,203.87988794315154
1997-04-14,204.023548200539
1997-04-15,203.08976122523822
1997-04-16,205.4758366973198
1997-04-17,205.95503371046374
1997-04-18,207.67180909253446
1997-04-21,209.89585555516
1997-04-22,210.02419718968756
1997-04-23,210.3936502955638
1997-04-24,211.33223165799276
1997-04-25,210.76493891391613
1997-04-28,208.93829002157756
1997-04-29,210.712725660622
1997-04-30,210.81152746748373
1997-05-01,212.3063496098938
1997-05-02,212.9300928001293
1997-05-05,213.0329428321877
1997-05-06,214.83628435450353
1997-05-07,215.26478055056668
1997-05-08,216.76115936273538
1997-05-09,218.73533862326363
1997-05-12,218.22745217024482
1997-05-13,218.48783458054686
1997-05-14,218.7314522011605
1997-05-15,220.76818879449903
1997-05-16,222.40000864969525
1997-05-19,220.8218081909265
1997-05-20,223.2855550952774
1997-05-21,223.70468907736736
1997-05-22,225.47322158523156
1997-05-23,227.02787759773454
1997-05-26,228.05835473288846
1997-05-27,228.90108459121328
1997-05-28,231.34409689101957
1997-05-29,232.471326251146
1997-05-30,230.35324126097396
1997-06-02,228.9683885934765
1997-06-03,229.66646694290918
1997-06-04,230.3715836030741
1997-06-05,230.81273435788998
1997-06-06,232.08838379204175
1997-06-09,236.65158201137706
1997-06-10,235.85166957683157
1997-06-11,236.55562072145386
1997-06-12,235.6672095872623
1997-06-13,234.65713776540912
1997-06-16,234.3041606182306
1997-06-17,232.55284262413906
1997-06-18,232.9036764086391
1997-06-19,232.53903056514528
1997-06-20,232.59448397029152
1997-06-23,233.47615532334467
1997-06-24,233.31333231023532
1997-06-25,235.0253306035706
1997-06-26,234.86689304023955
1997-06-27,233.6968500211969
1997-06-30,231.5829819777616
1997-07-01,231.6749075391936
1997-07-02,232.4648329348184
1997-07-03,233.33195787400874
1997-07-04,233.6384370836353
1997-07-07,235.7142077688135
1997-07-08,233.59795798266543
1997-07-09,234.22693341623537
1997-07-10,236.41949134667883
1997-07-11,234.44925998179468
1997-07-14,230.85007423118424
1997-07-15,230.0891473290674
1997-07-16,231.42466177322302
1997-07-17,232.18016484941958
1997-07-18,230.56448645633148
1997-07-21,229.87449001523655
1997-07-22,226.9277043569692
1997-07-23,226.42841764286345
1997-07-24,226.294636403523
1997-07-25,225.60655123975283
1997-07-28,224.91817691222266
1997-07-29,226.8269262007561
1997-07-30,225.39613517004244
1997-07-31,226.1920831780321
1997-08-01,222.72443475688567
1997-08-04,218.1385679608778
1997-08-05,215.6573356628819
1997-08-06,216.29751424966008
1997-08-07,217.3074000875413
1997-08-08,218.30713908442237
1997-08-11,217.29428952157022
1997-08-12,216.40614156407383
1997-08-13,219.226565133123
1997-08-14,215.88805117527642
1997-08-15,219.13729861571412
1997-08-18,214.47442842541992
1997-08-19,216.28838450201545
1997-08-20,215.86042271081436
1997-08-21,219.0566266895015
1997-08-22,218.707570095092
1997-08-25,218.24931725041301
1997-08-26,218.8091391740129
1997-08-27,217.07608822213382
1997-08-28,218.89309080577723
1997-08-29,215.8301148178144
1997-09-01,217.2168462492764
1997-09-02,218.39605036274088
1997-09-03,220.63098379921016
1997-09-04,220.33507855810285
1997-09-05,222.1797248222086
1997-09-08,220.2404675794911
1997-09-09,220.51848706655744
1997-09-10,220.96351046793257
1997-09-11,220.60363997582013
1997-09-12,221.7669642657637
1997-09-15,223.44547642298474
1997-09-16,222.4859158277944
1997-09-17,223.98051123048745
1997-09-18,223.38520747217476
1997-09-19,223.6476600396921
1997-09-22,222.6509880885886
1997-09-23,222.76831402635287
1997-09-24,225.2383927718394
1997-09-25,229.20992077376138
1997-09-26,229.69456950467801
1997-09-29,231.04741585168998
1997-09-30,232.44057631286827
1997-10-01,232.19277547852252
1997-10-02,234.32271738076767
1997-10-03,237.5855991647414
1997-10-06,237.7141805987869
1997-10-07,239.62435872782268
1997-10-08,241.51755326007978
1997-10-09,244.64695001100114
1997-10-10,242.0894831587422
1997-10-13,242.50818858863718
1997-10-14,242.12540943178422
1997-10-15,242.18701366126618
1997-10-16,242.83344174835935
1997-10-17,238.82269664844398
1997-10-20,236.55756672332325
1997-10-21,234.65962595312442
1997-10-22,235.1946842348698
1997-10-23,231.1544952651925
1997-10-24,231.01626676260273
1997-10-27,229.93614771209715
1997-10-28,227.85843086041513
1997-10-29,233.41124261680022
1997-10-30,232.42132940957012
1997-10-31,235.01046956236598
1997-11-03,233.93663966447153
1997-11-04,236.86663945312398
1997-11-05,239.06334262181346
1997-11-06,238.13169847054542
1997-11-07,238.1499900317116
1997-11-10,236.14142104902618
1997-11-11,236.3187420747356
1997-11-12,232.16665016829327
1997-11-13,233.09178981079248
1997-11-14,232.07181914683633
1997-11-17,235.40497800028828
1997-11-18,237.47144818288533
1997-11-19,235.1473935319278
1997-11-20,236.3040928658433
1997-11-21,234.94547030915075
1997-11-24,235.00621115677848
1997-11-25,233.41006248336666
1997-11-26,232.001849842767
1997-11-27,232.75886265219788
1997-11-28,233.07351170852
1997-12-01,232.76827149724573
1997-12-02,232.8433014929526
1997-12-03,233.58405688790359
1997-12-04,234.57849971158444
1997-12-05,233.4692616360895
1997-12-08,234.81370787027961
1997-12-09,233.74844136343393
1997-12-10,233.08369506351278
1997-12-11,233.79237486110193
1997-12-12,234.28281129310807
1997-12-15,233.16337514725532
1997-12-16,234.9084767721374
1997-12-17,236.9801139519698
1997-12-18,237.9368734844666
1997-12-19,238.07620787046378
1997-12-22,237.30058558067768
1997-12-23,238.89306388652057
1997-12-24,240.17213171266346
1997-12-25,240.17213171266343
1997-12-26,240.26397824886982
1997-12-29,241.52578459471684
1997-12-30,240.0380206178953
1997-12-31,239.31889777941356
1998-01-01,239.31889777941356
1998-01-02,241.9231925137264
1998-01-05,243.2057775237391
1998-01-06,243.85565010324743
1998-01-07,244.26775447487083
