Date,DENMARK SMALL VALUE
1994-05-31,113.82918384488175
1994-06-30,118.55740519330024
1994-07-29,122.91194278909755
1994-08-31,118.16661330628563
1994-09-30,118.1715432315506
1994-10-31,121.36710244158742
1994-11-30,115.77327545804292
1994-12-30,118.50220001009765
1995-01-31,123.79348551022433
1995-02-28,128.16749879964286
1995-03-31,129.30411691395912
1995-04-28,130.30258453508532
1995-05-31,134.79628911130104
1995-06-30,134.4812048238535
1995-07-31,142.89769870512717
1995-08-31,135.2588260708577
1995-09-29,135.25541627361642
1995-10-31,132.5629104996008
1995-11-30,129.35862761404482
1995-12-29,130.02747689816633
1996-01-31,129.09209802042386
1996-02-29,130.2816622475572
1996-03-29,127.989749893967
1996-04-30,128.8365048585012
1996-05-31,132.5110319531628
1996-06-28,134.89691833838555
1996-07-31,138.11874726908346
1996-08-30,146.69447903637905
1996-09-30,149.55681407442304
1996-10-31,156.96341176209228
1996-11-29,157.73026424517406
1996-12-31,160.80595630509686
1997-01-01,160.80595630509686
1997-01-02,161.3194880559277
1997-01-03,160.80262814395306
1997-01-06,161.93063840990453
1997-01-07,163.574979578866
1997-01-08,164.87135117300934
1997-01-09,165.04638653523304
1997-01-10,164.68526689307734
1997-01-13,165.8427148098118
1997-01-14,166.07118079580292
1997-01-15,168.19202907943284
1997-01-16,168.791564434344
1997-01-17,167.07709824495473
1997-01-20,164.78739775865057
1997-01-21,163.54082544968387
1997-01-22,162.35267752792643
1997-01-23,163.3066704238386
1997-01-24,163.95164976346953
1997-01-27,162.55203013309782
1997-01-28,161.7147147071359
1997-01-29,161.97195378342002
1997-01-30,163.7144013916994
1997-01-31,165.58211737937756
1997-02-03,166.1385159151034
1997-02-04,166.73768461718973
1997-02-05,166.99986359810646
1997-02-06,168.1554275988403
1997-02-07,167.18252281892728
1997-02-10,169.24228610158656
1997-02-11,167.17741201613367
1997-02-12,167.58080445467752
1997-02-13,167.8829381421599
1997-02-14,168.14743187199412
1997-02-17,167.11549416901278
1997-02-18,168.88923958247153
1997-02-19,170.1314175020363
1997-02-20,170.9013227262579
1997-02-21,170.24455946416035
1997-02-24,170.8546799778783
1997-02-25,170.03070989331079
1997-02-26,168.71583158757275
1997-02-27,167.93417571893536
1997-02-28,167.85379372387547
1997-03-03,167.97849804921202
1997-03-04,167.25014557638897
1997-03-05,167.95100432878854
1997-03-06,169.37554649718385
1997-03-07,169.3247398586657
1997-03-10,171.12657161702822
1997-03-11,171.64228351105265
1997-03-12,171.95471123835463
1997-03-13,169.5939206733379
1997-03-14,169.2642671122385
1997-03-17,170.79629156070865
1997-03-18,170.98684298250964
1997-03-19,170.88921752747586
1997-03-20,167.68293102539
1997-03-21,167.40514953270463
1997-03-24,166.8071207983341
1997-03-25,166.96327811407713
1997-03-26,167.1829731234348
1997-03-27,168.84444157112142
1997-03-28,168.93433401128016
1997-03-31,169.7396818488078
1997-04-01,166.79313644166808
1997-04-02,167.4129302426965
1997-04-03,165.06386521180397
1997-04-04,165.47161204980625
1997-04-07,162.8109818816155
1997-04-08,163.88609500439858
1997-04-09,163.30783222984812
1997-04-10,163.1410908539644
1997-04-11,163.11973515667248
1997-04-14,161.7609157316968
1997-04-15,161.42034518215414
1997-04-16,162.10474955995295
1997-04-17,162.9935187228695
1997-04-18,164.4709335845288
1997-04-21,165.73857806726872
1997-04-22,165.6456824751031
1997-04-23,166.17784259114038
1997-04-24,165.62378642490904
1997-04-25,165.01307552570395
1997-04-28,165.24514756144464
1997-04-29,166.3298901338862
1997-04-30,165.5120478674444
1997-05-01,167.67069246718316
1997-05-02,166.33691720374978
1997-05-05,166.18139279381708
1997-05-06,168.69539153961776
1997-05-07,168.92288619272807
1997-05-08,170.12882848357236
1997-05-09,172.41520681342305
1997-05-12,171.77394081422673
1997-05-13,172.86618944947958
1997-05-14,172.99086041585883
1997-05-15,172.99194098739778
1997-05-16,175.06835193483715
1997-05-19,173.78080735803238
1997-05-20,175.21508008554088
1997-05-21,175.3902989055381
1997-05-22,175.45034502722643
1997-05-23,175.8353073113156
1997-05-26,175.79165411539304
1997-05-27,174.68317000499505
1997-05-28,174.8008563532641
1997-05-29,174.8531885563343
1997-05-30,173.33110225469264
1997-06-02,172.19025616833414
1997-06-03,172.0192741120925
1997-06-04,171.99246325182278
1997-06-05,172.0499395052449
1997-06-06,171.94288948699239
1997-06-09,174.5391314743624
1997-06-10,173.8449698850994
1997-06-11,173.77992360267754
1997-06-12,173.54560544221974
1997-06-13,172.72625567771286
1997-06-16,174.0947260230857
1997-06-17,173.82613484110678
1997-06-18,174.42681154699034
