Date,AUSTRIA SMALL VALUE
1994-05-31,161.0085945642551
1994-06-30,166.7069117742402
1994-07-29,165.2502948913468
1994-08-31,169.56869040040274
1994-09-30,162.03858861081744
1994-10-31,160.49264190838494
1994-11-30,149.82331942064087
1994-12-30,153.12747334252475
1995-01-31,142.76167618579146
1995-02-28,144.3108175732408
1995-03-31,141.2352085634893
1995-04-28,132.8848862931662
1995-05-31,135.22136756730697
1995-06-30,133.98967906755328
1995-07-31,138.48948127919928
1995-08-31,129.96190604573343
1995-09-29,127.34998955724089
1995-10-31,124.35139142039013
1995-11-30,118.77636224451189
1995-12-29,120.94545245585446
1996-01-31,122.72896730698658
1996-02-29,124.7430799499252
1996-03-29,122.92388302891969
1996-04-30,120.23707054526926
1996-05-31,123.35124407365905
1996-06-28,122.53365007090886
1996-07-31,123.0276520332342
1996-08-30,120.81656686446645
1996-09-30,117.41263267834523
1996-10-31,121.10600626181406
1996-11-29,119.34010416064983
1996-12-31,119.94044364641196
1997-01-01,119.94044364641196
1997-01-02,119.33057052489548
1997-01-03,118.93681265911074
1997-01-06,118.3707555307422
1997-01-07,118.39250180882719
1997-01-08,117.90473660090537
1997-01-09,117.34340131710793
1997-01-10,116.67066709379199
1997-01-13,116.85405170197043
1997-01-14,116.6102458788597
1997-01-15,117.328621410143
1997-01-16,116.66792292339063
1997-01-17,114.79147642966295
1997-01-20,114.5317170152425
1997-01-21,114.27461683137703
1997-01-22,113.50973345239876
1997-01-23,114.06688075624986
1997-01-24,115.03119880127441
1997-01-27,113.80854399187808
1997-01-28,112.64175369389643
1997-01-29,113.33777458063567
1997-01-30,114.11639146294674
1997-01-31,114.70239397544827
1997-02-03,114.52632984329648
1997-02-04,113.6881753026978
1997-02-05,113.71831394569728
1997-02-06,113.31177547737136
1997-02-07,112.68517264286464
1997-02-10,114.08983272567308
1997-02-11,113.21739799456904
1997-02-12,112.6497957134664
1997-02-13,112.29893298982584
1997-02-14,112.06708779786689
1997-02-17,111.23579899430509
1997-02-18,111.83909844938559
1997-02-19,111.57481798957288
1997-02-20,111.94738824046276
1997-02-21,112.43141754163355
1997-02-24,113.84472459975144
1997-02-25,113.55092999422806
