Date,ITALY SMALL VALUE
1994-05-31,156.59247993521694
1994-06-30,151.75608183362948
1994-07-29,149.7752148967223
1994-08-31,148.55218849398565
1994-09-30,147.04613682865596
1994-10-31,144.13858937524046
1994-11-30,137.8801062148684
1994-12-30,137.896215982748
1995-01-31,143.6440507836563
1995-02-28,135.71291930579082
1995-03-31,127.54805029382945
1995-04-28,130.57716293708245
1995-05-31,133.72339170562103
1995-06-30,130.62072563169332
1995-07-31,138.52401582450173
1995-08-31,136.55903166467988
1995-09-29,132.90980237858352
1995-10-31,128.43915169257676
1995-11-30,118.54737479581571
1995-12-29,123.23437112915155
1996-01-31,124.96760626779445
1996-02-29,131.61455349388066
1996-03-29,128.24194444246797
1996-04-30,132.99297360761625
1996-05-31,142.10023195227217
1996-06-28,137.626990665711
1996-07-31,131.30277189849264
1996-08-30,130.79146229552492
1996-09-30,123.11225313018502
1996-10-31,119.77580904931925
1996-11-29,134.4547912453266
1996-12-31,137.25341358029866
1997-01-01,137.25341358029866
1997-01-02,136.52234309399157
1997-01-03,135.00775830752008
1997-01-06,134.44147193980027
1997-01-07,134.45031380856247
1997-01-08,135.13961880512466
1997-01-09,136.93126617311873
1997-01-10,138.51504420242938
1997-01-13,142.2477874610809
1997-01-14,144.4431089427613
1997-01-15,144.29625946264395
1997-01-16,144.5641022654025
1997-01-17,145.50829753713336
1997-01-20,146.58056317895947
1997-01-21,147.37863991976977
1997-01-22,147.82989296492698
1997-01-23,148.63789755476895
1997-01-24,149.40212225769938
1997-01-27,148.9643010164803
1997-01-28,146.7143683154237
1997-01-29,145.80798389646085
1997-01-30,146.8257055801051
1997-01-31,147.4638349443518
1997-02-03,146.38329679662954
1997-02-04,147.32844220081643
1997-02-05,147.40100295134553
1997-02-06,147.45880471545033
1997-02-07,147.5296902733093
1997-02-10,148.35358099452307
1997-02-11,146.40774281026532
1997-02-12,144.30160190228412
1997-02-13,142.39426406160433
1997-02-14,142.78331314889883
1997-02-17,139.88819740547314
1997-02-18,139.46577580583505
1997-02-19,138.02827460225214
1997-02-20,139.88044748904326
1997-02-21,141.14267983916395
1997-02-24,141.47193025763912
1997-02-25,140.8027629756338
1997-02-26,138.78379604744657
1997-02-27,138.60771603779344
1997-02-28,137.93132063419938
1997-03-03,137.83800806545963
1997-03-04,138.1479711155406
1997-03-05,137.63204253494644
1997-03-06,137.7589004679084
1997-03-07,138.23183778562475
1997-03-10,139.08427474974727
1997-03-11,138.92554166399708
1997-03-12,137.95129378228617
1997-03-13,137.95542162144386
1997-03-14,137.68314103730418
1997-03-17,136.18070708169387
1997-03-18,135.19202153403828
1997-03-19,135.86684601997544
1997-03-20,135.99634661045053
1997-03-21,136.7440277754608
1997-03-24,135.6022833150549
1997-03-25,136.296291240535
1997-03-26,137.64723223516015
1997-03-27,138.82805735995882
1997-03-28,138.60430768493862
1997-03-31,139.07172890072383
1997-04-01,138.0336839292314
1997-04-02,139.14870539756453
1997-04-03,138.91182281488406
1997-04-04,139.26763337754926
1997-04-07,138.23662089284323
1997-04-08,137.72551354295308
1997-04-09,137.90491531642294
1997-04-10,137.33989835971215
1997-04-11,137.34962285670082
1997-04-14,137.37456801649384
1997-04-15,137.77681778498032
1997-04-16,137.67698006046956
1997-04-17,137.97564104160415
1997-04-18,137.77102581499645
1997-04-21,137.94623740864864
1997-04-22,136.46820433457393
1997-04-23,136.88880598239496
1997-04-24,135.98590272872883
1997-04-25,135.22855500795947
1997-04-28,134.4925601001225
1997-04-29,134.72610542857802
1997-04-30,135.2172917850455
1997-05-01,135.9658735202354
1997-05-02,135.29154192720543
1997-05-05,134.7293629772642
1997-05-06,135.8459292337704
1997-05-07,135.78067442131257
1997-05-08,136.76621579056285
1997-05-09,137.6887610129975
1997-05-12,136.61490565194026
1997-05-13,137.46048968616614
1997-05-14,137.85228854557917
1997-05-15,138.21557909337088
1997-05-16,138.50810107092732
1997-05-19,139.29745146958228
1997-05-20,139.59106409857844
1997-05-21,140.91384797435163
1997-05-22,140.2862855044749
1997-05-23,140.53764661338036
1997-05-26,139.88328535854302
1997-05-27,139.1847554273701
1997-05-28,138.54235102037643
1997-05-29,138.63369501159167
1997-05-30,136.97959346495531
1997-06-02,136.6439175914201
1997-06-03,137.64755875854158
1997-06-04,138.03649404555048
1997-06-05,137.94475111535814
1997-06-06,137.66652030681996
1997-06-09,138.41535660606326
1997-06-10,137.0670238984024
1997-06-11,137.79088611673214
1997-06-12,137.52333818697946
1997-06-13,137.53101265344768
1997-06-16,138.10855855486335
1997-06-17,137.41655136544586
1997-06-18,137.65859316473967
1997-06-19,138.93195008166617
1997-06-20,139.15493239140534
1997-06-23,141.00080318037564
1997-06-24,141.009291814213
1997-06-25,142.28212388493472
1997-06-26,141.14599504223372
1997-06-27,140.70149283334612
1997-06-30,140.28553718242284
1997-07-01,141.73201376226947
1997-07-02,141.65331964352515
1997-07-03,142.86772864340406
1997-07-04,142.86462735527732
1997-07-07,145.06788969174698
1997-07-08,144.21624137058
1997-07-09,144.6942448845039
1997-07-10,145.18233414253044
1997-07-11,144.8464168284863
1997-07-14,143.73562131907332
1997-07-15,143.06939462602585
1997-07-16,145.112810901315
1997-07-17,146.45676925626697
1997-07-18,146.4036911537409
1997-07-21,146.4906992828721
1997-07-22,146.8468254010525
1997-07-23,147.1059304629217
1997-07-24,146.30958613330452
1997-07-25,145.7376883895553
1997-07-28,146.26422456640827
1997-07-29,144.76177736242252
1997-07-30,145.2145280356709
1997-07-31,145.81311616970643
1997-08-01,143.98210864279704
1997-08-04,141.34563707872672
1997-08-05,139.45484593371108
1997-08-06,140.48741799087296
1997-08-07,142.41513143235082
1997-08-08,144.24904728618463
1997-08-11,143.51530659786803
1997-08-12,143.47992032941866
1997-08-13,145.21329533407248
1997-08-14,144.15381818998517
1997-08-15,146.52438192222272
1997-08-18,144.4912157007299
1997-08-19,144.75851639273333
1997-08-20,144.65098261549858
1997-08-21,145.6010335694705
1997-08-22,146.7081342427403
1997-08-25,147.60642038319205
1997-08-26,149.23371406515403
1997-08-27,148.72082016850354
1997-08-28,148.57291162586625
1997-08-29,148.12888430594077
1997-09-01,148.45244218812712
1997-09-02,147.3947780841622
1997-09-03,148.70682317100525
1997-09-04,149.57144687174974
1997-09-05,151.5881677270241
1997-09-08,151.72094082154302
1997-09-09,151.46860764068623
1997-09-10,152.87796562612812
1997-09-11,153.12293047779409
1997-09-12,155.07035447185672
1997-09-15,156.99469723287746
1997-09-16,156.79035569908007
1997-09-17,156.9762894952923
1997-09-18,157.84120568933238
1997-09-19,158.57784150633242
1997-09-22,159.6957026972099
1997-09-23,159.80155133769318
1997-09-24,163.42005599129075
1997-09-25,164.93113775665645
1997-09-26,167.1937911445954
1997-09-29,167.72193727126864
1997-09-30,167.9211458831949
1997-10-01,162.68744068595842
1997-10-02,164.47611349303014
1997-10-03,166.1536583237189
1997-10-06,165.2565786970528
1997-10-07,164.955829808816
1997-10-08,167.51826715630975
1997-10-09,164.85877033371847
1997-10-10,164.41912231003025
1997-10-13,168.2679759717456
1997-10-14,170.8651463041569
1997-10-15,172.27502493942686
1997-10-16,175.04342972697498
1997-10-17,172.8912953129983
1997-10-20,174.6245009503596
1997-10-21,175.93899740837728
1997-10-22,178.47851949358196
1997-10-23,176.1456848620846
1997-10-24,178.08879950725077
1997-10-27,176.06895521796028
1997-10-28,168.96328469167537
1997-10-29,175.27089453589255
1997-10-30,173.93414777186007
1997-10-31,175.21472761382188
1997-11-03,177.48003767230523
