Date,SWEDEN SMALL VALUE
1994-05-31,76.44695103616462
1994-06-30,72.14423047642752
1994-07-29,73.54524619782495
1994-08-31,71.06172120980294
1994-09-30,70.82343910709314
1994-10-31,75.06966258375861
1994-11-30,74.35556836420274
1994-12-30,76.32512070881482
1995-01-31,78.62631945638623
1995-02-28,80.22466685158031
1995-03-31,73.50916095178
1995-04-28,78.62159592155226
1995-05-31,76.5554820730999
1995-06-30,79.48201774712713
1995-07-31,85.19515344330898
1995-08-31,81.61759080311045
1995-09-29,92.3938433898881
1995-10-31,94.61062528136901
1995-11-30,99.01799745571027
1995-12-29,99.00632143614044
1996-01-31,95.17506639198947
1996-02-29,102.27219862596478
1996-03-29,104.6233784551131
1996-04-30,107.02645738553184
1996-05-31,114.6842694860211
1996-06-28,119.83049636542327
1996-07-31,118.16592956175401
1996-08-30,124.36352882274306
1996-09-30,129.88415171449526
1996-10-31,134.40390512538713
1996-11-29,142.02233159384048
1996-12-31,148.44309187304023
1997-01-01,148.44309187304023
1997-01-02,146.0365919027099
1997-01-03,146.22683239426846
1997-01-06,145.43594523501955
1997-01-07,146.56645850831714
1997-01-08,148.26842279286979
1997-01-09,148.52318798082976
1997-01-10,146.67414250077104
1997-01-13,148.1897635427221
1997-01-14,149.59561459379756
1997-01-15,150.0287331561791
1997-01-16,151.90742107322708
1997-01-17,150.6908691318259
1997-01-20,150.2525189654801
1997-01-21,150.03331961464772
1997-01-22,149.8597788075315
1997-01-23,148.15608130915277
1997-01-24,147.49375646473686
1997-01-27,147.07037751580444
1997-01-28,146.40789987880774
1997-01-29,145.89336484355974
1997-01-30,148.66042815008953
1997-01-31,151.78755506463924
1997-02-03,149.77574023239657
1997-02-04,150.01697867600964
1997-02-05,150.07304251957106
1997-02-06,151.76891353468235
1997-02-07,152.95364414492914
1997-02-10,155.76198745693068
1997-02-11,155.30919400177328
1997-02-12,154.53254934969317
1997-02-13,155.49057005421625
1997-02-14,155.5514305708864
1997-02-17,155.44877372191002
1997-02-18,157.3115518490061
1997-02-19,158.03187680201407
1997-02-20,156.00136766929495
1997-02-21,156.26833324493236
1997-02-24,157.00255196064356
1997-02-25,156.45665251196618
1997-02-26,155.37227316660648
1997-02-27,155.79335086197693
1997-02-28,155.69962865363925
1997-03-03,155.75554100304504
1997-03-04,156.07616412811285
1997-03-05,157.31592109034315
1997-03-06,157.13886478543415
1997-03-07,157.18504928202933
1997-03-10,160.04014371760533
1997-03-11,159.8051255959492
1997-03-12,158.64863479704525
1997-03-13,158.78593167996377
1997-03-14,156.41276682330135
1997-03-17,156.81592397913607
1997-03-18,154.58985811134667
1997-03-19,155.27635043754262
1997-03-20,154.24541407684993
1997-03-21,156.27935946299021
1997-03-24,155.98138642783266
1997-03-25,157.2439521407902
1997-03-26,157.63542268979998
1997-03-27,159.78687922082383
1997-03-28,160.0201925148749
1997-03-31,160.74343922199978
1997-04-01,150.99012158297592
1997-04-02,149.2309704675675
1997-04-03,151.62818597494635
1997-04-04,151.82543732827142
1997-04-07,153.28941122120003
1997-04-08,153.25733334102668
1997-04-09,152.80423570826022
1997-04-10,153.02203310520682
1997-04-11,152.9862097537306
1997-04-14,153.25405555045276
1997-04-15,153.5083309179544
1997-04-16,153.51479954783056
1997-04-17,153.88985995391738
1997-04-18,154.24778732735837
1997-04-21,154.5181105725931
1997-04-22,151.7638032231556
1997-04-23,153.22054999224176
1997-04-24,153.5690704322215
1997-04-25,149.9937300064286
1997-04-28,149.45372874618354
1997-04-29,148.6430484318712
1997-04-30,148.5475640209896
1997-05-01,148.9458319848987
1997-05-02,149.68641935298663
1997-05-05,148.53434912818852
1997-05-06,150.11059299559176
1997-05-07,152.3730503330618
1997-05-08,152.89184363136306
1997-05-09,153.41642310826657
1997-05-12,153.21076024884962
1997-05-13,154.16867909185765
1997-05-14,155.60245352476633
1997-05-15,155.1774823215249
1997-05-16,153.88625866760603
1997-05-19,152.77703671950772
1997-05-20,154.18429615728726
1997-05-21,156.48577606256706
1997-05-22,155.43263482789686
1997-05-23,155.436867228328
1997-05-26,155.84090343779022
1997-05-27,154.6278585868217
1997-05-28,153.73666952971627
1997-05-29,153.37483545716162
1997-05-30,152.7689515508962
1997-06-02,151.23478545980026
1997-06-03,152.1552681857606
1997-06-04,152.99639964136094
1997-06-05,152.41600734807398
1997-06-06,152.63773463051666
1997-06-09,154.21937242415774
1997-06-10,152.8114144376683
1997-06-11,152.75182187543606
1997-06-12,152.9806140509158
1997-06-13,152.46598857549424
1997-06-16,152.08766761841375
1997-06-17,151.2569677049857
1997-06-18,152.30230281402996
1997-06-19,152.85029152116428
1997-06-20,152.25497092210688
1997-06-23,153.1157740770585
1997-06-24,152.86840894518363
1997-06-25,154.2884924721256
1997-06-26,152.95687633712538
1997-06-27,152.47941371540134
1997-06-30,152.11990048407813
1997-07-01,151.99071157451934
1997-07-02,151.68657590792267
1997-07-03,154.48035868071193
1997-07-04,155.77749466289825
1997-07-07,156.37605091394767
1997-07-08,155.24535899264197
1997-07-09,156.38150144849595
1997-07-10,155.71676077173294
1997-07-11,155.9786404941272
1997-07-14,154.66499942096974
1997-07-15,153.25344673153742
1997-07-16,153.81944262852335
1997-07-17,155.58327767128597
1997-07-18,154.26616857575064
1997-07-21,152.6937526637553
1997-07-22,153.76413338324923
1997-07-23,153.9737832943815
1997-07-24,152.34585092024716
1997-07-25,151.91925031025752
1997-07-28,151.82423202869455
1997-07-29,152.2058008948332
1997-07-30,151.50471260689977
1997-07-31,152.4759335304912
1997-08-01,151.45727073650988
1997-08-04,151.33804837549678
1997-08-05,151.1101000943322
1997-08-06,153.08304638903704
1997-08-07,155.0534312798657
1997-08-08,156.44826227225062
1997-08-11,156.11868250311332
1997-08-12,156.09693228239843
1997-08-13,156.2634183908909
1997-08-14,154.96059063904258
1997-08-15,156.08170575197343
1997-08-18,153.49923295767715
1997-08-19,153.8951972165968
1997-08-20,155.11709492988984
1997-08-21,157.24162999564564
1997-08-22,156.1123489167728
1997-08-25,156.61837208686134
1997-08-26,156.74602534885403
1997-08-27,156.92736196165941
1997-08-28,157.66426361399812
1997-08-29,155.82480697019685
1997-09-01,155.85336032648843
1997-09-02,156.06555682441996
1997-09-03,157.03936552846085
1997-09-04,157.12491722840952
