Date,GERMANY SMALL VALUE
1994-05-31,315.68515236693764
1994-06-30,321.5911203159827
1994-07-29,324.54458842061086
1994-08-31,332.51651799076063
1994-09-30,326.0255758496159
1994-10-31,329.71525886047056
1994-11-30,311.4258191367375
1994-12-30,318.3218997277986
1995-01-31,316.4221911708341
1995-02-28,328.4065366081666
1995-03-31,335.7119459904203
1995-04-28,331.594365196839
1995-05-31,331.45284295243744
1995-06-30,338.4187250012113
1995-07-31,341.3814061411867
1995-08-31,320.9238590963856
1995-09-29,324.3562664722314
1995-10-31,312.54384969907557
1995-11-30,299.17968511242293
1995-12-29,299.6553781836768
1996-01-31,295.32690644055276
1996-02-29,298.0109737291486
1996-03-29,289.33160070424356
1996-04-30,280.12388213149205
1996-05-31,286.6468814325377
1996-06-28,293.78418292762865
1996-07-31,290.17914798810386
1996-08-30,292.4242032598527
1996-09-30,284.55162070061505
1996-10-31,280.32086417104574
1996-11-29,276.67869323017015
1996-12-31,282.3943650574989
1997-01-01,282.3943650574989
1997-01-02,283.07242974079304
1997-01-03,280.8902333447907
1997-01-06,280.86453374232025
1997-01-07,281.9830216887569
1997-01-08,281.9922472957528
1997-01-09,281.7696507588167
1997-01-10,281.5672384842138
1997-01-13,282.3534144122112
1997-01-14,282.0270402447953
1997-01-15,283.49575253403765
1997-01-16,283.43838050774934
1997-01-17,281.2457010920896
1997-01-20,280.7248639488929
1997-01-21,280.01300133703506
1997-01-22,278.67830368630126
1997-01-23,279.129357136588
1997-01-24,280.7695856493833
1997-01-27,279.0143666665284
1997-01-28,275.661154523363
1997-01-29,277.33790901451675
1997-01-30,279.4879214773397
1997-01-31,280.5582652248805
1997-02-03,282.03242165268654
1997-02-04,283.38064797220886
1997-02-05,282.9087656948114
1997-02-06,283.04985903278833
1997-02-07,279.8539189617867
1997-02-10,283.6259921021038
1997-02-11,280.7780037712892
1997-02-12,279.0317653890457
1997-02-13,278.03542663854046
1997-02-14,277.6886771181641
1997-02-17,275.0302228571107
1997-02-18,277.0189335292006
1997-02-19,277.02924740967285
1997-02-20,277.4204763646783
1997-02-21,278.96537101742024
1997-02-24,281.7470071582056
1997-02-25,281.43675508199937
1997-02-26,280.13001611412403
1997-02-27,280.8055458305149
1997-02-28,281.90718126552537
1997-03-03,283.70065584625144
1997-03-04,282.40289461551964
1997-03-05,284.0109092545439
1997-03-06,284.1796724974377
1997-03-07,283.6201485410001
1997-03-10,289.0832555823602
1997-03-11,290.9760668042191
1997-03-12,290.8555498974062
1997-03-13,288.4733084020873
1997-03-14,288.90094385922043
1997-03-17,291.1104626411829
1997-03-18,293.0636012266502
1997-03-19,292.7481093162147
1997-03-20,290.54683993309783
1997-03-21,292.79980573597055
1997-03-24,291.8854465470216
1997-03-25,291.9040956866828
1997-03-26,292.8916510459706
1997-03-27,296.21701501550194
1997-03-28,296.43791423323813
1997-03-31,297.8327280473244
1997-04-01,294.4582361384035
1997-04-02,295.8332491890668
1997-04-03,294.4548847488169
1997-04-04,294.1517610302353
1997-04-07,290.40114600563487
1997-04-08,290.83714947563226
1997-04-09,290.19086656107396
1997-04-10,290.68180007953964
1997-04-11,291.2577511059442
1997-04-14,290.70368817392136
1997-04-15,289.800007219462
1997-04-16,291.1283701188652
1997-04-17,292.30403346742145
1997-04-18,293.4282735088112
1997-04-21,295.22584194164824
1997-04-22,294.068633353447
1997-04-23,295.1050713158274
1997-04-24,294.9697115500332
1997-04-25,294.143589134885
1997-04-28,293.1889554538384
1997-04-29,293.012243558952
1997-04-30,291.5648313747428
1997-05-01,294.29923259328814
1997-05-02,295.5290002128383
1997-05-05,295.58531705098454
1997-05-06,298.0275374963357
1997-05-07,299.2043791674699
1997-05-08,301.2896102726488
1997-05-09,304.50994048016446
1997-05-12,306.05033970672275
1997-05-13,308.16956828515697
1997-05-14,308.9175722304882
1997-05-15,311.83643383238416
1997-05-16,315.1481994677743
1997-05-19,312.7207165583313
1997-05-20,314.04333551826676
1997-05-21,314.7192872298082
1997-05-22,315.89929551385995
1997-05-23,317.2293742637198
1997-05-26,318.9665014372103
1997-05-27,317.75997075666004
1997-05-28,319.58915417816524
1997-05-29,319.63578442394316
1997-05-30,318.29633952051586
1997-06-02,315.64157060147835
1997-06-03,316.8229374278141
1997-06-04,318.7769180305344
1997-06-05,321.2002780203569
1997-06-06,322.36540970161246
1997-06-09,326.4501036154021
1997-06-10,324.74744713706775
1997-06-11,326.51703973497314
1997-06-12,325.89145689226547
1997-06-13,323.9159634673138
1997-06-16,326.40915584298745
1997-06-17,325.65865219771933
1997-06-18,326.27164977524296
1997-06-19,329.0877847088842
1997-06-20,328.85631516853175
1997-06-23,331.0927890480556
1997-06-24,329.87422875333425
1997-06-25,331.77170974632327
1997-06-26,330.3164222953704
1997-06-27,329.64000076699955
1997-06-30,330.0817415767383
1997-07-01,330.617419789114
1997-07-02,328.8791842062506
1997-07-03,330.53268301472247
1997-07-04,331.0404986721025
