Date,NORWAY SMALL VALUE
1994-05-31,177.83959717156077
1994-06-30,172.1382573528096
1994-07-29,182.86543391950568
1994-08-31,177.04896807754275
1994-09-30,164.7646954136275
1994-10-31,170.48773595387956
1994-11-30,170.82437270245237
1994-12-30,181.02223812148227
1995-01-31,179.06408937641723
1995-02-28,182.41239274267696
1995-03-31,181.8794694204564
1995-04-28,190.39039861303735
1995-05-31,195.74186222859242
1995-06-30,209.0774506010988
1995-07-31,212.18181203380547
1995-08-31,204.9725735926847
1995-09-29,216.85339274208346
1995-10-31,201.72104001293997
1995-11-30,199.43133608526182
1995-12-29,206.03880744982857
1996-01-31,206.0660927155778
1996-02-29,226.09628335593143
1996-03-29,226.58955264312925
1996-04-30,227.91873159429576
1996-05-31,237.72730029675932
1996-06-28,243.4906481360908
1996-07-31,243.84705694297315
1996-08-30,246.62505282388477
1996-09-30,245.24906002283953
1996-10-31,254.7264241044247
1996-11-29,275.0363998452755
1996-12-31,285.6059280084139
1997-01-01,285.6059280084139
1997-01-02,284.15799074318227
1997-01-03,285.8020410268568
1997-01-06,288.3555438904069
1997-01-07,287.69719491425764
1997-01-08,288.11439556865867
1997-01-09,291.1508079290883
1997-01-10,291.62924932502983
1997-01-13,295.98108858008635
1997-01-14,296.5024997518653
1997-01-15,299.677849747766
1997-01-16,303.1600784434142
1997-01-17,303.089678533603
1997-01-20,304.2882455691827
1997-01-21,299.4049314771654
1997-01-22,299.2312313076985
1997-01-23,299.68808862459844
1997-01-24,304.0553956007692
1997-01-27,303.39965604619806
1997-01-28,301.3897191816636
1997-01-29,301.84982560330263
1997-01-30,306.1561312797386
1997-01-31,307.2342351719223
1997-02-03,310.90846165257676
1997-02-04,312.1975521973549
1997-02-05,309.6823198895946
1997-02-06,312.4382190626428
1997-02-07,313.16419547109774
1997-02-10,313.80292449765653
1997-02-11,310.43868183142524
1997-02-12,312.2932509034986
1997-02-13,310.8240811742935
1997-02-14,311.89082032656086
1997-02-17,310.6005938679497
1997-02-18,312.4063176813316
1997-02-19,313.5831411220763
1997-02-20,315.6921673189851
1997-02-21,321.01583393269755
1997-02-24,317.99247430071256
1997-02-25,316.58065873399465
1997-02-26,309.90301439386224
1997-02-27,305.1560207830371
1997-02-28,300.411677995825
1997-03-03,292.5548175105722
1997-03-04,293.13080521102796
1997-03-05,294.4974766575879
1997-03-06,297.4794574034116
1997-03-07,297.69673776038286
1997-03-10,303.77473427489923
1997-03-11,307.7342947407937
1997-03-12,305.13252267721936
1997-03-13,304.02627964845504
1997-03-14,306.31280850478186
1997-03-17,304.8524081689489
1997-03-18,304.2345791729683
1997-03-19,303.63635805786976
1997-03-20,300.291559723757
1997-03-21,307.84480877503137
1997-03-24,307.34307275176764
1997-03-25,310.5302632904703
1997-03-26,309.8568704761968
1997-03-27,312.5711021125843
1997-03-28,312.7125434004763
1997-03-31,314.21972885041265
1997-04-01,301.3655316365018
1997-04-02,296.41308715125297
1997-04-03,294.87412656291815
1997-04-04,297.9345015334146
1997-04-07,300.8128018444479
1997-04-08,303.68970027394914
1997-04-09,302.30316437458373
1997-04-10,303.4568067724392
1997-04-11,298.9924629159471
1997-04-14,297.4162164638201
1997-04-15,287.8887959216414
1997-04-16,286.3708385920758
1997-04-17,285.9566277618573
1997-04-18,285.5122299568368
1997-04-21,289.1661346219254
1997-04-22,290.28473475369526
1997-04-23,293.171701832293
1997-04-24,291.4952526897611
1997-04-25,290.0811435412614
1997-04-28,289.52093648214674
1997-04-29,291.23061545844314
1997-04-30,291.0157705473595
1997-05-01,292.57710212255574
1997-05-02,290.4496219432503
1997-05-05,288.52514865990565
1997-05-06,291.5409748492494
1997-05-07,290.8672259318699
1997-05-08,292.4726845823218
1997-05-09,291.3602058384996
1997-05-12,287.26947200419073
1997-05-13,293.12233877170127
1997-05-14,290.20230978905
1997-05-15,290.8966251681952
1997-05-16,290.5088853649487
1997-05-19,288.0680121619921
1997-05-20,290.8560307111591
1997-05-21,294.31186703033984
1997-05-22,295.9244705147674
1997-05-23,294.86397624079797
1997-05-26,294.90898644291207
1997-05-27,293.7326311439127
1997-05-28,293.9011394796907
1997-05-29,295.50872775429144
1997-05-30,291.71408128353863
1997-06-02,292.21235643511204
1997-06-03,295.3082999378657
1997-06-04,294.1985548165474
1997-06-05,294.4837320515539
1997-06-06,297.2808408347683
1997-06-09,301.8799863896623
1997-06-10,299.124337893823
1997-06-11,298.8191525397743
1997-06-12,298.3214704038336
1997-06-13,296.31971836775017
1997-06-16,294.2136315593253
1997-06-17,294.0188150259004
1997-06-18,292.2569239790838
1997-06-19,290.663872963962
1997-06-20,291.39953163608953
1997-06-23,295.4084823309246
1997-06-24,295.2806077543793
1997-06-25,297.0487897626448
1997-06-26,296.30289993349754
1997-06-27,294.8207255788793
1997-06-30,294.44450882696407
1997-07-01,296.2014814531832
1997-07-02,298.83985173089485
1997-07-03,300.63095417591995
1997-07-04,300.57760062149015
1997-07-07,302.86195788675286
1997-07-08,300.45811118859353
1997-07-09,301.9063137951832
1997-07-10,302.0467269127915
1997-07-11,300.3210638881877
1997-07-14,298.6500409787702
1997-07-15,296.3489208781776
1997-07-16,302.79411647818324
1997-07-17,306.87763134849547
1997-07-18,306.59922578443917
1997-07-21,305.81272446781674
1997-07-22,306.3111268068314
1997-07-23,309.1998285835181
1997-07-24,311.514535042875
1997-07-25,310.5132192802383
1997-07-28,310.71921977865617
1997-07-29,311.1180755218534
1997-07-30,312.7210789404163
1997-07-31,314.6644503822087
1997-08-01,310.3345512889435
1997-08-04,312.4483730472578
1997-08-05,310.9063297268098
1997-08-06,312.9899689843212
1997-08-07,317.2190543483194
1997-08-08,318.8270068755461
1997-08-11,314.6257082581061
1997-08-12,313.8492165400263
1997-08-13,314.40558915415045
1997-08-14,310.7643415685607
1997-08-15,314.28922807993223
1997-08-18,307.88504153601855
1997-08-19,307.60816796881466
1997-08-20,305.0122006127941
1997-08-21,305.06622796310353
1997-08-22,305.0216643607723
1997-08-25,304.25941105124014
1997-08-26,306.6790822378267
1997-08-27,306.43737594199405
1997-08-28,310.6066880688348
1997-08-29,311.10216957169627
1997-09-01,312.9961572212417
1997-09-02,312.35633059217184
1997-09-03,313.7502070750303
1997-09-04,313.44560045600844
1997-09-05,316.09462854352216
