Date,AUSTRALIA SMALL VALUE
1997-05-30,243.57559026171174
1997-06-02,244.2212359760419
1997-06-03,245.4079376006296
1997-06-04,245.18748446941805
1997-06-05,245.5890398917902
1997-06-06,245.02263097649467
1997-06-09,245.57103262570806
1997-06-10,246.95303759422345
1997-06-11,245.53260454410656
1997-06-12,244.1313536162501
1997-06-13,244.55121695230594
1997-06-16,244.5739979874015
1997-06-17,245.98310317665778
1997-06-18,245.47315665526344
1997-06-19,244.41411915762802
1997-06-20,245.94949259956863
1997-06-23,246.1127026575896
1997-06-24,244.7557206156178
1997-06-25,245.31923077829006
1997-06-26,244.74699567805365
1997-06-27,243.3725380835489
1997-06-30,245.96039546540678
1997-07-01,247.23545947354233
1997-07-02,247.85188279419336
1997-07-03,249.2106650977656
1997-07-04,246.36507583485772
1997-07-07,242.73030165496237
1997-07-08,241.8006138885126
1997-07-09,242.26822347729026
1997-07-10,242.11426505609433
1997-07-11,243.4853822176556
1997-07-14,241.5136303307486
1997-07-15,238.99873475302113
1997-07-16,238.5589314927744
1997-07-17,239.43937900679967
1997-07-18,241.06010307042484
1997-07-21,239.6890742812371
1997-07-22,239.75562053669458
1997-07-23,240.34752961769064
1997-07-24,239.5311598588465
1997-07-25,240.1514825147553
1997-07-28,240.8527963160041
1997-07-29,245.4439274025215
1997-07-30,246.8971534551313
1997-07-31,247.63229016140588
1997-08-01,246.99733756075184
1997-08-04,245.42742511207783
1997-08-05,245.92207776004716
1997-08-06,245.29765747933268
1997-08-07,246.23516542781218
1997-08-08,245.52889941315726
1997-08-11,244.49928537296168
1997-08-12,243.79892230762036
1997-08-13,242.6227664657796
1997-08-14,242.31984643551164
1997-08-15,244.5501359178254
1997-08-18,238.9795614295215
1997-08-19,240.38058465795666
1997-08-20,241.2423695369537
1997-08-21,244.4610563820145
1997-08-22,242.9865301154172
1997-08-25,243.3905304111411
1997-08-26,243.0171829724336
1997-08-27,240.69835506812865
1997-08-28,239.64754663946897
1997-08-29,237.23641470992416
1997-09-01,235.65257752956927
1997-09-02,234.52130900689744
1997-09-03,236.12123221107487
1997-09-04,237.2703997372678
1997-09-05,238.02233593942844
1997-09-08,240.0297271109258
1997-09-09,240.768993195117
1997-09-10,239.29570978709458
1997-09-11,236.73253338335005
1997-09-12,235.63439200245233
1997-09-15,236.359589955085
1997-09-16,235.52178209506968
1997-09-17,237.80336071170416
1997-09-18,236.9541794462872
1997-09-19,238.916459392663
1997-09-22,240.54212617991965
1997-09-23,240.77574159251526
1997-09-24,241.25634805974664
1997-09-25,245.21290376619075
1997-09-26,243.8365694898718
1997-09-29,242.22460819023905
1997-09-30,244.8935574296498
1997-10-01,246.95532734066373
1997-10-02,246.3023635846952
1997-10-03,245.18036628307505
1997-10-06,243.55908347139336
1997-10-07,243.68291157871175
1997-10-08,245.41378039045586
1997-10-09,245.86953195641354
1997-10-10,245.55253140756912
1997-10-13,244.3926456784517
1997-10-14,241.98953101478628
1997-10-15,239.89015344703694
1997-10-16,240.0999421961309
1997-10-17,238.61303060461466
1997-10-20,237.11122115204526
1997-10-21,236.49560797834184
1997-10-22,231.4148083004521
1997-10-23,226.84003200688602
1997-10-24,222.01897662890534
1997-10-27,210.7969711077253
1997-10-28,198.3268696220409
1997-10-29,213.4819229990523
1997-10-30,211.2389751662826
1997-10-31,215.5901009639975
1997-11-03,219.49341079910798
1997-11-04,221.06969358899968
1997-11-05,218.9947466072731
1997-11-06,217.65100584255526
1997-11-07,213.75910986534038
1997-11-10,214.15645447878475
1997-11-11,215.42595346729414
1997-11-12,214.10033169615699
1997-11-13,213.5197903508993
1997-11-14,212.29847717973956
1997-11-17,215.24623700451343
1997-11-18,214.30831673192256
1997-11-19,210.1587354518133
1997-11-20,209.78413286639451
1997-11-21,215.17618200438153
1997-11-24,213.4202794750257
1997-11-25,208.4752142982839
1997-11-26,207.91003392429397
1997-11-27,205.44271453783767
1997-11-28,207.94748469009767
1997-12-01,207.6958043732615
1997-12-02,209.15552014046668
1997-12-03,210.33168501873183
1997-12-04,209.25442786841435
1997-12-05,210.8541170640087
1997-12-08,212.69876786628797
1997-12-09,212.60030882348772
1997-12-10,212.48215581653588
1997-12-11,209.2763050781422
1997-12-12,208.54240257308203
1997-12-15,207.3225872925375
1997-12-16,205.88510017796517
1997-12-17,209.3936310809084
1997-12-18,210.08489594964684
1997-12-19,207.1941218895677
1997-12-22,205.29289527839455
1997-12-23,210.87976176789059
