Date,NEW ZEALAND SMALL VALUE
1994-05-31,232.87238046776076
1994-06-30,218.153683205226
1994-07-29,215.28387844969333
1994-08-31,216.98921005316876
1994-09-30,206.42300208366083
1994-10-31,204.72539705410102
1994-11-30,208.1586002185359
1994-12-30,214.77444654123812
1995-01-31,206.80873127188246
1995-02-28,215.06387114293665
1995-03-31,230.50382842262215
1995-04-28,253.42889047390082
1995-05-31,239.33929819926618
1995-06-30,234.15246133727672
1995-07-31,244.56652071938313
1995-08-31,238.7662312723173
1995-09-29,239.2829756648445
1995-10-31,255.95804097235032
1995-11-30,250.9974266641071
1995-12-29,253.1417147292307
1996-01-31,264.39794032792366
1996-02-29,268.74370517631706
1996-03-29,276.5884009715673
1996-04-30,281.68977879590784
1996-05-31,262.5661907480996
1996-06-28,271.0950069663303
1996-07-31,282.47646354236883
1996-08-30,309.72664602553516
1996-09-30,310.2587626286258
1996-10-31,339.2828014223851
1996-11-29,346.55704755524636
1996-12-31,353.413175753846
1997-01-01,353.413175753846
1997-01-02,353.9133713178597
1997-01-03,354.659938737862
1997-01-06,355.6249441291404
1997-01-07,356.24782046812555
1997-01-08,355.38378028167153
1997-01-09,353.46469736134264
1997-01-10,352.8793684867499
1997-01-13,352.4958504036975
1997-01-14,353.10450404907033
1997-01-15,354.54104722652477
1997-01-16,356.9407987467888
1997-01-17,358.0023312653426
1997-01-20,356.68334706522796
1997-01-21,355.5518172653097
1997-01-22,355.1956778921548
1997-01-23,349.43201000147894
1997-01-24,344.6011157786476
1997-01-27,342.8071127905661
1997-01-28,340.5488288193892
1997-01-29,340.58213665823956
1997-01-30,341.4485923942328
1997-01-31,340.74514964301534
1997-02-03,339.40204564614254
1997-02-04,337.44983301361594
1997-02-05,337.2587789337341
1997-02-06,336.30682898957724
1997-02-07,332.54670202136276
1997-02-10,333.39057941669114
1997-02-11,334.38227799805753
1997-02-12,335.5703551987641
1997-02-13,340.81849837040335
1997-02-14,340.8913066772688
1997-02-17,339.0443886247495
1997-02-18,338.76684555891455
1997-02-19,339.39003732667857
1997-02-20,341.7768249920066
1997-02-21,341.06476306268223
1997-02-24,343.319707355232
1997-02-25,341.8642865735627
1997-02-26,342.20963417531874
