Date,JAPAN SMALL VALUE
1994-05-31,830.7706127832405
1994-06-30,908.1076003552852
1994-07-29,884.5863916577242
1994-08-31,873.6148667024746
1994-09-30,844.9378922808165
1994-10-31,853.9775838798497
1994-11-30,790.4562412012207
1994-12-30,809.61614270094
1995-01-31,793.562481331943
1995-02-28,738.6358617997431
1995-03-31,781.4594637468147
1995-04-28,796.3091197709263
1995-05-31,731.565214548522
1995-06-30,696.4697664061027
1995-07-31,737.4002391444078
1995-08-31,718.6466462343759
1995-09-29,705.5246279384764
1995-10-31,676.050747085499
1995-11-30,707.9807132002855
1995-12-29,751.4863602531146
1996-01-31,764.4436585215132
1996-02-29,757.3482989421606
1996-03-29,772.1704655262579
1996-04-30,855.9490615083866
1996-05-31,828.1096177985628
1996-06-28,831.302466480573
1996-07-31,796.0690604071216
1996-08-30,762.7141911612943
1996-09-30,752.5632890795836
1996-10-31,703.0045678322074
1996-11-29,680.6000440787838
1996-12-31,614.3061628824206
1997-01-01,614.3061628824206
1997-01-02,616.2973017482394
1997-01-03,613.618901254411
1997-01-06,616.8096190796987
1997-01-07,617.2788441097629
1997-01-08,606.5783046603686
1997-01-09,593.0422456086883
1997-01-10,580.4676612387199
1997-01-13,582.9551344876841
1997-01-14,581.966447150025
1997-01-15,580.6249954854457
1997-01-16,588.5550574675668
1997-01-17,586.0762229459013
1997-01-20,577.4051924269785
1997-01-21,574.307527390417
1997-01-22,573.6643389597001
1997-01-23,568.6341428203987
1997-01-24,567.8382472250153
1997-01-27,560.6189007360641
1997-01-28,552.4323646026313
1997-01-29,549.6393574044529
1997-01-30,547.0727841960841
1997-01-31,553.7940245225378
1997-02-03,553.725154491523
1997-02-04,556.7232862146876
1997-02-05,546.2182801352174
1997-02-06,542.570732564343
1997-02-07,533.7200846662446
1997-02-10,541.5151578871329
1997-02-11,540.4885283858285
1997-02-12,535.5759583850964
1997-02-13,531.9220972454278
1997-02-14,532.7357549572033
1997-02-17,532.677866718642
1997-02-18,533.294300292504
1997-02-19,530.7770023104346
1997-02-20,540.8409550399348
1997-02-21,543.7247722746974
1997-02-24,550.558316472166
1997-02-25,550.7500703210274
1997-02-26,549.0907538448705
1997-02-27,552.3245604852639
1997-02-28,550.7251781499798
1997-03-03,546.5645612475068
1997-03-04,541.6680044058463
1997-03-05,539.979206063344
1997-03-06,535.3043798540641
1997-03-07,532.2083216927317
1997-03-10,532.068444836711
1997-03-11,530.5573555198139
1997-03-12,524.325718259603
1997-03-13,521.0823368427873
1997-03-14,514.6164102120858
1997-03-17,514.9118038053026
1997-03-18,521.8842761778033
1997-03-19,520.1464144067941
1997-03-20,517.3255595100392
1997-03-21,524.839089932708
1997-03-24,522.0512572383997
1997-03-25,520.0287747833145
1997-03-26,519.503507303006
1997-03-27,517.8737381810952
1997-03-28,516.3430919878768
1997-03-31,515.7222156335122
1997-04-01,512.8153704574211
1997-04-02,514.8646514440047
1997-04-03,511.6045763269336
1997-04-04,501.6091149109927
1997-04-07,488.1082456198884
1997-04-08,481.0965984078663
1997-04-09,471.6196880133578
1997-04-10,465.913478852454
1997-04-11,463.16696742112083
1997-04-14,459.86877901384435
1997-04-15,461.0403168761336
1997-04-16,465.8394151933801
1997-04-17,471.63352019205644
1997-04-18,482.5481877378954
1997-04-21,495.66589733089614
1997-04-22,498.7115801022745
1997-04-23,501.5935549878813
1997-04-24,501.0434211831391
1997-04-25,500.71903594374373
1997-04-28,497.50608845652334
1997-04-29,496.76880611480317
1997-04-30,501.8007494859285
1997-05-01,508.57052858178855
1997-05-02,508.79132793231844
1997-05-05,508.63287539393144
1997-05-06,523.8335440213084
1997-05-07,527.306766764123
1997-05-08,529.9784688398875
1997-05-09,537.415834330082
1997-05-12,554.88474356791
1997-05-13,556.5259266276051
1997-05-14,559.4849703152595
1997-05-15,570.1754072174652
1997-05-16,579.4740893712221
1997-05-19,577.2833531022677
1997-05-20,590.1527769015738
1997-05-21,584.3292555929678
1997-05-22,574.7945652309804
1997-05-23,578.2815745170208
1997-05-26,573.2641924334599
1997-05-27,571.3300880883423
1997-05-28,579.4061204902238
1997-05-29,575.8914982559506
1997-05-30,573.756368015089
1997-06-02,574.7760915583169
1997-06-03,578.3189204883781
1997-06-04,578.4085021005718
1997-06-05,580.7210064279947
1997-06-06,581.953977890206
1997-06-09,595.3639046361046
1997-06-10,597.3990007771832
1997-06-11,604.9552613415383
1997-06-12,593.8041537738892
1997-06-13,589.5750801998207
1997-06-16,598.0700981177032
1997-06-17,599.2215255897028
1997-06-18,600.475558119851
1997-06-19,596.013072969576
1997-06-20,592.2661368311768
1997-06-23,586.3962005741678
1997-06-24,586.7398368929835
1997-06-25,594.5538718565898
1997-06-26,596.5890969383704
1997-06-27,591.1419897958826
1997-06-30,592.6522354399699
1997-07-01,587.6050962900363
1997-07-02,590.0195119626194
1997-07-03,592.525178770808
1997-07-04,588.4782198501237
1997-07-07,589.9535617944956
1997-07-08,587.7272687717274
