Date,AC ASIA VALUE WEIGHTED
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,988.0436909890202
1999-01-05,990.2894795393134
1999-01-06,1008.6112977709492
1999-01-07,1044.0878323288966
1999-01-08,1043.1718007879895
1999-01-11,1058.8756580623942
1999-01-12,1037.9005211901504
1999-01-13,1005.403500341093
1999-01-14,1004.684068141979
1999-01-15,1015.3578661101476
1999-01-18,1021.4451738681225
1999-01-19,1017.9365594474378
1999-01-20,1033.0500038310565
1999-01-21,1031.5245159242177
1999-01-22,1006.6986633249485
1999-01-25,1002.2761360660807
1999-01-26,1008.9158268196225
1999-01-27,1021.9414922517545
1999-01-28,1015.8187034678081
1999-01-29,1032.7188759504932
1999-02-01,1039.7758638079413
1999-02-02,1043.309592602827
1999-02-03,1030.5823217005013
1999-02-04,1028.4039567235818
1999-02-05,1015.9268083734934
1999-02-08,1016.3701621326627
1999-02-09,997.7849500461303
1999-02-10,992.293661922274
1999-02-11,998.7691307291201
1999-02-12,1015.9505368880273
1999-02-15,1016.8460742534143
1999-02-16,1011.129900636432
1999-02-17,999.3312032481415
1999-02-18,989.5085664484839
1999-02-19,989.1136965589442
1999-02-22,1003.7972132466906
1999-02-23,1009.9741986259323
1999-02-24,1011.390847821456
1999-02-25,1015.7277219337647
1999-02-26,1035.2018803441329
1999-03-01,1033.3701232384772
1999-03-02,1018.9432915165968
1999-03-03,1019.6471758938235
1999-03-04,1017.1220307993792
1999-03-05,1052.6944080341646
1999-03-08,1062.4474387995167
1999-03-09,1079.1426570631318
1999-03-10,1103.7098530158307
1999-03-11,1120.2008016444124
1999-03-12,1120.0521670130356
1999-03-15,1144.5917038337486
1999-03-16,1169.870547997237
1999-03-17,1168.4814531172563
1999-03-18,1146.08083675657
1999-03-19,1192.3785053346287
1999-03-22,1192.5025488655072
1999-03-23,1190.2011152978787
1999-03-24,1161.9515174982673
1999-03-25,1180.8424779742656
1999-03-26,1195.5085310861293
1999-03-29,1193.7512550215492
1999-03-30,1192.3792018923077
1999-03-31,1205.1349850641939
1999-04-01,1226.2703398619753
1999-04-02,1228.5759856312316
1999-04-05,1227.6306383214546
1999-04-06,1248.9208010538334
1999-04-07,1253.0391171276524
1999-04-08,1266.719386080929
1999-04-09,1274.0109670204329
1999-04-12,1251.670416646416
1999-04-13,1271.5470355898478
1999-04-14,1288.5399280170202
1999-04-15,1301.21264528452
1999-04-16,1332.532406238114
1999-04-19,1360.9981541224274
1999-04-20,1346.5032865093526
1999-04-21,1324.8850756182505
1999-04-22,1332.3524135192786
1999-04-23,1344.7498553900527
1999-04-26,1369.2114613251981
1999-04-27,1374.218300352368
1999-04-28,1377.5883517085651
1999-04-29,1372.6816935095078
1999-04-30,1368.0809498482397
1999-05-03,1365.7847033053333
1999-05-04,1368.4736781758725
1999-05-05,1362.7188953567154
1999-05-06,1397.9922754018442
1999-05-07,1382.7747550431873
1999-05-10,1385.8013220540029
1999-05-11,1371.06340769366
1999-05-12,1377.7941691755266
1999-05-13,1365.1806505297427
1999-05-14,1345.6512646415497
1999-05-17,1311.918048597262
1999-05-18,1323.6196762012862
1999-05-19,1296.6053761522317
1999-05-20,1295.8194182610464
1999-05-21,1309.4726210348267
1999-05-24,1311.564808402295
1999-05-25,1307.2350434549471
1999-05-26,1331.5406411174376
1999-05-27,1333.338585536089
1999-05-28,1332.949684761341
1999-05-31,1333.9070559299769
1999-06-01,1358.8021298876154
1999-06-02,1382.7120956277163
1999-06-03,1369.8800067739292
1999-06-04,1379.3656139677469
1999-06-07,1408.5949240528823
1999-06-08,1415.8894615882343
1999-06-09,1419.3405434947288
1999-06-10,1441.7833528581698
1999-06-11,1460.762534164821
1999-06-14,1444.882701822146
1999-06-15,1445.2013330935556
1999-06-16,1468.2735431042258
1999-06-17,1492.3707148466483
1999-06-18,1472.1064635659839
1999-06-21,1500.8661185247788
1999-06-22,1517.258240997157
1999-06-23,1500.1441699660675
1999-06-24,1492.9235613074204
1999-06-25,1473.5588633069854
1999-06-28,1501.6832178507238
1999-06-29,1517.1681355799738
1999-06-30,1505.864310879612
1999-07-01,1542.6014216089613
1999-07-02,1563.345764474356
1999-07-05,1575.701537288413
1999-07-06,1569.0449492836763
1999-07-07,1571.6327264729653
1999-07-08,1569.7972206808502
1999-07-09,1575.77229117971
1999-07-12,1593.7901874324045
1999-07-13,1587.2447448276378
1999-07-14,1586.605570411173
1999-07-15,1596.8233059864406
1999-07-16,1591.4596212273316
1999-07-19,1619.236805363812
1999-07-20,1579.469033934604
1999-07-21,1554.2624324068372
1999-07-22,1532.7457139717337
1999-07-23,1507.3323067491779
1999-07-26,1469.6700122963193
1999-07-27,1482.5206642558883
1999-07-28,1508.1019267003517
1999-07-29,1523.626351714487
1999-07-30,1535.5753360221693
1999-08-02,1530.7664407373263
1999-08-03,1539.086256429132
1999-08-04,1515.8041333384624
1999-08-05,1485.011816849074
1999-08-06,1467.4578614963427
1999-08-09,1470.7480857494274
1999-08-10,1470.3405677708515
1999-08-11,1459.2453023060968
1999-08-12,1479.0644578629888
1999-08-13,1482.1398574840762
1999-08-16,1519.2716090785625
1999-08-17,1529.610124970161
1999-08-18,1545.4523340125668
1999-08-19,1541.2607964761487
1999-08-20,1566.4656758809854
1999-08-23,1598.475908333153
1999-08-24,1599.8033392804355
1999-08-25,1606.1887827098924
1999-08-26,1593.1697261728768
1999-08-27,1582.0649096948252
1999-08-30,1603.9075770322308
1999-08-31,1556.9851757827219
1999-09-01,1584.8950793119254
1999-09-02,1567.6935557497354
1999-09-03,1569.4959956090233
1999-09-06,1596.5183058346063
1999-09-07,1574.0614652399247
1999-09-08,1565.3693988973707
1999-09-09,1608.928875132903
1999-09-10,1625.8694333863634
1999-09-13,1678.9989875057304
1999-09-14,1671.1622712603744
1999-09-15,1677.4243030472871
1999-09-16,1640.7854515839315
1999-09-17,1627.8028196890843
1999-09-20,1638.571824474549
1999-09-21,1666.8174106365152
1999-09-22,1621.5881061255411
1999-09-23,1630.2957950217024
1999-09-24,1589.241863799123
1999-09-27,1560.9612025351366
1999-09-28,1579.8637263277462
1999-09-29,1547.9025959655096
1999-09-30,1568.8742435180989
1999-10-01,1579.4374816325508
1999-10-04,1564.741442940053
1999-10-05,1555.115082802443
1999-10-06,1560.534951226273
1999-10-07,1571.0435196383598
1999-10-08,1591.641798281401
1999-10-11,1595.8630823890674
1999-10-12,1595.9027935077513
1999-10-13,1562.0809533692886
1999-10-14,1574.606868768791
1999-10-15,1549.7323422797508
1999-10-18,1521.6633802083238
1999-10-19,1525.4534391292293
1999-10-20,1554.6303838065953
1999-10-21,1544.3600351830103
1999-10-22,1572.0852389124332
1999-10-25,1589.590443262804
1999-10-26,1608.3708860454117
1999-10-27,1606.4189841898633
1999-10-28,1603.3996680040696
1999-10-29,1647.1099006242073
1999-11-01,1653.234634891886
1999-11-02,1665.5886241425662
1999-11-03,1655.0177465744507
1999-11-04,1691.1026561928472
1999-11-05,1676.5713045211432
1999-11-08,1674.6003124498022
1999-11-09,1677.9194543219317
1999-11-10,1691.903202120897
1999-11-11,1682.4007510236563
1999-11-12,1699.3821856558973
1999-11-15,1692.1578666710536
1999-11-16,1688.6207337109463
1999-11-17,1692.4664538795162
1999-11-18,1724.4756089516525
1999-11-19,1744.8258326516454
1999-11-22,1759.7176225268581
1999-11-23,1771.2745154768393
1999-11-24,1774.4911980600587
1999-11-25,1756.5014636897413
1999-11-26,1804.2053403040313
1999-11-29,1820.1251255391082
1999-11-30,1791.9715102821785
1999-12-01,1798.2632516475053
1999-12-02,1816.6837744828426
1999-12-03,1818.7489533891533
1999-12-06,1776.7266158536358
1999-12-07,1785.094161028221
1999-12-08,1759.0264323180259
1999-12-09,1773.6436578946673
1999-12-10,1795.0387501716727
1999-12-13,1784.6580170292223
1999-12-14,1783.354817839753
1999-12-15,1781.8165808943133
1999-12-16,1753.7507904374436
1999-12-17,1777.9085813959223
1999-12-20,1786.4135063179526
1999-12-21,1781.5432053847385
1999-12-22,1807.1653503554746
1999-12-23,1789.9041471569524
1999-12-24,1785.1584311476588
1999-12-27,1782.4662042864697
1999-12-28,1812.2866401921187
1999-12-29,1816.312201274693
1999-12-30,1827.6859554274718
1999-12-31,1827.839663596421
2000-01-03,1824.9699689384277
2000-01-04,1787.5059303630421
2000-01-05,1733.2095510095976
2000-01-06,1677.203564498556
2000-01-07,1699.6277624404397
2000-01-10,1711.9253696436786
2000-01-11,1733.943407563508
2000-01-12,1727.523356436114
2000-01-13,1737.3039269973763
2000-01-14,1779.0332247726874
2000-01-17,1825.5526951918343
2000-01-18,1800.8922866443017
2000-01-19,1765.3731948598293
2000-01-20,1776.6927251430398
2000-01-21,1784.8026455704144
2000-01-24,1790.7856960987515
2000-01-25,1755.419424641223
2000-01-26,1780.1012919280026
2000-01-27,1823.9142389174417
2000-01-28,1845.03462418705
2000-01-31,1837.2543777064775
2000-02-01,1823.0668211410932
2000-02-02,1835.562242828503
2000-02-03,1824.0137990103267
2000-02-04,1848.4579095376912
2000-02-07,1845.562374503808
2000-02-08,1798.6115663066073
2000-02-09,1801.9866442598466
2000-02-10,1799.6650562242844
2000-02-11,1796.022430275211
2000-02-14,1779.894240952613
2000-02-15,1734.0225586900528
2000-02-16,1733.3888144770485
2000-02-17,1742.590475626476
2000-02-18,1727.4934352374903
2000-02-21,1681.110308797197
2000-02-22,1633.9330938725614
2000-02-23,1658.2604647293824
2000-02-24,1681.4158403115696
2000-02-25,1728.8155930544458
2000-02-28,1755.2774608197783
2000-02-29,1750.6865662528123
2000-03-01,1781.5126876771128
2000-03-02,1783.51472397912
2000-03-03,1780.8917118912864
2000-03-06,1780.6472378979875
2000-03-07,1813.3652809124283
2000-03-08,1801.5967116148356
2000-03-09,1782.4798512528619
2000-03-10,1804.584055520992
2000-03-13,1769.230332257553
2000-03-14,1776.648086595484
2000-03-15,1744.2412398062759
2000-03-16,1760.6964310203791
2000-03-17,1791.6651212757781
2000-03-20,1780.0349870303462
2000-03-21,1769.32991641323
2000-03-22,1779.470772033664
2000-03-23,1769.3002220280307
2000-03-24,1782.5610863329787
2000-03-27,1822.8553486976487
2000-03-28,1864.6838557660305
2000-03-29,1934.3852999400517
2000-03-30,1901.6168571069863
