Date,ACWI ex USA VALUE WEIGHTED
1999-04-28,1253.2853633133516
1999-04-29,1252.3313652054183
1999-04-30,1256.9125498327842
1999-05-03,1261.4803315159024
1999-05-04,1262.5270097808252
1999-05-05,1250.294919473208
1999-05-06,1260.6247337044863
1999-05-07,1253.4733509432479
1999-05-10,1254.8446726264383
1999-05-11,1252.7014589871317
1999-05-12,1249.5076031905935
1999-05-13,1254.3992039637274
1999-05-14,1233.3814925024826
1999-05-17,1211.4196881623066
1999-05-18,1221.7676881795655
1999-05-19,1217.9612972410794
1999-05-20,1222.1683761915515
1999-05-21,1225.0660355535395
1999-05-24,1220.0306891582895
1999-05-25,1205.8332127905571
1999-05-26,1219.659412978095
1999-05-27,1212.2170167878824
1999-05-28,1214.156157660383
1999-05-31,1218.7875641062196
1999-06-01,1224.6775804754736
1999-06-02,1239.2883680696875
1999-06-03,1242.5355055747962
1999-06-04,1252.9588813919709
1999-06-07,1268.1256355172875
1999-06-08,1264.920100765945
1999-06-09,1267.5157047609712
1999-06-10,1265.7668770854152
1999-06-11,1278.3265045844805
1999-06-14,1272.5525267058624
1999-06-15,1274.5692870884702
1999-06-16,1293.9648076573285
1999-06-17,1303.8207573943698
1999-06-18,1299.853674895972
1999-06-21,1316.452804099859
1999-06-22,1317.345288670004
1999-06-23,1303.053237429788
1999-06-24,1292.5378971882085
1999-06-25,1281.1601071997243
1999-06-28,1292.9905686294633
1999-06-29,1298.7266594627843
1999-06-30,1297.883980466327
1999-07-01,1324.6342274357678
1999-07-02,1337.307027954849
1999-07-05,1354.1917238305543
1999-07-06,1349.789383689729
1999-07-07,1347.0932966719304
1999-07-08,1347.0583782486567
1999-07-09,1350.1802553054786
1999-07-12,1355.5284721993573
1999-07-13,1342.1977666146734
1999-07-14,1345.42899078796
1999-07-15,1355.1867943465138
1999-07-16,1352.0340727637802
1999-07-19,1358.9996035633983
1999-07-20,1326.344178768327
1999-07-21,1308.2299372327768
1999-07-22,1297.683745105223
1999-07-23,1282.1538830173747
1999-07-26,1256.6137154984542
1999-07-27,1265.236587085968
1999-07-28,1275.5164785636846
1999-07-29,1263.4307584712774
1999-07-30,1278.8804256508186
1999-08-02,1276.5161709096546
1999-08-03,1277.6654326192277
1999-08-04,1268.034415925867
1999-08-05,1244.3004230971155
1999-08-06,1239.7639252037532
1999-08-09,1247.5799441487434
1999-08-10,1235.844139511446
1999-08-11,1241.3153334589415
1999-08-12,1259.8195664326201
1999-08-13,1274.8496338759887
1999-08-16,1287.5296769033466
1999-08-17,1290.547559409683
1999-08-18,1293.1766092316677
1999-08-19,1282.4258730075985
1999-08-20,1296.1603911271718
1999-08-23,1317.827610321848
1999-08-24,1318.8453775543553
1999-08-25,1329.5551849100389
1999-08-26,1325.1504358786342
1999-08-27,1321.2965140408326
1999-08-30,1325.0410772896298
1999-08-31,1295.7657566855148
1999-09-01,1308.9701669452445
1999-09-02,1291.0071710353905
1999-09-03,1309.6309384054969
1999-09-06,1323.4718743516544
1999-09-07,1313.8743386811273
1999-09-08,1310.7379789838412
1999-09-09,1330.961818238487
1999-09-10,1339.7969602006028
1999-09-13,1351.312807111771
1999-09-14,1342.9141605122247
1999-09-15,1340.3291951655672
1999-09-16,1324.1921595196743
1999-09-17,1321.859455758958
1999-09-20,1327.4938437016754
1999-09-21,1322.0848512716389
1999-09-22,1305.0848624803136
1999-09-23,1312.4255847482543
1999-09-24,1291.4214570766026
1999-09-27,1296.5179315722773
1999-09-28,1293.110703143586
1999-09-29,1276.6265037407409
1999-09-30,1282.0007479865583
1999-10-01,1280.6744250057084
1999-10-04,1286.7337306011027
1999-10-05,1288.0301265248906
1999-10-06,1291.0058572490534
1999-10-07,1299.0677233888628
1999-10-08,1307.5780422650162
1999-10-11,1308.9046248550148
1999-10-12,1298.4601806641829
1999-10-13,1279.2195847027947
1999-10-14,1277.057753752699
1999-10-15,1252.4611353507364
1999-10-18,1237.9885295440172
1999-10-19,1254.7197317619512
1999-10-20,1266.2710643864502
1999-10-21,1258.629776538407
1999-10-22,1282.9097476786185
1999-10-25,1284.6732222622124
1999-10-26,1298.1941365195705
1999-10-27,1295.5362821655394
1999-10-28,1308.1395830525405
1999-10-29,1333.5980682315305
1999-11-01,1336.8798669800844
1999-11-02,1341.2371590043438
1999-11-03,1343.7500265504375
1999-11-04,1361.0668177422813
1999-11-05,1358.1945154808993
1999-11-08,1357.6411202215222
1999-11-09,1361.070555207107
1999-11-10,1369.1983658445542
1999-11-11,1377.0968293387382
1999-11-12,1384.5266072948527
1999-11-15,1389.6681212891617
1999-11-16,1393.3754160335677
1999-11-17,1391.241737065925
1999-11-18,1407.496332150146
1999-11-19,1414.6300997498963
1999-11-22,1408.7893119958396
1999-11-23,1418.3443482128978
1999-11-24,1420.0697973616316
1999-11-25,1428.2940874336236
1999-11-26,1445.8545069589986
1999-11-29,1450.1211101211666
1999-11-30,1430.4053379771967
1999-12-01,1438.386792742225
1999-12-02,1449.1859910815642
1999-12-03,1462.5688999836643
1999-12-06,1441.4166133608164
1999-12-07,1443.4363266607584
1999-12-08,1431.45369829307
1999-12-09,1441.4066378810717
1999-12-10,1449.9578433188906
1999-12-13,1452.4783055479093
1999-12-14,1455.6381912796976
1999-12-15,1454.5867076876066
1999-12-16,1448.9475927150916
1999-12-17,1464.2823140500986
1999-12-20,1469.3692170733386
1999-12-21,1467.041827296317
1999-12-22,1481.9137152654503
1999-12-23,1486.4860792158918
1999-12-24,1489.784462319281
1999-12-27,1492.521788784287
1999-12-28,1504.8418690582655
1999-12-29,1512.3824793097813
1999-12-30,1525.7123230556676
1999-12-31,1526.1371954803935
2000-01-03,1517.7531062548712
2000-01-04,1473.433024729169
2000-01-05,1445.617047996929
2000-01-06,1428.1706554117009
2000-01-07,1453.3845752818215
2000-01-10,1469.8017586599588
2000-01-11,1467.2859205675861
2000-01-12,1462.0589253616145
2000-01-13,1469.9280089165652
2000-01-14,1498.6236081952031
2000-01-17,1516.2039757486418
2000-01-18,1494.5895558064308
2000-01-19,1478.450625643421
2000-01-20,1477.9336940678302
2000-01-21,1475.57783215115
2000-01-24,1475.5870226353682
2000-01-25,1449.3981368170541
2000-01-26,1463.8063817843363
2000-01-27,1490.149018856916
2000-01-28,1488.5079052635665
2000-01-31,1470.3055892866535
2000-02-01,1477.758868467051
2000-02-02,1488.7439982448325
2000-02-03,1495.0051371142313
2000-02-04,1502.0356031108556
2000-02-07,1497.2676013584457
2000-02-08,1495.2363533253642
2000-02-09,1492.1298237100364
2000-02-10,1492.5566788045612
2000-02-11,1485.997291267833
2000-02-14,1477.5882892381799
2000-02-15,1454.8189144720918
2000-02-16,1466.5071904194199
2000-02-17,1475.32732400316
2000-02-18,1463.5064257915467
2000-02-21,1442.5751518970267
2000-02-22,1417.6198735521823
2000-02-23,1434.7319706128615
2000-02-24,1439.8531650691789
2000-02-25,1467.2356501153013
2000-02-28,1470.7212058374917
2000-02-29,1479.0510524963568
2000-03-01,1498.996969907833
2000-03-02,1512.7954088958147
2000-03-03,1517.6998500948976
2000-03-06,1519.6647548850192
2000-03-07,1523.5179569561478
2000-03-08,1513.7997292103312
2000-03-09,1506.6570833211708
2000-03-10,1515.360422850422
2000-03-13,1488.2532695597154
2000-03-14,1493.7157446723106
2000-03-15,1473.4227390041985
2000-03-16,1501.605314173655
2000-03-17,1511.5567254034456
2000-03-20,1512.006904659507
2000-03-21,1513.862299245277
2000-03-22,1522.568913900539
2000-03-23,1514.7809429304953
2000-03-24,1534.4951967012132
2000-03-27,1546.0982039628345
2000-03-28,1559.0349508687893
2000-03-29,1580.6768767347533
2000-03-30,1555.3421559884093
2000-03-31,1570.6481032709635
2000-04-03,1564.679461102265
2000-04-04,1569.663693713482
2000-04-05,1544.8475670281982
2000-04-06,1553.801780344035
2000-04-07,1559.439583192474
2000-04-10,1560.7402277279048
2000-04-11,1544.2286946853746
2000-04-12,1558.785656077869
2000-04-13,1554.0371638443587
2000-04-14,1532.7577979282823
2000-04-17,1489.2918299302933
2000-04-18,1516.776016913701
2000-04-19,1530.580832028265
2000-04-20,1535.9984945364426
2000-04-21,1529.3169827999068
2000-04-24,1538.7802245477244
2000-04-25,1564.9777882004453
2000-04-26,1568.5292865612746
2000-04-27,1565.0407624882023
2000-04-28,1569.8702033510285
2000-05-01,1579.8025028476397
2000-05-02,1595.8958383676927
2000-05-03,1600.1991330161914
2000-05-04,1601.3688560380792
2000-05-05,1602.2264983377015
2000-05-08,1594.4514825044023
2000-05-09,1572.276678441637
2000-05-10,1553.4070459506622
2000-05-11,1562.305717456155
2000-05-12,1575.3938871508071
2000-05-15,1560.678916158259
2000-05-16,1587.2858769331126
2000-05-17,1584.5180778203708
2000-05-18,1579.8437160212834
2000-05-19,1567.3969753740007
2000-05-22,1534.2921769450274
2000-05-23,1533.224253236765
2000-05-24,1527.5660659056537
2000-05-25,1537.9780917977039
2000-05-26,1512.4662488263398
2000-05-29,1520.2066750420026
2000-05-30,1530.0684587484861
2000-05-31,1529.0497328557162
2000-06-01,1538.0032687429111
2000-06-02,1550.207238305954
2000-06-05,1563.4498644383252
2000-06-06,1552.7650833427806
2000-06-07,1552.9140612924602
2000-06-08,1552.3611596623532
2000-06-09,1557.3848748791365
2000-06-12,1557.8537686266275
2000-06-13,1546.9259280459848
2000-06-14,1550.4778807101688
2000-06-15,1542.966819785634
2000-06-16,1534.9466120522966
2000-06-19,1540.4199513797892
2000-06-20,1553.3333180239651
2000-06-21,1561.127800131551
2000-06-22,1565.8882068198031
2000-06-23,1564.8739340074849
2000-06-26,1560.6067107479246
2000-06-27,1562.9277151790902
2000-06-28,1569.2695350846948
2000-06-29,1557.915333212796
2000-06-30,1560.1756394774852
2000-07-03,1582.4205548478976
2000-07-04,1585.7927739381255
2000-07-05,1571.2601985173824
2000-07-06,1570.415604781596
2000-07-07,1588.7737660748996
2000-07-10,1593.273674317008
2000-07-11,1594.3449827596107
2000-07-12,1602.2059544447748
2000-07-13,1600.1932590827828
2000-07-14,1602.0902600592926
2000-07-17,1603.7600112668
2000-07-18,1591.9976726599268
2000-07-19,1596.9623145660585
2000-07-20,1601.109942569004
2000-07-21,1579.9086531718772
2000-07-24,1573.7861214630798
2000-07-25,1563.7139613423706
2000-07-26,1560.9130644804166
2000-07-27,1550.8184688845781
2000-07-28,1551.2869103540318
2000-07-31,1555.891847559571
2000-08-01,1563.823069741671
2000-08-02,1584.7187578885007
2000-08-03,1587.4865734030122
2000-08-04,1587.3401789178893
2000-08-07,1600.213821004134
2000-08-08,1606.6233869205812
2000-08-09,1622.6403553461084
2000-08-10,1607.948166977148
2000-08-11,1619.250648577146
2000-08-14,1624.8379547684926
2000-08-15,1619.15290477148
2000-08-16,1626.5172377051836
2000-08-17,1616.3778702055502
2000-08-18,1621.850949901819
2000-08-21,1623.316393243518
2000-08-22,1639.782896736284
2000-08-23,1648.3959764300246
2000-08-24,1635.6403502150574
2000-08-25,1638.1829792537362
2000-08-28,1647.4705742192232
2000-08-29,1646.3088005940303
2000-08-30,1640.1667171562897
2000-08-31,1640.7843366949241
2000-09-01,1642.6030290772835
2000-09-04,1648.924882483776
2000-09-05,1654.3503288547079
2000-09-06,1655.7860586645054
2000-09-07,1662.7485400236174
2000-09-08,1657.5313691510364
2000-09-11,1654.069899385346
2000-09-12,1641.9478566589164
2000-09-13,1634.5970678918295
2000-09-14,1638.9707128677126
2000-09-15,1627.6103231991203
2000-09-18,1621.1577007432247
2000-09-19,1622.878428947074
2000-09-20,1633.0528200114975
2000-09-21,1612.2224623578168
2000-09-22,1567.7341656580381
2000-09-25,1591.7354416674696
2000-09-26,1580.1537968111184
2000-09-27,1574.713923136432
2000-09-28,1575.6742909716818
2000-09-29,1586.6321149225819
2000-10-02,1592.6855630334999
2000-10-03,1606.6634507763517
2000-10-04,1610.600369177592
2000-10-05,1620.0078337884747
2000-10-06,1614.9951259573697
2000-10-09,1597.8758805545601
2000-10-10,1597.0445330945029
2000-10-11,1568.7370936494985
2000-10-12,1576.3225683630674
2000-10-13,1576.4953038722028
2000-10-16,1593.202725748753
2000-10-17,1575.74507340335
2000-10-18,1563.98775389654
2000-10-19,1584.6622881570695
2000-10-20,1600.8100681666288
2000-10-23,1604.1925835572836
2000-10-24,1617.1015890444653
2000-10-25,1618.3551002773333
2000-10-26,1614.6636968744856
2000-10-27,1605.4599694983967
2000-10-30,1604.8999083468223
2000-10-31,1617.1072215887054
2000-11-01,1623.541023597887
2000-11-02,1627.4124845843533
2000-11-03,1629.9311831103273
2000-11-06,1639.32178863172
2000-11-07,1639.228823834274
2000-11-08,1639.4614460868647
2000-11-09,1623.9413227835612
2000-11-10,1609.0240403066941
2000-11-13,1591.5423978253566
2000-11-14,1609.2933286365737
2000-11-15,1608.1234009082877
2000-11-16,1601.167903810818
2000-11-17,1599.9963693869227
2000-11-20,1588.858888912565
2000-11-21,1588.6913963753855
2000-11-22,1570.4039635427962
2000-11-23,1572.686359003522
2000-11-24,1584.579677129826
2000-11-27,1590.0607298247326
2000-11-28,1575.7824886486794
2000-11-29,1559.1474006376257
2000-11-30,1537.8573348038535
2000-12-01,1553.2397921917466
2000-12-04,1529.9285830946008
2000-12-05,1552.706002740368
2000-12-06,1557.6022387560308
2000-12-07,1543.4143527849105
2000-12-08,1554.2091658538993
2000-12-11,1590.761911407238
2000-12-12,1586.5107065065733
2000-12-13,1583.0855517334649
2000-12-14,1554.6317907818752
2000-12-15,1521.9515461409542
2000-12-18,1529.6816326172818
2000-12-19,1535.0079570209484
2000-12-20,1493.7059905973808
2000-12-21,1475.058720695493
2000-12-22,1468.5331685841168
2000-12-25,1478.9424425418588
2000-12-26,1471.0867856968855
2000-12-27,1480.092113159523
2000-12-28,1489.7985398301737
2000-12-29,1482.5861730299428
2001-01-01,1482.7468078731843
2001-01-02,1468.2452833626085
2001-01-03,1467.2775650934723
2001-01-04,1487.831628003364
2001-01-05,1484.8838934438013
2001-01-08,1484.1553091354176
2001-01-09,1481.8145692378623
2001-01-10,1470.0818512227997
2001-01-11,1460.4977875137217
2001-01-12,1465.9372981803256
2001-01-15,1474.2510594660773
2001-01-16,1473.955034023789
2001-01-17,1501.9218270002195
2001-01-18,1493.1778045216408
2001-01-19,1507.0508021008561
2001-01-22,1511.7576221888241
2001-01-23,1510.085844846206
2001-01-24,1525.5882317124963
2001-01-25,1534.694052478402
2001-01-26,1528.7237261948767
2001-01-29,1537.0807907358198
2001-01-30,1534.4260890025034
2001-01-31,1538.3175063479039
2001-02-01,1527.2782987889357
2001-02-02,1525.3634508386815
2001-02-05,1510.3014482534
2001-02-06,1521.643504531047
2001-02-07,1508.9675953493438
2001-02-08,1520.0941743994315
2001-02-09,1507.310044715257
2001-02-12,1508.8685226783432
2001-02-13,1519.2912445062448
2001-02-14,1518.6878871805095
2001-02-15,1540.5575806264235
2001-02-16,1510.1628979801258
2001-02-19,1498.7659508351007
2001-02-20,1509.2867887567663
2001-02-21,1489.3904970623594
2001-02-22,1490.2308640278115
2001-02-23,1481.865301024614
2001-02-26,1490.645328364682
2001-02-27,1482.8900948507378
2001-02-28,1475.6332648352716
2001-03-01,1458.7195949455386
2001-03-02,1440.281757998432
2001-03-05,1453.7389930506374
2001-03-06,1468.2936584521076
2001-03-07,1472.2764522279658
2001-03-08,1469.6114507533646
2001-03-09,1460.39630426417
2001-03-12,1428.8777027150413
2001-03-13,1416.0793082752036
2001-03-14,1397.8023222251413
2001-03-15,1417.4566382029939
2001-03-16,1403.2833352272917
2001-03-19,1397.859745719591
2001-03-20,1400.413822006244
2001-03-21,1406.697155967131
2001-03-22,1372.3091485040127
2001-03-23,1389.0918345862515
2001-03-26,1427.4845004021765
2001-03-27,1439.051811090353
2001-03-28,1442.273315522253
2001-03-29,1434.0307928272075
2001-03-30,1428.7536740716964
2001-04-02,1418.4057616636853
2001-04-03,1398.682804381543
2001-04-04,1390.0683690296096
2001-04-05,1417.9936538189736
2001-04-06,1416.378091805277
2001-04-09,1414.2896788740643
2001-04-10,1440.4342270345305
2001-04-11,1455.9966586101973
2001-04-12,1455.867020475196
2001-04-13,1454.7399928414334
2001-04-16,1457.9175445718893
2001-04-17,1457.8935105034916
2001-04-18,1502.2381207621338
2001-04-19,1496.0968018861786
2001-04-20,1474.7362334339182
2001-04-23,1472.9277676021147
2001-04-24,1479.163666481834
2001-04-25,1479.0643510445334
2001-04-26,1484.8524301270056
2001-04-27,1502.0386031504338
2001-04-30,1517.5358504428953
2001-05-01,1526.7980090314124
2001-05-02,1529.2868542596964
2001-05-03,1517.2797755231163
2001-05-04,1519.8287976345916
2001-05-07,1529.6703607058612
2001-05-08,1524.768888071498
2001-05-09,1517.3575385951926
2001-05-10,1529.716516465251
2001-05-11,1534.6501900125365
2001-05-14,1516.2364073705041
2001-05-15,1522.0868090966092
2001-05-16,1514.9709549429535
2001-05-17,1539.2502857494221
2001-05-18,1545.5110037169138
2001-05-21,1559.85241871456
2001-05-22,1572.335438599984
2001-05-23,1580.1875431153258
2001-05-24,1582.0342729766783
2001-05-25,1575.0070008130954
2001-05-28,1567.8043465573023
2001-05-29,1574.1204845582515
2001-05-30,1554.151349348051
2001-05-31,1565.5727744086093
2001-06-01,1564.2014423220921
2001-06-04,1568.1050227094445
2001-06-05,1571.7637584636584
2001-06-06,1567.8191647027472
2001-06-07,1565.5626004443084
2001-06-08,1567.7033730503995
2001-06-11,1560.0918390493869
2001-06-12,1530.883646039883
2001-06-13,1534.6053369967435
2001-06-14,1517.0628537737687
2001-06-15,1499.9423706538971
2001-06-18,1486.1365315239693
2001-06-19,1490.8828859379869
2001-06-20,1489.9046643626318
2001-06-21,1494.6982449601298
2001-06-22,1502.3319771347155
2001-06-25,1494.3611758887766
2001-06-26,1482.4066176431572
2001-06-27,1481.0538338177064
2001-06-28,1495.4226267053098
2001-06-29,1513.752716903716
2001-07-02,1524.2970851193847
2001-07-03,1516.1554627217165
2001-07-04,1508.4562445984377
2001-07-05,1506.3729038826866
2001-07-06,1470.206482035067
2001-07-09,1462.4986098590762
2001-07-10,1454.596951234974
2001-07-11,1435.0821115201568
2001-07-12,1458.383890909067
2001-07-13,1460.8707008018412
2001-07-16,1450.5258086399263
2001-07-17,1444.3905832004123
2001-07-18,1413.9956424495956
2001-07-19,1425.4289237611263
2001-07-20,1418.543583645395
2001-07-23,1414.2232835490486
2001-07-24,1400.1542407560878
2001-07-25,1389.9964987247627
2001-07-26,1397.450312588548
2001-07-27,1413.9061716025801
2001-07-30,1413.072429492412
2001-07-31,1430.410884969355
2001-08-01,1434.000652470155
2001-08-02,1442.71287952124
2001-08-03,1430.2951263614455
2001-08-06,1433.7482744384947
2001-08-07,1440.7329442837163
2001-08-08,1431.4096995413802
2001-08-09,1398.5703515955763
2001-08-10,1391.2346821328963
2001-08-13,1388.286843340616
2001-08-14,1409.5182603513467
2001-08-15,1400.6008622616482
2001-08-16,1389.1395291620397
2001-08-17,1371.3223486738439
2001-08-20,1367.7542408632416
2001-08-21,1376.7247157643176
2001-08-22,1375.2470159399643
2001-08-23,1378.9222942063907
2001-08-24,1389.6654074036194
2001-08-27,1397.4565720304113
2001-08-28,1386.3515112535242
2001-08-29,1380.6695704602535
2001-08-30,1360.87946690938
2001-08-31,1359.0478321830349
2001-09-03,1343.3721493531127
2001-09-04,1372.0102700704795
2001-09-05,1357.7525034616615
2001-09-06,1335.5730929278661
2001-09-07,1305.110337313179
2001-09-10,1288.9367545345465
2001-09-11,1238.3179809919343
2001-09-12,1216.3373351339294
2001-09-13,1224.460539442304
2001-09-14,1187.4062414221385
2001-09-17,1182.8588876291121
2001-09-18,1177.0694224572758
2001-09-19,1162.6769114467775
2001-09-20,1126.9399470946862
2001-09-21,1102.9127181888675
2001-09-24,1135.217376288692
2001-09-25,1141.7637705522957
2001-09-26,1147.3957472664708
2001-09-27,1154.1781632328543
2001-09-28,1190.819369985025
2001-10-01,1179.5547559168215
2001-10-02,1188.3858667914506
2001-10-03,1183.141061178228
2001-10-04,1219.5434049701228
2001-10-05,1213.181832069875
2001-10-08,1209.8668906767225
2001-10-09,1204.4026543892642
2001-10-10,1220.1938879044258
2001-10-11,1247.2915997621492
2001-10-12,1245.664391070913
2001-10-15,1228.695783190137
2001-10-16,1235.7944821794654
2001-10-17,1254.9096727543724
2001-10-18,1239.291992674551
2001-10-19,1231.3523336632504
2001-10-22,1244.616212778679
2001-10-23,1269.294958531682
2001-10-24,1272.2975144051436
2001-10-25,1259.957066144966
2001-10-26,1275.7750212548126
2001-10-29,1248.6168221830062
2001-10-30,1223.1444235094593
2001-10-31,1234.8123046026576
2001-11-01,1237.3160289806424
2001-11-02,1241.1427346704006
2001-11-05,1266.2518452946524
2001-11-06,1270.7863790941933
2001-11-07,1267.7760815137774
2001-11-08,1292.214231032457
2001-11-09,1284.375319598432
2001-11-12,1266.8803679083237
2001-11-13,1294.3953231539099
2001-11-14,1297.27759349911
2001-11-15,1309.4601907484105
2001-11-16,1312.829086781726
2001-11-19,1335.3470893726524
2001-11-20,1322.8075370442343
2001-11-21,1326.4465607049942
2001-11-22,1329.4733472440346
2001-11-23,1331.966422672464
2001-11-26,1340.0984680476556
2001-11-27,1328.750407085429
2001-11-28,1305.7828704573315
2001-11-29,1304.1121228167503
2001-11-30,1305.106421494347
2001-12-03,1297.4952662575072
2001-12-04,1304.7581799246834
2001-12-05,1341.8407342644234
2001-12-06,1348.0156432477595
2001-12-07,1338.2371543117727
2001-12-10,1317.8345983645274
2001-12-11,1313.0248208431976
2001-12-12,1310.5419500177122
2001-12-13,1284.6987153017308
2001-12-14,1272.15866288975
2001-12-17,1281.0891516850265
2001-12-18,1284.1556805584987
2001-12-19,1279.7917460305587
2001-12-20,1279.1357122942939
2001-12-21,1294.0693320670257
2001-12-24,1303.2876889084525
2001-12-25,1303.2323412263327
2001-12-26,1301.581936041735
2001-12-27,1313.791312704405
2001-12-28,1329.842049326427
2001-12-31,1324.1405948097058
2002-01-01,1324.1958307471061
2002-01-02,1307.1294046527855
2002-01-03,1328.5450997322878
2002-01-04,1347.7888176892693
2002-01-07,1344.7271079429268
2002-01-08,1330.8720917713927
2002-01-09,1331.2401548616767
2002-01-10,1313.8412283150562
2002-01-11,1316.9292828277653
2002-01-14,1298.3156297720097
2002-01-15,1299.387991760724
2002-01-16,1295.038943421247
2002-01-17,1306.8324886020994
2002-01-18,1305.9162243110693
2002-01-21,1304.4825671374529
2002-01-22,1297.2601676547308
2002-01-23,1299.8023153401105
2002-01-24,1315.20364875535
2002-01-25,1326.880133638457
2002-01-28,1341.0532927800782
2002-01-29,1325.0380109528319
2002-01-30,1308.949182122642
2002-01-31,1323.567582449232
2002-02-01,1319.9060266018557
2002-02-04,1304.4015227974642
2002-02-05,1284.8567245364252
2002-02-06,1275.5413413871092
2002-02-07,1283.6239550798796
2002-02-08,1284.6820253848523
2002-02-11,1290.0500311234214
2002-02-12,1296.208060586771
2002-02-13,1307.9209874259852
2002-02-14,1324.5878363009722
2002-02-15,1315.4623725331805
2002-02-18,1314.7567859318974
2002-02-19,1286.4175968237198
2002-02-20,1280.4858844292905
2002-02-21,1296.70789408003
2002-02-22,1285.6135346403748
2002-02-25,1299.895360460645
2002-02-26,1306.9971700968379
2002-02-27,1331.5443051732207
2002-02-28,1333.3579606338308
2002-03-01,1349.958674786499
2002-03-04,1386.5597513082207
2002-03-05,1382.5059172125077
2002-03-06,1383.3643047706275
2002-03-07,1399.2747411966193
2002-03-08,1408.0133893983018
2002-03-11,1411.872381661932
2002-03-12,1398.6415959622454
2002-03-13,1388.7147886228158
2002-03-14,1389.7118834530488
2002-03-15,1401.0716867465783
2002-03-18,1401.0122531006898
2002-03-19,1410.1253956058993
2002-03-20,1398.607604126572
2002-03-21,1396.0833202808406
2002-03-22,1394.1950655197882
2002-03-25,1385.5784661868254
2002-03-26,1387.3392046591855
2002-03-27,1397.4062552233468
2002-03-28,1410.080551399273
2002-03-29,1403.1482783419115
2002-04-01,1394.419062181329
2002-04-02,1394.9676317247363
2002-04-03,1400.492044474409
2002-04-04,1394.752220691604
2002-04-05,1398.8119557485047
2002-04-08,1389.491924711013
2002-04-09,1384.2086306573142
2002-04-10,1392.1700177751388
2002-04-11,1373.7681329538684
2002-04-12,1376.7464499020207
2002-04-15,1386.8262998225703
2002-04-16,1405.1260342191642
2002-04-17,1411.558962245092
2002-04-18,1408.6471871725087
2002-04-19,1410.860572921888
2002-04-22,1411.7949818897853
2002-04-23,1407.966043934326
2002-04-24,1402.2675341818995
2002-04-25,1387.2286787703667
2002-04-26,1382.0170229103196
2002-04-29,1374.5201547734991
2002-04-30,1378.3857274803345
2002-05-01,1376.9490487327193
2002-05-02,1380.6084807790169
2002-05-03,1372.333091104104
2002-05-06,1362.3865589043003
2002-05-07,1352.6545352732123
2002-05-08,1375.8053678261804
2002-05-09,1374.4884714450623
2002-05-10,1363.263574432674
2002-05-13,1369.0214691290578
2002-05-14,1384.405620445573
2002-05-15,1393.4066960511605
2002-05-16,1395.4416448828915
2002-05-17,1392.9003152894823
2002-05-20,1388.6783482734984
2002-05-21,1389.6513746161647
2002-05-22,1380.760804769742
