Date,AC ASEAN VALUE WEIGHTED
1999-08-04,1612.9013654125645
1999-08-05,1575.4222001210273
1999-08-06,1554.832264102287
1999-08-09,1547.4712054251631
1999-08-10,1511.454428426048
1999-08-11,1465.6044503287492
1999-08-12,1486.5137604982763
1999-08-13,1474.1073722525227
1999-08-16,1493.8893764678958
1999-08-17,1468.2363401375362
1999-08-18,1504.9740649170594
1999-08-19,1521.0975416654164
1999-08-20,1539.3700838218967
1999-08-23,1574.730617427468
1999-08-24,1576.2409359098224
1999-08-25,1610.4227251898656
1999-08-26,1617.4621593856043
1999-08-27,1600.130317137525
1999-08-30,1586.304055817764
1999-08-31,1549.306086052674
1999-09-01,1540.6571849751297
1999-09-02,1512.2694317386643
1999-09-03,1504.3610845430069
1999-09-06,1503.4183096342292
1999-09-07,1498.0908262254773
1999-09-08,1468.8439742680719
1999-09-09,1497.4735713891712
1999-09-10,1525.2328642522536
1999-09-13,1558.848101067804
1999-09-14,1542.0506057539083
1999-09-15,1529.3018473928391
1999-09-16,1500.6360261764605
1999-09-17,1521.4470454366815
1999-09-20,1509.77261249896
1999-09-21,1487.2979525162991
1999-09-22,1446.7141318616932
1999-09-23,1422.2782825782788
1999-09-24,1394.5570943353325
1999-09-27,1391.831289563067
1999-09-28,1391.6007090395353
1999-09-29,1393.724164414595
1999-09-30,1409.1597160562305
1999-10-01,1444.23992610642
1999-10-04,1445.369486045011
1999-10-05,1478.1130098757767
1999-10-06,1489.8390844364394
1999-10-07,1491.0681457501114
1999-10-08,1494.8995388438173
1999-10-11,1510.1683268855834
1999-10-12,1497.505244364856
1999-10-13,1461.5405007723637
1999-10-14,1466.3762849744564
1999-10-15,1436.4341790518326
1999-10-18,1404.9327186125377
1999-10-19,1419.2080805996072
1999-10-20,1450.1103027883494
1999-10-21,1472.7138553359791
1999-10-22,1491.201414755454
1999-10-25,1493.2344162968025
1999-10-26,1503.7232068333287
1999-10-27,1497.7327727871937
1999-10-28,1513.7042017328831
1999-10-29,1564.4363012285594
1999-11-01,1576.5000601130278
1999-11-02,1572.1353646571467
1999-11-03,1589.1146112704926
1999-11-04,1619.3667143743453
1999-11-05,1619.2300479817998
1999-11-08,1617.54552279593
1999-11-09,1622.2372698080148
1999-11-10,1619.1579039251483
1999-11-11,1625.7044506818147
1999-11-12,1654.339657856435
1999-11-15,1676.0608312624686
1999-11-16,1667.7596037127234
1999-11-17,1640.3340427892103
1999-11-18,1635.6629405318963
1999-11-19,1647.1469107758135
1999-11-22,1635.394508632392
1999-11-23,1629.270184736058
1999-11-24,1621.3049917423118
1999-11-25,1632.240863086096
1999-11-26,1664.2411670989634
1999-11-29,1655.5440710336184
1999-11-30,1663.9272348908491
1999-12-01,1656.3230360852535
1999-12-02,1655.916634075826
1999-12-03,1666.9765283753122
1999-12-06,1645.857860643338
1999-12-07,1671.0155901477447
1999-12-08,1686.0577458492205
1999-12-09,1705.464192314273
1999-12-10,1713.507282742692
1999-12-13,1737.0320627297679
1999-12-14,1749.5843142811823
1999-12-15,1741.5782604291371
1999-12-16,1701.2812820055863
1999-12-17,1746.2541350150852
1999-12-20,1753.5524903633498
1999-12-21,1761.8777440159695
1999-12-22,1794.0871873367842
1999-12-23,1798.0290071022357
1999-12-24,1814.7070088829003
1999-12-27,1824.5025148779755
1999-12-28,1825.036450179181
1999-12-29,1849.8730789142596
1999-12-30,1862.463312694345
1999-12-31,1863.0950915973867
2000-01-03,1887.760466457323
2000-01-04,1861.8263995974642
2000-01-05,1750.5077203718151
2000-01-06,1704.118641795698
2000-01-07,1762.558394908593
2000-01-10,1784.2877977143226
2000-01-11,1747.2974411883883
2000-01-12,1769.115526141537
2000-01-13,1750.5499404916336
2000-01-14,1785.738289534282
2000-01-17,1778.2215482304462
2000-01-18,1768.5091503864658
2000-01-19,1723.7806847495785
2000-01-20,1758.1529789357078
2000-01-21,1733.642766119218
2000-01-24,1716.8699621003848
2000-01-25,1684.748642385084
2000-01-26,1686.0084423977191
2000-01-27,1736.0436341879072
2000-01-28,1724.5901066745116
2000-01-31,1704.5978977736097
2000-02-01,1700.072096567381
2000-02-02,1705.566863893246
2000-02-03,1674.5543278961636
2000-02-04,1704.5857849385814
2000-02-07,1706.256525754351
2000-02-08,1671.7244129503347
2000-02-09,1657.4228609322022
2000-02-10,1656.017901926153
2000-02-11,1637.924331342204
2000-02-14,1647.137896790376
2000-02-15,1611.2568244077045
2000-02-16,1588.7138418239106
2000-02-17,1574.8539582152634
2000-02-18,1549.7252199244597
2000-02-21,1510.3480179019436
2000-02-22,1460.7730513145445
2000-02-23,1488.9494567892111
2000-02-24,1483.7870036157708
2000-02-25,1520.9356098203448
2000-02-28,1504.278865246172
2000-02-29,1496.1695350751188
2000-03-01,1484.7480939410627
2000-03-02,1492.2516336577553
2000-03-03,1486.4798931071673
2000-03-06,1494.5929305614125
2000-03-07,1492.0563163704376
2000-03-08,1493.494428059276
2000-03-09,1493.6251797492014
2000-03-10,1520.8006286571665
2000-03-13,1483.6797234730702
2000-03-14,1503.6636821976301
2000-03-15,1469.0957254148886
2000-03-16,1468.7776353136358
2000-03-17,1518.9752945023179
2000-03-20,1505.4555477178715
2000-03-21,1511.538445633045
2000-03-22,1540.4454816436303
2000-03-23,1533.987829766629
2000-03-24,1533.1473988308303
2000-03-27,1570.2659860384524
2000-03-28,1574.723735846359
2000-03-29,1591.651109449776
2000-03-30,1548.5873633258761
2000-03-31,1550.2828297840874
2000-04-03,1526.031840520959
2000-04-04,1524.1688720061388
2000-04-05,1508.9944441054681
2000-04-06,1540.7020050750682
2000-04-07,1560.31519978824
2000-04-10,1554.182191768867
2000-04-11,1545.1178014899615
2000-04-12,1561.8999727811656
2000-04-13,1584.2511298682468
2000-04-14,1603.6421961261278
2000-04-17,1498.2946719536305
2000-04-18,1511.4365422449378
2000-04-19,1556.4481220283133
2000-04-20,1566.3155914148995
2000-04-21,1569.8380081614737
2000-04-24,1563.3740648362375
2000-04-25,1582.2257736227186
2000-04-26,1602.831024178261
2000-04-27,1628.4448921015714
2000-04-28,1628.6835702231874
2000-05-01,1630.5775926975605
2000-05-02,1620.4879282017437
2000-05-03,1639.2292666134936
2000-05-04,1626.296610977734
2000-05-05,1633.5571033404756
2000-05-08,1597.4131192928974
2000-05-09,1568.6533457532232
2000-05-10,1524.4102703077424
2000-05-11,1488.3498461199551
2000-05-12,1498.25391035523
2000-05-15,1454.9999028297725
2000-05-16,1480.024917768338
2000-05-17,1509.746559828273
2000-05-18,1494.9420776512623
2000-05-19,1486.9807235485205
2000-05-22,1411.5454198259997
2000-05-23,1379.4741961980412
2000-05-24,1372.0670638090212
2000-05-25,1359.4035869716831
2000-05-26,1320.313981557853
2000-05-29,1312.3989778322941
2000-05-30,1288.8091568204086
2000-05-31,1292.7511264653967
2000-06-01,1300.897765314863
2000-06-02,1311.9121335917762
2000-06-05,1342.8261602149705
2000-06-06,1321.1520203675775
2000-06-07,1318.7475202549376
2000-06-08,1331.5688088694094
2000-06-09,1334.7213502433017
2000-06-12,1325.8283110132027
2000-06-13,1305.8252748998943
2000-06-14,1319.5845103112872
2000-06-15,1331.418448093401
2000-06-16,1304.1329300704854
2000-06-19,1281.147789787438
2000-06-20,1291.3866898727927
2000-06-21,1321.1727167224467
2000-06-22,1328.9730703878283
2000-06-23,1333.46777615805
2000-06-26,1325.287253595422
2000-06-27,1324.1986379012003
2000-06-28,1336.916818346648
2000-06-29,1314.1876594267144
2000-06-30,1309.759346234885
2000-07-03,1299.656640935989
2000-07-04,1304.5146618906786
2000-07-05,1296.7500262467559
2000-07-06,1298.686456370984
2000-07-07,1316.151521736439
2000-07-10,1323.118136585224
2000-07-11,1334.5654691543718
2000-07-12,1343.8702886929414
2000-07-13,1352.9981661781846
2000-07-14,1338.3058977374099
2000-07-17,1347.36538461298
2000-07-18,1348.2258427133613
2000-07-19,1374.6010290651777
2000-07-20,1366.7154846933354
2000-07-21,1346.5251506751717
2000-07-24,1328.4273693393257
2000-07-25,1316.0467588667252
2000-07-26,1305.4596056886483
2000-07-27,1306.1749794270524
2000-07-28,1307.5471587826369
2000-07-31,1300.6766639863824
2000-08-01,1317.7973945347605
2000-08-02,1347.4956317903852
2000-08-03,1367.6881693287796
2000-08-04,1369.2391993061578
2000-08-07,1360.4228330048445
2000-08-08,1376.6218499338795
2000-08-09,1378.015750312135
2000-08-10,1369.7433096334023
2000-08-11,1387.0308499927828
2000-08-14,1396.1288870246442
2000-08-15,1384.3888534006503
2000-08-16,1400.8049566971583
2000-08-17,1413.7574578849028
2000-08-18,1407.6259468353078
2000-08-21,1416.246398784601
2000-08-22,1433.7561807463885
2000-08-23,1428.0095454523425
2000-08-24,1389.350997857071
2000-08-25,1381.8835525565235
2000-08-28,1392.4149481315008
2000-08-29,1384.2107882907303
2000-08-30,1386.1877671283419
2000-08-31,1390.850356437453
2000-09-01,1370.8715197600366
2000-09-04,1369.8007502751327
2000-09-05,1385.8962167770237
2000-09-06,1389.4885851807144
2000-09-07,1386.0879752344056
2000-09-08,1387.479775158989
2000-09-11,1371.3070461106242
2000-09-12,1353.702935768558
2000-09-13,1347.7745393324835
2000-09-14,1352.095428198201
2000-09-15,1339.1760687085564
2000-09-18,1321.3780997918163
2000-09-19,1327.8710511099982
2000-09-20,1324.1673174532866
2000-09-21,1306.156746957918
2000-09-22,1238.974519308757
2000-09-25,1270.8011322306695
2000-09-26,1270.5747413340714
2000-09-27,1253.7802734488098
2000-09-28,1248.4012997936143
2000-09-29,1256.7083578785869
2000-10-02,1242.8527883178974
2000-10-03,1259.5312087836435
2000-10-04,1260.486765445395
2000-10-05,1279.6633433513894
2000-10-06,1272.0059226244969
2000-10-09,1243.4748994495187
2000-10-10,1249.533434554852
2000-10-11,1224.8063176197718
2000-10-12,1248.0855212700026
2000-10-13,1252.9557612304143
2000-10-16,1287.981870323398
2000-10-17,1261.8967685799998
2000-10-18,1276.5701618021362
2000-10-19,1314.968212848552
2000-10-20,1329.5245737784662
2000-10-23,1326.5828099746823
2000-10-24,1327.686006383411
2000-10-25,1349.3476500152653
2000-10-26,1345.052976572532
2000-10-27,1327.4647251055771
2000-10-30,1305.0732891131495
2000-10-31,1308.1604731344642
2000-11-01,1314.8019456375316
2000-11-02,1306.3617919612136
2000-11-03,1315.5635436202226
2000-11-06,1332.3572177460467
2000-11-07,1330.7491730527784
2000-11-08,1330.4207500703726
2000-11-09,1318.2517060378134
2000-11-10,1306.4390027258057
2000-11-13,1284.519442421008
2000-11-14,1304.1391943281221
2000-11-15,1291.0119029632565
2000-11-16,1297.728792467918
2000-11-17,1295.6145746279985
2000-11-20,1295.0465063703168
2000-11-21,1288.1959505564157
2000-11-22,1291.7485764393314
2000-11-23,1297.1859213893733
2000-11-24,1316.5234814006194
2000-11-27,1311.1923940600768
2000-11-28,1299.4281245155596
2000-11-29,1284.10628596693
2000-11-30,1270.512430886535
2000-12-01,1261.0442892579933
2000-12-04,1236.4830195889006
2000-12-05,1251.162621200572
2000-12-06,1265.1974527291845
2000-12-07,1253.2919537474759
2000-12-08,1253.4724427743295
2000-12-11,1281.2035100729918
2000-12-12,1267.8228381682595
2000-12-13,1272.8647815986908
2000-12-14,1245.9369407739428
2000-12-15,1216.554139487652
2000-12-18,1228.3657676402465
2000-12-19,1237.133318669589
2000-12-20,1201.513855099962
2000-12-21,1179.2254674218925
2000-12-22,1170.9119202914662
2000-12-25,1170.5414386285947
2000-12-26,1156.799260482731
2000-12-27,1152.2024230336021
2000-12-28,1157.6825266103103
2000-12-29,1152.4652141348433
2001-01-01,1152.4652141348433
2001-01-02,1117.4398609486113
2001-01-03,1101.4651350921874
2001-01-04,1126.4652553781011
2001-01-05,1147.7190729966815
2001-01-08,1156.5090080977295
2001-01-09,1175.4513543497617
2001-01-10,1172.6961226761016
2001-01-11,1142.4866125991623
2001-01-12,1154.2061110820127
2001-01-15,1170.5593861131617
2001-01-16,1159.8440033285146
2001-01-17,1166.8367027704528
2001-01-18,1139.5848311747627
2001-01-19,1171.595868231463
2001-01-22,1204.6604876909014
2001-01-23,1198.2398803194271
2001-01-24,1223.2530759324486
2001-01-25,1234.3323535349812
2001-01-26,1227.3081786404468
2001-01-29,1236.6682606386757
2001-01-30,1232.9065006874102
2001-01-31,1249.072008166139
2001-02-01,1231.7203667422734
2001-02-02,1248.472434213571
2001-02-05,1224.1815263162055
2001-02-06,1231.1640765146442
2001-02-07,1226.7320209248016
2001-02-08,1249.3582049488552
2001-02-09,1242.512859311353
2001-02-12,1239.4310221363542
2001-02-13,1247.8919023884444
2001-02-14,1240.9067309600487
2001-02-15,1264.6173670885535
2001-02-16,1248.0052477753973
2001-02-19,1226.9553120036762
2001-02-20,1250.3370526161339
2001-02-21,1240.7012689857866
2001-02-22,1243.6534844903365
2001-02-23,1248.2717030860485
2001-02-26,1246.3475053151976
2001-02-27,1230.243541031745
2001-02-28,1225.4705480114646
2001-03-01,1190.3986703360702
2001-03-02,1181.5879719547454
2001-03-05,1185.1906221258503
2001-03-06,1185.9492060608468
2001-03-07,1189.4651350210581
2001-03-08,1176.3014532797592
2001-03-09,1173.4776038999798
2001-03-12,1154.732878560053
2001-03-13,1143.0324113177548
2001-03-14,1143.2783244058833
2001-03-15,1139.8333019479387
2001-03-16,1133.900752854923
2001-03-19,1112.4844967008346
2001-03-20,1100.7707472879397
2001-03-21,1110.1957702559544
2001-03-22,1113.070858907294
2001-03-23,1112.372126849995
2001-03-26,1110.9434459378217
2001-03-27,1095.1672572247119
2001-03-28,1096.9779396565714
2001-03-29,1094.435034241333
2001-03-30,1103.2289175541277
2001-04-02,1094.2135910728975
2001-04-03,1077.4782982516454
2001-04-04,1030.319704317123
2001-04-05,1049.7314420389316
2001-04-06,1035.1675264195057
2001-04-09,998.7013989075282
2001-04-10,1021.528741588875
2001-04-11,1040.8068480636498
2001-04-12,1024.7037339405185
2001-04-13,1032.9405760761651
2001-04-16,1040.6425389550925
2001-04-17,1029.0207493118946
2001-04-18,1049.9944928845175
2001-04-19,1039.9510531604556
2001-04-20,1026.568690779632
2001-04-23,1038.6801593273626
2001-04-24,1042.23351937801
2001-04-25,1033.8041200129442
2001-04-26,1029.7340974294225
2001-04-27,1051.0121260763317
2001-04-30,1068.6879015154361
2001-05-01,1066.6952299518637
2001-05-02,1089.7182842535917
2001-05-03,1084.246302007954
2001-05-04,1061.095979830126
2001-05-07,1064.094812492066
2001-05-08,1061.9431472097106
2001-05-09,1059.725869566451
2001-05-10,1066.3377355987284
2001-05-11,1083.2230260234242
2001-05-14,1073.647399066777
2001-05-15,1064.7778350057965
2001-05-16,1056.8607692631797
2001-05-17,1067.8625714876175
2001-05-18,1064.695340550044
2001-05-21,1066.7219896764404
2001-05-22,1082.4443762996957
2001-05-23,1099.6945366962764
2001-05-24,1113.593845268689
2001-05-25,1108.829993185559
2001-05-28,1103.7813956459474
2001-05-29,1120.1490239289062
2001-05-30,1110.6645532987263
2001-05-31,1128.8590626670657
2001-06-01,1120.6271197091774
2001-06-04,1124.2436623799595
2001-06-05,1126.606973884431
2001-06-06,1124.272916474908
2001-06-07,1127.8108331513133
2001-06-08,1144.9958832198713
2001-06-11,1154.6576600160984
2001-06-12,1148.6907751808312
2001-06-13,1156.2485217642009
2001-06-14,1143.7868815635363
2001-06-15,1137.2678839429968
2001-06-18,1132.9032675084443
2001-06-19,1134.772330949599
2001-06-20,1136.2677860846472
2001-06-21,1139.3098686824787
2001-06-22,1143.9703498098008
2001-06-25,1130.6205662323835
2001-06-26,1134.7851458788143
2001-06-27,1130.428656595706
2001-06-28,1144.5923070565773
2001-06-29,1156.764250400885
2001-07-02,1143.3543870958542
2001-07-03,1146.7156425958947
2001-07-04,1146.1364264177207
2001-07-05,1173.9176672761478
2001-07-06,1160.6235480420783
2001-07-09,1151.0560329978416
2001-07-10,1146.434639961891
2001-07-11,1123.148221236276
2001-07-12,1134.2318205029537
2001-07-13,1137.821515587999
2001-07-16,1138.7634246123012
2001-07-17,1144.9844684812456
2001-07-18,1128.7392038534533
2001-07-19,1137.9379515189019
2001-07-20,1137.989343298964
2001-07-23,1141.285189796804
2001-07-24,1135.7767278919075
2001-07-25,1134.4689623891047
2001-07-26,1140.2264205299425
2001-07-27,1151.4077024696112
2001-07-30,1162.98967161214
2001-07-31,1171.7119238975497
2001-08-01,1167.3960165750757
2001-08-02,1162.891981748708
2001-08-03,1156.9098711931538
2001-08-06,1160.1996258021554
2001-08-07,1170.6423616181642
2001-08-08,1171.6711257753952
2001-08-09,1147.3199905652616
2001-08-10,1145.4573311619115
2001-08-13,1145.4174999465258
2001-08-14,1162.2502932025955
2001-08-15,1142.3808629997113
2001-08-16,1139.0086986333677
2001-08-17,1132.5841185241136
2001-08-20,1134.7694343300059
2001-08-21,1137.2480564333969
2001-08-22,1130.3486256859928
2001-08-23,1147.4273036649038
2001-08-24,1158.7846926884715
2001-08-27,1182.493602315931
2001-08-28,1169.923166126178
2001-08-29,1167.7101764874337
2001-08-30,1161.643765455144
2001-08-31,1169.7702350533855
2001-09-03,1174.324256381911
2001-09-04,1194.9947054042505
2001-09-05,1198.1720466860675
2001-09-06,1192.5236271737153
2001-09-07,1171.8409036152561
2001-09-10,1167.9623646072796
2001-09-11,1158.4456150269189
2001-09-12,1135.2222013342152
2001-09-13,1102.4697506234586
2001-09-14,1052.759364005739
2001-09-17,993.21936941347
2001-09-18,985.9186097240172
2001-09-19,1001.7599499863111
2001-09-20,991.5069254306529
2001-09-21,959.5448179761171
2001-09-24,971.7417700608377
2001-09-25,958.64923592402
2001-09-26,951.2404085677997
2001-09-27,967.56834882773
2001-09-28,982.1132546374708
2001-10-01,970.6447745914068
2001-10-02,969.9760486915031
2001-10-03,964.6873319293034
2001-10-04,987.9721268336513
2001-10-05,979.8338675970548
2001-10-08,952.6386270401159
2001-10-09,973.1764734160178
2001-10-10,966.3492303458064
2001-10-11,989.6337410468143
2001-10-12,993.2166871088983
2001-10-15,1001.0629320475298
2001-10-16,998.1583126329962
2001-10-17,1008.7250083206994
2001-10-18,1002.679562673829
2001-10-19,974.4158156860035
2001-10-22,975.4391948884362
2001-10-23,987.8490866478924
2001-10-24,989.0171239785737
2001-10-25,980.938540623274
2001-10-26,984.8296584769824
2001-10-29,960.1934874320249
2001-10-30,949.6182764924231
2001-10-31,951.901097143989
2001-11-01,938.203360900633
2001-11-02,938.0213764900027
2001-11-05,940.4083493277332
2001-11-06,936.5073917436638
2001-11-07,931.726239345201
2001-11-08,949.2048113704475
2001-11-09,957.650139352892
2001-11-12,962.0439072775583
2001-11-13,975.7381125612078
2001-11-14,974.7617190570281
2001-11-15,1010.9100511535682
2001-11-16,1006.8239279308705
2001-11-19,1024.4659359722502
2001-11-20,1018.3392778984567
2001-11-21,1039.1357552364336
2001-11-22,1032.6448751170483
2001-11-23,1046.7894023585313
2001-11-26,1050.1301930336333
2001-11-27,1051.168671261143
2001-11-28,1040.9792955667845
2001-11-29,1035.916925005059
2001-11-30,1029.2301945144077
2001-12-03,1042.9176929597504
2001-12-04,1063.6574664197212
2001-12-05,1089.251586244058
2001-12-06,1103.4372869000192
2001-12-07,1114.3744557822306
2001-12-10,1115.566740508439
2001-12-11,1107.0767201057226
2001-12-12,1100.0025971163304
2001-12-13,1083.201116566491
2001-12-14,1072.8311280266075
2001-12-17,1069.1865487749747
2001-12-18,1079.4967791258239
2001-12-19,1091.256796494555
2001-12-20,1090.5077859538892
2001-12-21,1098.2581000162033
2001-12-24,1112.3526872638806
2001-12-25,1112.4119903196308
2001-12-26,1115.3006813559366
2001-12-27,1114.659254573312
2001-12-28,1131.3247494397524
2001-12-31,1124.5578355744074
2002-01-01,1124.5578355744074
2002-01-02,1101.7660723357137
2002-01-03,1124.346988012051
2002-01-04,1154.2781827905708
2002-01-07,1169.4199301191054
2002-01-08,1170.4355373964434
2002-01-09,1175.3211517406748
2002-01-10,1183.5254690450142
2002-01-11,1189.0313963147448
2002-01-14,1192.6671903470944
2002-01-15,1189.110297879118
2002-01-16,1191.249437326289
2002-01-17,1188.505030046572
2002-01-18,1188.6710945279044
2002-01-21,1193.339749370612
2002-01-22,1187.1928173454137
2002-01-23,1194.0157386144053
2002-01-24,1206.247034267644
2002-01-25,1264.166625765747
2002-01-28,1289.035852144485
2002-01-29,1291.240904405176
2002-01-30,1286.6030403723084
2002-01-31,1312.697187994074
2002-02-01,1311.7596339526524
2002-02-04,1297.5382883682628
2002-02-05,1284.235758367517
2002-02-06,1289.823873671919
2002-02-07,1270.643688625286
2002-02-08,1274.5760815279034
2002-02-11,1272.063404393834
2002-02-12,1274.3505890922156
2002-02-13,1282.3197478443087
2002-02-14,1310.5282046916286
2002-02-15,1315.764154982336
2002-02-18,1322.6926295424985
2002-02-19,1315.6308490166
2002-02-20,1308.4675374404906
2002-02-21,1298.650876206719
2002-02-22,1263.5993005635323
2002-02-25,1258.3897449244864
2002-02-26,1264.8576265688514
2002-02-27,1291.6595125704496
2002-02-28,1301.2475936747603
2002-03-01,1307.9328693763196
2002-03-04,1349.5492719742292
2002-03-05,1360.7323498449045
2002-03-06,1356.155412006333
2002-03-07,1351.3280050926714
2002-03-08,1360.8792083718547
2002-03-11,1367.3913617683372
2002-03-12,1355.9575019355254
2002-03-13,1347.0739107404527
2002-03-14,1336.5053013832853
2002-03-15,1336.0572258027241
2002-03-18,1346.5363383381239
2002-03-19,1352.1356806380825
2002-03-20,1349.9062402787242
2002-03-21,1353.6429537425322
2002-03-22,1359.2681503503622
2002-03-25,1350.611019988648
2002-03-26,1348.8131868563842
2002-03-27,1358.9244050553937
2002-03-28,1359.8211316113052
2002-03-29,1359.112762677541
2002-04-01,1342.8734642187621
2002-04-02,1339.0642795345502
2002-04-03,1332.261981373384
2002-04-04,1333.8197359759565
2002-04-05,1353.4197182429136
2002-04-08,1361.3174076836347
2002-04-09,1358.4270610793942
2002-04-10,1348.163737813343
2002-04-11,1351.8916651529237
2002-04-12,1368.3226058257617
2002-04-15,1377.297444231221
2002-04-16,1376.9861304858393
2002-04-17,1380.8899441739788
2002-04-18,1365.6746805945202
2002-04-19,1368.217669118516
2002-04-22,1373.8694195140863
2002-04-23,1374.2928995143095
2002-04-24,1364.3668229575953
2002-04-25,1351.3655790053233
2002-04-26,1355.8786828579405
2002-04-29,1331.3192149027223
2002-04-30,1341.735728391505
2002-05-01,1334.9469161566706
2002-05-02,1346.2018925167579
2002-05-03,1340.5916511753594
2002-05-06,1328.062585967126
2002-05-07,1328.4230712036654
2002-05-08,1346.0815599139853
2002-05-09,1344.7322486041417
2002-05-10,1336.7031687899641
2002-05-13,1336.3981919984167
2002-05-14,1351.1147237788107
2002-05-15,1346.4852585956105
2002-05-16,1339.8952077522486
2002-05-17,1330.1165122231243
2002-05-20,1327.8800489151354
2002-05-21,1331.0848353962094
2002-05-22,1311.45063443324
2002-05-23,1309.381511698537
2002-05-24,1310.4174753648165
2002-05-27,1316.6735698880539
