Date,AC ASIA PACIFIC VALUE WEIGHTED
2000-03-31,1880.1663005822936
2000-04-03,1883.1916296846186
2000-04-04,1872.6635121049699
2000-04-05,1857.4363366888392
2000-04-06,1849.4457939115468
2000-04-07,1851.0573651613495
2000-04-10,1855.282186532402
2000-04-11,1835.759551148777
2000-04-12,1875.0772398738204
2000-04-13,1858.9519581448596
2000-04-14,1865.4145581126274
2000-04-17,1775.9473065847308
2000-04-18,1827.734729725473
2000-04-19,1851.0591897669187
2000-04-20,1846.260653388438
2000-04-21,1824.2979120183938
2000-04-24,1859.5405784293214
2000-04-25,1882.4363373722092
2000-04-26,1869.0934620205694
2000-04-27,1877.8748031915795
2000-04-28,1859.956344161884
2000-05-01,1886.284060271766
2000-05-02,1895.8861854407644
2000-05-03,1926.7057636127977
2000-05-04,1935.8995806505711
2000-05-05,1932.671009291244
2000-05-08,1924.6673999836928
2000-05-09,1882.1043016933768
2000-05-10,1859.018842386872
2000-05-11,1845.5189046972348
2000-05-12,1865.040206111465
2000-05-15,1834.4620401457994
2000-05-16,1861.8840181000082
2000-05-17,1880.2221629819614
2000-05-18,1867.300388017398
2000-05-19,1887.390005147685
2000-05-22,1820.3947094443652
2000-05-23,1821.4526397054901
2000-05-24,1811.7417271221977
2000-05-25,1815.7232904766206
2000-05-26,1766.1641837626285
2000-05-29,1769.933844186847
2000-05-30,1772.1229168004122
2000-05-31,1765.044067274983
2000-06-01,1765.3085152835756
2000-06-02,1766.503295567637
2000-06-05,1814.1825806976183
2000-06-06,1805.8905239503058
2000-06-07,1811.4754823627238
2000-06-08,1809.4388882919907
2000-06-09,1821.6664707467494
2000-06-12,1825.755594978373
2000-06-13,1796.8412126692874
2000-06-14,1787.1935530440305
2000-06-15,1770.6239624755863
2000-06-16,1767.0362319998205
2000-06-19,1783.8996873562144
2000-06-20,1814.525490546719
2000-06-21,1850.2007142623604
2000-06-22,1867.3445401282129
2000-06-23,1865.8431469650145
2000-06-26,1848.0813544799462
2000-06-27,1867.1243926743998
2000-06-28,1876.3985105729637
2000-06-29,1876.1258065352142
2000-06-30,1865.066603856749
2000-07-03,1892.9631902377466
2000-07-04,1892.821507738375
2000-07-05,1869.2986423052098
2000-07-06,1862.0600075498128
2000-07-07,1879.6648814317032
2000-07-10,1900.6265666982047
2000-07-11,1903.7830309433803
2000-07-12,1902.4349418018667
2000-07-13,1890.1973818003178
2000-07-14,1886.9482949520411
2000-07-17,1884.257601816648
2000-07-18,1859.5052070457914
2000-07-19,1869.4270350905786
2000-07-20,1866.8711519849996
2000-07-21,1832.4991509130593
2000-07-24,1810.6515335674133
2000-07-25,1790.3884928135892
2000-07-26,1785.7016858737297
2000-07-27,1771.582846731931
2000-07-28,1771.1823060521165
2000-07-31,1770.8298255045204
2000-08-01,1793.9254591708302
2000-08-02,1828.8626101513435
2000-08-03,1843.0122391399998
2000-08-04,1829.551897153334
2000-08-07,1839.5184796060967
2000-08-08,1844.2828182374292
2000-08-09,1873.8404257929324
2000-08-10,1845.7602959968392
2000-08-11,1862.8494762398238
2000-08-14,1854.794719438443
2000-08-15,1847.3464291918897
2000-08-16,1858.5462910892215
2000-08-17,1841.8386941599663
2000-08-18,1857.8422040726334
2000-08-21,1854.1638196992076
2000-08-22,1892.1392975036242
2000-08-23,1909.6904312205036
2000-08-24,1894.3860059661383
2000-08-25,1901.3412596689554
2000-08-28,1916.5014970696297
2000-08-29,1922.9792610744107
2000-08-30,1905.7723541603189
2000-08-31,1899.92207579774
2000-09-01,1892.606301096236
2000-09-04,1895.3645272129893
2000-09-05,1908.8855101090223
2000-09-06,1907.672025353065
2000-09-07,1925.7703552583696
2000-09-08,1936.0689900306966
2000-09-11,1919.0973331663972
2000-09-12,1900.448146848969
2000-09-13,1898.1810311319964
2000-09-14,1895.809461769816
2000-09-15,1883.6342874205602
2000-09-18,1883.8141119340596
2000-09-19,1888.338761479755
2000-09-20,1933.1882120241892
2000-09-21,1906.6681114723217
2000-09-22,1788.1941231968233
2000-09-25,1837.243652361105
2000-09-26,1824.4131442421865
2000-09-27,1801.1994560300393
2000-09-28,1802.512736418511
2000-09-29,1827.180592047558
2000-10-02,1832.9316196997063
2000-10-03,1858.5703232846517
2000-10-04,1867.108607036926
2000-10-05,1873.3740283781494
2000-10-06,1873.9017285831305
2000-10-09,1861.3435881202024
2000-10-10,1860.5242878092536
2000-10-11,1826.7650445666231
2000-10-12,1840.9728970363738
2000-10-13,1827.4156435885232
2000-10-16,1854.7886671710621
2000-10-17,1829.8324766737644
2000-10-18,1811.6277996292633
2000-10-19,1822.7516266644514
2000-10-20,1853.556204254253
2000-10-23,1850.186445544534
2000-10-24,1852.5567567379348
2000-10-25,1867.89960402326
2000-10-26,1864.7147335329903
2000-10-27,1831.6128992578085
2000-10-30,1812.301953940248
2000-10-31,1810.9155239641007
2000-11-01,1833.8655302144298
2000-11-02,1840.658175971059
2000-11-03,1850.2924391904178
2000-11-06,1873.0457010441046
2000-11-07,1871.319268113504
2000-11-08,1875.6806126989177
2000-11-09,1851.1276037767288
2000-11-10,1827.8655327293784
2000-11-13,1805.8537094332803
2000-11-14,1809.6624790013325
2000-11-15,1808.616517174917
2000-11-16,1794.1938493405235
2000-11-17,1795.763773365774
2000-11-20,1786.1393112378933
2000-11-21,1771.638102154217
2000-11-22,1767.7208841444071
2000-11-23,1766.3398387213051
2000-11-24,1770.0374911102263
2000-11-27,1778.5988993131145
2000-11-28,1767.6954399638178
2000-11-29,1732.4552738948557
2000-11-30,1723.4740909299778
2000-12-01,1740.2976571290637
2000-12-04,1709.3841291018796
2000-12-05,1708.3157445376776
2000-12-06,1725.168038930194
2000-12-07,1699.8847887856139
2000-12-08,1705.5862405394455
2000-12-11,1762.6324948419374
2000-12-12,1759.6480267362872
2000-12-13,1762.9137923533904
2000-12-14,1725.4648568655598
2000-12-15,1676.8247789989955
2000-12-18,1678.5094181056725
2000-12-19,1666.963477655755
2000-12-20,1621.3362883571967
2000-12-21,1587.7556333111218
2000-12-22,1564.3300774761055
2000-12-25,1594.769408104792
2000-12-26,1575.5762646914056
2000-12-27,1567.9380706036247
2000-12-28,1575.5257381777053
2000-12-29,1559.5527640227933
2001-01-01,1560.2827387380066
2001-01-02,1548.6811003636385
2001-01-03,1550.0497101395579
2001-01-04,1559.629924664497
2001-01-05,1567.7263676629511
2001-01-08,1569.1293931973885
2001-01-09,1566.0793994991648
2001-01-10,1547.8618575607134
2001-01-11,1503.7960418957307
2001-01-12,1514.0249197151134
2001-01-15,1524.7219762283505
2001-01-16,1550.7320804720266
2001-01-17,1573.91053015881
2001-01-18,1567.147878350816
2001-01-19,1601.070659447512
2001-01-22,1612.5447102216365
2001-01-23,1601.099561383241
2001-01-24,1616.8792887040668
2001-01-25,1631.274937208799
2001-01-26,1615.3494941889721
2001-01-29,1628.2603509557741
2001-01-30,1619.6221581019695
2001-01-31,1629.5413389164896
2001-02-01,1620.0297316000779
2001-02-02,1620.8975712907163
2001-02-05,1584.3110616552199
2001-02-06,1596.6953516250805
2001-02-07,1588.1766791319137
2001-02-08,1605.6522563850874
2001-02-09,1599.2364992900034
2001-02-12,1591.614551181167
2001-02-13,1609.7486222302043
2001-02-14,1620.3854286342262
2001-02-15,1655.0745885818453
2001-02-16,1626.331849512005
2001-02-19,1602.3193358534463
2001-02-20,1641.255469776133
2001-02-21,1616.8782914006854
2001-02-22,1624.1114617188127
2001-02-23,1633.1131238230287
2001-02-26,1640.8059136580998
2001-02-27,1620.7071608207375
2001-02-28,1604.526890964754
2001-03-01,1574.010695378125
2001-03-02,1521.9188986996235
2001-03-05,1532.1396170801008
2001-03-06,1550.2440974564815
2001-03-07,1553.9594609507576
2001-03-08,1551.9111953894212
2001-03-09,1545.956887663785
2001-03-12,1504.7788855409171
2001-03-13,1486.6347933212014
2001-03-14,1481.8847023629314
2001-03-15,1508.0554273498162
2001-03-16,1516.1653960514525
2001-03-19,1518.522573524817
2001-03-20,1503.0253053703852
2001-03-21,1562.6068970871718
2001-03-22,1551.4583713023642
2001-03-23,1567.1244908730507
2001-03-26,1606.8308584238312
2001-03-27,1591.6288521349134
2001-03-28,1624.1146890304747
2001-03-29,1587.0300611761115
2001-03-30,1560.176099110183
2001-04-02,1535.6110363148482
2001-04-03,1549.0137712713708
2001-04-04,1524.8925153191387
2001-04-05,1553.1416948676458
2001-04-06,1556.4990051166333
2001-04-09,1512.7707782763227
2001-04-10,1524.6796377219669
2001-04-11,1563.5231158728727
2001-04-12,1570.752481250621
2001-04-13,1567.0686022855632
2001-04-16,1571.0200416473983
2001-04-17,1576.7389965229734
2001-04-18,1639.6696226151662
2001-04-19,1639.0595916298926
2001-04-20,1607.2727566999497
2001-04-23,1618.667720557528
2001-04-24,1621.4711544845418
2001-04-25,1627.1366288897198
2001-04-26,1629.4460908174503
2001-04-27,1639.826328471829
2001-04-30,1661.1249319873377
2001-05-01,1698.0746937098188
2001-05-02,1714.4052895245222
2001-05-03,1721.6505677420369
2001-05-04,1713.5074889866225
2001-05-07,1727.8640888296043
2001-05-08,1709.8786584800496
2001-05-09,1696.0908632087524
2001-05-10,1689.4185784060244
2001-05-11,1710.1688225696514
2001-05-14,1690.0265119669318
2001-05-15,1688.0915587154525
2001-05-16,1660.2569323842304
2001-05-17,1696.3932381486698
2001-05-18,1693.8054642191576
2001-05-21,1721.473574318409
2001-05-22,1739.5594719482806
2001-05-23,1776.5634560049082
2001-05-24,1779.5862994294205
2001-05-25,1769.3390693828908
2001-05-28,1749.6453589004504
2001-05-29,1777.0287362514791
2001-05-30,1746.8914771075117
2001-05-31,1759.3736128930425
2001-06-01,1755.9112809105097
2001-06-04,1754.8759753169256
2001-06-05,1743.6579532221183
2001-06-06,1747.362632749467
2001-06-07,1749.936333762882
2001-06-08,1758.9925031843595
2001-06-11,1755.3892496390522
2001-06-12,1713.9481572140917
2001-06-13,1710.42522702657
2001-06-14,1692.4573871959406
2001-06-15,1672.2335344772478
2001-06-18,1659.0584985586593
2001-06-19,1662.1050029555593
2001-06-20,1668.0808418897407
2001-06-21,1679.1020714761073
2001-06-22,1687.6875014086681
2001-06-25,1666.738296256879
2001-06-26,1668.8633893401627
2001-06-27,1663.9103508147105
2001-06-28,1665.6575685756209
2001-06-29,1696.313987399079
2001-07-02,1689.5586680897138
2001-07-03,1692.3199597774699
2001-07-04,1684.5861657661537
2001-07-05,1687.8030097817982
2001-07-06,1641.5066627856922
2001-07-09,1622.6281284393167
2001-07-10,1621.7926988274683
2001-07-11,1598.8916857439324
2001-07-12,1634.9215766842306
2001-07-13,1623.7179617742877
2001-07-16,1611.7462902345708
2001-07-17,1603.5964694656093
2001-07-18,1552.2986237299604
2001-07-19,1556.0960506892814
2001-07-20,1551.0143591886242
2001-07-23,1521.5301507996726
2001-07-24,1519.1972973988015
2001-07-25,1524.821422842646
2001-07-26,1529.3773193129289
2001-07-27,1536.012973058127
2001-07-30,1510.7224832336974
2001-07-31,1538.267781982231
2001-08-01,1547.109980444856
2001-08-02,1573.4638648093817
2001-08-03,1555.92187514958
2001-08-06,1562.265434091558
2001-08-07,1575.6375504284247
2001-08-08,1575.5027307263767
2001-08-09,1522.1765871669752
2001-08-10,1521.0052950673064
2001-08-13,1503.8955130292952
2001-08-14,1541.6828340425564
2001-08-15,1536.769219490021
2001-08-16,1522.4162482648806
2001-08-17,1514.5151315774006
2001-08-20,1499.6484779435007
2001-08-21,1509.2735638176398
2001-08-22,1507.220351458048
2001-08-23,1507.56561563433
2001-08-24,1501.920466914927
2001-08-27,1518.8228903848715
2001-08-28,1509.3912417221973
2001-08-29,1497.2916525430498
2001-08-30,1480.5732002805291
2001-08-31,1472.3931457286362
2001-09-03,1449.1900285288398
2001-09-04,1494.3674858454885
2001-09-05,1475.853516255995
2001-09-06,1460.910089786678
2001-09-07,1434.3213975094457
2001-09-10,1408.953116828972
2001-09-11,1411.8621840910287
2001-09-12,1320.35108434446
2001-09-13,1331.1523226642228
2001-09-14,1334.5429915643676
2001-09-17,1275.245224963723
2001-09-18,1285.2947734735171
2001-09-19,1298.7257277101014
2001-09-20,1284.063655126842
2001-09-21,1256.9889880478497
2001-09-24,1256.6216400854703
2001-09-25,1257.3351132877308
2001-09-26,1247.414129247236
2001-09-27,1245.0079960373612
2001-09-28,1287.82721250309
2001-10-01,1293.1207698969565
2001-10-02,1306.014202834079
2001-10-03,1285.688138078592
2001-10-04,1325.1436155285246
2001-10-05,1321.3087811952485
2001-10-08,1315.5362207194912
2001-10-09,1302.6165619246513
2001-10-10,1298.6838843018138
2001-10-11,1339.040557076
2001-10-12,1349.23353379171
2001-10-15,1340.7547357410472
2001-10-16,1343.596762327712
2001-10-17,1360.2732577732015
2001-10-18,1343.259252444469
2001-10-19,1348.8986218148461
2001-10-22,1357.5335981854648
2001-10-23,1380.068715225276
2001-10-24,1383.3477495107495
2001-10-25,1385.461389939983
2001-10-26,1379.5642242069732
2001-10-29,1348.2403404434715
2001-10-30,1329.2052976624086
2001-10-31,1328.3076933572008
2001-11-01,1327.0492782667209
2001-11-02,1328.3631796437392
2001-11-05,1345.7805290735694
2001-11-06,1359.2277553834958
2001-11-07,1329.2823197680102
2001-11-08,1357.0868815993185
2001-11-09,1355.1287056205927
2001-11-12,1349.3443724352742
2001-11-13,1351.0823010565352
2001-11-14,1356.3971014108768
2001-11-15,1383.4339994035063
2001-11-16,1381.7343481307462
2001-11-19,1408.793321455859
2001-11-20,1402.2426215734633
2001-11-21,1414.266682118245
2001-11-22,1407.4817623686095
2001-11-23,1415.5519237055505
2001-11-26,1441.3511530605372
2001-11-27,1431.6967512306978
2001-11-28,1395.8621694004964
2001-11-29,1393.6578215973807
2001-11-30,1396.8450119115225
2001-12-03,1379.954118349091
2001-12-04,1374.8608864800067
2001-12-05,1411.878750881257
2001-12-06,1417.3126396853409
2001-12-07,1407.313297513966
2001-12-10,1379.0355518656359
2001-12-11,1367.9370204341442
2001-12-12,1384.6671184140139
2001-12-13,1350.9541429691806
2001-12-14,1330.4826834703526
2001-12-17,1302.4302792171638
2001-12-18,1307.4074592376655
2001-12-19,1313.1334574274424
2001-12-20,1330.5195165924147
2001-12-21,1328.1520907365232
2001-12-24,1341.1542871873428
2001-12-25,1340.9160386575481
2001-12-26,1331.5780083795812
2001-12-27,1336.8455612479145
2001-12-28,1367.6509479990655
2001-12-31,1359.6812379711187
2002-01-01,1359.6942857462866
2002-01-02,1338.8494222384727
2002-01-03,1349.431017655773
2002-01-04,1390.4976141119628
2002-01-07,1403.961346042298
2002-01-08,1375.9280714597983
2002-01-09,1377.5806073141546
2002-01-10,1356.6779967441053
2002-01-11,1350.9729429943895
2002-01-14,1350.5488896036388
2002-01-15,1332.9269647737847
2002-01-16,1343.6892957065045
2002-01-17,1344.6451856536278
2002-01-18,1354.786212858702
2002-01-21,1361.966808830904
2002-01-22,1336.011315461238
2002-01-23,1331.5524822468296
2002-01-24,1346.0073172259533
2002-01-25,1380.0696781345134
2002-01-28,1403.306094269166
2002-01-29,1387.417872804753
2002-01-30,1366.5244278678483
2002-01-31,1376.9571351337254
2002-02-01,1358.2789409397176
2002-02-04,1345.5441084953043
2002-02-05,1325.1155119679938
2002-02-06,1322.592232847103
2002-02-07,1332.039191566369
2002-02-08,1334.749605959621
2002-02-11,1337.421959571339
2002-02-12,1361.1417204050197
2002-02-13,1374.4349068224715
2002-02-14,1399.4874776820104
2002-02-15,1394.7720667701894
2002-02-18,1404.7000114340037
2002-02-19,1366.0727363621124
2002-02-20,1360.4729937579966
2002-02-21,1386.518802042768
2002-02-22,1378.1388847697292
2002-02-25,1379.5052455721639
2002-02-26,1380.1876412078427
2002-02-27,1417.009497412911
2002-02-28,1425.8503365058496
2002-03-01,1446.4509527172052
2002-03-04,1501.935937420725
2002-03-05,1500.8016733946565
2002-03-06,1497.816880127526
2002-03-07,1537.5993121996044
2002-03-08,1547.5035502613882
2002-03-11,1571.2603416792224
2002-03-12,1547.705878222721
2002-03-13,1517.6489917905928
2002-03-14,1522.3332239383683
2002-03-15,1530.5596998941548
2002-03-18,1512.4480431843647
2002-03-19,1530.7415220140872
2002-03-20,1516.3479095783198
2002-03-21,1512.3098471958583
2002-03-22,1495.0995168277423
2002-03-25,1490.667110233627
2002-03-26,1486.6371226411395
2002-03-27,1511.4032166930904
2002-03-28,1523.8789872076727
2002-03-29,1501.7820096978467
2002-04-01,1474.1505273509097
2002-04-02,1490.5953128471128
2002-04-03,1511.7577752422956
2002-04-04,1518.3641268888682
2002-04-05,1524.3991245077734
2002-04-08,1527.6778615441121
2002-04-09,1506.161710986449
2002-04-10,1503.735426922032
2002-04-11,1486.8500834356526
2002-04-12,1482.149064271627
2002-04-15,1497.620259090487
2002-04-16,1509.4831064468458
2002-04-17,1528.1935090335478
2002-04-18,1536.7453434925067
2002-04-19,1531.2452659614137
2002-04-22,1553.8229806602815
2002-04-23,1555.9085514923752
2002-04-24,1547.1569582996708
2002-04-25,1534.9339697837916
2002-04-26,1528.6740458308877
2002-04-29,1512.0480078457447
2002-04-30,1507.938837328819
2002-05-01,1511.078564822023
2002-05-02,1520.495192148348
2002-05-03,1513.2444110564627
2002-05-06,1494.7244397333827
2002-05-07,1488.2024772315106
2002-05-08,1500.4812201900147
2002-05-09,1509.2969113123152
2002-05-10,1498.864654297396
2002-05-13,1494.4094775366686
2002-05-14,1504.6684406110749
2002-05-15,1527.4527765384967
2002-05-16,1535.936421797156
2002-05-17,1544.550307002704
2002-05-20,1545.3244660303505
2002-05-21,1552.1919025421932
