Date,AC PACIFIC ex JAPAN VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1013.8591020341842
1999-01-05,1028.3174731761662
1999-01-06,1070.2634374207053
1999-01-07,1117.6191492325968
1999-01-08,1115.310773980992
1999-01-11,1122.7461793345108
1999-01-12,1111.373191525819
1999-01-13,1069.3507402788339
1999-01-14,1038.9119275293392
1999-01-15,1062.9303193567798
1999-01-18,1078.421179482626
1999-01-19,1076.5415578986638
1999-01-20,1083.9363549698028
1999-01-21,1048.9428897768962
1999-01-22,1009.3024348334307
1999-01-25,984.2970395975664
1999-01-26,985.6430840296181
1999-01-27,1020.4537596472768
1999-01-28,1016.9803706619111
1999-01-29,1026.7636036256915
1999-02-01,1041.1665946874466
1999-02-02,1027.4290833258442
1999-02-03,1017.5698484265689
1999-02-04,1019.1378414877697
1999-02-05,1010.9399425838017
1999-02-08,1006.2689506497003
1999-02-09,985.0313439254286
1999-02-10,972.4760952989395
1999-02-11,984.7083607448485
1999-02-12,1013.6046417134249
1999-02-15,1015.9855085379477
1999-02-16,1016.7753435051353
1999-02-17,1011.6496095977117
1999-02-18,999.2718016915024
1999-02-19,998.2490130081892
1999-02-22,1002.1864968313162
1999-02-23,1008.9359719541825
1999-02-24,1014.643666495892
1999-02-25,1000.1255507867855
1999-02-26,1020.7583405946875
1999-03-01,1034.3462492835872
1999-03-02,1036.026962003517
1999-03-03,1036.3723368541257
1999-03-04,1038.7246880952305
1999-03-05,1049.331553681864
1999-03-08,1073.0610843330057
1999-03-09,1079.5105505554561
1999-03-10,1081.7809010550086
1999-03-11,1100.2499638724807
1999-03-12,1102.7391525745122
1999-03-15,1111.1209639879157
1999-03-16,1121.0428202706867
1999-03-17,1108.58872243528
1999-03-18,1093.6055356608172
1999-03-19,1132.1344504593649
1999-03-22,1142.5004058988234
1999-03-23,1148.0664652930259
1999-03-24,1133.4342102530588
1999-03-25,1141.896611890118
1999-03-26,1155.6665942445431
1999-03-29,1144.6495743826674
1999-03-30,1160.2844555495835
1999-03-31,1157.2594328371197
1999-04-01,1180.5690910519581
1999-04-02,1193.9870583902016
1999-04-05,1202.005717489366
1999-04-06,1217.9852380013613
1999-04-07,1234.9004108455188
1999-04-08,1244.2832942462207
1999-04-09,1271.4147232594396
1999-04-12,1258.7534013581337
1999-04-13,1278.7279131035937
1999-04-14,1279.7154350989692
1999-04-15,1320.2251547803537
1999-04-16,1362.4878354891082
1999-04-19,1431.0384579355627
1999-04-20,1408.964383972053
1999-04-21,1403.461897872991
1999-04-22,1424.5240217137182
1999-04-23,1431.7919582423942
1999-04-26,1471.3371525651191
1999-04-27,1501.6939145800534
1999-04-28,1490.3165060825768
1999-04-29,1469.1286911841125
1999-04-30,1484.2764646949631
1999-05-03,1485.379929373498
1999-05-04,1512.39298866009
1999-05-05,1506.5921882124128
1999-05-06,1531.350271561567
1999-05-07,1505.340367762992
1999-05-10,1505.0445317356532
1999-05-11,1490.4031494968435
1999-05-12,1497.281628041572
1999-05-13,1484.0618860291975
1999-05-14,1465.1207558911838
1999-05-17,1432.4219394652755
1999-05-18,1454.1248941249444
1999-05-19,1441.2044961059087
1999-05-20,1422.8042887264019
1999-05-21,1432.6695229750785
1999-05-24,1429.2109262698314
1999-05-25,1417.0613899325062
1999-05-26,1446.053536548091
1999-05-27,1452.6488408674936
1999-05-28,1446.3178524685338
1999-05-31,1446.228426372352
1999-06-01,1459.3191624389442
1999-06-02,1489.2253931027135
1999-06-03,1501.655187602702
1999-06-04,1521.2253021137292
1999-06-07,1567.8066452265691
1999-06-08,1568.2750694003842
1999-06-09,1554.2523459584006
1999-06-10,1574.3567845058208
1999-06-11,1578.428202907769
1999-06-14,1575.0877422455244
1999-06-15,1559.4232647320896
1999-06-16,1596.9823611501674
1999-06-17,1619.2601475808585
1999-06-18,1611.1630989904586
1999-06-21,1667.9320920314406
1999-06-22,1690.3181730451429
1999-06-23,1691.166592371702
1999-06-24,1675.1694525098135
1999-06-25,1657.0858207762224
1999-06-28,1687.752769840928
1999-06-29,1693.9613140875779
1999-06-30,1677.2167583009575
1999-07-01,1713.5885790947132
1999-07-02,1756.0974602162407
1999-07-05,1780.4845046975813
1999-07-06,1780.4664265051333
1999-07-07,1775.836313388979
1999-07-08,1779.1989277880168
1999-07-09,1783.1198897105492
1999-07-12,1775.1790198400681
1999-07-13,1746.927867757414
1999-07-14,1703.2434959575464
1999-07-15,1716.638351544809
1999-07-16,1716.9458195008579
1999-07-19,1718.6595508163693
1999-07-20,1683.790248396623
1999-07-21,1641.881917297818
1999-07-22,1633.1272714827144
1999-07-23,1585.3440681283346
1999-07-26,1524.7967393361978
1999-07-27,1557.253716169174
1999-07-28,1584.3565933168122
1999-07-29,1597.0834998461587
1999-07-30,1585.8987452972758
1999-08-02,1586.9707478776963
