Date,ACWI SRI
2011-05-31,1000.0
2011-06-01,987.897741963591
2011-06-02,981.213096170467
2011-06-03,978.0090503816265
2011-06-06,972.5630949594718
2011-06-07,974.1832059112744
2011-06-08,965.8352645676566
2011-06-09,968.7127414674297
2011-06-10,955.5743071059525
2011-06-13,955.5592222914698
2011-06-14,968.2736230449362
2011-06-15,953.9513901371392
2011-06-16,945.79365442609
2011-06-17,950.9417293273099
2011-06-20,951.6411364891565
2011-06-21,965.5702279567753
2011-06-22,963.6677724005478
2011-06-23,949.6939066128313
2011-06-24,946.188381041859
2011-06-27,949.7664196963289
2011-06-28,960.0222714016992
2011-06-29,973.0787476029178
2011-06-30,985.6162501992568
2011-07-01,994.9465528367216
2011-07-04,998.4336082561002
2011-07-05,996.559270264755
2011-07-06,993.2176810189119
2011-07-07,1000.3038363015498
2011-07-08,993.4896950883473
2011-07-11,974.2451292674222
2011-07-12,968.2165688440687
2011-07-13,979.0490664606779
2011-07-14,972.154790850756
2011-07-15,973.4778035235754
2011-07-18,961.81984744941
2011-07-19,975.4373810548498
2011-07-20,980.7100597321136
2011-07-21,993.7396234079157
2011-07-22,998.1117260111106
2011-07-25,992.9004976953694
2011-07-26,995.0967217539094
2011-07-27,979.3483549607515
2011-07-28,975.7722889046046
2011-07-29,972.2842903639071
2011-08-01,966.5172821780126
2011-08-02,945.7840532549127
2011-08-03,940.6016255613728
2011-08-04,903.3688406432548
2011-08-05,890.9349818681787
2011-08-08,849.600884739252
2011-08-09,867.5818951358596
2011-08-10,847.73179993277
2011-08-11,873.3144048736661
2011-08-12,883.1092155020931
2011-08-15,899.6951359497712
2011-08-16,895.489898631053
2011-08-17,898.4529418606495
2011-08-18,861.4158298078719
2011-08-19,847.4469316862627
2011-08-22,848.4562411154691
2011-08-23,866.8972778093761
2011-08-24,874.4456644654999
2011-08-25,862.6405610073666
2011-08-26,868.3872748816286
2011-08-29,888.9783450530998
2011-08-30,893.1062023520818
2011-08-31,904.7930568460534
2011-09-01,901.741957426617
2011-09-02,882.6750747709144
2011-09-05,864.7288725057147
2011-09-06,856.3490128183543
2011-09-07,878.4023706173683
2011-09-08,877.9480629548128
2011-09-09,853.3675799331808
2011-09-12,842.023943023255
2011-09-13,849.5399356982883
2011-09-14,854.9356462820165
2011-09-15,872.2590354618325
2011-09-16,878.048590905644
2011-09-19,862.6194386575434
2011-09-20,867.1655295338417
2011-09-21,851.814615858742
2011-09-22,816.1085306274019
2011-09-23,816.9880211431055
2011-09-26,825.6785224284289
2011-09-27,852.7060224564281
2011-09-28,843.9458289026867
2011-09-29,850.0945533957871
2011-09-30,832.709984936996
2011-10-03,812.9878145627772
2011-10-04,809.2060149457067
2011-10-05,822.1314137910282
2011-10-06,843.1830918289771
2011-10-07,847.8127218176994
2011-10-10,868.5893493124738
2011-10-11,869.9626522571382
2011-10-12,882.011496138197
2011-10-13,877.4066873970838
2011-10-14,888.3312393519589
2011-10-17,879.7562149124565
2011-10-18,880.693483739319
2011-10-19,880.3162182753003
2011-10-20,871.7859593613454
2011-10-21,893.6083836419043
2011-10-24,906.0525986732996
2011-10-25,895.7876783782382
2011-10-26,899.0309733360004
2011-10-27,933.713055029343
2011-10-28,937.3076410965872
2011-10-31,912.7286193884063
2011-11-01,882.2573755935214
2011-11-02,891.8625803766159
2011-11-03,902.9937917398131
2011-11-04,902.6379414928928
2011-11-07,902.8905242431332
2011-11-08,910.0050536343672
2011-11-09,886.3811668371187
2011-11-10,884.0223559875603
2011-11-11,903.7045340899436
2011-11-14,896.8411689530433
2011-11-15,893.5448791803581
2011-11-16,886.2981514298071
2011-11-17,875.3711436448515
2011-11-18,871.0675611034795
2011-11-21,851.030001710846
2011-11-22,849.1675533927937
2011-11-23,831.8578871968209
2011-11-24,829.7565413124266
2011-11-25,827.5540147938837
2011-11-28,853.0498146680794
2011-11-29,858.9366760614676
2011-11-30,890.5024162113058
2011-12-01,891.9806938608028
