Date,MSCI World Momentum EU PAB Index
2013-11-26,1000.0
2013-11-27,1001.2604105660835
2013-11-28,1002.2141506351949
2013-11-29,999.6246934417386
2013-12-02,1001.2059551352044
2013-12-03,994.5391092421926
2013-12-04,990.1792182280798
2013-12-05,981.5773284354848
2013-12-06,988.9006942400753
2013-12-09,990.9892190234458
2013-12-10,986.06757361657
2013-12-11,976.8945635403574
2013-12-12,975.1161387419693
2013-12-13,978.3370546292655
2013-12-16,980.4275490875265
2013-12-17,981.3549529315866
2013-12-18,994.1998406745123
2013-12-19,1002.4675281491118
2013-12-20,1007.8462872451814
2013-12-23,1010.9468573247399
2013-12-24,1014.1834907343847
2013-12-25,1014.3093211939081
2013-12-26,1018.865756296233
2013-12-27,1013.6570284343995
2013-12-30,1011.0915291158517
2013-12-31,1016.3814475838703
2014-01-01,1016.3814475838706
2014-01-02,1018.2719650155246
2014-01-03,1023.1923421828366
2014-01-06,1016.8104769765766
2014-01-07,1025.436668008446
2014-01-08,1033.2916007833508
2014-01-09,1034.697187202936
2014-01-10,1033.128886272913
2014-01-13,1025.4473546599
2014-01-14,1027.5586825615976
2014-01-15,1037.4850254036032
2014-01-16,1036.4882402679175
2014-01-17,1038.131701922733
2014-01-20,1037.300465911105
2014-01-21,1042.3468499162639
2014-01-22,1044.2224517042457
2014-01-23,1025.8125243724119
2014-01-24,1002.3825121692532
2014-01-27,991.20589157467
2014-01-28,1000.8924981148332
2014-01-29,996.0656319944262
2014-01-30,1009.822839433587
2014-01-31,1010.3204947323304
2014-02-03,985.8731052773505
2014-02-04,983.6594544863517
2014-02-05,985.6620131699403
2014-02-06,991.979726705591
2014-02-07,1007.5257384606305
2014-02-10,1010.5443518812974
2014-02-11,1019.4380126108355
2014-02-12,1028.083014605556
2014-02-13,1027.725661948723
2014-02-14,1027.4286202397448
2014-02-17,1027.7352267147137
2014-02-18,1033.9638928622296
2014-02-19,1027.8947167553076
2014-02-20,1032.7539880679353
2014-02-21,1034.427835986843
2014-02-24,1041.7440026168615
2014-02-25,1045.1110883113274
2014-02-26,1047.3045412283964
2014-02-27,1049.613923744968
2014-02-28,1041.2222540627424
2014-03-03,1031.9991012657565
2014-03-04,1050.3098832637932
2014-03-05,1051.6592722518099
2014-03-06,1045.744223850339
2014-03-07,1041.6189685265535
2014-03-10,1038.3826682493748
2014-03-11,1036.037691525162
2014-03-12,1029.9444266202997
2014-03-13,1017.0358961848217
2014-03-14,1008.2077621218184
2014-03-17,1017.2696060894647
2014-03-18,1026.4457652412987
2014-03-19,1020.4300440738045
2014-03-20,1024.2811486874732
2014-03-21,1016.2826010122806
2014-03-24,1007.6860793314513
2014-03-25,1011.7402352280326
2014-03-26,1005.0732876765019
2014-03-27,1006.0616596940025
2014-03-28,1006.4726308129922
2014-03-31,1013.8261700960956
2014-04-01,1024.365493566762
2014-04-02,1029.989146869991
2014-04-03,1028.6360731093064
2014-04-04,1015.6300955787626
2014-04-07,998.0915042365863
2014-04-08,993.151640093495
2014-04-09,1002.9377220876918
2014-04-10,977.9033702615585
2014-04-11,963.5571438295141
2014-04-14,970.778243085871
2014-04-15,973.0117431555675
2014-04-16,990.4357898261026
2014-04-17,991.9401207162069
2014-04-18,993.1016373515785
2014-04-21,999.5297465767264
2014-04-22,1006.254950714179
2014-04-23,1002.3859271463771
2014-04-24,1000.6474032419819
2014-04-25,987.7934051426623
2014-04-28,982.2692856896039
2014-04-29,991.2773051659785
2014-04-30,995.3467329674044
2014-05-01,1001.1844732551534
2014-05-02,1000.1739803636275
2014-05-05,1003.0870821719129
2014-05-06,991.5490394059826
2014-05-07,987.3740540463044
2014-05-08,992.3214185116291
2014-05-09,1002.3528454344116
2014-05-12,1013.1931588686433
2014-05-13,1020.1485518516631
2014-05-14,1015.5885896236717
2014-05-15,1003.5573099843836
2014-05-16,1004.1643993546584
2014-05-19,1008.389714712739
2014-05-20,1005.5847828498668
2014-05-21,1015.4614558256213
2014-05-22,1023.6261246234502
2014-05-23,1031.773634103598
2014-05-26,1033.2226447177125
2014-05-27,1043.1295818292474
2014-05-28,1043.7943888150305
2014-05-29,1047.698073510185
2014-05-30,1046.3049649316642
2014-06-02,1052.946685347284
2014-06-03,1050.4401759641053
2014-06-04,1053.0106767072812
2014-06-05,1058.7902117555373
2014-06-06,1062.6887963271458
2014-06-09,1066.285355383735
2014-06-10,1069.6265087747145
2014-06-11,1068.628546302011
2014-06-12,1060.4905103350538
2014-06-13,1062.339683431257
2014-06-16,1058.0530596484152
2014-06-17,1062.4605302827192
2014-06-18,1067.9834937980258
2014-06-19,1066.29751407725
2014-06-20,1073.7517860586167
2014-06-23,1069.6681873310783
2014-06-24,1064.6729232674352
2014-06-25,1065.7561193447432
2014-06-26,1069.3191664623694
2014-06-27,1067.9833856164687
2014-06-30,1063.9188446599983
2014-07-01,1073.50320435096
2014-07-02,1075.9342107841665
2014-07-03,1084.7311454791916
2014-07-04,1085.5851871853365
2014-07-07,1077.936015608252
2014-07-08,1065.8079377952295
2014-07-09,1068.1993578674808
2014-07-10,1065.8239590185738
2014-07-11,1068.8644664501505
2014-07-14,1072.966171676892
2014-07-15,1072.429347193997
2014-07-16,1077.469951732185
2014-07-17,1067.1445276232082
2014-07-18,1077.9713582780341
2014-07-21,1075.413708280747
2014-07-22,1088.0364791262257
2014-07-23,1090.6188540202381
2014-07-24,1092.2741378972878
2014-07-25,1091.3131756764676
2014-07-28,1089.004980717565
2014-07-29,1087.9847304953132
2014-07-30,1091.586317524187
2014-07-31,1071.8014260297844
2014-08-01,1064.226219688782
2014-08-04,1069.8964815843153
2014-08-05,1066.0971000919794
2014-08-06,1059.0665381157178
2014-08-07,1053.038918750827
2014-08-08,1054.822896942521
2014-08-11,1063.3768182893273
2014-08-12,1064.5970694035057
2014-08-13,1071.113077823277
2014-08-14,1077.3389299202213
2014-08-15,1075.2126851096891
2014-08-18,1086.5984157475082
2014-08-19,1096.3750397258482
2014-08-20,1101.70234807824
2014-08-21,1106.3059159643994
2014-08-22,1108.6581954513745
2014-08-25,1117.0790535656245
2014-08-26,1118.3018451698022
2014-08-27,1118.8009363703684
2014-08-28,1117.2059700854315
2014-08-29,1121.8289481922102
2014-09-01,1123.695322848426
2014-09-02,1127.6393208711343
2014-09-03,1128.9310660016295
2014-09-04,1142.1744844411983
2014-09-05,1145.4808731704868
2014-09-08,1146.2165571690145
2014-09-09,1141.8549957443677
2014-09-10,1144.737945639088
2014-09-11,1142.4862684506677
2014-09-12,1138.3392134548235
2014-09-15,1133.3527873687547
2014-09-16,1139.6626513592653
2014-09-17,1141.8576210162691
2014-09-18,1152.1254616445015
2014-09-19,1155.5695489936788
2014-09-22,1146.574721499322
2014-09-23,1135.3037158949928
2014-09-24,1148.5733299430483
2014-09-25,1138.5845481373626
2014-09-26,1150.7034738471086
2014-09-29,1149.1521653759232
2014-09-30,1150.665336712551
2014-10-01,1138.657774966975
2014-10-02,1128.574860774205
2014-10-03,1153.927216320729
2014-10-06,1148.1703142901285
2014-10-07,1125.2598294791567
2014-10-08,1132.9649966815684
2014-10-09,1111.9394318628517
2014-10-10,1099.2996864345096
2014-10-13,1078.7956008309282
2014-10-14,1079.2534465021533
2014-10-15,1058.0905249056445
2014-10-16,1057.1265038410306
2014-10-17,1077.8069827860795
2014-10-20,1085.3662207563273
2014-10-21,1111.9518642923774
2014-10-22,1113.4752258684468
2014-10-23,1128.632674662917
2014-10-24,1135.9336461739342
2014-10-27,1132.3367241497303
2014-10-28,1141.6537726156125
2014-10-29,1138.422664616879
2014-10-30,1156.8604712513409
2014-10-31,1177.5509124908747
2014-11-03,1178.4350141303426
2014-11-04,1170.695883982835
2014-11-05,1184.2777130586235
2014-11-06,1190.8272088507188
2014-11-07,1187.9726450441935
2014-11-10,1190.826050559203
2014-11-11,1194.5907937716784
2014-11-12,1188.7257330088212
2014-11-13,1190.5691996194791
2014-11-14,1188.7176758893759
2014-11-17,1190.912567296004
2014-11-18,1197.1816048377193
2014-11-19,1193.214891642576
2014-11-20,1192.3041115624985
2014-11-21,1212.3932411327419
2014-11-24,1215.053423825729
2014-11-25,1214.5778836671818
2014-11-26,1218.6223273884984
2014-11-27,1223.067174000038
2014-11-28,1227.2175862562801
2014-12-01,1218.8596842948316
2014-12-02,1232.2891428765192
2014-12-03,1242.3633493090786
2014-12-04,1231.465649129277
2014-12-05,1248.0051155847648
2014-12-08,1244.1363239817217
2014-12-09,1230.558695834434
2014-12-10,1214.5858478234552
2014-12-11,1222.3115214502723
2014-12-12,1202.1540490262896
2014-12-15,1196.374754999128
2014-12-16,1178.9649745114516
2014-12-17,1205.5844993006822
2014-12-18,1243.1543293962159
2014-12-19,1247.3888698642438
2014-12-22,1250.5940083781154
2014-12-23,1251.782586142611
2014-12-24,1254.2141518805406
2014-12-25,1254.2797914040943
2014-12-26,1260.8132417889342
2014-12-29,1261.8450781858062
2014-12-30,1255.5610483010737
2014-12-31,1251.3040638541893
2015-01-01,1251.3300807819871
2015-01-02,1256.8255191633666
2015-01-05,1251.400373552437
2015-01-06,1241.945376793408
2015-01-07,1269.0265878431362
2015-01-08,1295.4673846237688
2015-01-09,1285.1508930759248
2015-01-12,1280.2669955323804
2015-01-13,1283.218914450089
2015-01-14,1277.7750498547796
2015-01-15,1294.6860746824946
2015-01-16,1316.6706923930992
2015-01-19,1305.2245529828074
2015-01-20,1316.440720580267
2015-01-21,1317.7788384955627
2015-01-22,1353.3554590313202
2015-01-23,1371.9657854403347
2015-01-26,1373.9999574129276
2015-01-27,1344.1109365927398
2015-01-28,1340.875143304348
2015-01-29,1351.9793512641509
2015-01-30,1337.1716745841034
2015-02-02,1338.5215763470733
2015-02-03,1335.7093797984837
2015-02-04,1338.4443046119068
2015-02-05,1349.7653554137278
2015-02-06,1350.6731111535905
2015-02-09,1345.408159696925
2015-02-10,1360.8743482690718
2015-02-11,1364.1668131571057
2015-02-12,1369.266378051542
2015-02-13,1369.4073645880876
2015-02-16,1368.8903339467802
2015-02-17,1374.7279967064314
2015-02-18,1383.2372247241062
2015-02-19,1381.62554085689
2015-02-20,1394.670218569669
2015-02-23,1401.441841870862
2015-02-24,1404.0431350131098
2015-02-25,1399.481053969841
2015-02-26,1419.6981084521428
2015-02-27,1415.46764003991
2015-03-02,1426.3812137178777
2015-03-03,1419.404063218878
2015-03-04,1430.4019549776372
2015-03-05,1437.7893083684523
2015-03-06,1442.1134056906149
2015-03-09,1447.2520909133823
2015-03-10,1444.53425877496
2015-03-11,1462.9194594209293
2015-03-12,1475.075681389532
2015-03-13,1484.2267802563615
2015-03-16,1496.334836280424
2015-03-17,1491.883630985341
2015-03-18,1501.872047285329
2015-03-19,1505.798490918706
2015-03-20,1495.6873798112822
2015-03-23,1475.5054892732594
2015-03-24,1473.1881807663945
2015-03-25,1437.6785931312932
2015-03-26,1440.6436468627096
2015-03-27,1452.931524217629
2015-03-30,1471.8477460742272
2015-03-31,1467.3397310714251
2015-04-01,1457.2383555909466
2015-04-02,1448.1029394561795
2015-04-03,1449.6397634503878
2015-04-06,1438.262867611699
2015-04-07,1460.863135782769
2015-04-08,1476.6789442709426
2015-04-09,1496.6251020328455
2015-04-10,1510.3347584219262
2015-04-13,1512.372307567506
2015-04-14,1496.131579880325
2015-04-15,1510.867045449376
2015-04-16,1498.071563346555
2015-04-17,1471.5424518572122
2015-04-20,1487.1488448568953
2015-04-21,1496.5514425688143
2015-04-22,1504.6743979499477
2015-04-23,1496.930902204525
2015-04-24,1491.397445720372
2015-04-27,1482.6451579137326
2015-04-28,1470.5140182597838
2015-04-29,1439.0633264041974
2015-04-30,1410.973062569163
2015-05-01,1424.078440377307
2015-05-04,1435.4957836289968
2015-05-05,1414.631882404404
2015-05-06,1390.0097336104277
2015-05-07,1404.6266679109497
2015-05-08,1428.5194957636322
2015-05-11,1433.6203665033686
2015-05-12,1417.291806807283
2015-05-13,1406.3683574147656
2015-05-14,1417.476383213984
2015-05-15,1414.9502982010217
2015-05-18,1429.658282199692
2015-05-19,1458.7853342738615
2015-05-20,1460.6928060467094
2015-05-21,1462.0634851428756
2015-05-22,1472.1791242678432
2015-05-25,1472.5297237093837
2015-05-26,1472.8214470703522
2015-05-27,1490.7189093297993
2015-05-28,1483.7995128004382
2015-05-29,1469.3561749039513
2015-06-01,1480.8107653843683
2015-06-02,1449.3347720905945
2015-06-03,1436.6157098286153
2015-06-04,1424.8591689855261
2015-06-05,1430.1807325443663
2015-06-08,1410.9489610344701
2015-06-09,1402.0153882105724
2015-06-10,1413.7689124195244
2015-06-11,1427.9495962217745
2015-06-12,1419.5027551001212
2015-06-15,1413.3594865145913
2015-06-16,1419.0650590939588
2015-06-17,1413.2162775349325
2015-06-18,1407.9032218650182
2015-06-19,1416.6197047453127
2015-06-22,1430.292879490228
2015-06-23,1460.052916595288
2015-06-24,1451.527355467732
2015-06-25,1453.0068970244038
2015-06-26,1453.6211222945944
2015-06-29,1421.2632026035756
2015-06-30,1422.0628666334615
2015-07-01,1439.6490042790758
2015-07-02,1438.0964236550647
2015-07-03,1437.317516912233
2015-07-06,1425.5815816254362
2015-07-07,1440.117591992623
2015-07-08,1407.582051282391
2015-07-09,1421.074802207821
2015-07-10,1428.8852661867554
2015-07-13,1464.123253352335
2015-07-14,1475.6202999848372
2015-07-15,1482.9804933470728
2015-07-16,1502.4934906140718
2015-07-17,1509.0248586253263
2015-07-20,1513.4936031514994
2015-07-21,1501.3234428205278
2015-07-22,1494.9390085355415
2015-07-23,1488.7113539175907
2015-07-24,1484.2840704347357
2015-07-27,1455.4914616448043
2015-07-28,1469.080933450483
2015-07-29,1479.5644712295648
2015-07-30,1486.4942783135139
2015-07-31,1479.525208205488
2015-08-03,1490.510226710066
2015-08-04,1488.3027451502169
2015-08-05,1501.1510711689832
2015-08-06,1482.4878483140387
2015-08-07,1477.47818024863
2015-08-10,1485.4557608024331
2015-08-11,1461.234503921109
2015-08-12,1428.9999514491324
2015-08-13,1441.9011944870028
2015-08-14,1446.9180520825253
2015-08-17,1457.6504444834593
2015-08-18,1461.4791397946997
2015-08-19,1442.5303174342857
2015-08-20,1398.295267450073
2015-08-21,1346.0881324382517
2015-08-24,1272.9126897972808
2015-08-25,1288.9404322465582
2015-08-26,1318.7604239053262
2015-08-27,1364.6765098686672
2015-08-28,1372.4284328108981
2015-08-31,1362.5187018763609
2015-09-01,1321.0041192424665
2015-09-02,1336.601828700786
2015-09-03,1358.5322700611594
2015-09-04,1336.7928981727202
2015-09-07,1334.6342737755854
2015-09-08,1345.0595250472875
2015-09-09,1361.5283184330417
2015-09-10,1349.5719326793599
2015-09-11,1347.1780253159618
