Date,EAFE MOMENTUM
1998-12-31,1000.0000000000001
1999-01-01,1000.0004720093683
1999-01-04,1035.3909268681484
1999-01-05,1052.2289651354831
1999-01-06,1070.980813954118
1999-01-07,1061.6150461539864
1999-01-08,1062.1742992184495
1999-01-11,1048.953801609347
1999-01-12,1031.0158268326054
1999-01-13,993.254838536588
1999-01-14,1004.2654349715107
1999-01-15,1024.4562094319099
1999-01-18,1049.487517705089
1999-01-19,1046.4768558775843
1999-01-20,1060.201392536268
1999-01-21,1050.3796982425226
1999-01-22,1021.2851034437292
1999-01-25,1026.3206544096802
1999-01-26,1029.011529068632
1999-01-27,1030.7083841758504
1999-01-28,1041.4947516314073
1999-01-29,1047.3683564594635
1999-02-01,1063.939134960254
1999-02-02,1053.490515841128
1999-02-03,1039.0641479664596
1999-02-04,1039.3584406050525
1999-02-05,1026.660625280193
1999-02-08,1016.8950603539123
1999-02-09,995.1275740419404
1999-02-10,987.5026306493284
1999-02-11,1006.2005441748848
1999-02-12,1016.7866467651825
1999-02-15,1021.235059980413
1999-02-16,1021.1615025588059
1999-02-17,1008.9240721005488
1999-02-18,1013.3192296454531
1999-02-19,1024.4045204020704
1999-02-22,1038.710379146726
1999-02-23,1054.4296080419256
1999-02-24,1064.7017606580544
1999-02-25,1047.4338013065012
1999-02-26,1043.5524694552373
1999-03-01,1031.0744354052333
1999-03-02,1032.2637035543444
1999-03-03,1021.7618801889229
1999-03-04,1027.0807541792863
1999-03-05,1050.8473996414393
1999-03-08,1045.2483880343884
1999-03-09,1049.5177839245068
1999-03-10,1046.8316276290032
1999-03-11,1055.8812598167788
1999-03-12,1056.4254454907139
1999-03-15,1053.9760426855044
1999-03-16,1056.5198862845705
1999-03-17,1044.4650100082536
1999-03-18,1034.9144905074743
1999-03-19,1051.8674777614603
1999-03-22,1048.4851492977577
1999-03-23,1029.719551606318
1999-03-24,1019.5670274985746
1999-03-25,1033.9759431444027
1999-03-26,1030.0283045391943
1999-03-29,1046.580240369385
1999-03-30,1041.6572986705357
1999-03-31,1055.8940026376736
1999-04-01,1062.721750536602
1999-04-02,1062.0658748433138
1999-04-05,1062.3699409781875
1999-04-06,1079.4847461436268
1999-04-07,1082.6403589272202
1999-04-08,1085.3227407439401
1999-04-09,1087.8348126353874
1999-04-12,1078.9214970363557
1999-04-13,1091.5290106623445
1999-04-14,1087.0890624767665
1999-04-15,1073.3020763572047
1999-04-16,1065.062758539529
1999-04-19,1076.1653403503904
1999-04-20,1048.0967985111088
1999-04-21,1054.3578082012684
1999-04-22,1069.086636862672
1999-04-23,1065.4239080591867
1999-04-26,1076.312350750392
1999-04-27,1094.037731337532
1999-04-28,1091.5864984000652
1999-04-29,1081.7651588038361
1999-04-30,1085.5346759147478
1999-05-03,1088.5314543170662
1999-05-04,1080.8782436459503
1999-05-05,1064.20433501773
1999-05-06,1060.1988639644428
1999-05-07,1052.8776027957767
1999-05-10,1058.4333544219626
1999-05-11,1062.398087309432
1999-05-12,1063.4936810435274
1999-05-13,1072.5706195510932
1999-05-14,1052.6343285875146
1999-05-17,1034.300378216031
1999-05-18,1047.5910250048676
1999-05-19,1055.885264243509
1999-05-20,1070.4401568990413
1999-05-21,1073.8590782637903
1999-05-24,1065.494233327557
1999-05-25,1056.5161607245718
1999-05-26,1060.09458868206
1999-05-27,1050.9425689395089
1999-05-28,1053.6334075058085
1999-05-31,1059.1116774378634
1999-06-01,1064.9423048076658
1999-06-02,1072.4101353103408
1999-06-03,1074.5646330040397
1999-06-04,1081.683970744066
1999-06-07,1100.2055447592845
1999-06-08,1102.805013355084
1999-06-09,1109.6231056070828
1999-06-10,1106.0389502020453
