Date,WORLD MOMENTUM
1998-12-31,555.2171304161466
1999-01-01,555.2172325542348
1999-01-04,559.7708983099417
1999-01-05,568.7141959722835
1999-01-06,581.5783598874445
1999-01-07,580.0832110868043
1999-01-08,583.9458521026055
1999-01-11,578.5480829816111
1999-01-12,566.0143783208838
1999-01-13,554.1699403766011
1999-01-14,551.7416852132859
1999-01-15,568.1127030914754
1999-01-18,573.2075628821076
1999-01-19,577.7650445958903
1999-01-20,584.3726357026665
1999-01-21,573.0004440390832
1999-01-22,564.1253982998275
1999-01-25,568.1650215594577
1999-01-26,579.4011804499504
1999-01-27,580.862819081783
1999-01-28,593.7069346015239
1999-01-29,601.2274804226919
1999-02-01,603.7541449435049
1999-02-02,595.5249370799949
1999-02-03,595.6270249532788
1999-02-04,587.9086607441186
1999-02-05,580.8818215640014
1999-02-08,582.1546280261135
1999-02-09,565.4779702354647
1999-02-10,565.8248718392308
1999-02-11,582.3832104032529
1999-02-12,577.3615797372673
1999-02-15,579.6444946011881
1999-02-16,586.8006190473973
1999-02-17,575.5818583488784
1999-02-18,581.0624594394092
1999-02-19,588.8755684938894
1999-02-22,605.4908255468773
1999-02-23,612.0737950800464
1999-02-24,608.9544404960426
1999-02-25,599.0257136523574
1999-02-26,598.8195803881805
1999-03-01,596.1879995959117
1999-03-02,592.473142253919
1999-03-03,591.4026664232975
1999-03-04,600.7324417437114
1999-03-05,613.8525221681768
1999-03-08,616.20329602867
1999-03-09,617.8604075484317
1999-03-10,614.4263202967367
1999-03-11,623.8086295502978
1999-03-12,617.6477225271349
1999-03-15,622.8288936690105
1999-03-16,625.8399525041252
1999-03-17,616.1977970930232
1999-03-18,621.503432910217
1999-03-19,621.8902469132444
1999-03-22,621.2505484180521
1999-03-23,605.6839741541983
1999-03-24,604.8086346287337
1999-03-25,618.050850068871
1999-03-26,619.4748983231835
1999-03-29,634.2500783526222
1999-03-30,631.8924468140912
1999-03-31,628.0478820808494
1999-04-01,633.1809664230079
1999-04-02,633.9888215813953
1999-04-05,647.6354585910884
1999-04-06,650.0451553584537
1999-04-07,650.9671279186412
1999-04-08,656.5868912445773
1999-04-09,660.7988237659398
1999-04-12,658.0826804675718
1999-04-13,657.2978197707474
1999-04-14,641.834430722986
1999-04-15,635.6826945218271
1999-04-16,627.5141922740647
1999-04-19,613.1648051325827
1999-04-20,616.6374368372497
1999-04-21,634.6985127195146
1999-04-22,649.2568228071015
1999-04-23,647.9789050394035
1999-04-26,655.9272259386183
1999-04-27,653.5981690254204
1999-04-28,644.1109892785292
1999-04-29,637.034350218667
1999-04-30,637.0712114230968
1999-05-03,640.7825450474379
1999-05-04,628.9947222794082
1999-05-05,629.7753037249614
1999-05-06,617.6230392186761
1999-05-07,620.0859263619161
1999-05-10,620.386044144446
1999-05-11,631.6791243867613
1999-05-12,638.5267462898486
1999-05-13,642.5262910320961
1999-05-14,625.0251543318925
1999-05-17,626.236406293574
1999-05-18,627.2766565413427
1999-05-19,632.980222104701
1999-05-20,633.7093282121366
1999-05-21,631.2838499308228
1999-05-24,621.1141275679987
1999-05-25,610.2315877377068
1999-05-26,622.7797404132992
1999-05-27,615.412420815045
1999-05-28,623.4765463619854
1999-05-31,625.7409814696553
1999-06-01,619.8125638735357
1999-06-02,628.1263340372255
1999-06-03,629.240885724283
1999-06-04,644.9830789453055
1999-06-07,651.7377889515441
1999-06-08,638.9862144583801
1999-06-09,643.5649426230431
1999-06-10,634.8408248335622
1999-06-11,633.7735549464404
1999-06-14,631.4315361376384
1999-06-15,635.1847249963278
1999-06-16,657.2861814954967
1999-06-17,662.948302415048
1999-06-18,662.7231684860961
1999-06-21,676.0023067883504
1999-06-22,670.2588321230108
1999-06-23,668.6335814649113
1999-06-24,657.1263452629422
1999-06-25,650.5500781209776
1999-06-28,663.0395802994506
1999-06-29,672.396812317161
1999-06-30,679.5548848914037
1999-07-01,692.3754374500808
1999-07-02,702.1385891263616
1999-07-05,705.5038829708078
1999-07-06,701.8865471038098
1999-07-07,705.7620991594484
1999-07-08,710.0534764428314
1999-07-09,712.494308898101
1999-07-12,715.7140018167628
1999-07-13,710.0553504003539
1999-07-14,711.9403425432058
1999-07-15,717.0683980840084
1999-07-16,720.7197080095568
1999-07-19,720.7588744539366
1999-07-20,688.6782842146112
1999-07-21,682.9597638708361
1999-07-22,670.5918946737693
1999-07-23,668.6740364696906
1999-07-26,651.8129678241907
1999-07-27,660.5922524516562
1999-07-28,666.9526248435013
1999-07-29,651.7780176827488
1999-07-30,652.6043539039243
1999-08-02,652.1599633099607
1999-08-03,647.956122219398
1999-08-04,634.4973589859567
1999-08-05,630.0788075717527
1999-08-06,628.4505401270001
1999-08-09,629.3960426376168
1999-08-10,618.2092096411453
1999-08-11,631.7628159431588
1999-08-12,635.2858357156546
1999-08-13,652.9005834151874
1999-08-16,657.38906661046
1999-08-17,664.3505169474255
1999-08-18,659.691543035986
1999-08-19,648.4638927605816
1999-08-20,652.4584523215449
1999-08-23,666.5615080023113
1999-08-24,671.7204705908966
1999-08-25,686.971254108718
1999-08-26,682.207643607025
1999-08-27,676.4644961604142
1999-08-30,669.7364586434027
1999-08-31,658.7825384370606
1999-09-01,664.0728208996414
1999-09-02,652.9692611634998
1999-09-03,675.6873552767472
1999-09-06,680.5265458257093
1999-09-07,677.6779705108206
1999-09-08,675.1159490086795
1999-09-09,684.6269270761564
1999-09-10,691.9454093597766
1999-09-13,693.0070703669763
1999-09-14,690.0054503016588
1999-09-15,683.2340354552115
1999-09-16,679.7732278948421
1999-09-17,686.0197699248042
1999-09-20,689.7846144772442
1999-09-21,676.757413428476
1999-09-22,673.316086671651
1999-09-23,668.5164220610509
1999-09-24,662.4380223349958
1999-09-27,667.2065714506367
1999-09-28,666.2489167835232
1999-09-29,654.0267393767535
1999-09-30,656.9131789219072
1999-10-01,654.1276777036126
1999-10-04,663.8800071856583
1999-10-05,667.6355857917146
1999-10-06,673.9840116778827
1999-10-07,673.4376284964923
1999-10-08,686.154628405519
1999-10-11,688.3548266613421
1999-10-12,674.188708500727
1999-10-13,658.3002736239499
1999-10-14,656.4498153382879
1999-10-15,636.4771012612598
1999-10-18,634.3856531784144
1999-10-19,641.3029571432594
1999-10-20,652.9292764511345
1999-10-21,648.3163356283236
1999-10-22,663.3044252537039
1999-10-25,663.7538692608673
1999-10-26,668.4292355553904
1999-10-27,672.6268370174528
1999-10-28,692.4274893452947
1999-10-29,710.3759535481091
1999-11-01,710.294425477484
1999-11-02,707.3654366933238
1999-11-03,712.5555489918422
1999-11-04,721.3803477903205
1999-11-05,729.4313656098402
1999-11-08,735.5282177257993
1999-11-09,732.4266628016726
1999-11-10,738.8911527651493
1999-11-11,750.2116923683724
1999-11-12,759.9011450778031
1999-11-15,762.185781177747
1999-11-16,771.6680450655545
1999-11-17,762.8577217987253
1999-11-18,782.8389042642484
1999-11-19,786.5148036613846
1999-11-22,784.1388875030405
1999-11-23,784.2732850290295
1999-11-24,795.6934807142011
1999-11-25,802.7384916852918
1999-11-26,814.5767646907282
1999-11-29,815.2795502897461
1999-11-30,796.3147198762044
1999-12-01,800.2954595915315
1999-12-02,809.078651049026
1999-12-03,831.1501372742748
1999-12-06,826.6787977233768
1999-12-07,832.2676302033735
1999-12-08,829.5807855767532
1999-12-09,840.8950238496686
1999-12-10,847.1445122827323
1999-12-13,852.1137613648874
1999-12-14,848.4637597596809
1999-12-15,849.413027739131
1999-12-16,848.7864096152202
1999-12-17,862.6006016699984
1999-12-20,873.3602355860036
1999-12-21,881.0061790958518
1999-12-22,893.0200994968008
1999-12-23,896.3653503474619
1999-12-24,903.1658065958443
1999-12-27,906.9136774238775
1999-12-28,918.3017126788544
1999-12-29,933.6056163542132
1999-12-30,942.7632371657159
1999-12-31,945.2385150822769
2000-01-03,944.2130069397637
2000-01-04,892.8241556164096
2000-01-05,856.4578504048418
2000-01-06,826.4364832893083
2000-01-07,854.6097650436681
2000-01-10,876.2702888436357
2000-01-11,872.9266632331376
2000-01-12,866.9035567610028
2000-01-13,877.4020880146572
2000-01-14,900.9981555077344
2000-01-17,914.6736874974861
2000-01-18,903.0029389867191
