Date,KOKUSAI MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0002016404943
1999-01-04,1010.2568073514998
1999-01-05,1026.4828743834755
1999-01-06,1050.0401046331847
1999-01-07,1046.9320089157661
1999-01-08,1053.991715765681
1999-01-11,1043.8838058227666
1999-01-12,1021.0630492415314
1999-01-13,1000.2919252689348
1999-01-14,995.2774104742339
1999-01-15,1024.8832114096842
1999-01-18,1035.1682978957913
1999-01-19,1043.3627014702452
1999-01-20,1055.7565807001959
1999-01-21,1034.1264237392127
1999-01-22,1018.2207544856886
1999-01-25,1024.8450186690955
1999-01-26,1045.4113178690723
1999-01-27,1048.650615947023
1999-01-28,1072.865858327895
1999-01-29,1086.1455656356195
1999-02-01,1091.2694507821695
1999-02-02,1075.004850731213
1999-02-03,1075.2772776024576
1999-02-04,1061.5836592193364
1999-02-05,1049.1703322726933
1999-02-08,1051.425073545249
1999-02-09,1020.7162118870857
1999-02-10,1020.8339620291985
1999-02-11,1051.8491564046562
1999-02-12,1042.7887321428063
1999-02-15,1047.1742695298144
1999-02-16,1060.8383147063673
1999-02-17,1039.876471956428
1999-02-18,1050.336764488495
1999-02-19,1065.0685799947253
1999-02-22,1095.2458395317133
1999-02-23,1107.7927893593553
1999-02-24,1102.396842465492
1999-02-25,1083.48875363959
1999-02-26,1082.4727982950599
1999-03-01,1077.1897181437078
1999-03-02,1071.1540799751012
1999-03-03,1069.083956910972
1999-03-04,1086.2100509783072
1999-03-05,1109.1192015534195
1999-03-08,1113.593648648256
1999-03-09,1115.8015777673268
1999-03-10,1108.768980672509
1999-03-11,1125.3196642964997
1999-03-12,1113.7194887734747
1999-03-15,1121.9193840400812
1999-03-16,1126.3526127908792
1999-03-17,1109.1163873858898
1999-03-18,1119.7856012902646
1999-03-19,1117.7414225821835
1999-03-22,1117.2917041391959
1999-03-23,1089.5372211253307
1999-03-24,1088.3350782044758
1999-03-25,1112.3281314997764
1999-03-26,1114.6407237663914
1999-03-29,1140.9948271653593
1999-03-30,1136.878861059908
1999-03-31,1130.1990325602605
1999-04-01,1138.818428095146
1999-04-02,1140.612113683944
1999-04-05,1165.9844238230173
1999-04-06,1170.6464845653807
1999-04-07,1172.2623263584157
1999-04-08,1182.8618769894078
1999-04-09,1191.6789914207393
1999-04-12,1186.379789160491
1999-04-13,1183.7142242111383
1999-04-14,1153.8720506847962
1999-04-15,1141.923834911371
1999-04-16,1126.4321973826868
1999-04-19,1100.3383864137745
1999-04-20,1106.2647475642036
1999-04-21,1140.3737272211617
1999-04-22,1167.9726820338565
1999-04-23,1165.620265023025
1999-04-26,1180.2164328888537
1999-04-27,1176.7934908497205
1999-04-28,1158.4552395492728
1999-04-29,1145.8535699013205
1999-04-30,1146.9573306766029
1999-05-03,1154.1230249580171
1999-05-04,1131.9905910047657
1999-05-05,1132.6785928953752
1999-05-06,1108.7470933729992
1999-05-07,1113.7102902613951
1999-05-10,1114.7783610391734
1999-05-11,1136.1524763793705
1999-05-12,1148.9607452834023
1999-05-13,1156.8221025199553
1999-05-14,1125.3252569561357
1999-05-17,1128.4188667003098
1999-05-18,1130.443861908092
1999-05-19,1141.1353323569772
1999-05-20,1142.5136269676116
1999-05-21,1137.5252549460063
1999-05-24,1117.623795986671
1999-05-25,1096.8655570945584
1999-05-26,1119.3228815645339
1999-05-27,1105.7571070926979
1999-05-28,1121.0091456913558
1999-05-31,1125.3216012052303
1999-06-01,1111.989934019125
1999-06-02,1126.400720043117
1999-06-03,1131.027530002486
1999-06-04,1160.1244195314114
1999-06-07,1171.5489390776083
1999-06-08,1146.540337028822
1999-06-09,1153.3343736776712
1999-06-10,1135.2339330405375
1999-06-11,1131.9962620896395
1999-06-14,1128.7259938811517
1999-06-15,1136.1589498062242
1999-06-16,1177.7279800312244
1999-06-17,1186.5255140060297
1999-06-18,1186.9184124873307
1999-06-21,1210.73524955595
1999-06-22,1198.4969049995798
1999-06-23,1196.253180270226
1999-06-24,1174.3756027610514
1999-06-25,1162.6567507590405
1999-06-28,1185.0916875974328
1999-06-29,1200.7634054437492
1999-06-30,1215.7103586648138
1999-07-01,1236.4131413833773
1999-07-02,1253.650968582555
1999-07-05,1260.4440830852461
1999-07-06,1255.141101475284
1999-07-07,1261.8985506945307
1999-07-08,1269.9734631960157
1999-07-09,1274.5137981500611
1999-07-12,1277.8729476688777
1999-07-13,1265.30526158836
1999-07-14,1267.9062076899434
1999-07-15,1275.7239382571663
1999-07-16,1284.0271469850545
1999-07-19,1282.1129725046685
1999-07-20,1223.6734707566432
1999-07-21,1214.2856049312256
1999-07-22,1193.7151149692218
1999-07-23,1190.4804609263617
1999-07-26,1159.833264811058
1999-07-27,1177.149775248521
1999-07-28,1185.2674408508447
1999-07-29,1153.4405412679205
1999-07-30,1153.331571826483
1999-08-02,1152.4963919046152
1999-08-03,1144.3522328517006
1999-08-04,1121.6247285383224
1999-08-05,1115.219983723557
1999-08-06,1112.8954537483812
1999-08-09,1115.3828891389946
1999-08-10,1094.5938115744125
1999-08-11,1120.858137963316
1999-08-12,1125.9280388155137
1999-08-13,1158.462237241084
1999-08-16,1163.2898914486518
1999-08-17,1174.7742345469142
1999-08-18,1164.2365086920283
1999-08-19,1143.4165412504835
1999-08-20,1150.3898715556363
1999-08-23,1178.1987723064633
1999-08-24,1187.522267888555
1999-08-25,1215.5255142044462
1999-08-26,1207.470867649704
1999-08-27,1196.3531311645315
1999-08-30,1180.3347683975965
1999-08-31,1163.3191028109952
1999-09-01,1169.1681261919655
1999-09-02,1147.0409594423552
1999-09-03,1190.7725754902774
1999-09-06,1197.8830847835084
1999-09-07,1194.160262843525
1999-09-08,1187.7185624150966
1999-09-09,1201.8022482583985
1999-09-10,1213.9026146393833
1999-09-13,1211.9528981545106
1999-09-14,1206.13265900795
1999-09-15,1191.4875618052122
1999-09-16,1188.9516947147922
1999-09-17,1202.5898491410662
1999-09-20,1207.7504679489066
1999-09-21,1180.0905108436905
1999-09-22,1177.912599679132
1999-09-23,1168.546942303596
1999-09-24,1162.0802213897455
1999-09-27,1172.204270371967
1999-09-28,1167.3344883441835
1999-09-29,1145.7812719762728
1999-09-30,1148.9561418931298
1999-10-01,1140.083572280431
1999-10-04,1160.0430142509933
1999-10-05,1168.5239228539247
1999-10-06,1181.7102987377714
1999-10-07,1179.9605670004867
1999-10-08,1202.6040287680173
1999-10-11,1205.3786440175154
1999-10-12,1177.2551788448798
1999-10-13,1150.0760798368083
1999-10-14,1145.288069153917
1999-10-15,1108.9522470325676
1999-10-18,1110.0069316691622
1999-10-19,1122.2301020955929
1999-10-20,1142.444065112082
1999-10-21,1134.3329269320088
1999-10-22,1161.2275914159889
1999-10-25,1159.1304480963045
1999-10-26,1166.5224635800494
1999-10-27,1175.6651754294883
1999-10-28,1214.8811296122005
1999-10-29,1243.928041641675
1999-11-01,1242.403738379285
1999-11-02,1236.4716947610375
1999-11-03,1246.7995118626434
1999-11-04,1260.934192009121
1999-11-05,1276.918562731486
1999-11-08,1288.0623963951152
1999-11-09,1280.973305288134
1999-11-10,1292.0664258481588
1999-11-11,1313.6199482735537
1999-11-12,1330.546831359006
1999-11-15,1335.7631147438394
1999-11-16,1355.2607000502292
1999-11-17,1338.483011383115
1999-11-18,1372.840448874317
1999-11-19,1378.1456804063573
1999-11-22,1371.3765971932244
1999-11-23,1369.9423345794555
1999-11-24,1390.3875305742436
1999-11-25,1405.1406441885783
1999-11-26,1422.1668054186262
1999-11-29,1421.5219204068924
1999-11-30,1391.021450058336
1999-12-01,1408.372556722549
1999-12-02,1433.706666288033
1999-12-03,1473.6112615880447
1999-12-06,1465.003155726015
1999-12-07,1474.7806800002522
1999-12-08,1472.9429602304488
1999-12-09,1493.6300879193607
1999-12-10,1501.1722424988693
1999-12-13,1515.171760029043
1999-12-14,1507.6421748254554
1999-12-15,1506.6251055618354
1999-12-16,1511.3742328808166
1999-12-17,1534.9380314693046
1999-12-20,1556.3343556205234
1999-12-21,1571.2225509947928
1999-12-22,1583.227469868464
1999-12-23,1596.0859628804508
1999-12-24,1601.000417250922
1999-12-27,1609.2786967041934
1999-12-28,1615.2727936771257
1999-12-29,1635.5324573168518
1999-12-30,1649.288505847277
1999-12-31,1654.044625860525
2000-01-03,1651.9667175798938
2000-01-04,1552.8373025302117
2000-01-05,1508.4275662553164
2000-01-06,1464.113618144721
2000-01-07,1529.7891840864668
2000-01-10,1573.5003021236864
2000-01-11,1546.0636590486654
2000-01-12,1535.6070075316518
2000-01-13,1560.8430728399865
2000-01-14,1608.270897844292
2000-01-17,1626.2992008902308
2000-01-18,1607.4067979615222
2000-01-19,1610.5977403365257
2000-01-20,1616.0509399228908
2000-01-21,1615.288377523846
2000-01-24,1592.309188711471
2000-01-25,1592.7953104762355
2000-01-26,1592.0736328299756
2000-01-27,1609.9772481551029
2000-01-28,1583.4263734421338
2000-01-31,1595.2298532334316
2000-02-01,1642.047448129712
2000-02-02,1665.0095475018368
2000-02-03,1689.8493537644833
2000-02-04,1717.3510310695976
2000-02-07,1714.658090076884
2000-02-08,1745.6726385800016
2000-02-09,1730.3127728256927
2000-02-10,1744.9700159032327
2000-02-11,1722.3371695064864
2000-02-14,1723.413635751346
2000-02-15,1699.753797619243
2000-02-16,1692.005683892783
2000-02-17,1701.315834486787
2000-02-18,1670.2264836915883
2000-02-21,1655.7116889422023
2000-02-22,1635.7994893604518
2000-02-23,1685.218723129876
2000-02-24,1704.236536117411
2000-02-25,1730.5990024260311
2000-02-28,1731.3726744216178
2000-02-29,1766.1874152621176
2000-03-01,1774.6438192580167
2000-03-02,1810.7095801906958
2000-03-03,1862.3571537557289
2000-03-06,1868.78631268943
2000-03-07,1833.1802797947057
2000-03-08,1825.9282032687818
2000-03-09,1842.7342474707837
2000-03-10,1859.2508771621162
2000-03-13,1814.8433742103314
2000-03-14,1796.3315920448797
2000-03-15,1758.0453522162952
2000-03-16,1787.3342619148448
2000-03-17,1826.557438035618
2000-03-20,1838.4642781338325
2000-03-21,1860.1278824913752
2000-03-22,1893.9068830664874
2000-03-23,1907.2350148977516
2000-03-24,1928.338945282043
2000-03-27,1936.0458847253847
2000-03-28,1928.6794196678516
2000-03-29,1926.8854887842915
2000-03-30,1849.6628470048183
2000-03-31,1861.8890523697155
2000-04-03,1810.7195390906386
2000-04-04,1784.0809752012622
2000-04-05,1761.0346454558828
2000-04-06,1821.976683009049
2000-04-07,1869.0156348918542
2000-04-10,1843.363155258294
2000-04-11,1784.349202022791
2000-04-12,1730.53982786591
2000-04-13,1704.3097302149533
2000-04-14,1603.3213262648849
2000-04-17,1659.2176580229893
2000-04-18,1725.3651611132723
2000-04-19,1726.052300864378
2000-04-20,1729.2806188576913
2000-04-21,1729.2806188576913
2000-04-24,1709.4691187329588
2000-04-25,1769.085189928978
2000-04-26,1785.4287153656226
2000-04-27,1813.3140698941456
2000-04-28,1835.9820386733736
2000-05-01,1857.0240692146026
2000-05-02,1850.6065771191807
2000-05-03,1820.001309110772
2000-05-04,1807.436334783476
2000-05-05,1837.1741826310833
2000-05-08,1794.3027839580066
2000-05-09,1748.87721950816
2000-05-10,1669.435234011812
2000-05-11,1718.683696129478
2000-05-12,1747.658501569703
2000-05-15,1744.3164987102684
2000-05-16,1804.5017553117582
2000-05-17,1787.7505652490702
2000-05-18,1761.277364517754
2000-05-19,1690.9598204693432
2000-05-22,1643.0225178630094
2000-05-23,1607.6327256806587
2000-05-24,1618.7133057684923
2000-05-25,1634.3956591415083
2000-05-26,1601.0951680764963
2000-05-29,1609.7102402420342
2000-05-30,1673.031259798293
2000-05-31,1681.8494541596535
2000-06-01,1725.7398182993966
2000-06-02,1777.6296920546192
2000-06-05,1761.2411416275834
2000-06-06,1724.052946856931
2000-06-07,1725.845274011886
2000-06-08,1738.7388435242449
2000-06-09,1743.4166239169167
2000-06-12,1733.6209529514026
2000-06-13,1741.5153398812115
2000-06-14,1748.8901779977655
2000-06-15,1760.9212232440664
2000-06-16,1745.3012264278648
2000-06-19,1767.3647947061925
2000-06-20,1789.2176631332682
2000-06-21,1788.231404880218
2000-06-22,1756.7150920014126
2000-06-23,1748.4439740479925
2000-06-26,1756.66122078624
2000-06-27,1733.1370616233175
2000-06-28,1740.481296279699
2000-06-29,1686.206677795921
2000-06-30,1714.616313877067
2000-07-03,1737.1602137552145
2000-07-04,1741.4374144707851
2000-07-05,1697.6664923011976
2000-07-06,1711.7799274998877
2000-07-07,1756.7154492985671
2000-07-10,1746.9250622639697
2000-07-11,1746.3655408033621
2000-07-12,1778.1868335327783
2000-07-13,1808.5686174708135
2000-07-14,1826.6231901467156
2000-07-17,1850.8968848161835
2000-07-18,1820.0526352700128
2000-07-19,1816.6398689812008
2000-07-20,1846.0642223567572
2000-07-21,1807.070025799471
2000-07-24,1792.1658092826547
2000-07-25,1786.1114713756763
2000-07-26,1773.690605732824
2000-07-27,1736.70456266426
2000-07-28,1703.8715980082118
2000-07-31,1730.425381326787
2000-08-01,1727.102643482106
2000-08-02,1724.7441284399763
2000-08-03,1731.079284657302
2000-08-04,1752.9341608906184
2000-08-07,1768.2274969809325
2000-08-08,1790.8584896589225
2000-08-09,1805.9384110455444
2000-08-10,1775.7695034640576
2000-08-11,1780.6267916857248
2000-08-14,1811.8384395163703
2000-08-15,1794.5101718931778
2000-08-16,1799.6008869069212
2000-08-17,1809.8178648992837
2000-08-18,1814.8677331055212
2000-08-21,1825.9476130351613
2000-08-22,1831.5930120365128
2000-08-23,1843.272485284588
2000-08-24,1837.657641402078
2000-08-25,1838.6460771702612
2000-08-28,1858.6513877161483
2000-08-29,1860.7703775634823
2000-08-30,1862.0707606426488
2000-08-31,1895.6958992027546
2000-09-01,1908.9011990973218
2000-09-04,1924.108136959192
2000-09-05,1909.2096444261474
2000-09-06,1884.9222004902815
2000-09-07,1908.2590699121645
2000-09-08,1878.2112965387996
2000-09-11,1866.8053749970925
2000-09-12,1848.7048583074984
2000-09-13,1836.8170524240861
2000-09-14,1862.6596965924634
2000-09-15,1839.461147942887
2000-09-18,1821.036687221951
2000-09-19,1843.3455259407674
2000-09-20,1841.7492767602905
2000-09-21,1803.6857623468775
2000-09-22,1741.34084506009
2000-09-25,1755.6729064606402
2000-09-26,1722.196875612539
2000-09-27,1722.2790672173621
2000-09-28,1731.808542120399
2000-09-29,1702.3475772633658
2000-10-02,1709.082741340823
2000-10-03,1707.5249202435057
2000-10-04,1702.4977544591027
2000-10-05,1711.3504627659784
2000-10-06,1673.2995479143963
2000-10-09,1644.6239672705926
2000-10-10,1628.6870839054975
2000-10-11,1576.6288455618858
2000-10-12,1570.2193442362673
2000-10-13,1637.8710622933966
2000-10-16,1655.6394113048482
2000-10-17,1616.710465291905
2000-10-18,1590.8725371187222
2000-10-19,1684.141116383961
2000-10-20,1697.5633214441857
2000-10-23,1698.7704956028992
2000-10-24,1711.2554316196936
2000-10-25,1661.2392197104632
2000-10-26,1652.3179363048523
2000-10-27,1646.608287510164
2000-10-30,1632.6715248062928
2000-10-31,1673.5622628309843
2000-11-01,1654.7851359994893
2000-11-02,1657.5854752532257
2000-11-03,1654.1646116717554
2000-11-06,1663.2448124868838
2000-11-07,1665.7103866664206
2000-11-08,1658.9272383311672
2000-11-09,1655.4214763266582
2000-11-10,1636.674507823161
2000-11-13,1608.6504103368654
2000-11-14,1635.1397196349524
2000-11-15,1642.6248332974953
2000-11-16,1644.6900740384867
2000-11-17,1638.2994080041112
2000-11-20,1619.9322187099206
2000-11-21,1628.0931352011614
2000-11-22,1598.0119150485802
2000-11-23,1602.8995609193144
2000-11-24,1619.2709715233962
2000-11-27,1615.7712773848345
2000-11-28,1603.2427764768238
2000-11-29,1599.9455744631375
2000-11-30,1572.1085237011462
2000-12-01,1564.6195785703173
2000-12-04,1541.1491561326752
2000-12-05,1582.2198956749942
2000-12-06,1565.3842894131803
2000-12-07,1560.1425076456007
2000-12-08,1575.796430776265
2000-12-11,1593.4459410516367
2000-12-12,1580.204284433541
2000-12-13,1576.246433939511
2000-12-14,1542.6470262255682
2000-12-15,1512.6635927066975
2000-12-18,1534.953388803669
2000-12-19,1536.9475798577278
2000-12-20,1494.6787026122545
2000-12-21,1490.7050996140968
2000-12-22,1496.6254386790365
2000-12-25,1496.6254386790365
2000-12-26,1502.5162184723276
2000-12-27,1523.3978135668692
2000-12-28,1542.7029477406252
2000-12-29,1517.6448909161384
2001-01-01,1517.6448909161384
2001-01-02,1473.0659908975692
2001-01-03,1478.0770031157213
2001-01-04,1441.6062054542838
2001-01-05,1412.2254086756209
2001-01-08,1416.8935602057443
2001-01-09,1421.8911171986338
2001-01-10,1425.350898544954
2001-01-11,1413.18938012436
2001-01-12,1406.0671545202106
2001-01-15,1416.7359508487343
2001-01-16,1422.5846181678612
2001-01-17,1441.428478054104
2001-01-18,1425.4005646746039
2001-01-19,1422.9003676758666
2001-01-22,1434.852214011747
2001-01-23,1446.3562873637304
2001-01-24,1468.8464235191063
2001-01-25,1478.2369640603288
2001-01-26,1477.722102558592
2001-01-29,1483.7779788713765
2001-01-30,1474.3778606237245
2001-01-31,1464.212233275049
2001-02-01,1455.8208100260047
2001-02-02,1455.6822558271438
2001-02-05,1456.8418152219822
2001-02-06,1464.8455746686304
2001-02-07,1458.2414973310333
2001-02-08,1469.520487231893
2001-02-09,1457.4865422418852
2001-02-12,1462.1290118220386
2001-02-13,1469.9022178639893
2001-02-14,1467.1322963984296
2001-02-15,1483.5759448304436
2001-02-16,1460.443679605147
2001-02-19,1454.8541750444401
2001-02-20,1455.4810624036527
2001-02-21,1433.6018123078074
2001-02-22,1434.1728973582026
2001-02-23,1422.6416585742386
2001-02-26,1432.1753773722403
2001-02-27,1421.0347544812903
2001-02-28,1413.5583451778446
