Date,SINGAPORE IMI MINIMUM VOLATILITY (SGD)
2001-05-31,1000.0
2001-06-01,999.5670865025269
2001-06-04,1005.0358394407817
2001-06-05,1013.1063613179645
2001-06-06,1018.3978119037383
2001-06-07,1019.3647159383198
2001-06-08,1029.5099638033807
2001-06-11,1026.4391275829578
2001-06-12,1010.794238247608
2001-06-13,1027.2256706576932
2001-06-14,1023.4437476118807
2001-06-15,1025.7481511813517
2001-06-18,1031.551345586256
2001-06-19,1030.6460195336401
2001-06-20,1030.179362031738
2001-06-21,1035.2522280565308
2001-06-22,1056.0519483801595
2001-06-25,1048.8999373764962
2001-06-26,1050.434503433946
2001-06-27,1047.857309387024
2001-06-28,1057.731768137281
2001-06-29,1073.5430656663282
2001-07-02,1056.221237455032
2001-07-03,1052.8286536169462
2001-07-04,1046.0645412915615
2001-07-05,1052.6687520299377
2001-07-06,1028.2031347454663
2001-07-09,1018.0748619636894
2001-07-10,1017.8960139164406
2001-07-11,1002.6822079328764
2001-07-12,1022.5143351331216
2001-07-13,1015.0455853303055
2001-07-16,1013.7535732211674
2001-07-17,1009.8716630281738
2001-07-18,981.9223134048929
2001-07-19,986.8782314510277
2001-07-20,993.0700738466105
2001-07-23,992.9665704934944
2001-07-24,991.445713176344
2001-07-25,985.4985434882318
2001-07-26,997.77414208614
2001-07-27,1005.1743950326478
2001-07-30,1006.4270523421691
2001-07-31,1014.8120180248168
2001-08-01,1009.6907435364005
2001-08-02,1013.305544824665
2001-08-03,1003.4963341990672
2001-08-06,1009.3406313885483
2001-08-07,1016.6917994139187
2001-08-08,1012.7653299881405
2001-08-09,998.7461803280355
2001-08-10,1001.7583563416634
2001-08-13,991.5283204095896
2001-08-14,1000.4494675973355
2001-08-15,990.9962553347785
2001-08-16,985.3718219017043
2001-08-17,975.4250657161899
2001-08-20,969.1905551307409
2001-08-21,983.6194054671972
2001-08-22,976.2859613937202
2001-08-23,988.0781642542155
2001-08-24,984.262516714823
2001-08-27,997.0125423376231
2001-08-28,990.1703421969171
2001-08-29,995.6668268254315
2001-08-30,976.9443690189446
2001-08-31,984.1541069069534
2001-09-03,984.3655514751993
2001-09-04,1000.3198466386499
2001-09-05,1001.8723612948971
2001-09-06,992.7036151773718
2001-09-07,967.1386753624779
2001-09-10,960.6133895228742
2001-09-11,957.0107295419117
2001-09-12,920.8245235359641
2001-09-13,912.3216094289902
2001-09-14,873.7211374330703
2001-09-17,826.5233976724162
2001-09-18,822.9398811886427
2001-09-19,827.5557922195375
2001-09-20,815.2101061371196
2001-09-21,780.902365273826
2001-09-24,798.88330965009
2001-09-25,785.7194426309138
2001-09-26,802.4045149396067
2001-09-27,824.7157746988086
2001-09-28,845.8644856475458
2001-10-01,840.7805335588025
2001-10-02,837.720472108708
2001-10-03,829.4799541192881
2001-10-04,856.2141184168929
2001-10-05,848.6314832042327
2001-10-08,827.0417344203019
2001-10-09,850.2235883297475
2001-10-10,842.0938733444092
2001-10-11,864.7440334074998
2001-10-12,869.4016092216557
2001-10-15,871.2341969332638
2001-10-16,869.2362110721854
2001-10-17,882.2739764664334
2001-10-18,867.3777108868212
2001-10-19,863.211276471401
2001-10-22,863.1266700630983
2001-10-23,877.7382248299027
2001-10-24,880.6072821725508
2001-10-25,874.0792973871087
2001-10-26,875.7809480141086
2001-10-29,854.7953837073154
2001-10-30,850.4150619778379
2001-10-31,851.9688281341312
2001-11-01,834.465165347533
2001-11-02,833.182918458591
2001-11-05,842.4822742621702
2001-11-06,840.9609057814172
2001-11-07,836.1168841958594
2001-11-08,849.5244642790382
2001-11-09,863.8683660002288
2001-11-12,869.9010714688533
2001-11-13,877.5142225231376
2001-11-14,875.7268222735715
2001-11-15,915.253568714596
2001-11-16,902.1051886692513
2001-11-19,922.7776027357526
2001-11-20,920.1281111075908
2001-11-21,932.8119459908622
2001-11-22,922.3095813832779
2001-11-23,926.7063315129545
2001-11-26,930.4853279036071
2001-11-27,939.3463296626694
2001-11-28,927.6504642491635
2001-11-29,918.0204928678978
2001-11-30,918.1706249910151
2001-12-03,923.9527995426803
2001-12-04,951.3381602609014
2001-12-05,973.4208945215538
2001-12-06,979.9966955389461
2001-12-07,984.0414137619447
2001-12-10,983.3441123249509
2001-12-11,977.2171030818901
2001-12-12,967.7105851529482
2001-12-13,954.5424481806623
2001-12-14,941.929778985099
2001-12-17,938.738551042274
2001-12-18,950.8171192088914
2001-12-19,966.3773205871471
2001-12-20,963.1521148954612
2001-12-21,965.8136714459082
2001-12-24,976.5519819539302
2001-12-25,976.5519819539301
2001-12-26,972.7983084170032
2001-12-27,974.0989834018451
2001-12-28,986.7422486223496
2001-12-31,978.5640515349195
2002-01-01,978.5640418302802
2002-01-02,962.5760478025937
2002-01-03,983.7020987902919
2002-01-04,1005.1701715456815
2002-01-07,1013.3972844584641
2002-01-08,1015.276125711464
2002-01-09,1006.5548184931465
2002-01-10,1014.1296469084805
2002-01-11,1020.2067168238824
2002-01-14,1033.0555551753644
2002-01-15,1026.7389330972107
2002-01-16,1030.0046750801248
2002-01-17,1027.3166047125212
2002-01-18,1024.3805341562331
2002-01-21,1033.6105310502596
2002-01-22,1025.0304144043462
2002-01-23,1023.3383473408002
2002-01-24,1026.018644070564
2002-01-25,1077.091422364449
2002-01-28,1102.666428312816
2002-01-29,1103.1408237959804
2002-01-30,1094.1281127161797
2002-01-31,1109.827482857357
2002-02-01,1108.7504868074736
2002-02-04,1093.6119474309494
2002-02-05,1079.555162500434
2002-02-06,1089.5064450546736
2002-02-07,1074.9965587153351
2002-02-08,1077.5437106997301
2002-02-11,1076.319246813328
2002-02-12,1078.7744627415598
2002-02-13,1084.0055990862618
2002-02-14,1114.8365000770086
2002-02-15,1106.5829467503966
2002-02-18,1104.4110269346693
2002-02-19,1091.2625736856728
2002-02-20,1089.247640369181
2002-02-21,1087.5659951171601
2002-02-22,1056.8618825366602
2002-02-25,1053.1878163306076
2002-02-26,1062.1697784812802
2002-02-27,1078.8525957257614
2002-02-28,1088.56419688439
2002-03-01,1090.8688901758533
2002-03-04,1127.3900753588973
2002-03-05,1128.6884061182636
2002-03-06,1119.0652374864753
2002-03-07,1112.7166771515701
2002-03-08,1116.2390255317132
2002-03-11,1119.390584417572
2002-03-12,1113.00804945326
2002-03-13,1110.606956509334
2002-03-14,1103.0671221375978
2002-03-15,1105.6130869085787
2002-03-18,1110.9817216083436
2002-03-19,1118.6844560468687
2002-03-20,1112.9794544728804
2002-03-21,1111.4504681040255
2002-03-22,1117.2617284464206
2002-03-25,1112.69874184546
2002-03-26,1103.3741467682985
2002-03-27,1112.8264500771465
2002-03-28,1116.2360599143572
2002-03-29,1116.2360599143572
2002-04-01,1098.6494221568116
2002-04-02,1098.9246573898615
2002-04-03,1093.9637087517435
2002-04-04,1091.3577083001885
2002-04-05,1097.9952445691981
2002-04-08,1096.9268851508546
2002-04-09,1089.9055865910186
2002-04-10,1068.9261228464463
2002-04-11,1078.595698314022
2002-04-12,1088.944859325623
2002-04-15,1093.1294859753725
2002-04-16,1097.36004864645
2002-04-17,1091.328677131945
2002-04-18,1081.214156887257
2002-04-19,1075.7546431693975
2002-04-22,1078.6874706456388
2002-04-23,1083.6082748910978
2002-04-24,1079.4547003232792
2002-04-25,1064.8695114768539
2002-04-26,1070.7715355840255
2002-04-29,1057.6267709471338
2002-04-30,1061.054778238982
2002-05-01,1056.3072725414777
2002-05-02,1068.352116664732
2002-05-03,1063.5610637898449
2002-05-06,1052.0085979586681
2002-05-07,1053.8694335492723
2002-05-08,1064.5179802354844
2002-05-09,1063.3740485450587
2002-05-10,1062.9438602963144
2002-05-13,1065.1541277572235
2002-05-14,1075.9528981207386
2002-05-15,1075.9480051600922
2002-05-16,1068.6549180554405
2002-05-17,1062.033089163589
2002-05-20,1059.677144531398
2002-05-21,1063.756672599035
2002-05-22,1056.209709501518
2002-05-23,1048.2716731548699
2002-05-24,1052.7581441137577
2002-05-27,1057.0588202308659
2002-05-28,1041.3222795642373
2002-05-29,1027.7010219074568
2002-05-30,1027.3192015149912
2002-05-31,1025.3605294615709
2002-06-03,1021.961335320817
2002-06-04,1005.8177717250244
2002-06-05,1010.7669866456162
2002-06-06,1002.3576727989999
2002-06-07,1007.5584541779592
2002-06-10,1009.7703654705268
2002-06-11,1010.2188575919803
2002-06-12,1000.2040459750789
2002-06-13,999.852461752499
2002-06-14,977.4379435936751
