Date,SINGAPORE IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,999.5486123213318
2001-06-04,1005.0655689468604
2001-06-05,1013.1301959793807
2001-06-06,1018.3808999235226
2001-06-07,1019.4046226462399
2001-06-08,1029.5382094201007
2001-06-11,1026.5079751358205
2001-06-12,1010.8936006649512
2001-06-13,1027.2466146479796
2001-06-14,1023.5701306689672
2001-06-15,1026.062259121625
2001-06-18,1031.8933037813078
2001-06-19,1030.8531000240973
2001-06-20,1030.5706303829722
2001-06-21,1035.6829477055685
2001-06-22,1056.7994099337643
2001-06-25,1049.5573082374508
2001-06-26,1051.0185060549268
2001-06-27,1048.3377642765174
2001-06-28,1058.2063435850957
2001-06-29,1074.1454364793851
2001-07-02,1056.7617924796136
2001-07-03,1053.2737197235867
2001-07-04,1046.4635271622035
2001-07-05,1053.148336859926
2001-07-06,1028.8239165334462
2001-07-09,1018.5688475026018
2001-07-10,1018.4431117207866
2001-07-11,1003.3193849464486
2001-07-12,1023.1264646099376
2001-07-13,1015.7107743746882
2001-07-16,1014.4557656304628
2001-07-17,1010.5244611821776
2001-07-18,982.6475463513591
2001-07-19,987.621969887675
2001-07-20,993.8855972467926
2001-07-23,993.7592971039793
2001-07-24,992.2239492442583
2001-07-25,986.1823021439194
2001-07-26,998.4354154961944
2001-07-27,1005.6357891840339
2001-07-30,1006.9011548449919
2001-07-31,1015.2760823846278
2001-08-01,1010.0947892812543
2001-08-02,1013.6675050875485
2001-08-03,1003.8388987969498
2001-08-06,1009.5621204143638
2001-08-07,1016.9140658416368
2001-08-08,1012.6265633248612
2001-08-09,998.6092997740161
2001-08-10,1001.672839699049
2001-08-13,991.4913058065637
2001-08-14,1000.3746208911978
2001-08-15,990.9295638414235
2001-08-16,985.5637818195095
2001-08-17,975.5404296488366
2001-08-20,969.380191952368
2001-08-21,983.9894093105382
2001-08-22,976.6433102619508
2001-08-23,988.4984076271066
2001-08-24,984.6987978670326
2001-08-27,997.399364864555
2001-08-28,990.4827340260132
2001-08-29,995.9948568349024
2001-08-30,977.1167255789189
2001-08-31,984.4652885218688
2001-09-03,984.5101743393468
2001-09-04,1000.4045022383191
2001-09-05,1002.0565777066302
2001-09-06,992.8579440826965
2001-09-07,967.354885540543
2001-09-10,960.8956581425322
2001-09-11,957.2861252252445
2001-09-12,921.0290778754239
2001-09-13,912.7005692685179
2001-09-14,874.0171024993899
2001-09-17,826.5330318070148
2001-09-18,823.07700845219
2001-09-19,827.7808886844929
2001-09-20,815.5277955731596
2001-09-21,781.0896135954692
2001-09-24,799.0194502553428
2001-09-25,785.7960978019785
2001-09-26,802.8029299794739
2001-09-27,825.2390792565601
2001-09-28,846.4662377228715
2001-10-01,841.4318117419077
2001-10-02,838.3740294093567
2001-10-03,830.2624571792035
2001-10-04,856.980858421652
2001-10-05,849.4217368034566
2001-10-08,827.7386477742285
2001-10-09,851.016617863436
2001-10-10,843.0142245848245
2001-10-11,865.8474849607156
2001-10-12,870.3804565547432
2001-10-15,872.204522214481
2001-10-16,870.1607209535449
2001-10-17,883.2135713542868
2001-10-18,868.3016888786998
2001-10-19,864.1659829591903
2001-10-22,863.9921989414346
2001-10-23,878.6433145690316
2001-10-24,881.5309199967379
2001-10-25,874.8762098157963
2001-10-26,876.470724074591
2001-10-29,855.4163064880984
2001-10-30,851.0299048255868
2001-10-31,852.5537737352598
2001-11-01,835.1127822136614
2001-11-02,833.8994792991731
2001-11-05,843.1433060086079
2001-11-06,841.7224922133081
2001-11-07,836.7965266230221
2001-11-08,850.082876128589
2001-11-09,864.4522797410287
2001-11-12,870.5447236651323
2001-11-13,878.1482044528806
2001-11-14,876.3537300353646
2001-11-15,915.862920551611
2001-11-16,902.7410185281414
2001-11-19,923.3277687642199
2001-11-20,920.5454507677115
2001-11-21,933.216956890188
2001-11-22,922.8125498030233
2001-11-23,927.1562773353005
2001-11-26,930.7473351652267
2001-11-27,939.5892972979914
2001-11-28,927.907139561313
2001-11-29,918.2942957703314
2001-11-30,918.5318518329921
2001-12-03,924.2963069651819
2001-12-04,951.330048154919
2001-12-05,973.5271868463876
2001-12-06,980.0665423116161
2001-12-07,983.937749259511
2001-12-10,983.3344450057036
2001-12-11,977.1461882547881
2001-12-12,967.5944599297742
2001-12-13,954.5036140113301
2001-12-14,941.9146695987474
2001-12-17,938.7133376702426
2001-12-18,950.7016051140365
2001-12-19,966.221407285198
2001-12-20,963.036415578125
2001-12-21,965.6427556801062
2001-12-24,976.4182542542044
2001-12-25,976.424073030003
2001-12-26,972.6885623796784
2001-12-27,973.9528110538515
2001-12-28,986.5667255044212
2001-12-31,978.4521946899182
2002-01-01,978.4521850514775
2002-01-02,962.4448077152783
2002-01-03,983.5757494245048
2002-01-04,1004.9306576504979
2002-01-07,1013.1525739360302
2002-01-08,1015.0022612709926
2002-01-09,1006.3352570479993
2002-01-10,1013.9024447856366
2002-01-11,1019.9859202646926
2002-01-14,1032.778013291186
2002-01-15,1026.305023779568
2002-01-16,1029.5972194289031
2002-01-17,1027.0060364441908
2002-01-18,1023.9673592126267
2002-01-21,1033.2460740390238
2002-01-22,1024.6191487254825
2002-01-23,1022.8863730764966
2002-01-24,1025.6026219202934
2002-01-25,1076.6950843179304
2002-01-28,1102.0284069037582
2002-01-29,1102.4585797139553
2002-01-30,1093.609733877727
2002-01-31,1109.2455709697851
2002-02-01,1108.1233383506299
2002-02-04,1092.9764151635065
2002-02-05,1078.8722118767262
2002-02-06,1088.8698265035027
2002-02-07,1074.4612723671999
2002-02-08,1077.1424108592146
2002-02-11,1075.8683711685278
2002-02-12,1078.3092263279793
2002-02-13,1083.5315648848439
2002-02-14,1114.345201548323
2002-02-15,1106.0936316956215
2002-02-18,1103.9630984282055
2002-02-19,1091.077550541695
2002-02-20,1089.1339379684061
2002-02-21,1087.4438155297132
2002-02-22,1056.6624070193927
2002-02-25,1053.0096500898046
2002-02-26,1062.046509987045
2002-02-27,1078.7042406742642
2002-02-28,1088.4262693208073
2002-03-01,1090.715812570543
2002-03-04,1127.202458158869
2002-03-05,1128.3483689032446
2002-03-06,1118.7547241279321
2002-03-07,1112.3978263714248
2002-03-08,1115.935863582735
2002-03-11,1119.0668947009603
2002-03-12,1112.661182996987
2002-03-13,1110.1784768278114
2002-03-14,1102.6747251280754
2002-03-15,1105.1799333014994
2002-03-18,1110.6194109797761
2002-03-19,1118.36973379428
2002-03-20,1112.7562373699698
2002-03-21,1111.2541140328563
2002-03-22,1117.0572626392877
2002-03-25,1112.5362282565857
2002-03-26,1103.2686973158388
2002-03-27,1112.7838302634807
2002-03-28,1116.360963107898
2002-03-29,1116.360963107898
2002-04-01,1098.813370172602
2002-04-02,1099.0456985950293
2002-04-03,1094.0468191725345
2002-04-04,1091.4668820055815
2002-04-05,1098.1609675108416
2002-04-08,1097.0990518007823
2002-04-09,1090.0768698672844
2002-04-10,1069.1889286850137
2002-04-11,1078.8285907811446
2002-04-12,1089.2852349453565
2002-04-15,1093.6858651452076
2002-04-16,1097.930425089486
2002-04-17,1091.7484506921135
2002-04-18,1081.4831318312647
2002-04-19,1075.8839107446436
2002-04-22,1078.969002329027
2002-04-23,1083.9162234504772
2002-04-24,1079.7658697755512
2002-04-25,1064.8264389027265
2002-04-26,1070.6605893306216
2002-04-29,1057.6155814589324
2002-04-30,1061.05108646606
2002-05-01,1056.2997655811016
2002-05-02,1068.3675018880922
2002-05-03,1063.598102448406
2002-05-06,1051.9958502459644
2002-05-07,1053.958685670259
2002-05-08,1064.6240876800782
2002-05-09,1063.3956983682103
2002-05-10,1063.056891120901
2002-05-13,1065.2525034684325
2002-05-14,1076.0488245173165
2002-05-15,1076.0794306871317
2002-05-16,1068.728103738731
2002-05-17,1062.1616997097092
2002-05-20,1059.6110553023389
2002-05-21,1063.5304429854689
2002-05-22,1056.0058372181277
2002-05-23,1048.1417580436532
2002-05-24,1052.6646333247393
2002-05-27,1056.9632589538346
2002-05-28,1041.294163224415
2002-05-29,1027.6547414432116
2002-05-30,1027.320005814774
2002-05-31,1025.3099019580868
2002-06-03,1021.924054998413
2002-06-04,1005.7760322998336
2002-06-05,1010.6914238340015
2002-06-06,1002.2998284487592
2002-06-07,1007.5066449950382
2002-06-10,1009.6705625459708
2002-06-11,1010.0958875819573
2002-06-12,1000.123094680175
2002-06-13,999.6907668467223
2002-06-14,977.3790894683895
2002-06-17,978.5727668939904
2002-06-18,972.9673764086058
2002-06-19,949.9757771975388
2002-06-20,951.4723896735024
2002-06-21,936.6935623445745
2002-06-24,927.4067193006209
2002-06-25,950.466720255294
2002-06-26,916.538006338086
2002-06-27,923.6693503822822
2002-06-28,931.2587517927487
2002-07-01,929.724750545137
2002-07-02,931.6862601388196
2002-07-03,954.4730027948881
2002-07-04,961.4919406256276
2002-07-05,990.1744961402246
2002-07-08,971.8498247624617
2002-07-09,979.0809382291203
2002-07-10,980.2657474866572
2002-07-11,967.013279701855
2002-07-12,972.0078710029544
2002-07-15,958.4687881029125
2002-07-16,943.5553840066772
2002-07-17,944.1208817073928
2002-07-18,939.6947198640661
2002-07-19,930.7372439789856
2002-07-22,922.4669646643066
2002-07-23,948.2083899612762
2002-07-24,923.0188053624798
2002-07-25,914.1199613127106
2002-07-26,904.8719287275359
2002-07-29,918.17514193716
2002-07-30,919.3072675308138
2002-07-31,919.7572458953455
2002-08-01,924.4041449184901
2002-08-02,921.9644319461454
2002-08-05,903.8913623244247
2002-08-06,903.4789546872461
2002-08-07,916.7527976482213
2002-08-08,914.0267711515509
2002-08-09,912.1023467861608
2002-08-12,911.0878869576205
2002-08-13,932.7161310549077
2002-08-14,931.0438690297768
2002-08-15,936.2827073098734
2002-08-16,927.3859762417931
2002-08-19,937.7839747342591
2002-08-20,939.6770018372688
2002-08-21,936.228692515847
2002-08-22,945.2180524928976
2002-08-23,939.1174289393913
2002-08-26,929.9919562967369
2002-08-27,926.6510008780981
2002-08-28,921.530707547495
2002-08-29,911.930134908594
2002-08-30,913.3938845091869
2002-09-02,894.9290259552188
2002-09-03,884.9412210499263
2002-09-04,888.9048737062814
2002-09-05,884.6832297616137
2002-09-06,886.8825295164619
2002-09-09,879.1167872328052
2002-09-10,895.7193658207563
2002-09-11,896.3149493003922
2002-09-12,884.7416481233262
2002-09-13,874.3075613481506
2002-09-16,879.5814175572934
2002-09-17,893.6800567029268
2002-09-18,872.1550632560813
2002-09-19,875.2216009762067
2002-09-20,860.2828737671919
2002-09-23,854.7047063851419
2002-09-24,837.4273969952603
2002-09-25,817.8690634070375
2002-09-26,827.0845283442713
2002-09-27,839.3127033120101
2002-09-30,817.6384056833703
2002-10-01,816.1288234171016
2002-10-02,816.0843081009616
2002-10-03,815.638192240685
2002-10-04,830.7886610520849
2002-10-07,828.3461465695191
2002-10-08,843.2207279208524
2002-10-09,827.2530668535777
2002-10-10,815.8133991421648
2002-10-11,826.5434106822856
2002-10-14,822.2248942589581
2002-10-15,848.8425665916858
2002-10-16,858.7595434237656
2002-10-17,887.185705340109
2002-10-18,880.639291361726
2002-10-21,874.4958017266937
2002-10-22,872.9743870027352
2002-10-23,882.1735465000679
2002-10-24,879.2794605567233
2002-10-25,888.1678598476453
2002-10-28,881.9993859640643
2002-10-29,873.6050229123775
2002-10-30,878.4307634574592
2002-10-31,876.8327255436822
2002-11-01,853.922356684987
2002-11-04,855.8724833631463
2002-11-05,856.3209534512304
2002-11-06,862.1877176556302
2002-11-07,844.5208810131352
2002-11-08,841.962062073397
2002-11-11,832.0375938329405
2002-11-12,831.4759289419496
2002-11-13,826.3414374637966
2002-11-14,832.3579792246651
2002-11-15,844.4132639842838
2002-11-18,834.4792797702302
2002-11-19,829.797344358164
2002-11-20,828.7411915935519
2002-11-21,838.6079298176397
2002-11-22,850.193193830635
2002-11-25,852.9090752224803
2002-11-26,848.0699076147318
2002-11-27,845.6238939363955
2002-11-28,844.854756076376
2002-11-29,834.1115729468897
2002-12-02,834.4496711738029
2002-12-03,823.9287010815423
2002-12-04,813.0946105523824
2002-12-05,810.3382679923473
2002-12-06,808.2377339378136
2002-12-09,803.0441412080071
2002-12-10,807.0255499654594
2002-12-11,810.2038444485227
2002-12-12,810.7310278417912
2002-12-13,805.133189424308
2002-12-16,803.2230528880618
2002-12-17,785.9415386833238
2002-12-18,785.5091189298922
2002-12-19,797.871101793884
2002-12-20,789.6705934207943
2002-12-23,791.2240112754031
2002-12-24,787.4184217177386
2002-12-25,787.4184217177386
2002-12-26,782.3626265851547
2002-12-27,782.9953003840178
2002-12-30,776.5372324367294
2002-12-31,778.5640651887504
2003-01-01,778.5640651887504
2003-01-02,782.1530469270507
2003-01-03,780.0454244954208
2003-01-06,778.8192468638879
2003-01-07,773.2587192638016
2003-01-08,788.0712358343284
2003-01-09,783.403188927752
2003-01-10,787.0789863992645
2003-01-13,803.5242985721602
2003-01-14,812.2719509915067
2003-01-15,807.5867498135874
2003-01-16,806.6190774311993
2003-01-17,793.6171691493339
2003-01-20,791.2407882824114
2003-01-21,789.7341942348116
2003-01-22,791.5314506120278
2003-01-23,787.425894240854
2003-01-24,781.3449098346052
2003-01-27,764.8300135715397
2003-01-28,768.6153507511707
2003-01-29,750.7837286884284
2003-01-30,751.206409982954
2003-01-31,749.8832781797446
2003-02-03,748.713311330664
2003-02-04,744.264192182806
2003-02-05,743.7315455154336
2003-02-06,742.6185756863473
2003-02-07,741.6696068372346
2003-02-10,737.3499985813183
2003-02-11,746.6116367953832
2003-02-12,742.8746874130632
2003-02-13,727.4957630105544
2003-02-14,729.9998934510163
2003-02-17,747.53446860811
2003-02-18,748.8929074054122
2003-02-19,756.250558326128
2003-02-20,752.3181803312419
2003-02-21,754.1464533901725
2003-02-24,756.5779603283236
2003-02-25,752.0366481250622
2003-02-26,748.5420916565658
2003-02-27,744.8721676773555
2003-02-28,743.6990034619259
2003-03-03,742.9843060190697
2003-03-04,734.9149599422068
2003-03-05,729.0803873583998
2003-03-06,717.7630813872927
2003-03-07,704.2565701989987
2003-03-10,696.8009968889569
2003-03-11,698.9575470773946
2003-03-12,707.7709227660059
2003-03-13,716.4464342504964
2003-03-14,728.1289643500529
2003-03-17,725.1349140019588
2003-03-18,744.8930767856097
2003-03-19,750.1796497081859
2003-03-20,761.9407811522409
2003-03-21,777.399447328447
2003-03-24,756.7336083327898
2003-03-25,760.3869515538494
2003-03-26,766.7357631886487
2003-03-27,759.1769606919893
2003-03-28,759.0862295012308
2003-03-31,727.7433393600403
2003-04-01,732.9883448818917
2003-04-02,749.4039977688757
2003-04-03,751.6207949196671
2003-04-04,760.583029567083
2003-04-07,772.0154656050782
2003-04-08,760.4870815010959
2003-04-09,748.4055194697831
