Date,AUSTRALIA IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1010.3500485079683
2001-06-04,1016.1801843877793
2001-06-05,1017.0006486090616
2001-06-06,1026.439697253755
2001-06-07,1038.9280771722845
2001-06-08,1046.809840024123
2001-06-11,1052.9013914010948
2001-06-12,1041.6265365054796
2001-06-13,1050.057756354511
2001-06-14,1046.0177672780635
2001-06-15,1043.4390634027823
2001-06-18,1027.6137295233837
2001-06-19,1029.6985128782942
2001-06-20,1039.414092385519
2001-06-21,1039.467487031189
2001-06-22,1039.476875045035
2001-06-25,1030.0201081225905
2001-06-26,1036.566627385287
2001-06-27,1029.9993802042256
2001-06-28,1033.4389154361686
2001-06-29,1050.1655023387461
2001-07-02,1039.2443449677314
2001-07-03,1052.7244802153311
2001-07-04,1052.9989024778417
2001-07-05,1047.6161703343248
2001-07-06,1011.2513992350484
2001-07-09,1003.7825806016198
2001-07-10,1007.2319056856802
2001-07-11,999.5800535027118
2001-07-12,1011.4898361711367
2001-07-13,1019.6480688967059
2001-07-16,1023.5604096952216
2001-07-17,1014.4051849669547
2001-07-18,1005.0510128009807
2001-07-19,1005.611328912694
2001-07-20,985.407744328135
2001-07-23,990.1046204799209
2001-07-24,977.4539840117639
2001-07-25,968.2659687116508
2001-07-26,962.9936725467415
2001-07-27,963.1105358876265
2001-07-30,968.0592266115444
2001-07-31,975.0753375637033
2001-08-01,997.0791309538072
2001-08-02,1009.3455627207198
2001-08-03,1004.1519920458634
2001-08-06,1010.2569645015886
2001-08-07,1010.7389705716238
2001-08-08,1015.2755488860372
2001-08-09,997.6361847220093
2001-08-10,989.1663976216711
2001-08-13,987.6766595045982
2001-08-14,984.0199036357233
2001-08-15,984.7312126344253
2001-08-16,978.0646496892382
2001-08-17,989.555495137732
2001-08-20,976.7152378233233
2001-08-21,983.5722848041064
2001-08-22,984.2782839262367
2001-08-23,988.4865468237705
2001-08-24,990.3337542498274
2001-08-27,995.310453624254
2001-08-28,999.9539273153993
2001-08-29,997.3334326689395
2001-08-30,996.6982764087586
2001-08-31,978.6664570889998
2001-09-03,985.3328649056234
2001-09-04,995.8534372309969
2001-09-05,991.8590803512933
2001-09-06,989.3560185835341
2001-09-07,962.7583634273908
2001-09-10,955.9783899110805
2001-09-11,962.4261910961139
2001-09-12,924.8005837236442
2001-09-13,922.4500870911843
2001-09-14,904.7234316592181
2001-09-17,849.8916116088385
2001-09-18,849.3782899595244
2001-09-19,849.3401628869769
2001-09-20,838.8584686598982
2001-09-21,825.9488019192534
2001-09-24,829.1899046198379
2001-09-25,835.9088489441726
2001-09-26,838.9148744736277
2001-09-27,840.9527003006037
2001-09-28,878.9980433998112
2001-10-01,882.3020986072364
2001-10-02,895.6726189562498
2001-10-03,892.292596777355
2001-10-04,899.9629583721638
2001-10-05,921.6342707913927
2001-10-08,919.7047816017296
2001-10-09,915.0131904511869
2001-10-10,916.8968690545178
2001-10-11,936.09985598506
