Date,JAPAN IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,999.2563289174299
2001-06-04,997.822808585148
2001-06-05,989.7643817463758
2001-06-06,989.1505327611267
2001-06-07,993.3668952920737
2001-06-08,990.0239209611238
2001-06-11,985.8238089806517
2001-06-12,959.7048645657869
2001-06-13,960.8732208582761
2001-06-14,955.472020647078
2001-06-15,944.7618003705361
2001-06-18,940.4856193953526
2001-06-19,942.850216246245
2001-06-20,948.7231375571023
2001-06-21,953.2565798697307
2001-06-22,964.1710902784431
2001-06-25,954.3096283733742
2001-06-26,961.7112603767032
2001-06-27,956.6562567853483
2001-06-28,959.337913029718
2001-06-29,975.3867803849681
2001-07-02,971.4716558518735
2001-07-03,975.0674259627525
2001-07-04,968.6807390896545
2001-07-05,973.6012587964768
2001-07-06,951.3511124489188
2001-07-09,943.1123466655454
2001-07-10,938.9393781034322
2001-07-11,930.897203806217
2001-07-12,952.5993909181399
2001-07-13,943.2398391104825
2001-07-16,935.9944133010405
2001-07-17,934.8213050708838
2001-07-18,904.0116287559398
2001-07-19,910.8050145880754
2001-07-20,910.4300596751841
2001-07-23,889.7366968437663
2001-07-24,893.4495844677045
2001-07-25,893.827346833321
2001-07-26,895.8962091113478
2001-07-27,901.680635488164
2001-07-30,885.6277163036364
2001-07-31,897.7450254662585
2001-08-01,901.251915493753
2001-08-02,917.5975938263824
2001-08-03,904.9094238715517
2001-08-06,910.670063121318
2001-08-07,920.5588604635304
2001-08-08,922.3432844170737
2001-08-09,892.5950009111788
2001-08-10,894.5209253825126
2001-08-13,882.8343599237795
2001-08-14,903.8085757535213
2001-08-15,902.214764192176
2001-08-16,890.630243528308
2001-08-17,883.7316634157526
2001-08-20,877.6251317380095
2001-08-21,886.8884652656902
2001-08-22,885.2119780219767
2001-08-23,883.2959508666275
2001-08-24,882.1070507082046
2001-08-27,886.5335335563365
2001-08-28,879.256145712733
2001-08-29,871.8686492006079
2001-08-30,862.2313731255364
2001-08-31,864.169722557377
2001-09-03,850.1529230374396
2001-09-04,878.2774744566644
2001-09-05,860.6364047139817
2001-09-06,856.9383370611934
2001-09-07,847.2436209944362
2001-09-10,832.1920775126861
2001-09-11,840.6150034980192
2001-09-12,792.83986833947
2001-09-13,805.0332730725808
2001-09-14,821.8349450625509
2001-09-17,793.1947146117199
2001-09-18,803.6493450256962
2001-09-19,809.266338590464
2001-09-20,809.7040856175757
2001-09-21,803.5214611443813
2001-09-24,798.2910136334298
2001-09-25,801.0732476693586
2001-09-26,795.5900175133972
2001-09-27,787.8277325070299
2001-09-28,815.9221126228535
2001-10-01,819.4244124355596
2001-10-02,827.6162725489561
2001-10-03,815.73760962255
2001-10-04,835.1142506635495
2001-10-05,825.9431137143913
2001-10-08,828.6677972904636
2001-10-09,812.7310881392184
2001-10-10,814.5120837876764
2001-10-11,833.3484821238369
2001-10-12,836.1023794315777
2001-10-15,829.7237078542544
2001-10-16,832.2314169354205
2001-10-17,837.3138733653282
2001-10-18,828.1932458171613
2001-10-19,832.7511834775219
2001-10-22,834.18954729808
2001-10-23,846.319241739027
2001-10-24,845.9713061292522
2001-10-25,852.8908354379585
2001-10-26,849.1372767123961
2001-10-29,832.3119326388596
2001-10-30,825.7554612908327
2001-10-31,825.9121794980963
2001-11-01,819.0095938299336
2001-11-02,815.7997709169512
2001-11-05,823.457243857653
2001-11-06,832.6005499922518
2001-11-07,817.291698795147
2001-11-08,831.8918603560112
2001-11-09,821.9441428018652
2001-11-12,815.4685328804184
2001-11-13,815.5381301428716
2001-11-14,810.2131642342939
2001-11-15,820.9144180503343
2001-11-16,807.8358706328793
2001-11-19,812.0349051458488
2001-11-20,810.7510122737053
2001-11-21,820.7475242416226
2001-11-22,813.7855484892291
2001-11-23,812.4141179854985
2001-11-26,825.1895104172769
2001-11-27,816.4600366051047
2001-11-28,803.4754251155757
2001-11-29,800.0314206243955
2001-11-30,797.9911074630726
2001-12-03,784.879792585574
2001-12-04,784.1522063177991
2001-12-05,791.8771850004808
2001-12-06,785.369533388194
2001-12-07,771.8489063450589
2001-12-10,760.1105170201847
2001-12-11,756.1167394347755
2001-12-12,763.8518358342375
2001-12-13,747.9038046807104
2001-12-14,739.6034106932299
2001-12-17,726.4484707759783
2001-12-18,731.9340070161514
2001-12-19,735.1919941570214
2001-12-20,742.9861870501951
2001-12-21,746.4522737000817
2001-12-24,751.6259860162952
2001-12-25,750.0938228866988
2001-12-26,739.5965264552066
2001-12-27,740.2817525848033
2001-12-28,755.8075723373119
2001-12-31,749.3071096362428
2002-01-01,749.3071096362428
2002-01-02,731.9106823829758
2002-01-03,737.4123305222289
2002-01-04,751.210547902078
2002-01-07,749.2874015058476
2002-01-08,729.2134261491811
2002-01-09,725.2127817847893
2002-01-10,710.6259246633751
2002-01-11,711.1685961256389
2002-01-14,710.1917580925949
2002-01-15,709.5716958950671
2002-01-16,716.6485824197384
2002-01-17,718.2698730477028
2002-01-18,726.7938171599401
2002-01-21,727.510794507117
2002-01-22,705.8555663831285
2002-01-23,698.8256338572643
2002-01-24,704.1512162370632
2002-01-25,714.6925394989681
2002-01-28,729.2077508765041
2002-01-29,718.6544550726838
2002-01-30,716.091884314455
2002-01-31,715.8884140805995
2002-02-01,706.8336380388866
2002-02-04,701.8209565897143
2002-02-05,683.7938818167319
2002-02-06,682.1181655066346
2002-02-07,689.2914319115781
2002-02-08,688.5763855884396
2002-02-11,690.4730108128856
2002-02-12,708.4773538458996
2002-02-13,714.5682650913557
2002-02-14,718.5571263132279
2002-02-15,712.7409857602258
2002-02-18,715.8423044463007
2002-02-19,694.8014042421931
2002-02-20,696.4044044150455
2002-02-21,711.4479880099327
2002-02-22,709.774835318656
2002-02-25,712.1209622496498
2002-02-26,710.4827553352185
2002-02-27,730.749223879166
2002-02-28,734.7703071113007
2002-03-01,746.8224361377968
2002-03-04,775.0341089849182
2002-03-05,770.2544626604807
2002-03-06,771.1665776919522
2002-03-07,797.4301216488246
2002-03-08,801.5378009299853
2002-03-11,811.3762451564555
2002-03-12,797.6396056001728
2002-03-13,779.1630848603669
2002-03-14,780.7346825975103
2002-03-15,783.8436470955357
2002-03-18,769.4855301469283
2002-03-19,781.1464108357533
2002-03-20,771.9558805658563
2002-03-21,770.8616198624742
2002-03-22,757.902868701682
2002-03-25,759.910514068543
2002-03-26,758.9698992165078
2002-03-27,766.1985068663656
2002-03-28,767.5303730760717
2002-03-29,753.734961836292
2002-04-01,741.0239250000712
2002-04-02,745.654385648367
2002-04-03,759.1634407844297
2002-04-04,765.7350435177368
2002-04-05,771.7791210433179
2002-04-08,777.1296273133505
2002-04-09,766.6355318309986
2002-04-10,775.1440862374131
2002-04-11,759.343700890817
2002-04-12,754.1035042934618
2002-04-15,760.1815607666308
2002-04-16,766.895008130183
2002-04-17,768.6917399639788
2002-04-18,775.8819660006819
2002-04-19,774.4754895969977
2002-04-22,783.9376522867898
2002-04-23,781.8841428100548
2002-04-24,775.2774214238311
2002-04-25,777.7305622407795
2002-04-26,770.3235519732075
2002-04-29,766.5514323694787
2002-04-30,765.9143400818509
2002-05-01,769.0222575902787
2002-05-02,769.8950056082039
2002-05-03,767.3257559241351
2002-05-06,762.3691154763005
2002-05-07,759.186872414545
2002-05-08,766.1530043013905
2002-05-09,770.132750890363
2002-05-10,768.3823701262559
2002-05-13,764.7578520117994
2002-05-14,764.2711960047208
2002-05-15,771.1251916862673
2002-05-16,779.184143135656
2002-05-17,782.6552629795657
2002-05-20,786.4758728201639
2002-05-21,798.7896841997383
2002-05-22,801.6046564487073
2002-05-23,807.9359383186285
2002-05-24,810.0992306060231
2002-05-27,809.6042202912046
2002-05-28,804.8483384271251
2002-05-29,799.2552095800282
2002-05-30,798.7184848858825
2002-05-31,795.2457379881195
2002-06-03,797.6073493919159
2002-06-04,784.7372317274869
2002-06-05,784.013126219407
2002-06-06,773.9436346261277
2002-06-07,770.6751669036354
2002-06-10,768.7409324587466
2002-06-11,767.9746004935794
2002-06-12,758.6086814495789
2002-06-13,752.6184318947941
2002-06-14,743.7554118081696
2002-06-17,730.662699969444
2002-06-18,734.9715253142707
2002-06-19,717.9370602111092
2002-06-20,721.7773360005701
2002-06-21,720.125039152972
2002-06-24,721.8391169308718
2002-06-25,724.0832183806546
2002-06-26,710.2082486504927
2002-06-27,715.6241521884236
2002-06-28,729.8122135484086
2002-07-01,730.0666880195904
2002-07-02,733.2104319083357
2002-07-03,750.4442814544659
2002-07-04,743.7948991566954
2002-07-05,753.5947652897737
2002-07-08,746.8940301467616
2002-07-09,756.9153572615986
2002-07-10,754.6693651044569
2002-07-11,748.1731801710351
2002-07-12,750.2654296830445
2002-07-15,730.3447802491112
2002-07-16,717.5096366401101
2002-07-17,721.1365682497826
2002-07-18,724.0547567047681
2002-07-19,713.3809981421866
2002-07-22,717.8344614367817
2002-07-23,721.4870781659353
2002-07-24,717.7251322874436
2002-07-25,708.0995484445589
2002-07-26,692.4008020299776
2002-07-29,698.1534859652006
2002-07-30,701.2576130430994
2002-07-31,703.584555888025
2002-08-01,701.7200755809699
2002-08-02,702.5932169332021
2002-08-05,705.8191016885426
2002-08-06,702.5494146447783
2002-08-07,712.3852041004452
2002-08-08,712.7226354852316
2002-08-09,724.304305971511
2002-08-12,714.8810566711996
2002-08-13,712.9079907802438
2002-08-14,721.8478186612161
2002-08-15,726.9893635436789
2002-08-16,722.4700411835901
2002-08-19,711.4029142596845
2002-08-20,707.8441970852406
2002-08-21,705.7042560959051
2002-08-22,711.6626775954624
2002-08-23,708.0506720497934
2002-08-26,720.6085366033427
2002-08-27,714.3121696808546
2002-08-28,707.9412826234504
2002-08-29,698.3826490643355
2002-08-30,702.1351679147185
2002-09-02,697.3531679446444
2002-09-03,678.8064506186649
2002-09-04,669.5086964737252
2002-09-05,677.6595237164531
2002-09-06,675.7551112134045
2002-09-09,682.5095178594414
2002-09-10,683.8429341575128
2002-09-11,683.1991632778171
2002-09-12,683.9232317258673
2002-09-13,674.5455056033051
2002-09-16,672.6703748508022
2002-09-17,687.2417000532541
2002-09-18,683.9376796424267
2002-09-19,689.019892774826
2002-09-20,671.3090079392156
2002-09-23,668.3119741972683
2002-09-24,669.8920021709035
2002-09-25,664.5712538338784
2002-09-26,674.8220288313461
2002-09-27,683.4511423146603
2002-09-30,673.3750021825541
2002-10-01,661.8222210676242
2002-10-02,654.4583891026323
2002-10-03,650.9229832343943
2002-10-04,658.6693080263765
2002-10-07,635.213285064456
2002-10-08,639.1414808227435
2002-10-09,628.8304944563115
2002-10-10,625.2764799207733
2002-10-11,629.6415856952618
2002-10-14,628.4708114017153
2002-10-15,641.9077740522567
2002-10-16,645.9129638700916
2002-10-17,653.7299370272924
2002-10-18,654.7475464818858
2002-10-21,653.9295568787568
2002-10-22,636.4279845926654
2002-10-23,644.4336461388339
2002-10-24,641.3979706439566
2002-10-25,647.6686790706138
2002-10-28,644.3913654606561
2002-10-29,644.2725249119375
2002-10-30,650.1281878119178
2002-10-31,641.8095760076747
2002-11-01,641.9351201329113
2002-11-04,641.6516198715013
2002-11-05,648.7319556997941
2002-11-06,649.2484466020067
2002-11-07,645.0868434128447
2002-11-08,641.2245175762267
