Date,JAPAN IMI MINIMUM VOLATILITY (JPY)
2001-05-31,1000.0
2001-06-01,999.0420023936888
2001-06-04,997.4515705688434
2001-06-05,989.131925442093
2001-06-06,988.6996926277922
2001-06-07,992.7231848567417
2001-06-08,989.4760319908459
2001-06-11,985.084277957092
2001-06-12,958.0126126903377
2001-06-13,958.8743901846609
2001-06-14,952.8546581533799
2001-06-15,942.2765439000528
2001-06-18,937.4872777184202
2001-06-19,939.4751824328803
2001-06-20,944.9418469054879
2001-06-21,949.6544595427697
2001-06-22,960.2188288108175
2001-06-25,950.1126866753758
2001-06-26,956.9220238301076
2001-06-27,952.1368267867314
2001-06-28,954.4689196681537
2001-06-29,970.2737193182626
2001-07-02,966.1799255904914
2001-07-03,969.7647328286318
2001-07-04,962.8785008136388
2001-07-05,966.9459280539271
2001-07-06,944.6084278928953
2001-07-09,936.497949692633
2001-07-10,932.7631368253035
2001-07-11,924.5639282042055
2001-07-12,946.5340710214822
2001-07-13,937.3078820287507
2001-07-16,929.818771291614
2001-07-17,928.2554200528542
2001-07-18,897.9252689211772
2001-07-19,904.5549247883517
2001-07-20,904.1825428760903
2001-07-23,883.7489080469198
2001-07-24,887.4676037838445
2001-07-25,888.2902477406926
2001-07-26,890.632178670227
2001-07-27,895.9321098322251
2001-07-30,879.7006677608707
2001-07-31,892.0548933800865
2001-08-01,895.5235081083551
2001-08-02,912.162069209049
2001-08-03,899.895142573758
2001-08-06,905.288397558628
2001-08-07,915.041299210039
2001-08-08,916.6344473791582
2001-08-09,886.5258262197502
2001-08-10,888.2546616324814
2001-08-13,876.2272470036414
2001-08-14,897.4398444919849
2001-08-15,896.0268796112524
2001-08-16,884.9493371704763
2001-08-17,878.2963239484204
2001-08-20,872.1989439066739
2001-08-21,881.5034202763849
2001-08-22,879.5354461945514
2001-08-23,877.5980732812584
2001-08-24,875.9986176699614
2001-08-27,880.5212824301731
2001-08-28,873.1782934129067
2001-08-29,865.4249825070613
2001-08-30,855.8986594607956
2001-08-31,858.095582657096
2001-09-03,844.4107087606062
2001-09-04,872.6830333824705
2001-09-05,854.9205787755374
2001-09-06,850.7113333380695
2001-09-07,841.0731012833322
2001-09-10,825.7015237242673
2001-09-11,833.7970100514533
2001-09-12,786.9077498165808
2001-09-13,799.5355639458747
2001-09-14,817.1507828263375
2001-09-17,789.376664597722
2001-09-18,799.6651716964977
2001-09-19,806.3092741453113
2001-09-20,807.679904163524
2001-09-21,801.7756122351777
2001-09-24,796.5348693634835
2001-09-25,798.357986347542
2001-09-26,792.9319755933019
2001-09-27,785.3309666507054
2001-09-28,813.0731899419159
2001-10-01,816.5115544864426
2001-10-02,824.5318064284281
2001-10-03,812.2378640323799
2001-10-04,831.29106063019
2001-10-05,822.3412970381446
2001-10-08,825.0540986691055
2001-10-09,809.8005722258965
2001-10-10,811.1449248850435
2001-10-11,829.7831645124966
2001-10-12,832.6008794949668
2001-10-15,826.666121836024
2001-10-16,829.3849066764235
2001-10-17,834.4411261366216
2001-10-18,825.2304659098616
2001-10-19,829.9562129131506
2001-10-22,831.6076617547714
2001-10-23,843.475458215343
2001-10-24,842.7504322509957
