Date,UK IMI MINIMUM VOLATILITY (GBP)
2002-01-29,913.0170514822736
2002-01-30,910.1751058219448
2002-01-31,922.1802185599623
2002-02-01,926.2039436597928
2002-02-04,922.162785414085
2002-02-05,914.5980861111717
2002-02-06,911.8175772682815
2002-02-07,915.4867825676502
2002-02-08,915.5932598224832
2002-02-11,918.565127553041
2002-02-12,926.2325665595037
2002-02-13,935.4190386690173
2002-02-14,942.6262028848754
2002-02-15,940.079071151955
2002-02-18,936.7894405780315
2002-02-19,925.3016661703612
2002-02-20,919.6607973144063
2002-02-21,925.0298733187309
2002-02-22,920.778115450785
2002-02-25,932.7617310264308
2002-02-26,937.5208103174152
2002-02-27,941.650143382948
2002-02-28,933.0856596351773
2002-03-01,942.9688286327248
2002-03-04,945.8637166944565
2002-03-05,942.6868321796217
2002-03-06,941.0717067461444
2002-03-07,942.0414786095574
2002-03-08,945.3529777658612
2002-03-11,943.2477995769888
2002-03-12,940.0571059707777
2002-03-13,941.6684372591984
2002-03-14,938.8703355378244
2002-03-15,945.4585623191732
2002-03-18,947.4885548558647
2002-03-19,946.9799467528667
2002-03-20,942.0039367331739
2002-03-21,944.555073765925
2002-03-22,950.0551142224599
2002-03-25,947.1744858921327
2002-03-26,947.4091113967348
2002-03-27,953.2526540957689
2002-03-28,963.7852634713059
2002-03-29,963.6996813711662
2002-04-01,966.0749688358893
2002-04-02,965.0973557429279
2002-04-03,963.1829899050283
2002-04-04,956.3436540188642
2002-04-05,962.8050472968721
2002-04-08,960.1105958917494
2002-04-09,960.9677735141698
2002-04-10,968.8578849434313
2002-04-11,956.6410446005444
2002-04-12,964.4635767496361
2002-04-15,968.6212911187821
2002-04-16,972.0701023922688
2002-04-17,970.2538730358692
2002-04-18,966.8879612657663
2002-04-19,973.0116221743358
2002-04-22,977.0910419950086
2002-04-23,975.6314581000036
2002-04-24,977.3760941107529
2002-04-25,967.106972825001
2002-04-26,962.5247787467131
2002-04-29,959.4979277157798
2002-04-30,962.1510672205997
2002-05-01,957.6877452870737
2002-05-02,970.2748366881157
2002-05-03,970.5298807760626
2002-05-06,967.1890930873565
2002-05-07,957.3811034911911
2002-05-08,967.1286931067286
2002-05-09,964.25285712653
2002-05-10,960.05957261598
2002-05-13,964.5190243754865
2002-05-14,967.4910466676074
2002-05-15,969.6300575740457
2002-05-16,967.3922709613771
2002-05-17,953.7890698404547
2002-05-20,951.7319739280198
2002-05-21,950.3851278942886
2002-05-22,938.7480378769526
2002-05-23,943.5731119648946
2002-05-24,945.4229746002195
2002-05-27,944.6371402641388
2002-05-28,930.4194290237739
2002-05-29,926.0558722369315
2002-05-30,920.2435594468607
2002-05-31,928.8862159179406
2002-06-03,924.2370113321215
2002-06-04,919.789104108965
2002-06-05,909.0262052834935
2002-06-06,901.3813231821904
2002-06-07,898.0312767173574
2002-06-10,899.359014938584
2002-06-11,905.1328413107186
2002-06-12,893.9842907608574
2002-06-13,886.589015859263
2002-06-14,862.4293807226625
2002-06-17,885.3694097445236
2002-06-18,876.6358239008146
2002-06-19,865.4450204202991
2002-06-20,850.2881074739846
2002-06-21,848.2069237113599
2002-06-24,834.1234412057908
2002-06-25,849.3907988080482
2002-06-26,834.389855721596
2002-06-27,839.2490290466753
2002-06-28,853.8132221983057
2002-07-01,861.8366911846448
2002-07-02,846.4548319399379
2002-07-03,826.6022791594623
2002-07-04,837.6546614405539
2002-07-05,860.9777247346093
2002-07-08,855.2890938659444
2002-07-09,847.2488249384375
2002-07-10,832.7996343968472
2002-07-11,802.5881268291303
2002-07-12,800.0927207667964
2002-07-15,756.0288378272486
2002-07-16,752.2321417471106
2002-07-17,777.2218003770347
2002-07-18,792.9427886762525
2002-07-19,762.7246892189534
2002-07-22,737.1697179998461
2002-07-23,739.4368448415505
2002-07-24,727.6932737799393
2002-07-25,751.1251638768268
2002-07-26,761.6321979229975
2002-07-29,794.1256207406474
2002-07-30,792.000216063098
2002-07-31,804.5419595454363
2002-08-01,769.5673220334768
2002-08-02,784.0764497590825
2002-08-05,771.674479002855
2002-08-06,792.4489032377876
2002-08-07,780.122040482873
2002-08-08,800.9278052151627
2002-08-09,809.164332107095
2002-08-12,795.6255753857496
2002-08-13,804.9507497248651
2002-08-14,794.7141785288997
2002-08-15,817.4716600432442
2002-08-16,812.9282044290073
2002-08-19,825.6922395737424
2002-08-20,813.0912360106338
2002-08-21,813.1309437278081
2002-08-22,823.4958302098784
2002-08-23,815.1175093916551
2002-08-26,816.6024498523017
2002-08-27,822.658027860658
2002-08-28,799.6012101100869
2002-08-29,794.3136745943839
2002-08-30,799.2276134784769
2002-09-02,793.8261441480078
2002-09-03,770.1960634993972
2002-09-04,773.9746256302649
2002-09-05,772.6884480214572
2002-09-06,789.912317617812
2002-09-09,785.7571922613809
2002-09-10,805.0687453736724
2002-09-11,809.1330283743073
2002-09-12,789.7461436381784
2002-09-13,781.6003021233101
2002-09-16,782.486720164276
2002-09-17,776.0733313898534
2002-09-18,753.6279238953175
2002-09-19,746.3025583801652
2002-09-20,752.3758996119503
2002-09-23,737.4092519817799
2002-09-24,726.9434705331139
2002-09-25,736.0673652639719
2002-09-26,759.3805025038591
2002-09-27,766.0705695050804
2002-09-30,740.190463944082
2002-10-01,749.1946018676838
2002-10-02,764.9669647009651
2002-10-03,760.5346674723186
2002-10-04,755.7008882523689
2002-10-07,749.3924763663283
2002-10-08,739.182749702419
2002-10-09,735.3891216182134
2002-10-10,741.8622328485866
2002-10-11,768.6342809690725
2002-10-14,763.1512688019797
2002-10-15,791.6911131583073
2002-10-16,779.4632981404641
2002-10-17,801.7102557152431
2002-10-18,792.6422763154842
2002-10-21,791.9667194797318
2002-10-22,788.0275682734024
2002-10-23,776.8628607361663
2002-10-24,792.685566382746
2002-10-25,786.4521329644979
2002-10-28,785.2718255581481
2002-10-29,763.9867104562417
2002-10-30,773.474924415509
2002-10-31,777.9952515106916
2002-11-01,766.7823476905149
2002-11-04,781.6501439093389
2002-11-05,779.646585463063
2002-11-06,774.2415828196105
2002-11-07,772.1471476857557
2002-11-08,768.2803182018569
2002-11-11,767.0315019206865
2002-11-12,773.6346919677071
2002-11-13,764.3799367124246
2002-11-14,770.4427848389938
2002-11-15,770.2860624348962
2002-11-18,770.8511099246681
2002-11-19,768.9472734598735
2002-11-20,768.3530905865194
2002-11-21,785.6514106908496
2002-11-22,782.4741958776934
2002-11-25,770.9020546497006
2002-11-26,760.722677911039
2002-11-27,767.4973066384418
2002-11-28,771.2171211850582
2002-11-29,769.3527661402616
2002-12-02,764.706071727706
2002-12-03,760.0910159063451
2002-12-04,757.254362733735
2002-12-05,756.4484894380793
2002-12-06,751.0605995305617
2002-12-09,742.8154600356906
2002-12-10,738.9711787956717
2002-12-11,750.454128686644
2002-12-12,743.7235270186377
2002-12-13,738.3024179503495
2002-12-16,751.5436343259674
2002-12-17,737.5706959235995
2002-12-18,730.2905987397627
2002-12-19,735.629630926168
2002-12-20,740.7040980588689
2002-12-23,743.6842347073139
2002-12-24,742.6827092549123
2002-12-25,742.6477800111537
2002-12-26,740.7007980415875
2002-12-27,721.7619539889594
2002-12-30,734.5488862756398
2002-12-31,740.0334156234504
2003-01-01,739.9987662014931
2003-01-02,750.947951930231
2003-01-03,747.4331406437394
2003-01-06,745.035389533484
2003-01-07,740.2079908371417
2003-01-08,734.3870220858994
2003-01-09,730.9980892527514
2003-01-10,732.9836264096849
2003-01-13,723.542840103055
2003-01-14,722.824601961509
2003-01-15,713.0181890810377
2003-01-16,714.806727336605
2003-01-17,706.2257169778754
2003-01-20,697.0211396735184
2003-01-21,688.5710499898889
2003-01-22,681.0404505537155
2003-01-23,671.3309583260686
2003-01-24,669.194527717532
2003-01-27,648.4667433375417
2003-01-28,651.5940613827872
2003-01-29,649.9796564481261
2003-01-30,671.5435226996323
2003-01-31,668.5333130090328
2003-02-03,683.4534008393906
2003-02-04,665.6133717976256
2003-02-05,680.0726294700286
2003-02-06,666.6747620160196
2003-02-07,663.9785049688535
2003-02-10,665.5660757347991
2003-02-11,677.2445727283911
2003-02-12,665.1039185105303
2003-02-13,658.9611536673001
2003-02-14,657.7194775165312
2003-02-17,668.8442134454025
2003-02-18,674.5851290110794
2003-02-19,663.9173426636379
2003-02-20,663.7609362735166
2003-02-21,670.7186784605609
2003-02-24,667.5278629461591
2003-02-25,651.3037548079712
2003-02-26,649.32005719846
2003-02-27,647.9829212869973
2003-02-28,657.7048246159397
2003-03-03,661.0489232044392
2003-03-04,648.4496669992509
2003-03-05,643.533441995999
2003-03-06,644.2533040956846
2003-03-07,630.1047526997717
2003-03-10,619.6888748920918
2003-03-11,627.3033444883363
2003-03-12,605.1104572947993
2003-03-13,638.9569795965838
2003-03-14,650.9989381127159
2003-03-17,669.9881996659461
2003-03-18,670.817898119145
2003-03-19,678.2636981579138
2003-03-20,678.309506957573
2003-03-21,697.1881010844817
2003-03-24,676.4998843727316
2003-03-25,676.5879296837907
2003-03-26,685.3893288642104
2003-03-27,672.7310203020911
2003-03-28,667.9401868847939
2003-03-31,648.8218831823986
2003-04-01,656.0481126229733
2003-04-02,669.9175303101243
2003-04-03,673.9878691703819
2003-04-04,680.12140584768
2003-04-07,697.0294294534372
2003-04-08,684.6938940202713
2003-04-09,685.2558446945476
2003-04-10,677.472034507935
2003-04-11,682.1937486891445
2003-04-14,686.4498862112256
2003-04-15,694.5795945552001
2003-04-16,683.5278621269387
2003-04-17,688.1188383793306
2003-04-18,688.077954955536
2003-04-21,684.5978705195471
2003-04-22,687.834456764616
2003-04-23,698.088388185073
2003-04-24,689.7199021936531
2003-04-25,682.7917461750433
2003-04-28,693.6894408863805
2003-04-29,689.1241564335994
2003-04-30,685.9738857662816
2003-05-01,679.2359116615113
2003-05-02,686.9007638157138
2003-05-05,684.7514058432487
2003-05-06,693.3913587561257
2003-05-07,681.2401371692665
2003-05-08,671.3844285459924
2003-05-09,677.3663619428585
2003-05-12,681.8547248649171
2003-05-13,686.0904433583905
2003-05-14,691.1878689344561
2003-05-15,699.094657395581
2003-05-16,703.5164487897526
2003-05-19,684.7012842117487
2003-05-20,691.1861824374706
2003-05-21,687.9558639044125
2003-05-22,691.5730647421558
2003-05-23,685.7006698236809
2003-05-26,681.2357072297125
2003-05-27,684.8657959026642
2003-05-28,700.421257127312
2003-05-29,700.9998476915648
2003-05-30,694.9763319348442
2003-06-02,705.4688734202692
2003-06-03,702.2383938230707
2003-06-04,707.905708021191
2003-06-05,705.4160671102468
2003-06-06,725.235793683185
2003-06-09,711.9011308833783
2003-06-10,714.1516246847801
2003-06-11,722.4365729417726
2003-06-12,725.4255504521014
2003-06-13,717.4347849394572
2003-06-16,722.278604442598
2003-06-17,733.3455246675105
2003-06-18,738.0153826404502
2003-06-19,729.1062484420976
2003-06-20,733.7596699353069
2003-06-23,728.9450811553036
2003-06-24,724.2121937793755
2003-06-25,726.8508743779133
2003-06-26,726.8092999840045
2003-06-27,724.8062072774898
2003-06-30,717.0104357272819
2003-07-01,706.719051785869
2003-07-02,717.3079321054515
2003-07-03,723.7301290977006
2003-07-04,722.3952208637166
2003-07-07,731.0259001007861
2003-07-08,725.4379445194879
2003-07-09,718.9036608966541
2003-07-10,714.9335310312406
2003-07-11,723.7905998815367
2003-07-14,731.5767607771127
2003-07-15,717.7574943231137
2003-07-16,710.6228238212888
2003-07-17,708.2223299372304
2003-07-18,708.3453304495798
2003-07-21,704.2661480254134
2003-07-22,709.3018663907737
2003-07-23,710.0067219421387
2003-07-24,717.6536748140746
2003-07-25,714.1829223616973
2003-07-28,718.0501724465105
2003-07-29,716.9396139335142
2003-07-30,721.2212638423769
2003-07-31,725.2895469508172
2003-08-01,718.4773035787633
2003-08-04,714.0462963978912
2003-08-05,715.0857363863363
2003-08-06,711.7043494663484
2003-08-07,717.0067689379264
2003-08-08,726.0146645057159
2003-08-11,726.6321017901928
2003-08-12,729.1766314281992
2003-08-13,733.3975858974734
2003-08-14,739.421507284864
2003-08-15,737.3029314218552
2003-08-18,745.3651196414788
2003-08-19,744.6262402368064
2003-08-20,744.5636728488038
2003-08-21,751.66170649694
2003-08-22,754.3992089879465
2003-08-25,752.1258836722709
2003-08-26,746.7210512167243
2003-08-27,751.2099712982564
2003-08-28,751.0734723687489
2003-08-29,744.1293898396268
2003-09-01,745.9761035833698
2003-09-02,754.805123791289
2003-09-03,764.3905019797411
2003-09-04,763.9219481496739
2003-09-05,758.0441064507567
2003-09-08,758.4564458786637
2003-09-09,750.2231192070109
2003-09-10,749.7244587746184
2003-09-11,753.690479243877
2003-09-12,749.1963494442577
2003-09-15,750.9636735519289
2003-09-16,757.427285805912
2003-09-17,758.6006121761592
2003-09-18,766.6843397834247
2003-09-19,759.3843081053831
2003-09-22,754.9374377197555
2003-09-23,756.5561446786852
2003-09-24,761.542304037899
2003-09-25,757.2938364020399
2003-09-26,753.6354909545937
2003-09-29,747.3021035432407
2003-09-30,734.1893935324397
2003-10-01,741.5360986360262
2003-10-02,748.8721109798794
2003-10-03,760.1556490541981
2003-10-06,761.1846717755243
2003-10-07,752.95794374825
2003-10-08,746.9074387097637
2003-10-09,758.5785874819757
2003-10-10,756.7399543417142
2003-10-13,773.1517980523857
2003-10-14,769.4303743464537
2003-10-15,780.0345050369941
2003-10-16,779.5737059627247
2003-10-17,779.3428182009748
2003-10-20,779.1838795591418
2003-10-21,778.5534335666491
2003-10-22,768.701988350996
2003-10-23,764.3612594617736
2003-10-24,764.7195414700575
2003-10-27,768.7497943522965
2003-10-28,776.9051420196872
2003-10-29,778.39985100778
2003-10-30,784.2073447632591
2003-10-31,784.8236824448143
2003-11-03,794.7236495143642
2003-11-04,792.4917311812623
2003-11-05,793.895495514781
2003-11-06,792.8396351677893
2003-11-07,796.7368404587576
2003-11-10,792.5066179675887
2003-11-11,789.1782166514379
2003-11-12,790.4079728838269
2003-11-13,790.0368362275161
2003-11-14,790.1881638564483
2003-11-17,785.266993701905
2003-11-18,784.2354040876119
2003-11-19,780.9261446164032
2003-11-20,779.0810115322635
2003-11-21,779.2355152620246
2003-11-24,794.1597068914922
2003-11-25,793.3729935515718
2003-11-26,787.3430193119788
2003-11-27,790.2507994994645
2003-11-28,785.7653646124583
2003-12-01,798.4397579493934
2003-12-02,793.0649369107573
2003-12-03,792.7385152779132
2003-12-04,790.2606963028297
2003-12-05,785.3006549965949
2003-12-08,783.549776786921
2003-12-09,791.8076285015686
2003-12-10,786.7320700559811
2003-12-11,791.624514757793
2003-12-12,787.3204633544444
2003-12-15,785.7995318487606
2003-12-16,783.756163834086
2003-12-17,787.6716963185654
2003-12-18,796.2048211425582
2003-12-19,799.0344318300657
2003-12-22,796.4058788564624
2003-12-23,802.1303007390153
2003-12-24,803.999805859107
2003-12-25,803.999805859107
2003-12-26,805.2074835034068
2003-12-29,802.8076387410408
2003-12-30,806.8276806544313
2003-12-31,806.4775808575325
2004-01-01,806.4775808575325
2004-01-02,811.6764859750306
2004-01-05,812.4110375270521
2004-01-06,813.4981013998807
2004-01-07,811.5787841550693
2004-01-08,815.808089234398
2004-01-09,811.1467728578593
2004-01-12,813.524134900378
2004-01-13,810.2455990177865
2004-01-14,813.1626144705659
2004-01-15,809.5532833010767
2004-01-16,819.1174538268158
2004-01-19,818.2642944401383
2004-01-20,818.2598026489874
2004-01-21,827.6745044090403
2004-01-22,823.0080836873225
2004-01-23,816.9549744458774
2004-01-26,817.1960300945158
2004-01-27,812.0837520910103
2004-01-28,821.509683752266
2004-01-29,821.3570470349177
2004-01-30,817.5341081232464
2004-02-02,818.3756903151308
2004-02-03,822.1666053950099
2004-02-04,823.280552270446
2004-02-05,820.4369437849855
2004-02-06,819.6201634736386
2004-02-09,830.2528623974025
2004-02-10,828.7533621221879
2004-02-11,830.3376951996493
2004-02-12,832.18759138235
2004-02-13,838.3613524530375
2004-02-16,841.5546105945327
2004-02-17,850.6063980655424
2004-02-18,853.3807931135242
2004-02-19,865.6131978316921
2004-02-20,865.8358513288692
2004-02-23,868.2764473092651
2004-02-24,868.0859999262506
2004-02-25,877.3330155197326
2004-02-26,880.5581701978606
2004-02-27,875.5827241201919
2004-03-01,891.7167658490645
2004-03-02,892.221708389497
2004-03-03,889.1571098162786
2004-03-04,887.5563906464381
2004-03-05,881.2948872933383
2004-03-08,886.9477350130359
2004-03-09,880.1149480836497
2004-03-10,880.8047033722471
2004-03-11,863.229551245601
2004-03-12,867.7335774096374
2004-03-15,858.255580179426
2004-03-16,861.8808503170657
2004-03-17,871.7302263551412
2004-03-18,863.7637516607477
2004-03-19,873.9064900438407
2004-03-22,864.0000443178568
2004-03-23,863.76526694681
2004-03-24,862.221978971776
2004-03-25,862.930437327915
2004-03-26,864.9666950109065
2004-03-29,873.8290921662559
2004-03-30,878.0072579015089
2004-03-31,876.0514890983269
2004-04-01,883.3262785732129
2004-04-02,894.9853846880023
2004-04-05,901.5350944517772
2004-04-06,906.0508512988655
2004-04-07,903.4557018781562
2004-04-08,910.0160496692404
2004-04-09,910.0180910277182
2004-04-12,912.5852028871975
2004-04-13,918.1981468356063
2004-04-14,894.4390012497366
2004-04-15,892.4305863820733
2004-04-16,902.6175144884984
2004-04-19,908.1792668226449
2004-04-20,912.864514006966
2004-04-21,900.8166938545355
2004-04-22,903.5987305679034
2004-04-23,904.8433088797195
2004-04-26,912.9862468526553
2004-04-27,911.3143970371349
2004-04-28,902.869738091571
2004-04-29,894.2635890708244
2004-04-30,884.7566517630646
2004-05-03,887.8499605811988
2004-05-04,898.8326020300248
2004-05-05,897.6191900466124
2004-05-06,893.6884068854026
2004-05-07,898.6449902401068
2004-05-10,877.7185751935494
2004-05-11,881.322369568632
2004-05-12,880.2763442059011
2004-05-13,887.5721377600644
2004-05-14,882.3473133448724
2004-05-17,867.5953627092306
2004-05-18,872.840077080122
2004-05-19,883.061762350341
2004-05-20,879.2883208637458
2004-05-21,882.8112940248352
2004-05-24,887.3380188411197
2004-05-25,890.2362510398785
2004-05-26,897.6970619573764
2004-05-27,900.2068349116522
2004-05-28,900.2129240077704
2004-05-31,900.213936678557
2004-06-01,899.3142325659162
2004-06-02,902.1391739993222
2004-06-03,906.3940339308914
2004-06-04,908.2499149138848
2004-06-07,907.2885056573863
2004-06-08,910.3203823719604
2004-06-09,918.9261759706054
2004-06-10,920.7837710053116
2004-06-11,919.512754164003
2004-06-14,906.6555129822034
2004-06-15,913.5684447631417
2004-06-16,927.5640211490091
2004-06-17,929.3672123442966
2004-06-18,927.1603453559338
2004-06-21,925.9088544797216
2004-06-22,916.0226168079123
2004-06-23,920.0745417995447
2004-06-24,914.5651465209966
2004-06-25,917.0297613828641
2004-06-28,919.8053749054951
2004-06-29,915.2208544056684
2004-06-30,907.7621736141459
2004-07-01,902.3745669207357
2004-07-02,896.8965488171235
2004-07-05,898.254807398331
2004-07-06,900.7447964828165
2004-07-07,900.3226140656479
2004-07-08,903.81249693895
2004-07-09,907.1296512539708
2004-07-12,906.2742020391588
2004-07-13,908.9945800163023
2004-07-14,906.7038111224765
2004-07-15,902.40488187134
2004-07-16,907.0607436919502
2004-07-19,904.6848007596681
2004-07-20,902.4128040850948
2004-07-21,905.6662447423327
2004-07-22,896.5948932067877
2004-07-23,902.5000791427336
2004-07-26,897.9521425065985
2004-07-27,901.6395653832082
2004-07-28,906.0736663697198
2004-07-29,910.1716272205687
2004-07-30,914.16064889942
2004-08-02,918.6400994525311
2004-08-03,919.8089410898973
2004-08-04,919.200852034232
2004-08-05,920.0275408890338
2004-08-06,904.7726198840721
2004-08-09,896.8804395887555
2004-08-10,898.6761881410516
2004-08-11,898.3260669341082
2004-08-12,896.0251851783802
2004-08-13,891.6656573255755
2004-08-16,895.7600359350128
2004-08-17,890.8095000085178
2004-08-18,892.8393314756371
2004-08-19,893.3218096071638
2004-08-20,892.4511083116222
2004-08-23,905.1395708312356
2004-08-24,902.4630572713972
2004-08-25,908.5130245650655
2004-08-26,912.9443021742601
2004-08-27,923.864367656121
2004-08-30,923.1850728661257
2004-08-31,914.0844880302183
2004-09-01,918.5645475880194
2004-09-02,919.8326546944653
2004-09-03,925.1745694464953
2004-09-06,927.0867994560099
2004-09-07,922.7288173369977
2004-09-08,923.5681444072886
2004-09-09,920.0995241454394
2004-09-10,921.995986410379
2004-09-13,924.6087403373101
2004-09-14,923.3245421218949
2004-09-15,922.0157488226205
2004-09-16,927.9753081122325
2004-09-17,932.5195928286937
2004-09-20,927.8823141996737
2004-09-21,928.9113091017831
2004-09-22,928.1848942224605
2004-09-23,923.4824591449454
2004-09-24,929.3687556980841
2004-09-27,923.0678238906715
2004-09-28,929.1225178582156
2004-09-29,925.8062394064432
2004-09-30,920.6320525214558
2004-10-01,929.2231979867445
2004-10-04,934.005418187914
2004-10-05,933.0452807746002
2004-10-06,931.1846731590297
2004-10-07,932.2790037863743
2004-10-08,929.9197230331324
2004-10-11,933.3784359017362
2004-10-12,929.5696008793615
2004-10-13,930.9252266065843
2004-10-14,925.58386557248
2004-10-15,923.3849187811026
2004-10-18,919.9016974413762
2004-10-19,929.095330747441
2004-10-20,922.5233464399836
2004-10-21,928.6427586017433
2004-10-22,926.7638881826122
2004-10-25,915.4342422123316
2004-10-26,916.7318501303221
2004-10-27,925.5436654988756
2004-10-28,926.5662958102447
2004-10-29,926.545520948973
2004-11-01,932.9965187153875
2004-11-02,940.6432187826396
2004-11-03,942.5085920977515
2004-11-04,937.8077563805576
2004-11-05,939.6586067470223
2004-11-08,939.3810227973617
2004-11-09,940.0609364604456
2004-11-10,935.8828305016335
2004-11-11,940.0793126255935
2004-11-12,943.7262920012721
2004-11-15,944.7597143054379
2004-11-16,940.7860248244299
2004-11-17,943.8993414132465
2004-11-18,946.0836669146108
2004-11-19,939.74639060805
2004-11-22,936.8221849894971
2004-11-23,943.7052189398319
2004-11-24,940.9384623804124
2004-11-25,947.5033871277298
2004-11-26,947.9296530788324
2004-11-29,947.9503916258006
2004-11-30,950.5984274545776
2004-12-01,963.6118581306525
2004-12-02,967.707683580263
2004-12-03,966.4654855299588
2004-12-06,961.7389649594737
2004-12-07,964.8567727854798
2004-12-08,968.3172482510533
2004-12-09,961.7167274296545
2004-12-10,964.2654438359659
2004-12-13,971.0586577007896
2004-12-14,971.865394994276
2004-12-15,975.966581580974
2004-12-16,981.2937998170514
2004-12-17,981.2609950354721
2004-12-20,984.609454976696
2004-12-21,976.0845624655079
2004-12-22,975.3028707761092
2004-12-23,973.9756439799058
2004-12-24,977.3023602998502
2004-12-27,975.0212593549544
2004-12-28,974.0207532754771
2004-12-29,974.3622380536921
2004-12-30,975.2504373577883
2004-12-31,975.5997992460602
