Date,AUSTRALIA IMI SELECT MIN VOL (AUD)
2001-05-31,1000.0
2001-06-01,1010.6221597073189
2001-06-04,1016.5691402602587
2001-06-05,1015.3603492298357
2001-06-06,1024.4725491014012
2001-06-07,1037.5273876423169
2001-06-08,1047.4031504118543
2001-06-11,1053.4981543554452
2001-06-12,1039.3042924408708
2001-06-13,1045.924162070113
2001-06-14,1042.1025938706773
2001-06-15,1039.2539396039872
2001-06-18,1022.2075073918029
2001-06-19,1023.6784969947753
2001-06-20,1033.2173626850981
2001-06-21,1031.3334245657727
2001-06-22,1033.1903727355689
2001-06-25,1023.2578996090123
2001-06-26,1031.6743067413122
2001-06-27,1024.0914391605525
2001-06-28,1026.5098787454851
2001-06-29,1042.536224527286
2001-07-02,1030.0202311623173
2001-07-03,1042.5603515214061
2001-07-04,1044.5363794088266
2001-07-05,1038.1843308984635
2001-07-06,1003.3267697171453
2001-07-09,997.3142007227536
2001-07-10,1000.8112289021756
2001-07-11,993.2019215084814
2001-07-12,1004.832852523228
2001-07-13,1011.8370729597196
2001-07-16,1015.64183085387
2001-07-17,1006.4285397712208
2001-07-18,998.4234402495018
2001-07-19,1000.4814877807644
2001-07-20,979.7693139621325
2001-07-23,985.3786450652449
2001-07-24,972.8989183386194
2001-07-25,963.1888319555609
2001-07-26,957.7102067981265
2001-07-27,955.9620921304337
2001-07-30,960.6402577136445
2001-07-31,966.8759242754761
2001-08-01,990.5488189253153
2001-08-02,1001.5125472405717
2001-08-03,994.6621305017802
2001-08-06,1002.855488079627
2001-08-07,1004.0823968003866
2001-08-08,1009.1209300325969
2001-08-09,991.3758167829607
2001-08-10,982.6699443597738
2001-08-13,980.5501530191336
2001-08-14,978.1556508643395
2001-08-15,979.7861695991741
2001-08-16,971.6981315182542
2001-08-17,982.5329760065229
2001-08-20,971.5053421483212
2001-08-21,977.5519822603727
2001-08-22,977.7935524933665
2001-08-23,981.4086463265329
2001-08-24,984.7524696153538
2001-08-27,991.6057384555157
2001-08-28,994.6208922410294
2001-08-29,991.992599841476
2001-08-30,990.8264280047833
2001-08-31,970.775841381562
2001-09-03,973.9965977241756
2001-09-04,985.9431014585452
2001-09-05,980.9801440498104
2001-09-06,977.5537806925464
2001-09-07,952.8756429422464
2001-09-10,947.6398069578922
2001-09-11,953.230536684889
2001-09-12,918.0547241993197
2001-09-13,915.6037158906768
2001-09-14,898.2829505497833
2001-09-17,848.5993546398945
2001-09-18,847.9484806092677
2001-09-19,846.8188573030868
2001-09-20,837.6783563585375
2001-09-21,824.9954598856783
2001-09-24,826.43213913934
2001-09-25,833.5364860895822
2001-09-26,836.8335865039884
2001-09-27,837.4858422995554
2001-09-28,871.6211625195294
2001-10-01,875.0400324700022
2001-10-02,889.2332132045359
2001-10-03,885.8962988538392
2001-10-04,892.5388037580097
2001-10-05,913.6109325082462
2001-10-08,911.6403957589747
2001-10-09,906.0255395581805
2001-10-10,908.5534747405081
2001-10-11,925.3784111124536
2001-10-12,927.7672272072381
2001-10-15,943.867017524785
2001-10-16,945.941428323272
2001-10-17,957.1244055358441
2001-10-18,943.4643164247211
2001-10-19,938.4190304510078
2001-10-22,946.4364369430629
2001-10-23,957.5740030774562
2001-10-24,957.3962294803802
2001-10-25,953.5475194471727
2001-10-26,954.4883525940703
2001-10-29,948.6090299399463
2001-10-30,947.4253292125264
2001-10-31,951.1380362830711
2001-11-01,954.109991491093
2001-11-02,953.122774335221
2001-11-05,957.7663896566369
2001-11-06,982.1803901708713
2001-11-07,975.3645553918304
2001-11-08,988.8812106102314
2001-11-09,985.9482053405009
2001-11-12,1000.6225993610283
2001-11-13,1010.2039039120546
2001-11-14,1017.8020923515487
2001-11-15,1016.0679627899456
2001-11-16,1011.4430023981381
2001-11-19,1022.3954062085288
2001-11-20,1019.856210477717
2001-11-21,1020.0795930767235
2001-11-22,1012.2572465291854
2001-11-23,1019.8968628834749
2001-11-26,1022.4417954802756
2001-11-27,1031.4742440820714
2001-11-28,1021.6203143197669
2001-11-29,1011.7806464884305
2001-11-30,1008.4412756204406
2001-12-03,1008.7247957798044
2001-12-04,1001.2464059628345
2001-12-05,1010.7583087892783
2001-12-06,1007.9076690661826
2001-12-07,1007.078231171197
2001-12-10,1004.6096632895212
2001-12-11,1007.3910223501913
2001-12-12,998.9707302649904
2001-12-13,995.7775194889475
2001-12-14,983.5719190476772
2001-12-17,979.2780050259386
2001-12-18,987.8646078413093
2001-12-19,987.1233362163267
2001-12-20,977.418076489859
2001-12-21,998.8420132342749
2001-12-24,1018.1827508859436
2001-12-25,1018.1827508859436
2001-12-26,1016.6136988197777
2001-12-27,1015.0163350998381
2001-12-28,1027.1908276098716
2001-12-31,1020.8766176528812
2002-01-01,1020.8766176528812
