Date,AUSTRALIA IMI MINIMUM VOLATILITY (AUD)
2001-05-31,1000.0
2001-06-01,1010.0575038200444
2001-06-04,1015.8358572294951
2001-06-05,1016.0859857853007
2001-06-06,1025.3222617295446
2001-06-07,1037.6425387989566
2001-06-08,1046.3395842001944
2001-06-11,1052.428399084442
2001-06-12,1040.6302112641044
2001-06-13,1048.2247700072921
2001-06-14,1044.3789302308326
2001-06-15,1041.8533089208313
2001-06-18,1026.0091009361747
2001-06-19,1028.0419071889742
2001-06-20,1037.7016301893916
2001-06-21,1038.0818195217287
2001-06-22,1038.4658504868594
2001-06-25,1029.1386750765396
2001-06-26,1035.5280316641786
2001-06-27,1028.0600576397712
2001-06-28,1031.673261284065
2001-06-29,1047.9862880985554
2001-07-02,1037.5581882703582
2001-07-03,1051.5272896923195
2001-07-04,1051.615500503572
2001-07-05,1046.4226762560818
2001-07-06,1010.2165575971375
2001-07-09,1002.8250609477313
2001-07-10,1006.1074043120464
2001-07-11,998.3138896405577
2001-07-12,1010.508590813074
2001-07-13,1018.2804113972401
2001-07-16,1022.3016212595267
2001-07-17,1012.9192835455127
2001-07-18,1003.8327805641866
2001-07-19,1004.2694040464546
2001-07-20,983.8941398699881
2001-07-23,988.4862022215902
2001-07-24,975.6776393426735
2001-07-25,966.0842436602633
2001-07-26,960.928743813018
2001-07-27,961.1748155512452
2001-07-30,966.0877594403556
2001-07-31,972.7839660641151
2001-08-01,994.7384181967724
2001-08-02,1006.9541989139874
2001-08-03,1001.1596158680985
2001-08-06,1007.2487756657996
2001-08-07,1007.6541657818739
2001-08-08,1011.9056116215969
2001-08-09,994.2165226687846
2001-08-10,985.4354027484849
2001-08-13,983.9776258564184
2001-08-14,980.1357647562834
2001-08-15,980.8902210064252
2001-08-16,973.8839192863833
2001-08-17,985.3024125055788
2001-08-20,972.3726752238325
2001-08-21,979.2248662542277
2001-08-22,979.7339504957057
2001-08-23,983.4093682387509
2001-08-24,985.6382317116282
2001-08-27,990.7645844547721
2001-08-28,995.5854133036968
2001-08-29,992.6800996563214
2001-08-30,991.7419148046853
2001-08-31,973.4164430951623
2001-09-03,980.3178326760196
2001-09-04,990.9937980830798
2001-09-05,987.074003910943
2001-09-06,984.159010254376
2001-09-07,957.609877039475
2001-09-10,950.5895010558918
2001-09-11,957.8102490707707
2001-09-12,920.1478955319125
2001-09-13,917.8545500198632
2001-09-14,900.5764205473232
2001-09-17,846.3259898693174
2001-09-18,846.2478097360795
2001-09-19,845.4722993392934
2001-09-20,834.5428021707519
2001-09-21,821.4902870519354
2001-09-24,825.2053374680529
2001-09-25,832.3307733911653
2001-09-26,835.3392676475054
2001-09-27,837.4632017305394
2001-09-28,875.1324928883446
2001-10-01,878.4420655791109
2001-10-02,891.6575823085382
2001-10-03,888.1688469958417
2001-10-04,896.0023270912936
2001-10-05,917.701940844335
2001-10-08,915.5712025491536
2001-10-09,911.0056469235318
2001-10-10,912.6723269703411
2001-10-11,932.0935840147692
2001-10-12,935.657928190116
2001-10-15,949.6148858157123
2001-10-16,950.7188984356972
2001-10-17,962.2804167438734
2001-10-18,947.7350583348423
2001-10-19,943.1337858706975
2001-10-22,950.3032845507809
2001-10-23,963.9180068987354
2001-10-24,963.7626640544966
2001-10-25,957.8919754457581
2001-10-26,959.1810216486044
2001-10-29,951.8458935041103
2001-10-30,949.7642951298255
2001-10-31,953.5966208098154
2001-11-01,957.8040327309898
2001-11-02,957.1156161542416
2001-11-05,960.052461624354
2001-11-06,985.4564634501255
2001-11-07,978.902701514151
2001-11-08,992.1468595738611
2001-11-09,987.76906732969
2001-11-12,1000.4215875099057
2001-11-13,1008.6246071071524
2001-11-14,1017.3336523639566
2001-11-15,1015.7960470907475
2001-11-16,1012.9231905729026
2001-11-19,1024.9315703132563
2001-11-20,1022.6609984505762
2001-11-21,1021.1278281659205
2001-11-22,1013.2740679161287
2001-11-23,1021.3902546417
2001-11-26,1022.0838872619374
2001-11-27,1031.9889016257098
2001-11-28,1023.0890492669714
2001-11-29,1011.5111405670885
2001-11-30,1008.4599740155685
2001-12-03,1009.3114993459894
2001-12-04,1002.0922100092752
2001-12-05,1011.8187575375817
2001-12-06,1009.624566575981
2001-12-07,1009.3909206963674
2001-12-10,1006.5730625803084
2001-12-11,1010.1560430787075
2001-12-12,1001.7673188293103
2001-12-13,998.4821887843921
2001-12-14,985.7669517982225
2001-12-17,981.8063504704982
2001-12-18,990.7403959459227
2001-12-19,989.3954844274818
2001-12-20,980.4398475187376
2001-12-21,1001.9112476054801
2001-12-24,1021.2410976837326
2001-12-25,1021.2410976837326
2001-12-26,1019.6673326076909
2001-12-27,1018.1019588066733
2001-12-28,1030.7638479591087
2001-12-31,1024.6332290796804
2002-01-01,1024.6332290796802
2002-01-02,1017.8601869173627
2002-01-03,1016.5312470984285
