Date,INDONESIA
2000-12-29,99.99999999999999
2001-01-01,99.99999999999999
2001-01-02,99.3381625709603
2001-01-03,95.90058329443615
2001-01-04,99.42180654502165
2001-01-05,102.68029922261272
2001-01-08,103.10985563968185
2001-01-09,103.95639849009564
2001-01-10,104.7358077638535
2001-01-11,100.64408123947224
2001-01-12,100.30415581577006
2001-01-15,104.1597630411698
2001-01-16,104.95068196954242
2001-01-17,106.49894798540177
2001-01-18,106.15065856588441
2001-01-19,106.00162666483597
2001-01-22,108.82486289947198
2001-01-23,107.035074285527
2001-01-24,109.57327765163156
2001-01-25,109.53976478491255
2001-01-26,108.9650293598554
2001-01-29,108.12512167883935
2001-01-30,108.10141620786106
2001-01-31,111.35822641165463
2001-02-01,110.72342370706266
2001-02-02,119.93815890635346
2001-02-05,120.75289245577291
2001-02-06,118.49419100766951
2001-02-07,115.88446132717381
2001-02-08,117.11272653410785
2001-02-09,112.96638071035821
2001-02-12,111.73324816471565
2001-02-13,112.44532762966665
2001-02-14,112.05643614912964
2001-02-15,121.57738334260627
2001-02-16,115.93926605600817
2001-02-19,116.51164336732427
2001-02-20,117.94611089163978
2001-02-21,119.75612505480844
2001-02-22,119.72588225484184
2001-02-23,119.29307492931288
2001-02-26,114.59446037256994
2001-02-27,113.33863485635219
2001-02-28,111.30489608081653
2001-03-01,108.51253505618762
2001-03-02,108.03253720067859
2001-03-05,108.95391571270602
2001-03-06,109.51933114899958
2001-03-07,109.85126406851172
2001-03-08,107.92530541240218
2001-03-09,101.58093594513247
2001-03-12,94.33252154461492
2001-03-13,93.46338789458551
2001-03-14,96.25902170237612
2001-03-15,98.15367443846746
2001-03-16,93.63323065973383
2001-03-19,88.61786279650768
2001-03-20,86.04012624807544
2001-03-21,89.75553038180155
2001-03-22,89.25177649137707
2001-03-23,90.67077793118743
2001-03-26,90.30239150652845
2001-03-27,89.10415908461576
2001-03-28,92.31926271862781
2001-03-29,94.9004039919076
2001-03-30,94.1771141963564
2001-04-02,91.41974525950303
2001-04-03,89.99020856852945
2001-04-04,85.64248550878219
2001-04-05,84.63811298951025
2001-04-06,83.47219616242255
2001-04-09,83.03392912421974
2001-04-10,87.27573614279639
2001-04-11,87.82480217211686
2001-04-12,86.65110265559136
2001-04-13,86.65110265559136
2001-04-16,85.20275548690094
2001-04-17,84.29035892252749
2001-04-18,83.7684055686383
2001-04-19,79.31187151467276
2001-04-20,72.31195011044433
2001-04-23,72.22438283286783
2001-04-24,73.59480972646612
2001-04-25,73.89414371429103
2001-04-26,72.54713203923406
2001-04-27,74.98701242090509
2001-04-30,78.63200726957875
2001-05-01,81.33985290059394
2001-05-02,81.62131676717641
2001-05-03,85.38138713313582
2001-05-04,86.91659710338996
2001-05-07,87.27249297441011
2001-05-08,87.55524255227216
2001-05-09,86.11328458422615
2001-05-10,84.00589238747128
2001-05-11,84.1726422182388
2001-05-14,82.70041188952361
2001-05-15,82.87786613396888
2001-05-16,83.90819021164113
2001-05-17,85.10002563511634
2001-05-18,85.38529222801856
2001-05-21,85.80038816718758
2001-05-22,86.94780791274792
2001-05-23,87.4844573495199
2001-05-24,87.78526654996213
2001-05-25,91.38567278876117
2001-05-28,90.65306965183366
2001-05-29,99.30052476661415
2001-05-30,98.3065371382597
2001-05-31,101.12872031905088
2001-06-01,94.91675111424374
2001-06-04,94.78797071808827
2001-06-05,96.90528396273261
2001-06-06,97.48275314274304
2001-06-07,96.85474379877483
2001-06-08,97.5997367314396
2001-06-11,99.78943830964668
2001-06-12,102.2576977766659
2001-06-13,101.51593730962485
2001-06-14,99.77499881779984
2001-06-15,99.55392765706227
2001-06-18,99.77108655898658
2001-06-19,99.90561731043817
2001-06-20,103.61333264557446
2001-06-21,104.20615857207163
2001-06-22,104.82186019757057
2001-06-25,102.89458156380239
2001-06-26,103.44940025453994
2001-06-27,103.7959411665161
2001-06-28,103.19983739908457
2001-06-29,106.81834672824453
2001-07-02,105.77834548236514
2001-07-03,104.90534014759875
2001-07-04,104.71891488473256
2001-07-05,106.28643727732627
2001-07-06,105.98370363243954
2001-07-09,105.45284970881471
2001-07-10,105.30401621892713
2001-07-11,105.3864077556536
2001-07-12,107.49696046643868
2001-07-13,109.5506792727123
2001-07-16,107.64558634215494
2001-07-17,108.67090967316196
2001-07-18,108.62709131445888
2001-07-19,112.02888435305938
2001-07-20,111.61554980359367
2001-07-23,124.95626843722934
2001-07-24,124.58294059628854
2001-07-25,118.5784725139914
2001-07-26,118.08175026187791
2001-07-27,121.15334400348405
2001-07-30,124.08971546495094
2001-07-31,125.53626931763021
2001-08-01,122.42398215808623
2001-08-02,119.4087905171528
2001-08-03,120.26286438436195
2001-08-06,120.05126860197737
2001-08-07,121.90115343404416
2001-08-08,126.00615294862979
2001-08-09,122.01415351962005
2001-08-10,123.76403590533641
2001-08-13,134.22795883692646
2001-08-14,136.11974245911182
2001-08-15,127.3705821845411
2001-08-16,127.3221721570427
2001-08-17,126.8012424253435
2001-08-20,130.7772200939804
2001-08-21,130.95083965042872
2001-08-22,130.8084879926959
2001-08-23,129.53072448766488
2001-08-24,130.62270325564393
2001-08-27,130.62214569524866
2001-08-28,126.00924862760125
2001-08-29,123.3524964512935
2001-08-30,125.92809465396394
2001-08-31,126.53987022471884
2001-09-03,124.41152538768516
2001-09-04,129.64047596621367
2001-09-05,129.83117666227994
2001-09-06,132.86858460001514
2001-09-07,127.08992380808593
2001-09-10,128.69180288076618
2001-09-11,127.64713976693194
2001-09-12,123.02601241559229
2001-09-13,123.6659751105385
2001-09-14,120.13578334497787
2001-09-17,111.82046371331477
2001-09-18,110.38557481121425
2001-09-19,111.74919336208795
2001-09-20,114.13392251816495
2001-09-21,112.61289239363899
2001-09-24,111.56836924036386
2001-09-25,108.989154265795
2001-09-26,105.39388772537319
2001-09-27,102.6895173364199
2001-09-28,101.49948528424494
2001-10-01,97.04342663172466
2001-10-02,92.89861262906224
2001-10-03,91.66769504764586
2001-10-04,97.42848456065455
2001-10-05,95.71206689008069
2001-10-08,88.75743430837034
2001-10-09,91.26801950190244
2001-10-10,91.35825614367856
2001-10-11,94.49506275825706
2001-10-12,97.59406462423482
2001-10-15,97.4869935927618
2001-10-16,97.50078636952802
2001-10-17,98.29289691330077
2001-10-18,99.88170758068405
2001-10-19,97.85770980716917
2001-10-22,99.44957496144148
2001-10-23,99.67767941119487
2001-10-24,96.73053841090339
2001-10-25,97.31547129540685
2001-10-26,96.5050835387896
2001-10-29,94.52075621191867
2001-10-30,90.11912121826592
2001-10-31,92.76415549813555
2001-11-01,91.01698826863463
2001-11-02,89.37076003824566
2001-11-05,85.92081866083339
2001-11-06,86.46522789741539
2001-11-07,89.30366266057361
2001-11-08,94.1360990738684
2001-11-09,92.48776800169001
2001-11-12,88.46381967923784
2001-11-13,88.26623187071144
2001-11-14,89.11703086381591
2001-11-15,90.6470587465118
2001-11-16,90.32179708094309
2001-11-19,92.27027978934827
2001-11-20,91.09103492890209
2001-11-21,92.61082247030514
2001-11-22,90.45719213579507
2001-11-23,91.64695175113025
2001-11-26,92.36514730918687
2001-11-27,91.51276129064777
2001-11-28,91.89101164542282
2001-11-29,90.96585463098953
2001-11-30,89.85310541183239
2001-12-03,90.36441464401788
2001-12-04,88.89795192237578
2001-12-05,89.12315712085766
2001-12-06,90.20434478617072
2001-12-07,90.34372188462014
2001-12-10,89.89812075254528
2001-12-11,89.25241245628516
2001-12-12,90.35100707733946
2001-12-13,90.51540720732027
2001-12-14,89.25359128529551
2001-12-17,89.02674642098678
2001-12-18,89.70453548117482
2001-12-19,90.77062621139929
2001-12-20,91.91581699397322
2001-12-21,92.74367505982245
2001-12-24,93.40260440070334
2001-12-25,93.40260440070334
2001-12-26,92.94946159901275
2001-12-27,90.93821927222487
2001-12-28,96.22784971157473
2001-12-31,95.98567354641898
2002-01-01,95.98567354641898
2002-01-02,90.40699324151366
2002-01-03,90.03140017908183
2002-01-04,91.79449227899721
