Date,BRAZIL ADR
2003-05-30,136.3669357001788
2003-06-02,135.38654088912955
2003-06-03,136.24999211239899
2003-06-04,140.91713424208356
2003-06-05,141.3673348008898
2003-06-06,143.8838198237518
2003-06-09,142.21985392373603
2003-06-10,142.85489192407903
2003-06-11,142.7797390942051
2003-06-12,143.94463346786483
2003-06-13,142.91933057792704
2003-06-16,141.9905524074025
2003-06-17,142.48683207393685
2003-06-18,141.6908956449853
2003-06-19,141.16041061027877
2003-06-20,138.94103924807473
2003-06-23,139.44082639836782
2003-06-24,140.33185058699624
2003-06-25,140.09280714022736
2003-06-26,140.13733613013008
2003-06-27,140.72821433600888
2003-06-30,141.2933244718132
2003-07-01,141.68745875048995
2003-07-02,144.54777111711624
2003-07-03,144.22764459271195
2003-07-04,144.68594860417184
2003-07-07,146.57660145943888
2003-07-08,148.80420110046805
2003-07-09,149.8422994734314
2003-07-10,146.9787175090638
2003-07-11,146.88192796416226
2003-07-14,150.4849645937913
2003-07-15,152.04120465168543
2003-07-16,150.7363554233656
2003-07-17,150.7792245229704
2003-07-18,151.40545968523017
2003-07-21,150.39115495613413
2003-07-22,150.75826876806892
2003-07-23,149.7145622398914
2003-07-24,149.56997066071435
2003-07-25,149.18039645436576
2003-07-28,149.7742037465267
2003-07-29,148.3676960211244
2003-07-30,147.7248727712137
2003-07-31,150.38340028216965
2003-08-01,144.9979717331464
2003-08-04,139.3973069943243
2003-08-05,142.53508364562407
2003-08-06,140.71657769897683
2003-08-07,145.33156028352676
2003-08-08,149.05325560553192
2003-08-11,148.53990597975968
2003-08-12,148.52519295921473
2003-08-13,149.47342425204482
2003-08-14,153.40901472102735
2003-08-15,153.6656264356462
2003-08-18,156.3562633200097
2003-08-19,158.12240582081398
2003-08-20,159.11563412176395
2003-08-21,163.6508135507691
2003-08-22,164.93550087062974
2003-08-25,161.7972725571538
2003-08-26,164.31909409257798
2003-08-27,168.5164581659072
2003-08-28,170.49949725535356
2003-08-29,170.64695785156118
2003-09-01,170.7402670420387
2003-09-02,175.15029457224048
2003-09-03,178.43961163140267
2003-09-04,181.0457527710784
2003-09-05,181.8513313799151
2003-09-08,179.17617711215814
2003-09-09,174.06619521798623
2003-09-10,176.03127776366549
2003-09-11,177.42474773699092
2003-09-12,175.42001737131648
2003-09-15,175.11453811623383
2003-09-16,175.19631613106216
2003-09-17,174.4673287504333
2003-09-18,178.6828460396825
2003-09-19,176.380762490069
2003-09-22,171.15402164341754
2003-09-23,168.60548758998786
2003-09-24,167.3705224015006
2003-09-25,163.05574533199058
2003-09-26,164.1588536071516
2003-09-29,165.8440245219415
2003-09-30,166.846881690279
2003-10-01,170.2987046191812
2003-10-02,174.6711507882243
2003-10-03,178.20924384029837
2003-10-06,180.02007666005852
2003-10-07,179.64031826472734
2003-10-08,180.76850309427948
2003-10-09,182.120472927427
2003-10-10,180.05260854163174
2003-10-13,185.95733645865442
2003-10-14,185.19949016603607
2003-10-15,184.3736843987041
2003-10-16,182.0714104609178
2003-10-17,180.91494553334448
2003-10-20,181.73499463796918
2003-10-21,183.18385953860698
2003-10-22,178.3465458660564
2003-10-23,174.28092322772656
2003-10-24,174.58848148568362
2003-10-27,175.6974576004894
2003-10-28,181.15459114962
2003-10-29,179.86048554041298
2003-10-30,180.27553154332332
2003-10-31,179.17562570321482
2003-11-03,186.17482470281942
2003-11-04,185.4061487866457
2003-11-05,182.2816778320126
2003-11-06,183.76092526353654
2003-11-07,184.2957436094702
2003-11-10,180.2702927329151
2003-11-11,178.66199139849027
2003-11-12,180.93115852105382
2003-11-13,179.90939502133298
2003-11-14,178.60258822153563
2003-11-17,175.66954469977705
2003-11-18,174.65571641958238
2003-11-19,175.08261259068018
2003-11-20,175.74330080804694
2003-11-21,178.87052298033277
2003-11-24,183.95903351203995
2003-11-25,184.01153552213307
2003-11-26,182.13675876356692
2003-11-27,182.504139711613
2003-11-28,182.89566982317737
2003-12-01,189.88602165122745
2003-12-02,188.24007631997847
2003-12-03,187.11101470082195
2003-12-04,187.89918926377317
2003-12-05,189.66773516626594
2003-12-08,190.13718770558387
2003-12-09,193.8452932767085
2003-12-10,190.83392595502195
2003-12-11,195.4700489820084
2003-12-12,193.9106323372065
2003-12-15,193.2641251604715
2003-12-16,192.34309355048063
2003-12-17,194.54467133179602
2003-12-18,198.44972656953175
2003-12-19,200.97579281580155
2003-12-22,204.420163435575
2003-12-23,204.96164408213514
2003-12-24,204.08214146974817
2003-12-25,204.08214146974817
2003-12-26,204.1614371717261
2003-12-29,208.94799198706392
2003-12-30,206.172566485078
2003-12-31,205.30318795105657
