Date,QATAR
2005-05-31,751.0882316033002
2005-06-01,766.1353155480509
2005-06-02,765.5510500552751
2005-06-03,766.1849227571597
2005-06-06,775.7651755699653
2005-06-07,809.3271156978238
2005-06-08,803.2895556057914
2005-06-09,808.5683863661799
2005-06-10,813.2373727176449
2005-06-13,874.2129914356345
2005-06-14,885.008574352642
2005-06-15,847.1766583161153
2005-06-16,862.3432993466672
2005-06-17,851.7214772084296
2005-06-20,901.5387064693498
2005-06-21,905.177289789637
2005-06-22,924.098013628098
2005-06-23,931.5851033347507
2005-06-24,928.7338970197509
2005-06-27,929.6780733848868
2005-06-28,938.0405031006707
2005-06-29,958.7284784986325
2005-06-30,937.8523942694585
2005-07-01,948.7192786076621
2005-07-04,897.5209151568891
2005-07-05,932.4996093503884
2005-07-06,932.5520484838856
2005-07-07,919.1999874095343
2005-07-08,920.5864708195456
2005-07-11,913.3337446826612
2005-07-12,901.7417870029142
2005-07-13,895.6371108558652
2005-07-14,910.8579282512867
2005-07-15,915.4969423521943
2005-07-18,919.3448226383962
2005-07-19,923.310340417572
2005-07-20,922.0314314071877
2005-07-21,916.9051858381492
2005-07-22,917.2836187845513
2005-07-25,892.976891492864
2005-07-26,897.3270212430817
2005-07-27,905.8560705162894
2005-07-28,902.9882224661316
2005-07-29,898.5535371384884
2005-08-01,902.5648870431789
2005-08-02,913.9638360637465
2005-08-03,908.305963570393
2005-08-04,906.5454904814503
2005-08-05,908.896814144705
2005-08-08,945.4035223525859
2005-08-09,934.0756277744017
2005-08-10,933.7601733832311
2005-08-11,937.9920058405087
2005-08-12,938.5955800248419
2005-08-15,990.2401898720282
2005-08-16,993.239890780838
2005-08-17,1019.7082917036045
2005-08-18,1053.1074612335208
2005-08-19,1055.795840308601
2005-08-22,1113.3986336215817
2005-08-23,1093.6138071544228
2005-08-24,1056.0762865010404
2005-08-25,1069.6447355835535
2005-08-26,1065.4170891867168
2005-08-29,1072.745678440238
2005-08-30,1073.379690983882
2005-08-31,1075.0541140971663
2005-09-01,1059.2251899725263
2005-09-02,1052.3006711880455
2005-09-05,1083.7507374229615
2005-09-06,1082.9452305161237
2005-09-07,1084.6341278636273
2005-09-08,1083.8216571468276
2005-09-09,1082.4263844659451
2005-09-12,1090.7416452698928
2005-09-13,1095.9928440408064
2005-09-14,1113.8869971338129
2005-09-15,1132.5442912035194
2005-09-16,1132.870364087873
2005-09-19,1179.366020131179
2005-09-20,1163.397034938057
2005-09-21,1156.0733057171717
2005-09-22,1157.1472400149848
2005-09-23,1165.1699558967186
2005-09-26,1122.6065287785812
2005-09-27,1149.6037135033528
2005-09-28,1142.3716058145897
2005-09-29,1146.965757367356
2005-09-30,1142.7004865502427
2005-10-03,1134.8776743136993
2005-10-04,1110.140789411937
2005-10-05,1113.5347168874898
2005-10-06,1116.1319935954998
2005-10-07,1117.6981249430482
2005-10-10,1153.816960956951
2005-10-11,1131.5391353483806
2005-10-12,1138.5215085442487
2005-10-13,1138.4998668652477
2005-10-14,1125.4995851155663
2005-10-17,1124.1392507617522
2005-10-18,1115.511973985413
2005-10-19,1121.0008688379992
2005-10-20,1123.071351969033
2005-10-21,1119.6769300458157
2005-10-24,1108.4450561744645
2005-10-25,1101.616450525352
2005-10-26,1111.5251579521462
2005-10-27,1115.917534105512
2005-10-28,1120.0520869263667
2005-10-31,1143.5934415749527
2005-11-01,1128.424905821275
2005-11-02,1121.4105369234596
2005-11-03,1127.0619602873803
2005-11-04,1145.3004776604307
2005-11-07,1150.7140090587136
2005-11-08,1152.9509104752306
2005-11-09,1149.1848327712528
2005-11-10,1132.6559360454178
2005-11-11,1136.7324798402885
2005-11-14,1048.974869656924
2005-11-15,1107.4879914496507
2005-11-16,1103.125625286688
2005-11-17,1080.9598935374152
2005-11-18,1082.8066622446072
2005-11-21,1040.0846564737424
2005-11-22,1031.9831977468318
2005-11-23,1006.5372245305516
2005-11-24,1015.8350627777729
2005-11-25,1020.6251623910931
2005-11-28,975.3259439790817
2005-11-29,1017.1826587284164
2005-11-30,1000.0
2005-12-01,1020.1032520704197
2005-12-02,1021.835623386757
2005-12-05,1046.889959386279
2005-12-06,1048.8762072350598
2005-12-07,1066.12512556521
2005-12-08,1075.4293067687604
2005-12-09,1074.7317869423136
2005-12-12,1069.6670411486564
2005-12-13,1045.0382639417287
2005-12-14,1050.657240315954
2005-12-15,1057.7151642457004
2005-12-16,1052.6933188946527
2005-12-19,1040.7418419144028
2005-12-20,1027.2890484508027
2005-12-21,990.7928511992311
2005-12-22,987.0922358880457
2005-12-23,986.8698359859789
2005-12-26,945.4414698380444
2005-12-27,969.8608322638211
2005-12-28,997.0525557011521
2005-12-29,1006.8696841642819
2005-12-30,1011.0096680294823
2006-01-02,1007.2176144954395
2006-01-03,958.1167586297275
2006-01-04,938.6252944414923
2006-01-05,942.2491517782258
2006-01-06,938.0344044314878
2006-01-09,931.1257077022444
2006-01-10,931.5885896978708
2006-01-11,929.3555798949004
2006-01-12,933.9618422917724
2006-01-13,931.1257077022444
2006-01-16,924.0687953253882
2006-01-17,901.4097779337872
2006-01-18,906.5838041675182
2006-01-19,923.2638577088536
2006-01-20,924.9051817489345
2006-01-23,863.2782472671636
2006-01-24,833.2571989766403
2006-01-25,878.4958777433036
2006-01-26,908.2782321538618
2006-01-27,916.6975706054178
2006-01-30,906.8168222826816
2006-01-31,930.2439804178236
2006-02-01,921.8786243398198
2006-02-02,917.2895138850275
2006-02-03,923.96497919434
2006-02-06,899.5263744202045
2006-02-07,903.0019081559668
2006-02-08,893.6955050163725
2006-02-09,894.4149739876234
2006-02-10,897.4061763794429
2006-02-13,879.052692953683
2006-02-14,854.0251502315353
2006-02-15,822.3006868144197
2006-02-16,858.7717802130594
2006-02-17,856.1064649534125
2006-02-20,819.7424086260909
2006-02-21,805.3860542127148
2006-02-22,822.510572626533
2006-02-23,809.0758091382921
2006-02-24,812.688819871268
2006-02-27,774.1733871999111
2006-02-28,770.863972846123
2006-03-01,768.4813880594099
2006-03-02,765.7197902700466
2006-03-03,763.934821354627
2006-03-06,780.4501252209402
2006-03-07,821.9507716830325
2006-03-08,828.9900113823029
2006-03-09,837.7796247955296
2006-03-10,840.4968926387353
2006-03-13,838.3788179386075
2006-03-14,814.1520035480514
2006-03-15,774.7689762108962
2006-03-16,788.6753454219335
2006-03-17,787.3358409837359
2006-03-20,785.7560717722969
2006-03-21,798.1719023858219
2006-03-22,805.3591118831968
2006-03-23,800.2777497618905
2006-03-24,798.3012374023531
2006-03-27,771.0541544263257
2006-03-28,782.6045392629754
2006-03-29,785.7466492365352
2006-03-30,784.1268092592022
2006-03-31,786.7186426988889
2006-04-03,799.5419840669689
2006-04-04,789.3002598762201
2006-04-05,800.7203769986957
2006-04-06,804.8100942991391
2006-04-07,812.4498235614307
2006-04-10,805.3683773536757
2006-04-11,815.597676959609
2006-04-12,814.3003580875373
2006-04-13,820.454917918667
2006-04-14,820.454917918667
2006-04-17,836.7015842498463
2006-04-18,812.2624760004583
2006-04-19,805.0640538227645
2006-04-20,795.090302964102
2006-04-21,792.9737733030764
2006-04-24,751.5075695619752
2006-04-25,761.7868741661116
2006-04-26,760.8033940947006
2006-04-27,750.3633564932538
2006-04-28,746.9884318212568
2006-05-01,734.9969354081704
2006-05-02,733.9713106106989
2006-05-03,732.0684423057813
2006-05-04,724.1152967761785
2006-05-05,721.3549047332398
2006-05-08,683.4376946851764
2006-05-09,678.8244442616601
2006-05-10,657.3738677266834
2006-05-11,656.2769622756725
2006-05-12,652.9839458492133
2006-05-15,666.2318156812272
2006-05-16,664.0465349130453
2006-05-17,657.3282913469191
2006-05-18,654.3101482166733
2006-05-19,659.7355794148863
2006-05-22,624.8674661868587
2006-05-23,602.5150593617581
2006-05-24,587.1485107544466
2006-05-25,614.4330344211425
2006-05-26,617.2744080174904
2006-05-29,646.9483843441924
2006-05-30,623.8200421114203
2006-05-31,622.7113407329
2006-06-01,630.7477075458935
2006-06-02,625.1998701993527
2006-06-05,613.6083160502756
2006-06-06,623.6614191748088
2006-06-07,624.5162095172442
2006-06-08,626.0991646642617
2006-06-09,625.6858856170046
2006-06-12,637.7625882290985
2006-06-13,639.4574966862906
2006-06-14,640.0176142791875
2006-06-15,638.3999369335645
2006-06-16,637.5588103289543
2006-06-19,632.1698047060709
2006-06-20,615.2913796152114
2006-06-21,614.4602129192639
2006-06-22,612.9209483857211
2006-06-23,615.7611525167778
2006-06-26,616.3962498086225
2006-06-27,612.5471546766435
2006-06-28,622.6862534042205
2006-06-29,629.1320123263635
2006-06-30,616.9297099717757
2006-07-03,614.1166376995716
2006-07-04,627.0889097769264
2006-07-05,648.7156948237596
2006-07-06,638.7817396281764
2006-07-07,635.3119835551644
2006-07-10,653.5755285878373
2006-07-11,664.8449751112088
2006-07-12,679.8825265943622
2006-07-13,664.6423917399593
2006-07-14,667.7461078436958
2006-07-17,636.8810519206447
2006-07-18,653.5935352892354
2006-07-19,646.9300677155708
2006-07-20,639.9497549389928
2006-07-21,637.9232584840114
2006-07-24,640.8292622084092
2006-07-25,638.5377591012543
2006-07-26,637.1250652520938
2006-07-27,633.1818115682728
2006-07-28,631.559881671928
2006-07-31,635.0653383949314
2006-08-01,635.3953759520256
2006-08-02,631.1763963349714
2006-08-03,633.3416975096775
2006-08-04,628.3244445747602
2006-08-07,628.9003340870489
2006-08-08,627.9767872484598
2006-08-09,622.5250920518856
2006-08-10,626.692264121921
2006-08-11,627.1513255393918
2006-08-14,632.7178644925478
2006-08-15,629.2632624625078
2006-08-16,624.610284609573
2006-08-17,625.5477117061804
2006-08-18,627.5726116738733
