Date,TURKEY
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.09130503207281
2001-01-03,96.97365687607332
2001-01-04,109.62035707201147
2001-01-05,106.7235023009737
2001-01-08,112.44674539502034
2001-01-09,116.76428246997926
2001-01-10,124.05060951110265
2001-01-11,119.71594787715374
2001-01-12,117.08852848269795
2001-01-15,111.91702300586044
2001-01-16,112.33187224464876
2001-01-17,117.42713294693753
2001-01-18,116.74134749098815
2001-01-19,122.02738470977482
2001-01-22,119.0872156432806
2001-01-23,116.59973951222777
2001-01-24,118.20840590389905
2001-01-25,119.96237333112026
2001-01-26,116.87198812547376
2001-01-29,115.79262129556778
2001-01-30,113.14043886851323
2001-01-31,116.46178839509284
2001-02-01,115.05755064628245
2001-02-02,114.62056506984209
2001-02-05,108.5990272190712
2001-02-06,111.5246915116715
2001-02-07,106.18211146827245
2001-02-08,106.92493754592994
2001-02-09,105.75744238090113
2001-02-12,99.50475497213941
2001-02-13,103.62182030966136
2001-02-14,109.72494398344796
2001-02-15,109.50414228298519
2001-02-16,112.05403266555396
2001-02-19,95.60961519691129
2001-02-20,98.43478628481256
2001-02-21,80.52475784848394
2001-02-22,61.51043675857124
2001-02-23,54.026949550365565
2001-02-26,67.23158633270056
2001-02-27,66.66697564043422
2001-02-28,69.198503750147
2001-03-01,77.11381511130347
2001-03-02,77.17536561959334
2001-03-05,77.71534395815885
2001-03-06,77.59840341479963
2001-03-07,77.85781789833881
2001-03-08,77.47349987888141
2001-03-09,79.41999365285633
2001-03-12,68.31221897317477
2001-03-13,65.19317592724036
2001-03-14,61.10189662605767
2001-03-15,62.22872659639444
2001-03-16,65.86558412059134
2001-03-19,64.00707039505355
2001-03-20,68.04124164339474
2001-03-21,66.59918895416385
2001-03-22,65.69396489722125
2001-03-23,64.75735492420604
2001-03-26,64.44710710197097
2001-03-27,61.34505751239063
2001-03-28,58.44375810837704
2001-03-29,51.861554884732676
2001-03-30,58.97111037892536
2001-04-02,54.16529156297081
2001-04-03,49.802393993144825
2001-04-04,49.624657183852925
2001-04-05,53.79583594765984
2001-04-06,52.448876285974805
2001-04-09,51.013754403760636
2001-04-10,50.230071062513034
2001-04-11,52.60198267789017
2001-04-12,54.94960868039794
2001-04-13,54.729602557147444
2001-04-16,62.6847723922751
2001-04-17,57.81177123140312
2001-04-18,57.375521148510785
2001-04-19,59.95624867611775
2001-04-20,59.5773589583128
2001-04-23,59.908759843818615
2001-04-24,63.08029303001
2001-04-25,63.60704418991591
2001-04-26,68.94328736993835
2001-04-27,85.96164209192143
2001-04-30,85.16377183942926
2001-05-01,83.08053281189073
2001-05-02,80.67470548008957
2001-05-03,85.33222230736176
2001-05-04,86.60824605961449
2001-05-07,84.05570017303492
2001-05-08,87.74860568734874
