Date,SOUTH AFRICA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.810751763166
2001-01-03,96.65930922351146
2001-01-04,100.25938290817861
2001-01-05,99.35395340121073
2001-01-08,99.0711071085104
2001-01-09,98.46047148525857
2001-01-10,96.48766923454362
2001-01-11,97.30368318761269
2001-01-12,98.68057391924673
2001-01-15,101.01640220341812
2001-01-16,99.97005086755094
2001-01-17,101.7778474703269
2001-01-18,100.00452963357623
2001-01-19,100.98736587845939
2001-01-22,99.75448162866327
2001-01-23,100.186924881399
2001-01-24,102.32644256321548
2001-01-25,103.94737909680026
2001-01-26,103.73620413032985
2001-01-29,105.69181306802155
2001-01-30,107.19955657862883
2001-01-31,106.9789649400086
2001-02-01,109.0876208010306
2001-02-02,108.7977717202161
2001-02-05,107.83905258874618
2001-02-06,109.32042250374917
2001-02-07,106.82412755811852
2001-02-08,107.7987585574257
2001-02-09,108.44292240464131
2001-02-12,109.23198144831574
2001-02-13,109.59836314720981
2001-02-14,108.21697656632125
2001-02-15,111.45906576221843
2001-02-16,109.47116185829753
2001-02-19,110.87375947007183
2001-02-20,111.8336514030608
2001-02-21,109.6805568195337
2001-02-22,109.16976851168896
2001-02-23,107.49898880408631
2001-02-26,109.21701389288958
2001-02-27,110.3901054312959
2001-02-28,108.6238731524374
2001-03-01,106.72947679528858
2001-03-02,105.26265651702938
2001-03-05,106.52553824751713
2001-03-06,106.13715349583401
2001-03-07,106.27361514275907
2001-03-08,107.5708317809638
2001-03-09,106.62991937945935
2001-03-12,105.89007104973572
2001-03-13,105.94117790068444
2001-03-14,102.41347190367657
2001-03-15,102.77654894062081
2001-03-16,100.72508446406884
2001-03-19,100.64678036997451
2001-03-20,100.98307655843172
2001-03-21,101.47811770985581
2001-03-22,100.37036342103849
2001-03-23,100.81837494343476
2001-03-26,102.86135383460977
2001-03-27,101.950646214296
2001-03-28,100.86318310955237
2001-03-29,100.59790467432883
2001-03-30,97.71327082523747
2001-04-02,96.25309468412146
2001-04-03,93.5063928926797
2001-04-04,93.25108050971008
2001-04-05,96.245072060157
2001-04-06,94.48341602916263
2001-04-09,95.87584106628177
2001-04-10,99.23096461812648
2001-04-11,102.71610585898011
2001-04-12,101.96393994324352
2001-04-13,101.96393994324352
2001-04-16,102.78805115838148
2001-04-17,102.05330056880952
2001-04-18,105.08682184425759
2001-04-19,103.9959045627676
2001-04-20,101.8714355751203
2001-04-23,101.17996160363982
2001-04-24,102.80753680959872
2001-04-25,103.07860640398192
2001-04-26,104.1352266778886
2001-04-27,105.90685605370066
2001-04-30,108.86438717441337
2001-05-01,108.39848728891691
2001-05-02,107.22018426325096
2001-05-03,105.66352505694705
2001-05-04,106.19545748480853
2001-05-07,107.96363143731446
2001-05-08,108.40561616067848
