Date,PHILIPPINES
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,94.26844363995637
2001-01-03,95.03542476462452
2001-01-04,96.83864199234135
2001-01-05,95.73112618197378
2001-01-08,98.24382761717357
2001-01-09,101.28937406512894
2001-01-10,100.99937217440751
2001-01-11,98.57039509021385
2001-01-12,99.69092988904661
2001-01-15,101.27141488372708
2001-01-16,99.0439070579489
2001-01-17,92.32050451384556
2001-01-18,88.94624577280396
2001-01-19,101.10317299213393
2001-01-22,118.3507400677333
2001-01-23,115.9892621841411
2001-01-24,119.10235193322694
2001-01-25,120.87024044509704
2001-01-26,119.42941296186471
2001-01-29,118.57391916576587
2001-01-30,117.36963024238742
2001-01-31,119.85587345118373
2001-02-01,116.96071649762052
2001-02-02,118.57110030748804
2001-02-05,115.7261775576919
2001-02-06,117.7055315107958
2001-02-07,117.10676703908916
2001-02-08,122.10343525150883
2001-02-09,121.80034627763459
2001-02-12,122.68016237982413
2001-02-13,122.39420869862515
2001-02-14,121.76598857973366
2001-02-15,124.81862493815629
2001-02-16,122.74388587879828
2001-02-19,119.93435280862975
2001-02-20,120.69514995114548
2001-02-21,119.23726291420617
2001-02-22,118.75954947097377
2001-02-23,119.44230805342272
2001-02-26,118.03334062222518
2001-02-27,116.48976871373647
2001-02-28,114.9985366045651
2001-03-01,109.36850346486527
2001-03-02,113.00641971298423
2001-03-05,116.2542994041693
2001-03-06,116.68611773025445
2001-03-07,115.42027529666493
2001-03-08,113.84706364300227
2001-03-09,113.35101407688434
2001-03-12,112.4963344016793
2001-03-13,111.04026297316169
2001-03-14,111.18494890012842
2001-03-15,108.95613733610263
2001-03-16,110.31484072719498
2001-03-19,111.4818596542655
2001-03-20,108.97023727346556
2001-03-21,108.58373577911014
2001-03-22,108.48994272405625
2001-03-23,104.27297509786466
2001-03-26,105.23072395950291
2001-03-27,104.33959917874559
2001-03-28,105.28648618681444
2001-03-29,104.48805712313974
2001-03-30,104.83126376727583
2001-04-02,104.03709228861304
2001-04-03,105.46324775390272
2001-04-04,103.54960051257355
2001-04-05,105.21160511940458
2001-04-06,104.75346465391232
2001-04-09,104.83460252613156
2001-04-10,106.53783956397585
2001-04-11,106.43453978385305
2001-04-12,105.4390687095548
2001-04-13,105.4390687095548
2001-04-16,106.63147843934405
2001-04-17,105.91409726226568
2001-04-18,106.16415709044414
2001-04-19,104.76643676866581
2001-04-20,102.10550503446031
2001-04-23,102.72351208431172
2001-04-24,104.06753173227557
2001-04-25,105.02579256564022
2001-04-26,101.91350927029845
2001-04-27,102.31948967047488
2001-04-30,100.59913342130075
2001-05-01,99.87431665815113
2001-05-02,103.25007626606998
2001-05-03,104.29228141733796
2001-05-04,104.06563789654409
2001-05-07,103.59544434392481
