Date,POLAND
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.783927780807
2001-01-03,98.50784788034655
2001-01-04,100.50942540274215
2001-01-05,98.08919845742979
2001-01-08,94.97452681714347
2001-01-09,96.5011757146881
2001-01-10,94.68123773157706
2001-01-11,93.37847462443136
2001-01-12,95.09817322319935
2001-01-15,94.85931336907854
2001-01-16,94.4495974532626
2001-01-17,94.6041661753966
2001-01-18,94.3832658406119
2001-01-19,98.35551395645065
2001-01-22,96.3262590275975
2001-01-23,95.8406112846291
2001-01-24,96.98391406222105
2001-01-25,97.04274375509146
2001-01-26,96.80649083683339
2001-01-29,98.7529570254856
2001-01-30,99.44936515814203
2001-01-31,99.72748412072309
2001-02-01,99.76930550673892
2001-02-02,101.52423739731103
2001-02-05,97.21656013771243
2001-02-06,97.95641723884101
2001-02-07,95.49970005670372
2001-02-08,96.15840517661191
2001-02-09,93.99046719488793
2001-02-12,93.05375986721657
2001-02-13,95.48103743139453
2001-02-14,94.43805724580977
2001-02-15,97.85251399993734
2001-02-16,94.26938876752386
2001-02-19,93.6205730921769
2001-02-20,93.86258124805292
2001-02-21,90.90723863541342
2001-02-22,88.87658949078623
2001-02-23,89.12158348419035
2001-02-26,91.3640278359642
2001-02-27,88.30793656485238
2001-02-28,88.87456543398555
2001-03-01,85.67050663956694
2001-03-02,86.44720206078662
2001-03-05,88.78130620244718
2001-03-06,90.28317513117952
2001-03-07,89.9651841167886
2001-03-08,88.97188621579649
2001-03-09,85.96165394196152
2001-03-12,81.84278580679647
2001-03-13,82.35483847039715
2001-03-14,81.29845407548902
2001-03-15,84.31169943803783
2001-03-16,83.2258664038702
2001-03-19,83.75672403643027
2001-03-20,85.54782621667732
2001-03-21,84.48961478905697
2001-03-22,83.91828995334319
2001-03-23,84.3175952225572
2001-03-26,85.00358279002492
2001-03-27,84.13106297758594
2001-03-28,85.91514735841879
2001-03-29,85.73325640652001
2001-03-30,86.03034903389505
2001-04-02,85.4722597596691
2001-04-03,83.17465406397284
2001-04-04,80.9055952505666
2001-04-05,83.61690606868233
2001-04-06,84.2171399966573
2001-04-09,85.53873594990061
2001-04-10,87.50552996403898
2001-04-11,89.3185734917938
2001-04-12,89.08783568972778
2001-04-13,89.08783568972778
2001-04-16,89.68457646917686
2001-04-17,87.3083467434786
2001-04-18,92.39039095983372
2001-04-19,92.82601189872395
2001-04-20,91.2473144833292
2001-04-23,88.80060006177403
2001-04-24,88.8210625649914
2001-04-25,89.07124050035307
2001-04-26,90.56835247408445
2001-04-27,91.11290239142073
2001-04-30,90.03901255370137
2001-05-01,89.50772076743172
2001-05-02,89.72282195711321
2001-05-03,89.58986121327376
2001-05-04,88.74022163007018
2001-05-07,88.47197356236869
2001-05-08,88.16660907316434
