Date,CZECH REPUBLIC
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.90143175718008
2001-01-03,96.88198812988696
2001-01-04,101.64440875103945
2001-01-05,103.16941215275818
2001-01-08,103.40920235577869
2001-01-09,105.47022010776416
2001-01-10,103.48196751154687
2001-01-11,101.4706065314993
2001-01-12,102.89382176345738
2001-01-15,106.04907967402693
2001-01-16,104.57737095301115
2001-01-17,106.3538237561756
2001-01-18,105.82224911441274
2001-01-19,108.68017952720479
2001-01-22,106.80137342570829
2001-01-23,107.08531791121796
2001-01-24,108.51048134190496
2001-01-25,108.96339041889777
2001-01-26,106.72478965893977
2001-01-29,106.94843894916734
2001-01-30,106.80491085188683
2001-01-31,107.62625890318155
2001-02-01,107.09090494781962
2001-02-02,105.77691593215803
2001-02-05,104.70519280398617
2001-02-06,105.63818044943888
2001-02-07,104.92753297332288
2001-02-08,106.97763603564869
2001-02-09,105.46574834790044
2001-02-12,104.00050960465524
2001-02-13,104.29927980146783
2001-02-14,101.03011007970058
2001-02-15,102.56157943537856
2001-02-16,101.1570183121068
2001-02-19,101.62997640533676
2001-02-20,99.89605993360242
2001-02-21,97.55071758718577
2001-02-22,97.71295252276961
2001-02-23,95.99110987118793
2001-02-26,97.13243578089374
2001-02-27,96.89064282824769
2001-02-28,97.92664407079953
2001-03-01,96.92489252933596
2001-03-02,97.27114345638657
2001-03-05,99.00268895746427
2001-03-06,102.7980672237604
2001-03-07,101.2597500872589
2001-03-08,100.01638593876773
2001-03-09,98.54610141584779
2001-03-12,96.27525605505924
2001-03-13,97.60679338685678
2001-03-14,95.74208704929168
2001-03-15,97.85281207138571
2001-03-16,96.34982315159066
2001-03-19,97.52235638365981
2001-03-20,97.40349239987516
2001-03-21,95.94460156258965
2001-03-22,95.70025264993257
2001-03-23,95.57247057563099
2001-03-26,98.29609485848752
2001-03-27,97.10011640087151
2001-03-28,98.36545500549788
2001-03-29,94.50501367070794
2001-03-30,92.74535159496065
2001-04-02,92.62689290095096
2001-04-03,89.91812056492712
2001-04-04,87.50159209992586
2001-04-05,91.278353769178
2001-04-06,91.15385301438275
2001-04-09,92.03245681858832
2001-04-10,91.51768907507122
2001-04-11,93.80860786842172
2001-04-12,93.94818801442025
2001-04-13,96.34210049796435
2001-04-16,96.37798407491985
2001-04-17,95.23721987556566
2001-04-18,97.08459708868263
2001-04-19,97.30044106149788
2001-04-20,96.7810139211531
2001-04-23,95.28839034162574
2001-04-24,93.9241824798214
2001-04-25,92.72121890040609
2001-04-26,92.65462388036677
2001-04-27,93.12764665997082
2001-04-30,91.74889533963506
2001-05-01,91.72412617563543
2001-05-02,91.93881963154287
2001-05-03,90.59629641492903
2001-05-04,89.67878929120316
2001-05-07,91.6452883826121
