Date,MALAYSIA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,96.96592082375295
2001-01-03,95.50175601738795
2001-01-04,96.66019692552682
2001-01-05,97.09803255394776
2001-01-08,98.03020915074175
2001-01-09,98.84387677199408
2001-01-10,99.84688894758695
2001-01-11,98.0737470985115
2001-01-12,98.5247794939029
2001-01-15,99.71997244157406
2001-01-16,99.44994268579518
2001-01-17,100.54973007237226
2001-01-18,100.06898480467933
2001-01-19,102.69030989530083
2001-01-22,105.53181085484425
2001-01-23,105.09361648451274
2001-01-24,106.96123886122183
2001-01-25,107.2750956725301
2001-01-26,107.88967846298532
2001-01-29,108.72806924156748
2001-01-30,108.28518999109353
2001-01-31,108.97931323141215
2001-02-01,107.78549570811138
2001-02-02,109.78366904120965
2001-02-05,108.56458035668525
2001-02-06,109.7139392882805
2001-02-07,108.82294506828933
2001-02-08,108.97611995665706
2001-02-09,109.1726603175927
2001-02-12,108.80330451263688
2001-02-13,108.73981763475142
2001-02-14,108.53440597882155
2001-02-15,109.62763094146507
2001-02-16,108.70942555601466
2001-02-19,107.72576026075122
2001-02-20,109.41346837752683
2001-02-21,108.57753263673573
2001-02-22,109.55256807827584
2001-02-23,109.12696635247569
2001-02-26,108.76278333323435
2001-02-27,107.80851198517963
2001-02-28,107.66497623042277
2001-03-01,105.33424708091155
2001-03-02,104.99510037730413
2001-03-05,106.11701256122643
2001-03-06,105.95733519924694
2001-03-07,105.67566798718826
2001-03-08,104.16378052316067
2001-03-09,104.01505640271264
2001-03-12,103.52835739856646
2001-03-13,103.74586114899897
2001-03-14,104.07855875717053
2001-03-15,103.46204387450949
2001-03-16,104.27664600852124
2001-03-19,103.1643386961263
2001-03-20,101.19846381362082
2001-03-21,104.50587039065849
2001-03-22,105.69497888267013
2001-03-23,104.25160238588735
2001-03-26,103.97800669030768
2001-03-27,102.71112770029997
2001-03-28,103.34785578759949
2001-03-29,102.71528427096897
2001-03-30,102.17920055764972
2001-04-02,102.81477310248306
2001-04-03,99.01129508449513
2001-04-04,90.6965163147667
2001-04-05,90.83517989770081
2001-04-06,88.42566231037672
2001-04-09,84.39305023934988
2001-04-10,86.0590516054181
2001-04-11,88.76653861915644
2001-04-12,87.2902797948613
2001-04-13,89.37629236220492
2001-04-16,90.47560199659642
2001-04-17,89.41940621598162
2001-04-18,89.43020877707022
2001-04-19,88.11230722156976
2001-04-20,88.19494832269214
2001-04-23,88.24557560812156
2001-04-24,88.46557913506841
2001-04-25,88.23238404496013
2001-04-26,88.8953606422441
2001-04-27,91.16636132774532
2001-04-30,91.51048497249542
2001-05-01,91.02790513589431
2001-05-02,95.62525778420724
2001-05-03,94.55380321383298
2001-05-04,89.26447383643229
2001-05-07,89.62998351727475
2001-05-08,89.29147961148422
