Date,QATAR DOMESTIC
2005-05-31,739.5112289504191
2005-06-01,753.3356964180011
2005-06-02,754.669639747855
2005-06-03,755.2945026009614
2005-06-06,762.8225303930103
2005-06-07,794.452788415692
2005-06-08,789.335629061005
2005-06-09,793.5039007660282
2005-06-10,798.0858989556444
2005-06-13,855.7342226681163
2005-06-14,862.2167575695155
2005-06-15,825.2502985387711
2005-06-16,833.181538764595
2005-06-17,822.918914369719
2005-06-20,862.5319566671169
2005-06-21,862.0914876304256
2005-06-22,872.6351418129074
2005-06-23,880.5044684947804
2005-06-24,877.8095996303068
2005-06-27,883.220658666505
2005-06-28,898.7332416818082
2005-06-29,915.4259864188795
2005-06-30,899.6050463894477
2005-07-01,910.0287592557423
2005-07-04,865.621243509499
2005-07-05,897.5939425958345
2005-07-06,894.9379898905343
2005-07-07,883.7754285170606
2005-07-08,885.1084789811579
2005-07-11,878.1287365275923
2005-07-12,868.7293742446781
2005-07-13,863.6502676508952
2005-07-14,874.5724341521088
2005-07-15,879.0266459533858
2005-07-18,883.9918007750922
2005-07-19,887.0549456477751
2005-07-20,885.3248107430557
2005-07-21,877.1242378103799
2005-07-22,877.4862520238472
2005-07-25,859.705004689901
2005-07-26,862.7214614889332
2005-07-27,870.8118567329566
2005-07-28,869.149182443092
2005-07-29,864.9135038235129
2005-08-01,869.5957967829094
2005-08-02,876.7652189090469
2005-08-03,874.9189295688059
2005-08-04,874.0074452275314
2005-08-05,876.2743743661154
2005-08-08,911.6038019354778
2005-08-09,902.1459768693273
2005-08-10,903.5987566910239
2005-08-11,909.1332370240784
2005-08-12,909.7182413189661
2005-08-15,966.2364589768316
2005-08-16,972.8912711669573
2005-08-17,1005.5635831340162
2005-08-18,1036.6964230044352
2005-08-19,1039.3429078822003
2005-08-22,1087.5089995655014
2005-08-23,1067.1601892178883
2005-08-24,1030.5521359002323
2005-08-25,1048.7991179908856
2005-08-26,1044.6538613773666
2005-08-29,1056.5597648785606
2005-08-30,1054.4772771041708
2005-08-31,1056.6771139015734
2005-09-01,1044.1053938282596
2005-09-02,1037.2797188013947
2005-09-05,1067.0481718147644
2005-09-06,1066.8983509348236
2005-09-07,1068.2719063153645
2005-09-08,1068.3866366885397
2005-09-09,1067.0112344930199
2005-09-12,1075.3287538426878
2005-09-13,1081.6717420465893
2005-09-14,1096.545341600878
2005-09-15,1114.5989728943725
2005-09-16,1114.9198778114844
2005-09-19,1165.7040913115454
2005-09-20,1151.340217166112
2005-09-21,1145.714423188811
2005-09-22,1146.48773624083
2005-09-23,1154.4365485419255
2005-09-26,1114.666851469559
2005-09-27,1137.7400706150609
2005-09-28,1132.7942277659574
2005-09-29,1139.6445244894473
2005-09-30,1135.4064789168913
2005-10-03,1130.9998004417903
2005-10-04,1111.1085555181148
2005-10-05,1117.4110920613994
2005-10-06,1112.711052545473
2005-10-07,1114.2723845703026
2005-10-10,1144.7882399202538
2005-10-11,1128.647637005752
2005-10-12,1138.7940887235727
2005-10-13,1137.1627263362943
2005-10-14,1124.1777136763317
2005-10-17,1126.285020125774
2005-10-18,1119.5829070645932
2005-10-19,1122.217446471609
2005-10-20,1121.4377202031635
2005-10-21,1118.0482354694768
2005-10-24,1109.9557163219665
2005-10-25,1098.9164002252157
2005-10-26,1109.9958171991552
2005-10-27,1113.5549971254372
2005-10-28,1117.680796166646
2005-10-31,1142.7171089198496
2005-11-01,1127.0205547005544
2005-11-02,1120.0149153484729
2005-11-03,1125.6593053841732
2005-11-04,1143.8751242662206
2005-11-07,1151.448274652126
2005-11-08,1152.8609649672576
2005-11-09,1149.024911145225
2005-11-10,1132.2013460131525
2005-11-11,1136.2762542401433
2005-11-14,1050.4942184853649
2005-11-15,1107.3386470103226
2005-11-16,1098.6820891944694
2005-11-17,1077.0856988557966
2005-11-18,1078.9258486851318
2005-11-21,1038.892796722688
2005-11-22,1028.303579844805
2005-11-23,1001.6166442699825
2005-11-24,1012.9871166451325
2005-11-25,1017.7637871838056
2005-11-28,980.3131284024292
2005-11-29,1017.5558383745375
2005-11-30,1000.0
2005-12-01,1021.7113274918942
2005-12-02,1023.4464296923151
2005-12-05,1052.7460365329514
2005-12-06,1051.4892061541047
2005-12-07,1074.811244682744
2005-12-08,1086.909991640826
2005-12-09,1086.2050254808369
2005-12-12,1080.66400159783
2005-12-13,1051.3409739225242
2005-12-14,1054.3918969233478
2005-12-15,1060.1379391698515
2005-12-16,1055.1045909100806
2005-12-19,1046.3810945969724
2005-12-20,1034.716088010011
2005-12-21,998.535244826459
2005-12-22,989.9007346644116
2005-12-23,989.677701984748
2005-12-26,963.1308722324757
2005-12-27,988.5894445583916
2005-12-28,1013.776072471193
2005-12-29,1026.3650066901732
2005-12-30,1030.5851502046048
2006-01-02,1039.2899876345803
2006-01-03,987.9283534997668
2006-01-04,972.7934378308279
2006-01-05,973.9152342853647
2006-01-06,969.5588423035779
2006-01-09,970.6328789614564
2006-01-10,971.1154007953161
2006-01-11,968.7876455675552
2006-01-12,973.5893492414458
2006-01-13,970.6328789614564
2006-01-16,966.3535270086519
2006-01-17,940.4165403045969
2006-01-18,943.4990869885231
2006-01-19,958.7662614747172
2006-01-20,960.470699594587
2006-01-23,885.902940225902
2006-01-24,858.6560290038789
2006-01-25,901.9558838151023
2006-01-26,928.2954078934702
2006-01-27,936.900296731934
2006-01-30,927.1489103275065
2006-01-31,943.7145612864448
2006-02-01,938.5846046579669
2006-02-02,932.1796286262194
2006-02-03,938.9634549741155
2006-02-06,917.4418692471505
2006-02-07,920.0240150374807
2006-02-08,912.833232759304
2006-02-09,912.0515302376377
2006-02-10,915.1017147694847
2006-02-13,898.3680126457225
2006-02-14,877.5998184350835
2006-02-15,842.7219645052901
2006-02-16,876.4637187192736
2006-02-17,873.7434941172846
2006-02-20,833.7440825167296
2006-02-21,820.7520923274967
2006-02-22,835.8988439410974
2006-02-23,826.7919495147039
2006-02-24,830.4840734835522
2006-02-27,796.3946083438254
2006-02-28,787.1433980278492
2006-03-01,779.0820401345865
2006-03-02,773.5773132297327
2006-03-03,771.7740276475462
2006-03-06,792.3897286506308
2006-03-07,832.4953804314746
2006-03-08,838.8255583204524
2006-03-09,846.8721131217748
2006-03-10,849.6188716871375
2006-03-13,857.1796089273654
2006-03-14,832.3456425625869
2006-03-15,792.5693691569217
2006-03-16,805.8363461785074
2006-03-17,804.46769509992
2006-03-20,805.9434537371113
2006-03-21,820.7321812437667
2006-03-22,829.5527662839504
2006-03-23,828.1445507754536
2006-03-24,826.099213465278
2006-03-27,796.2841780203787
2006-03-28,804.8565985714266
2006-03-29,804.5995274107083
2006-03-30,804.767383685488
2006-03-31,807.4274419714376
2006-04-03,813.1287518834313
2006-04-04,805.575063039264
2006-04-05,817.1886969640143
2006-04-06,821.1008435844133
2006-04-07,828.8952141899246
2006-04-10,826.8403995681167
2006-04-11,839.7503674993479
2006-04-12,839.7541744632914
2006-04-13,848.0219201874685
2006-04-14,848.0219201874685
2006-04-17,865.7311630831728
2006-04-18,843.7525747140617
2006-04-19,836.597280045125
2006-04-20,824.3303193582232
2006-04-21,822.1359528002359
2006-04-24,778.5825881307799
2006-04-25,793.3097950223785
2006-04-26,786.7007660406675
2006-04-27,777.6227791842529
2006-04-28,774.1252492472356
2006-05-01,765.5961678010141
2006-05-02,767.1202856495291
2006-05-03,764.2084172971773
2006-05-04,753.7024679406646
2006-05-05,750.8292869645006
2006-05-08,715.0497614928914
2006-05-09,711.0542226071738
2006-05-10,688.3809659027528
2006-05-11,683.2367558493522
2006-05-12,679.8084626294121
2006-05-15,693.6195179188013
2006-05-16,692.9636665064094
2006-05-17,686.5932501672207
2006-05-18,683.7183582023415
2006-05-19,689.3876373989
2006-05-22,651.6828264004196
2006-05-23,628.1597587910843
2006-05-24,610.991249352088
2006-05-25,639.2423431170822
2006-05-26,642.1984444554674
2006-05-29,673.2217471768313
2006-05-30,651.913673531482
2006-05-31,650.9643759662156
2006-06-01,657.7344131867345
2006-06-02,651.9492101682727
2006-06-05,640.0283950765739
2006-06-06,649.9619258468047
2006-06-07,652.0420368400538
2006-06-08,654.0701771197881
2006-06-09,653.6384348097911
2006-06-12,665.5266308462136
2006-06-13,666.2329113818661
2006-06-14,668.321997512704
2006-06-15,664.6210745548353
2006-06-16,663.7454001766738
2006-06-19,659.3007435145004
2006-06-20,640.7012551071933
2006-06-21,636.2804791574071
2006-06-22,635.2439977307228
2006-06-23,638.1876442667656
2006-06-26,636.5659190395908
2006-06-27,631.0098875655619
2006-06-28,642.1881027448317
2006-06-29,649.4789402141593
2006-06-30,636.881999912035
2006-07-03,636.5517239527085
2006-07-04,651.8626240100494
2006-07-05,674.503665463502
2006-07-06,663.739802244095
2006-07-07,660.1344781296692
2006-07-10,677.5691088478183
2006-07-11,688.0602280147754
2006-07-12,705.0138602960728
2006-07-13,692.080649047905
2006-07-14,695.3124950484454
2006-07-17,664.7781752566027
2006-07-18,679.7887927966493
2006-07-19,673.9129351909932
2006-07-20,667.5871417017638
2006-07-21,665.473127334841
2006-07-24,668.0670064075961
2006-07-25,667.0793606131134
2006-07-26,666.6167545394778
2006-07-27,663.5068442650532
2006-07-28,661.8072351362354
2006-07-31,664.4897126537094
2006-08-01,665.310644162089
2006-08-02,662.8214333622547
2006-08-03,665.7550673669463
2006-08-04,660.4810398099152
2006-08-07,663.0395913981123
2006-08-08,663.5034486857128
2006-08-09,658.4042680221033
2006-08-10,663.6731805731235
2006-08-11,664.1593310626914
2006-08-14,673.0186095866278
2006-08-15,668.2143197826513
2006-08-16,663.3215196032949
2006-08-17,665.9810118768964
2006-08-18,668.1367945681247
2006-08-21,662.2766793773853
2006-08-22,667.305842199446
2006-08-23,665.0036279331118
2006-08-24,665.0373349240829
2006-08-25,667.5508610086657
2006-08-28,652.2609404136323
2006-08-29,654.9749710537683
2006-08-30,647.905910639769
2006-08-31,647.0943244387129
2006-09-01,646.9427031653646
2006-09-04,645.4299799807472
2006-09-05,645.6192992618546
2006-09-06,646.6995653084164
2006-09-07,651.0043736827075
2006-09-08,654.2597674773677
2006-09-11,648.8681008454522
2006-09-12,647.9496836141677
2006-09-13,651.1458485877617
2006-09-14,646.9908720241301
2006-09-15,652.05407872192
2006-09-18,647.448675157838
2006-09-19,642.3339359891169
2006-09-20,639.5899094841242
2006-09-21,634.5749804023216
2006-09-22,630.5353115171202
2006-09-25,629.4318629690841
2006-09-26,629.7593907123363
2006-09-27,624.909670774855
2006-09-28,625.7613149448828
2006-09-29,626.7986930868873
2006-10-02,636.2350098872013
2006-10-03,630.8763148245313
2006-10-04,634.4605023837229
2006-10-05,636.9389507640009
2006-10-06,642.1006536184822
2006-10-09,632.7670698881358
2006-10-10,631.537566829485
2006-10-11,631.304587240966
2006-10-12,630.7371103762143
2006-10-13,632.8668431995151
2006-10-16,603.8595575167565
2006-10-17,616.3904373321151
2006-10-18,616.6898214832338
2006-10-19,616.0386300123432
2006-10-20,615.6964813702926
2006-10-23,618.2965302538132
2006-10-24,618.5021468262489
2006-10-25,616.4790945740205
2006-10-26,612.4890960930173
2006-10-27,609.8896217982854
2006-10-30,617.456596425093
2006-10-31,603.8927643888085
2006-11-01,602.6294752769838
2006-11-02,597.1496856894291
2006-11-03,600.1251463785921
2006-11-06,596.2307322797207
2006-11-07,581.7213881849681
2006-11-08,585.1981479048384
2006-11-09,575.6759131739761
2006-11-10,572.721318495374
2006-11-13,552.6753844635034
2006-11-14,553.6058499423339
2006-11-15,557.9751431562319
2006-11-16,555.4287771484956
2006-11-17,554.519480378266
2006-11-20,544.1445664643511
2006-11-21,528.8245818428256
2006-11-22,508.9455787919418
2006-11-23,514.1127117818156
2006-11-24,507.4381200381251
2006-11-27,504.112916298056
2006-11-28,496.19103367720874
2006-11-29,485.93513659755206
2006-11-30,477.07380729422977
2006-12-01,474.17926897327214
2006-12-04,465.1846191648144
2006-12-05,465.98445152106456
2006-12-06,482.7545035740974
2006-12-07,491.17100348517806
2006-12-08,490.47058168338435
2006-12-11,504.30557469607515
2006-12-12,489.55436823883076
2006-12-13,495.9925534401984
2006-12-14,500.37027882967703
2006-12-15,503.4804828220262
2006-12-18,510.16475420131945
2006-12-19,506.66831722817193
2006-12-20,521.05585269209
2006-12-21,526.4269747250247
2006-12-22,526.7943513150701
2006-12-25,546.2613359427647
2006-12-26,549.5918980705706
2006-12-27,556.5166964488512
2006-12-28,561.3090561651497
2006-12-29,559.4786774130093
2007-01-01,559.4786774130093
2007-01-02,555.644178475364
2007-01-03,560.3921327967264
2007-01-04,566.0684707106882
2007-01-05,570.2899140724429
2007-01-08,552.8530278667673
2007-01-09,553.4948248796252
2007-01-10,564.9378807335452
2007-01-11,557.4905430161581
2007-01-12,555.6876502152584
2007-01-15,548.136416734861
2007-01-16,551.6846586312341
2007-01-17,550.2601983295675
2007-01-18,550.1098490707218
2007-01-19,550.3223369416596
2007-01-22,553.8263741580497
2007-01-23,548.0500687866106
2007-01-24,545.8979030155514
2007-01-25,543.7625403333659
2007-01-26,546.7964357112576
2007-01-29,521.8110480885254
2007-01-30,513.1541681246576
2007-01-31,512.2083784982884
2007-02-01,517.3234361316573
2007-02-02,519.2373075667275
2007-02-05,528.2339246924665
2007-02-06,521.496802216677
2007-02-07,517.9684694460992
2007-02-08,513.985883889905
2007-02-09,515.6638874465712
2007-02-12,490.2399477121939
2007-02-13,479.5815923200216
2007-02-14,483.08996310930627
2007-02-15,491.9056928238899
2007-02-16,492.64187338981134
2007-02-19,498.87382625775916
2007-02-20,494.8387909396957
2007-02-21,496.94186737079525
2007-02-22,497.7882067840951
2007-02-23,495.5575832926387
2007-02-26,491.04338410461867
2007-02-27,494.8119750961136
2007-02-28,498.6377782433203
