Date,TAIWAN
2000-12-29,100.0
2001-01-01,99.65966902776509
2001-01-02,103.57021813714181
2001-01-03,101.84732606693021
2001-01-04,106.93358254460117
2001-01-05,109.71770243294937
2001-01-08,108.28221737964161
2001-01-09,114.03712084824738
2001-01-10,114.53746915083325
2001-01-11,112.01841090426812
2001-01-12,111.78479969089317
2001-01-15,113.96122403708605
2001-01-16,120.27247923656608
2001-01-17,124.46401844634903
2001-01-18,124.48374467509505
2001-01-19,125.87208833016615
2001-01-22,125.9157297595322
2001-01-23,125.35440268131788
2001-01-24,127.58208020634751
2001-01-25,128.05472167816043
2001-01-26,127.80470974798993
2001-01-29,124.47453154413544
2001-01-30,127.78860772082277
2001-01-31,130.47914502847712
2001-02-01,127.55158755787104
2001-02-02,131.01526103207567
2001-02-05,126.29055914239332
2001-02-06,125.5298273335562
2001-02-07,121.63317589372578
2001-02-08,124.44694884904051
2001-02-09,124.79104853957648
2001-02-12,124.14122471563421
2001-02-13,129.63111661724432
2001-02-14,126.35471033603544
2001-02-15,133.88425080645493
2001-02-16,131.09823002242302
2001-02-19,127.9111766548728
2001-02-20,130.29199490215666
2001-02-21,129.78254847606013
2001-02-22,125.65132246095054
2001-02-23,124.75630575795437
2001-02-26,124.34246255705818
2001-02-27,122.51043561246944
2001-02-28,122.38387524510121
2001-03-01,116.78123922983657
2001-03-02,115.92384113202755
2001-03-05,118.96267292425486
2001-03-06,119.65599756442906
2001-03-07,123.08759645893005
2001-03-08,120.80379426705491
2001-03-09,119.63044633865104
2001-03-12,116.97283701136088
2001-03-13,119.55879687888557
2001-03-14,121.26188496839747
2001-03-15,123.54202265442595
2001-03-16,125.07787821768238
2001-03-19,121.76467475856361
2001-03-20,120.89890530065952
2001-03-21,121.3130633548466
2001-03-22,125.1203748323476
2001-03-23,125.97360171681069
2001-03-26,127.35442334215399
2001-03-27,126.94807998039903
2001-03-28,126.53180620609213
2001-03-29,126.74823703690988
2001-03-30,125.35192201395955
2001-04-02,121.0233310739854
2001-04-03,117.03560051603752
2001-04-04,113.44348683487567
2001-04-05,114.59099193230507
2001-04-06,116.37775103439574
2001-04-09,113.33104242682029
2001-04-10,113.60076914868237
2001-04-11,116.92212535591554
2001-04-12,117.25912127566639
2001-04-13,116.35650141488672
2001-04-16,116.18832721445396
2001-04-17,116.54508033993494
2001-04-18,119.63918331789905
2001-04-19,121.13311901780772
2001-04-20,118.52602976543895
